maz,taz,PUMA,geometry,index_right,COUNTY_NAME,COUNTY_FIPS
13917,556,01500,POINT (-13629172.027373606 4546753.553788077),21.0,San Francisco,075
13918,10,01500,POINT (-13629799.000130426 4545331.183237068),21.0,San Francisco,075
13920,9,01500,POINT (-13629438.483177256 4545359.533185465),21.0,San Francisco,075
13921,14,01500,POINT (-13629209.306335364 4545603.746954883),21.0,San Francisco,075
13922,514,01500,POINT (-13628807.536588369 4548573.938734927),21.0,San Francisco,075
13923,309,01500,POINT (-13626429.453730382 4544031.538721654),21.0,San Francisco,075
13924,309,01500,POINT (-13626316.144824248 4544051.434061785),21.0,San Francisco,075
13926,118,01500,POINT (-13626918.104269644 4543004.075079253),21.0,San Francisco,075
13928,324,01500,POINT (-13626918.042404586 4551951.321936419),21.0,San Francisco,075
13929,157,01500,POINT (-13628643.517751167 4541945.778503452),21.0,San Francisco,075
13930,61,01500,POINT (-13628347.059898153 4543235.091486314),21.0,San Francisco,075
13932,153,01500,POINT (-13627951.46698725 4542821.856685673),21.0,San Francisco,075
13934,153,01500,POINT (-13627682.002090283 4542597.54577849),21.0,San Francisco,075
13935,109,01500,POINT (-13632912.99323122 4541514.462959633),21.0,San Francisco,075
13936,109,01500,POINT (-13632868.957057457 4541196.580032796),21.0,San Francisco,075
13938,109,01500,POINT (-13632524.4023884 4541153.273440396),21.0,San Francisco,075
13939,319,01500,POINT (-13626678.912115764 4538719.100172926),21.0,San Francisco,075
13941,237,01500,POINT (-13626207.730820484 4538903.763695562),21.0,San Francisco,075
13942,71,01500,POINT (-13626155.247805705 4541592.699523912),21.0,San Francisco,075
13946,189,01500,POINT (-13625821.734829726 4540206.95494832),21.0,San Francisco,075
13949,120,01500,POINT (-13625202.073068127 4540207.8013792075),21.0,San Francisco,075
13958,277,01500,POINT (-13632954.57220384 4546278.560148209),21.0,San Francisco,075
13965,13,01500,POINT (-13628521.755659748 4545656.375071026),21.0,San Francisco,075
13966,16,01500,POINT (-13628257.528492328 4545506.780008522),21.0,San Francisco,075
13968,5,01500,POINT (-13628660.643214097 4546557.124160001),21.0,San Francisco,075
13970,1,01500,POINT (-13628358.372915858 4546893.191009163),21.0,San Francisco,075
13972,644,01500,POINT (-13630891.50613248 4542637.74993622),21.0,San Francisco,075
13973,645,01500,POINT (-13630780.120416818 4542146.687798233),21.0,San Francisco,075
13975,571,01500,POINT (-13625199.472851668 4547989.964333825),21.0,San Francisco,075
13982,448,01500,POINT (-13625902.862542316 4545327.586630018),21.0,San Francisco,075
13983,289,01500,POINT (-13625385.033503195 4546683.922719116),21.0,San Francisco,075
13988,611,01500,POINT (-13623726.659821449 4545458.61641007),21.0,San Francisco,075
13990,630,01500,POINT (-13625463.190578626 4539296.458156536),21.0,San Francisco,075
13997,351,01500,POINT (-13626148.908637084 4551735.616400407),21.0,San Francisco,075
13998,353,01500,POINT (-13625977.106355134 4551835.679538607),21.0,San Francisco,075
13999,354,01500,POINT (-13626273.379110742 4551380.650286196),21.0,San Francisco,075
14000,351,01500,POINT (-13625917.521914406 4551436.664170327),21.0,San Francisco,075
14001,356,01500,POINT (-13626078.469131852 4551006.125650253),21.0,San Francisco,075
14002,353,01500,POINT (-13625677.759588582 4550935.107466712),21.0,San Francisco,075
14003,228,01500,POINT (-13631901.28191911 4538353.397787809),21.0,San Francisco,075
14005,127,01500,POINT (-13631582.782533221 4541364.595953218),21.0,San Francisco,075
14006,127,01500,POINT (-13631837.912938807 4540902.331612543),21.0,San Francisco,075
14009,422,01500,POINT (-13630209.603522323 4545684.32348772),21.0,San Francisco,075
14014,46,01500,POINT (-13628149.591592493 4544552.722625237),21.0,San Francisco,075
14015,3,01500,POINT (-13628264.605348695 4546588.297934726),21.0,San Francisco,075
14023,376,01500,POINT (-13629420.89819913 4548611.020983449),21.0,San Francisco,075
14024,378,01500,POINT (-13629326.583743338 4548222.331730169),21.0,San Francisco,075
14026,522,01500,POINT (-13629404.546456387 4547536.219811374),21.0,San Francisco,075
14027,522,01500,POINT (-13629221.515816366 4547565.324047237),21.0,San Francisco,075
14029,647,01500,POINT (-13630436.65291612 4546316.87587866),21.0,San Francisco,075
14030,554,01500,POINT (-13629870.781246603 4547068.262115481),21.0,San Francisco,075
14031,306,01500,POINT (-13625287.182310618 4546017.65975217),21.0,San Francisco,075
14032,88,01500,POINT (-13625166.115540057 4545846.188397213),21.0,San Francisco,075
14033,88,01500,POINT (-13625152.5220607 4545666.386209132),21.0,San Francisco,075
14035,574,01500,POINT (-13625027.181082573 4545463.066065049),21.0,San Francisco,075
14036,88,01500,POINT (-13624842.473913882 4545870.824718852),21.0,San Francisco,075
14037,25,01500,POINT (-13627402.138086561 4544835.782036689),21.0,San Francisco,075
14040,91,01500,POINT (-13627176.238550385 4545079.488241809),21.0,San Francisco,075
14041,91,01500,POINT (-13626916.081990559 4544872.937412482),21.0,San Francisco,075
14043,126,01500,POINT (-13627400.508455245 4543835.387024741),21.0,San Francisco,075
14048,247,01500,POINT (-13635288.08914511 4549140.140645417),21.0,San Francisco,075
14049,245,01500,POINT (-13634917.030103324 4549074.998156315),21.0,San Francisco,075
14053,539,01500,POINT (-13634558.868885221 4549095.239821253),21.0,San Francisco,075
14054,539,01500,POINT (-13634439.669221934 4549102.0806727605),21.0,San Francisco,075
14056,542,01500,POINT (-13633666.84690959 4548883.340912261),21.0,San Francisco,075
14057,190,01500,POINT (-13627307.863444433 4540426.291982153),21.0,San Francisco,075
14058,76,01500,POINT (-13637822.104546104 4547560.076031142),21.0,San Francisco,075
14059,353,01500,POINT (-13625441.309096698 4551578.26904983),21.0,San Francisco,075
14061,403,01500,POINT (-13625779.548661342 4550276.211681016),21.0,San Francisco,075
14062,588,01500,POINT (-13625555.240098005 4550176.682264476),21.0,San Francisco,075
14064,590,01500,POINT (-13625531.193631683 4549241.551774944),21.0,San Francisco,075
14066,226,01500,POINT (-13631048.09673825 4538734.447132894),21.0,San Francisco,075
14067,318,01500,POINT (-13630529.135775613 4538792.008122118),21.0,San Francisco,075
14068,131,01500,POINT (-13630056.221343784 4541519.359411539),21.0,San Francisco,075
14069,272,01500,POINT (-13632289.713933084 4544750.5903449375),21.0,San Francisco,075
14070,159,01500,POINT (-13629996.647194186 4540726.156622733),21.0,San Francisco,075
14073,604,01500,POINT (-13626291.396322872 4546922.396717752),21.0,San Francisco,075
14076,86,01500,POINT (-13626651.86962232 4546093.89301565),21.0,San Francisco,075
14077,87,01500,POINT (-13626736.179943817 4545339.184015995),21.0,San Francisco,075
14078,94,01500,POINT (-13626269.910830634 4546121.854121383),21.0,San Francisco,075
14079,87,01500,POINT (-13626528.686813563 4545355.8856054265),21.0,San Francisco,075
14081,416,01500,POINT (-13625728.325755069 4548524.158084802),21.0,San Francisco,075
14083,572,01500,POINT (-13626310.197297676 4547183.337898907),21.0,San Francisco,075
14084,601,01500,POINT (-13625996.538577335 4547798.858488733),21.0,San Francisco,075
14087,456,01500,POINT (-13632379.397656757 4540075.728799628),21.0,San Francisco,075
14088,99,01500,POINT (-13626028.135845248 4544265.2127653975),21.0,San Francisco,075
14090,562,01500,POINT (-13627837.472256482 4547099.331730524),21.0,San Francisco,075
14091,570,01500,POINT (-13627987.255214002 4546151.578549293),21.0,San Francisco,075
14092,569,01500,POINT (-13627643.229028227 4546407.274961259),21.0,San Francisco,075
14093,446,01500,POINT (-13630214.863138441 4545030.961575882),21.0,San Francisco,075
14094,301,01500,POINT (-13630704.43230169 4544438.502398776),21.0,San Francisco,075
14095,10,01500,POINT (-13629779.950860282 4545080.307114223),21.0,San Francisco,075
14096,446,01500,POINT (-13630103.488753736 4544822.4624297945),21.0,San Francisco,075
14097,54,01500,POINT (-13630150.927573346 4544342.723678219),21.0,San Francisco,075
14100,454,01500,POINT (-13631813.460719364 4540359.691855726),21.0,San Francisco,075
14102,100,01500,POINT (-13625464.20156863 4541802.127298404),21.0,San Francisco,075
14103,619,01500,POINT (-13625081.903277067 4543079.249308152),21.0,San Francisco,075
14106,100,01500,POINT (-13625462.905109076 4542000.625444757),21.0,San Francisco,075
14107,553,01500,POINT (-13624649.002861459 4542356.756565003),21.0,San Francisco,075
14108,566,01500,POINT (-13626575.10029649 4548258.217044872),21.0,San Francisco,075
14109,553,01500,POINT (-13624832.24545805 4542223.019428486),21.0,San Francisco,075
14110,553,01500,POINT (-13624583.452327661 4542042.396776112),21.0,San Francisco,075
14117,629,01500,POINT (-13623172.933610948 4540899.898281239),21.0,San Francisco,075
14128,245,01500,POINT (-13635036.622431727 4549068.198181254),21.0,San Francisco,075
14131,509,01500,POINT (-13630247.06631034 4548074.132797039),21.0,San Francisco,075
14132,526,01500,POINT (-13630205.16144446 4547811.325754553),21.0,San Francisco,075
14133,526,01500,POINT (-13630184.137296585 4547679.829957284),21.0,San Francisco,075
14134,36,01500,POINT (-13626806.009820648 4548896.86067763),21.0,San Francisco,075
14135,377,01500,POINT (-13629750.03075934 4548601.6027121525),21.0,San Francisco,075
14137,512,01500,POINT (-13629067.226706328 4548950.896215718),21.0,San Francisco,075
14138,378,01500,POINT (-13629368.425066685 4548484.964713637),21.0,San Francisco,075
14139,522,01500,POINT (-13629591.427954603 4547506.59385805),21.0,San Francisco,075
14141,522,01500,POINT (-13629425.210668834 4547667.51369118),21.0,San Francisco,075
14142,409,01500,POINT (-13630483.395715024 4546517.442342485),21.0,San Francisco,075
14143,527,01500,POINT (-13630100.12857049 4547155.517866144),21.0,San Francisco,075
14144,88,01500,POINT (-13624950.971235966 4545862.641495272),21.0,San Francisco,075
14145,25,01500,POINT (-13627385.390077848 4544610.800821139),21.0,San Francisco,075
14146,91,01500,POINT (-13627037.897889717 4544863.590477752),21.0,San Francisco,075
14148,41,01500,POINT (-13626701.96799861 4544889.231640276),21.0,San Francisco,075
14149,92,01500,POINT (-13626410.310932752 4545137.812746161),21.0,San Francisco,075
14150,308,01500,POINT (-13626255.572857969 4544470.432322611),21.0,San Francisco,075
14151,97,01500,POINT (-13626738.002229534 4544015.456720439),21.0,San Francisco,075
14160,174,01500,POINT (-13636543.962644795 4546077.75475105),21.0,San Francisco,075
14161,172,01500,POINT (-13637379.224669563 4546030.907534923),21.0,San Francisco,075
14165,568,01500,POINT (-13626072.956777122 4548870.877436039),21.0,San Francisco,075
14166,588,01500,POINT (-13625441.083493827 4550298.957205947),21.0,San Francisco,075
14167,588,01500,POINT (-13625294.369770093 4550114.401489743),21.0,San Francisco,075
14169,201,01500,POINT (-13630794.510078741 4539725.252758048),21.0,San Francisco,075
14174,225,01500,POINT (-13630544.965791179 4539157.4205355225),21.0,San Francisco,075
14175,318,01500,POINT (-13630731.672161564 4538565.838592688),21.0,San Francisco,075
14177,194,01500,POINT (-13630008.078702107 4539078.58626358),21.0,San Francisco,075
14179,161,01500,POINT (-13629365.775395568 4540883.70304178),21.0,San Francisco,075
14180,565,01500,POINT (-13627227.517083218 4547544.681229441),21.0,San Francisco,075
14186,513,01500,POINT (-13628087.392545069 4548690.63879083),21.0,San Francisco,075
14189,269,01500,POINT (-13636913.808463013 4548431.564779971),21.0,San Francisco,075
14190,268,01500,POINT (-13637482.88147557 4547921.148835926),21.0,San Francisco,075
14191,548,01500,POINT (-13637225.590511264 4547606.963320841),21.0,San Francisco,075
14193,111,01500,POINT (-13633667.661134712 4540481.323919137),21.0,San Francisco,075
14196,645,01500,POINT (-13630314.396318816 4541942.224679546),21.0,San Francisco,075
14197,510,01500,POINT (-13630472.421429435 4548584.557834535),21.0,San Francisco,075
14198,478,01500,POINT (-13630189.309204958 4548891.49151999),21.0,San Francisco,075
14200,649,01500,POINT (-13630327.567283792 4547387.515068232),21.0,San Francisco,075
14201,380,01500,POINT (-13630042.905389046 4547972.499603161),21.0,San Francisco,075
14202,379,01500,POINT (-13629667.919771047 4548302.157123544),21.0,San Francisco,075
14203,512,01500,POINT (-13629216.998458466 4548711.333969229),21.0,San Francisco,075
14204,380,01500,POINT (-13629305.632318133 4548091.026757165),21.0,San Francisco,075
14205,522,01500,POINT (-13629365.493400613 4547879.297580229),21.0,San Francisco,075
14206,531,01500,POINT (-13629549.444833301 4547244.334620746),21.0,San Francisco,075
14207,527,01500,POINT (-13630469.55759709 4547095.710604378),21.0,San Francisco,075
14208,527,01500,POINT (-13630283.227152774 4547125.876684238),21.0,San Francisco,075
14210,306,01500,POINT (-13625071.953649996 4546033.8583648205),21.0,San Francisco,075
14211,25,01500,POINT (-13627397.428348664 4544383.411575009),21.0,San Francisco,075
14212,91,01500,POINT (-13626932.988749156 4545098.157791573),21.0,San Francisco,075
14214,23,01500,POINT (-13627406.943472568 4544094.044931619),21.0,San Francisco,075
14215,93,01500,POINT (-13626986.87231868 4544188.360692449),21.0,San Francisco,075
14217,41,01500,POINT (-13626803.609396156 4544881.44281488),21.0,San Francisco,075
14218,41,01500,POINT (-13626599.691268023 4544896.596050443),21.0,San Francisco,075
14219,96,01500,POINT (-13626769.72012467 4544431.050989419),21.0,San Francisco,075
14220,41,01500,POINT (-13626393.25191782 4544912.704228133),21.0,San Francisco,075
14221,308,01500,POINT (-13626477.986365208 4544679.086629395),21.0,San Francisco,075
14226,267,01500,POINT (-13637613.350262089 4548436.337595311),21.0,San Francisco,075
14228,353,01500,POINT (-13625546.724728677 4550956.271129082),21.0,San Francisco,075
14229,549,01500,POINT (-13625657.067237489 4550808.109678114),21.0,San Francisco,075
14231,632,01500,POINT (-13625824.680787053 4538544.612861855),21.0,San Francisco,075
14233,550,01500,POINT (-13626152.01576547 4550601.925057821),21.0,San Francisco,075
14235,403,01500,POINT (-13625975.312473375 4550244.891244943),21.0,San Francisco,075
14236,549,01500,POINT (-13625773.079301612 4550534.043414375),21.0,San Francisco,075
14237,549,01500,POINT (-13625795.863082618 4550372.327695855),21.0,San Francisco,075
14238,403,01500,POINT (-13625693.908815928 4550325.124160059),21.0,San Francisco,075
14239,549,01500,POINT (-13625592.112979144 4550405.206116164),21.0,San Francisco,075
14240,404,01500,POINT (-13625851.957545796 4549858.41620111),21.0,San Francisco,075
14241,595,01500,POINT (-13626163.198868584 4549538.971280598),21.0,San Francisco,075
14242,595,01500,POINT (-13625990.43467203 4549566.886150924),21.0,San Francisco,075
14243,404,01500,POINT (-13625830.81800103 4549726.965365579),21.0,San Francisco,075
14244,588,01500,POINT (-13625451.603408536 4550364.109638135),21.0,San Francisco,075
14245,588,01500,POINT (-13625294.542153027 4550218.796065552),21.0,San Francisco,075
14247,198,01500,POINT (-13630417.654144863 4539916.840425791),21.0,San Francisco,075
14248,636,01500,POINT (-13630473.849861436 4539529.798916197),21.0,San Francisco,075
14249,226,01500,POINT (-13630823.55720439 4538804.052547349),21.0,San Francisco,075
14251,198,01500,POINT (-13630230.296480734 4540307.682181302),21.0,San Francisco,075
14253,571,01500,POINT (-13625042.917485759 4548407.046157736),21.0,San Francisco,075
14254,571,01500,POINT (-13624814.926794674 4548289.206966103),21.0,San Francisco,075
14255,571,01500,POINT (-13625113.271674046 4547902.806869821),21.0,San Francisco,075
14260,605,01500,POINT (-13625877.697692266 4546700.996316377),21.0,San Francisco,075
14262,605,01500,POINT (-13625642.308078103 4547006.642621157),21.0,San Francisco,075
14263,605,01500,POINT (-13625851.255113713 4546337.270801897),21.0,San Francisco,075
14264,447,01500,POINT (-13625930.658578627 4545968.239951487),21.0,San Francisco,075
14265,447,01500,POINT (-13625823.27519477 4545976.853265304),21.0,San Francisco,075
14267,447,01500,POINT (-13625461.987468557 4546184.92158677),21.0,San Francisco,075
14268,448,01500,POINT (-13625797.935526423 4545617.076800298),21.0,San Francisco,075
14269,448,01500,POINT (-13625777.38297718 4545347.599040263),21.0,San Francisco,075
14270,448,01500,POINT (-13625688.347185507 4545625.989150172),21.0,San Francisco,075
14271,448,01500,POINT (-13625673.594349548 4545434.102462413),21.0,San Francisco,075
14276,289,01500,POINT (-13624997.497039946 4546423.724629422),21.0,San Francisco,075
14279,638,01500,POINT (-13630093.874792533 4541143.682590926),21.0,San Francisco,075
14280,363,01500,POINT (-13626506.667912977 4549079.509995443),21.0,San Francisco,075
14281,595,01500,POINT (-13626319.691048795 4549377.925717543),21.0,San Francisco,075
14283,324,01500,POINT (-13626176.634967795 4551938.176769749),21.0,San Francisco,075
14284,353,01500,POINT (-13625959.108221203 4551699.169308985),21.0,San Francisco,075
14289,132,01500,POINT (-13631071.423461419 4541393.360001341),21.0,San Francisco,075
14290,132,01500,POINT (-13631070.83859455 4541279.481090458),21.0,San Francisco,075
14291,453,01500,POINT (-13631258.906692076 4540244.500035781),21.0,San Francisco,075
14292,457,01500,POINT (-13631810.356251795 4539824.074225333),21.0,San Francisco,075
14293,454,01500,POINT (-13631474.46808591 4540309.389974752),21.0,San Francisco,075
14294,132,01500,POINT (-13630817.578125779 4541514.357531679),21.0,San Francisco,075
14295,133,01500,POINT (-13630812.443369174 4541169.448041471),21.0,San Francisco,075
14296,131,01500,POINT (-13630563.751395876 4541515.996157379),21.0,San Francisco,075
14297,133,01500,POINT (-13630601.418640293 4541025.087909824),21.0,San Francisco,075
14299,458,01500,POINT (-13631352.700155834 4539681.732387445),21.0,San Francisco,075
14300,458,01500,POINT (-13631171.174005814 4539597.938991922),21.0,San Francisco,075
14301,227,01500,POINT (-13631476.241225224 4538603.174732807),21.0,San Francisco,075
14302,227,01500,POINT (-13631188.02094442 4538539.684644648),21.0,San Francisco,075
14304,629,01500,POINT (-13623567.973849831 4540784.1911028875),21.0,San Francisco,075
14306,303,01500,POINT (-13631596.294461338 4543335.075199941),21.0,San Francisco,075
14308,112,01500,POINT (-13631723.009940559 4541847.729370856),21.0,San Francisco,075
14309,326,01500,POINT (-13631197.870207582 4542408.550381676),21.0,San Francisco,075
14310,645,01500,POINT (-13630812.935278451 4542401.172546256),21.0,San Francisco,075
14312,605,01500,POINT (-13625946.280624457 4546869.918806446),21.0,San Francisco,075
14313,289,01500,POINT (-13625604.227115603 4546532.069323927),21.0,San Francisco,075
14314,447,01500,POINT (-13625983.830355547 4546142.1805975195),21.0,San Francisco,075
14315,447,01500,POINT (-13625663.554592473 4545988.829769018),21.0,San Francisco,075
14316,447,01500,POINT (-13625701.99732827 4545805.706970727),21.0,San Francisco,075
14319,134,01500,POINT (-13631034.487330893 4539450.814571331),21.0,San Francisco,075
14321,235,01500,POINT (-13630083.921651548 4538800.399629815),21.0,San Francisco,075
14322,194,01500,POINT (-13630039.180757128 4539318.211958282),21.0,San Francisco,075
14326,225,01500,POINT (-13630872.166157005 4539133.896416099),21.0,San Francisco,075
14328,329,01500,POINT (-13633867.560637334 4543062.213904518),21.0,San Francisco,075
14330,329,01500,POINT (-13633379.34696269 4543089.989773776),21.0,San Francisco,075
14332,171,01500,POINT (-13634001.28023464 4541622.949066271),21.0,San Francisco,075
14334,344,01500,POINT (-13623651.186283456 4541110.06979413),21.0,San Francisco,075
14336,399,01500,POINT (-13626643.523296047 4550523.975563545),21.0,San Francisco,075
14340,356,01500,POINT (-13626154.554824987 4550874.422448021),21.0,San Francisco,075
14344,112,01500,POINT (-13631544.651767174 4541677.321352803),21.0,San Francisco,075
14347,130,01500,POINT (-13631073.178168816 4541732.726058123),21.0,San Francisco,075
14348,132,01500,POINT (-13631072.004791707 4541512.678235268),21.0,San Francisco,075
14349,132,01500,POINT (-13631270.545411848 4541278.3844787935),21.0,San Francisco,075
14352,453,01500,POINT (-13631472.286698643 4540079.541965743),21.0,San Francisco,075
14353,457,01500,POINT (-13631420.59487939 4539823.660179091),21.0,San Francisco,075
14354,132,01500,POINT (-13630816.642646939 4541280.93641799),21.0,San Francisco,075
14355,130,01500,POINT (-13630311.660960637 4541736.994366325),21.0,San Francisco,075
14356,131,01500,POINT (-13630562.740744818 4541282.1898264615),21.0,San Francisco,075
14357,458,01500,POINT (-13631200.563065834 4539897.31235049),21.0,San Francisco,075
14358,458,01500,POINT (-13631012.138326531 4539813.963980034),21.0,San Francisco,075
14359,135,01500,POINT (-13631481.829766326 4539557.899968102),21.0,San Francisco,075
14360,490,01500,POINT (-13634620.5739125 4545917.701691719),21.0,San Francisco,075
14361,491,01500,POINT (-13634486.62212015 4545661.726086925),21.0,San Francisco,075
14362,273,01500,POINT (-13634023.69860161 4545954.383829214),21.0,San Francisco,075
14363,493,01500,POINT (-13634113.75229593 4545418.034338013),21.0,San Francisco,075
14365,275,01500,POINT (-13633771.687650723 4545704.512285389),21.0,San Francisco,075
14366,275,01500,POINT (-13633649.342242494 4545711.158057011),21.0,San Francisco,075
14371,524,01500,POINT (-13631078.091628918 4547400.324347157),21.0,San Francisco,075
14372,524,01500,POINT (-13630916.0694779 4547562.161176381),21.0,San Francisco,075
14374,525,01500,POINT (-13630757.218321832 4547722.499435906),21.0,San Francisco,075
14376,151,01500,POINT (-13626749.63857129 4542533.264661278),21.0,San Francisco,075
14377,125,01500,POINT (-13626430.776913399 4543540.910325108),21.0,San Francisco,075
14379,65,01500,POINT (-13629088.250431452 4543078.966806419),21.0,San Francisco,075
14382,129,01500,POINT (-13629579.021177638 4541793.865868037),21.0,San Francisco,075
14387,645,01500,POINT (-13630346.86741826 4542153.651636757),21.0,San Francisco,075
14392,217,01500,POINT (-13632522.407773918 4549234.747881959),21.0,San Francisco,075
14394,428,01500,POINT (-13630481.797110958 4552115.698186944),,San Francisco,075
14396,427,01500,POINT (-13630634.607156374 4551216.949585029),21.0,San Francisco,075
14400,120,01500,POINT (-13625407.066783238 4540265.546402858),21.0,San Francisco,075
14401,121,01500,POINT (-13624797.03909726 4539940.267381911),21.0,San Francisco,075
14404,110,01500,POINT (-13633576.63565157 4541763.517005139),21.0,San Francisco,075
14409,127,01500,POINT (-13631540.616450675 4541520.1290710885),21.0,San Francisco,075
14414,355,01500,POINT (-13626460.954521233 4551221.024488171),21.0,San Francisco,075
14415,358,01500,POINT (-13626365.545705268 4550825.441024952),21.0,San Francisco,075
14416,391,01500,POINT (-13627623.502014665 4550493.853287568),21.0,San Francisco,075
14417,391,01500,POINT (-13627603.547767218 4550368.156341032),21.0,San Francisco,075
14418,391,01500,POINT (-13627440.797595631 4550523.372601342),21.0,San Francisco,075
14419,424,01500,POINT (-13627642.466127545 4549435.513386978),21.0,San Francisco,075
14420,425,01500,POINT (-13627114.977727955 4549655.524285991),21.0,San Francisco,075
14421,336,01500,POINT (-13627255.914178861 4549363.026694155),21.0,San Francisco,075
14423,384,01500,POINT (-13626892.051387386 4550611.501644245),21.0,San Francisco,075
14426,455,01500,POINT (-13632380.698694794 4540330.783452701),21.0,San Francisco,075
14427,456,01500,POINT (-13632378.756672846 4539822.820649859),21.0,San Francisco,075
14434,583,01500,POINT (-13624199.98686796 4544474.512246844),21.0,San Francisco,075
14436,269,01500,POINT (-13636898.261683837 4548161.123175338),21.0,San Francisco,075
14438,205,01500,POINT (-13634871.055041062 4548279.284501142),21.0,San Francisco,075
14439,205,01500,POINT (-13634751.865003161 4548286.16743145),21.0,San Francisco,075
14443,235,01500,POINT (-13630197.61547571 4538762.128540349),21.0,San Francisco,075
14447,200,01500,POINT (-13630149.067112505 4539548.774742615),21.0,San Francisco,075
14449,637,01500,POINT (-13629892.282276604 4539901.118532684),21.0,San Francisco,075
14451,198,01500,POINT (-13629925.876535762 4540353.68523498),21.0,San Francisco,075
14453,78,01500,POINT (-13626836.9401259 4539810.882219953),21.0,San Francisco,075
14456,171,01500,POINT (-13634233.66931 4541801.720804757),21.0,San Francisco,075
14457,170,01500,POINT (-13634488.563161748 4541860.145529552),21.0,San Francisco,075
14458,171,01500,POINT (-13634318.936298804 4541613.31160068),21.0,San Francisco,075
14459,496,01500,POINT (-13634000.495400153 4543318.74562772),21.0,San Francisco,075
14460,329,01500,POINT (-13633745.941898668 4543069.578496547),21.0,San Francisco,075
14461,299,01500,POINT (-13633393.936354352 4543352.544908772),21.0,San Francisco,075
14462,171,01500,POINT (-13634028.011737106 4541862.212656334),21.0,San Francisco,075
14463,169,01500,POINT (-13636182.057837283 4541731.938486889),21.0,San Francisco,075
14466,168,01500,POINT (-13635548.219801607 4541760.802149773),21.0,San Francisco,075
14468,462,01500,POINT (-13630315.648617903 4549677.88793065),21.0,San Francisco,075
14470,440,01500,POINT (-13629108.095772505 4550382.665698586),21.0,San Francisco,075
14471,464,01500,POINT (-13629434.360524146 4550073.703176069),21.0,San Francisco,075
14472,464,01500,POINT (-13629414.601314513 4549949.669896476),21.0,San Francisco,075
14474,479,01500,POINT (-13629108.030639948 4549199.697521989),21.0,San Francisco,075
14475,343,01500,POINT (-13628246.511691812 4551960.790370696),21.0,San Francisco,075
14476,368,01500,POINT (-13628565.007141164 4551684.734254634),21.0,San Francisco,075
14477,369,01500,POINT (-13628847.340671932 4551100.779575642),21.0,San Francisco,075
14478,69,01500,POINT (-13629058.22537501 4541949.274168587),21.0,San Francisco,075
14479,56,01500,POINT (-13629941.505431188 4544026.795607831),21.0,San Francisco,075
14480,53,01500,POINT (-13629452.581242003 4544733.763511324),21.0,San Francisco,075
14481,55,01500,POINT (-13629663.384600155 4544266.417569361),21.0,San Francisco,075
14482,127,01500,POINT (-13631567.638768403 4540823.10530267),21.0,San Francisco,075
14483,130,01500,POINT (-13631326.5041759 4541731.270309992),21.0,San Francisco,075
14484,130,01500,POINT (-13631072.657495305 4541627.787136041),21.0,San Francisco,075
14485,132,01500,POINT (-13631324.489974802 4541391.981507498),21.0,San Francisco,075
14487,130,01500,POINT (-13630565.578235656 4541735.511267609),21.0,San Francisco,075
14488,130,01500,POINT (-13630310.607548537 4541632.656236371),21.0,San Francisco,075
14490,458,01500,POINT (-13631262.744324787 4539639.773625927),21.0,San Francisco,075
14491,227,01500,POINT (-13631113.105462428 4538589.739726631),21.0,San Francisco,075
14492,228,01500,POINT (-13632038.881460235 4538548.521254339),21.0,San Francisco,075
14501,605,01500,POINT (-13625771.143999675 4546709.203607286),21.0,San Francisco,075
14505,547,01500,POINT (-13636302.490176296 4548195.225677117),21.0,San Francisco,075
14508,544,01500,POINT (-13635467.440119745 4548246.161384379),21.0,San Francisco,075
14510,205,01500,POINT (-13635109.772570876 4548264.863555211),21.0,San Francisco,075
14516,126,01500,POINT (-13627181.943106553 4543751.889777209),21.0,San Francisco,075
14517,92,01500,POINT (-13626617.406539902 4545122.497097456),21.0,San Francisco,075
14518,41,01500,POINT (-13626495.362274634 4544905.147427436),21.0,San Francisco,075
14519,97,01500,POINT (-13626548.712315435 4544221.6038413355),21.0,San Francisco,075
14520,309,01500,POINT (-13626444.20771717 4544229.545423626),21.0,San Francisco,075
14525,120,01500,POINT (-13625313.312898302 4539752.3812669385),21.0,San Francisco,075
14526,167,01500,POINT (-13635772.052331807 4541997.85614346),21.0,San Francisco,075
14530,438,01500,POINT (-13629840.207517924 4550265.206970637),21.0,San Francisco,075
14531,462,01500,POINT (-13630295.16240458 4549550.541473047),21.0,San Francisco,075
14532,474,01500,POINT (-13630435.951494202 4549255.633840768),21.0,San Francisco,075
14533,471,01500,POINT (-13630252.670101102 4549285.155626254),21.0,San Francisco,075
14534,478,01500,POINT (-13630210.5699668 4549022.810427649),21.0,San Francisco,075
14535,462,01500,POINT (-13629943.096597997 4549737.661482256),21.0,San Francisco,075
14536,472,01500,POINT (-13629885.44192233 4549344.314151265),21.0,San Francisco,075
14538,439,01500,POINT (-13629668.08027533 4550361.665735158),21.0,San Francisco,075
14539,433,01500,POINT (-13629537.649201633 4550720.486052536),21.0,San Francisco,075
14541,463,01500,POINT (-13629761.16029181 4549767.055499037),21.0,San Francisco,075
14542,472,01500,POINT (-13629698.481784802 4549374.349862759),21.0,San Francisco,075
14543,468,01500,POINT (-13629353.598233663 4549566.02836253),21.0,San Francisco,075
14544,469,01500,POINT (-13629170.50899117 4549595.502856847),21.0,San Francisco,075
14545,479,01500,POINT (-13629271.544675414 4549052.5778543325),21.0,San Francisco,075
