control_name,control_value,COUNTY_preliminary_balanced_weight,COUNTY_balanced_weight,COUNTY_integer_weight,TAZ_NODE_balanced_weight,TAZ_NODE_integer_weight,MAZ_NODE_balanced_weight,MAZ_NODE_integer_weight,county_id,county_name,result,control
inc_200k_plus,167954.0,135718.40802807448,135886.4339987,135738.0,135886.43399869997,135703,135886.43399869997,135709,1,San Francisco,135703,135718.40802807448
numhh,269383.0,269394.140765518,269397.52851957,269380.0,269397.52851957,269410,269397.52851957,269648,2,San Mateo,269410,269394.140765518
numhh_gq,275352.0,275368.1982865932,275368.65266949974,275352.0,275368.65266949974,275352,275368.65266949974,275352,2,San Mateo,275352,275368.1982865932
hh_gq_university,900.0,911.707349488739,911.6725076601228,912.0,911.6725076601226,876,911.6725076601226,874,2,San Mateo,876,911.707349488739
hh_gq_noninstitutional,5069.0,5062.350171586448,5059.451642269639,5060.0,5059.451642269639,5066,5059.451642269639,4830,2,San Mateo,5066,5062.350171586448
hh_size_1,65703.0,64175.524699066,64146.273031963625,64140.0,64146.27303196363,64076,64146.27303196363,64322,2,San Mateo,64076,64175.524699066
hh_size_2,87901.0,86377.13944917463,86378.31982578523,86367.0,86378.31982578523,86330,86378.31982578523,86310,2,San Mateo,86330,86377.13944917463
hh_size_3,48432.0,48279.57191965332,48295.9770927732,48296.0,48295.97709277319,48321,48295.97709277319,48336,2,San Mateo,48321,48279.57191965332
hh_size_4,42042.0,42377.94542114521,42387.06228993228,42382.0,42387.06228993229,42449,42387.06228993229,42479,2,San Mateo,42449,42377.94542114521
hh_size_5,16326.0,16729.777863676314,16736.221045646405,16737.0,16736.22104564641,16797,16736.22104564641,16769,2,San Mateo,16797,16729.777863676314
hh_size_6_plus,11122.0,11454.18141280257,11453.67523346926,11458.0,11453.67523346926,11437,11453.67523346926,11432,2,San Mateo,11437,11454.18141280257
hh_wrks_0,54302.0,53777.09433398995,53545.65582718696,53539.0,53545.65582718697,53650,53545.655827186965,53874,2,San Mateo,53650,53777.09433398995
hh_wrks_1,96619.0,96148.36426547109,96032.33210011756,96031.0,96032.33210011756,95974,96032.33210011756,96021,2,San Mateo,95974,96148.36426547109
hh_wrks_2,92600.0,91884.89215190322,92026.19447905791,92014.0,92026.19447905794,92012,92026.19447905794,91994,2,San Mateo,92012,91884.89215190322
hh_wrks_3_plus,27995.0,27583.79001415385,27793.346113207543,27796.0,27793.346113207543,27774,27793.346113207543,27759,2,San Mateo,27774,27583.79001415385
pers_age_00_19,162831.0,162644.65747298548,162644.51912568728,162653.0,162644.5191256873,162765,162644.5191256873,162771,2,San Mateo,162765,162644.65747298548
pers_age_20_34,146156.0,145959.37862322317,145962.3506796896,145959.0,145962.35067968964,146051,145962.35067968964,145953,2,San Mateo,146051,145959.37862322317
pers_age_35_64,307192.0,306733.88848414866,306742.4771979635,306735.0,306742.4771979636,306749,306742.4771979636,306608,2,San Mateo,306749,306733.88848414866
pers_age_65_plus,128887.0,128704.82340493894,128700.28781171338,128694.0,128700.2878117134,128689,128700.2878117134,128654,2,San Mateo,128689,128704.82340493894
hh_kids_yes,83432.0,83049.67725827561,83045.20881834492,83047.0,83045.20881834492,83090,83045.20881834492,83187,2,San Mateo,83090,83049.67725827561
hh_kids_no,188096.0,186344.46350724244,186352.3197012251,186333.0,186352.3197012251,186320,186352.3197012251,186461,2,San Mateo,186320,186344.46350724244
