control_name,control_value,COUNTY_preliminary_balanced_weight,COUNTY_balanced_weight,COUNTY_integer_weight,TAZ_balanced_weight,TAZ_integer_weight,MAZ_balanced_weight,MAZ_integer_weight
numhh_gq,446032,446030.4416632536,446028.77606846363,446032.0,446028.7760684636,446032,446028.7760684636,446032
gq_pop,27892,0.0,0.0,0.0,0.0,0,0.0,0
gq_military,68,0.0,0.0,0.0,0.0,0,0.0,0
gq_university,6486,0.0,0.0,0.0,0.0,0,0.0,0
gq_other,21338,0.0,0.0,0.0,0.0,0,0.0,0
hh_size_1,170884,184364.0835137541,184449.30388800838,184449.0,184449.30388800835,183998,184449.30388800835,184406
hh_size_2,150599,143476.12489042248,143446.1492256743,143448.0,143446.14922567434,143516,143446.14922567434,143434
hh_size_3,58290,54916.19601914371,54781.79763201932,54780.0,54781.79763201932,54873,54781.79763201933,54772
hh_size_4_plus,72054,63274.03723993336,63351.52532276162,63355.0,63351.52532276162,63645,63351.52532276162,63420
hh_inc_30,100207,102376.76064255471,102392.59069314106,102394.0,102392.5906931411,102371,102392.5906931411,102396
hh_inc_30_60,52669,53249.748204450225,53256.39729500501,53258.0,53256.39729500501,53495,53256.39729500501,53381
hh_inc_60_100,39622,39083.22294600812,39085.82524119586,39087.0,39085.82524119585,39195,39085.82524119585,39223
hh_inc_100_plus,259316,251320.70987024056,251293.96283912164,251293.0,251293.9628391217,250971,251293.96283912164,251032
hh_wrks_0,98063,104232.71365687747,109891.83258651604,109890.0,109891.83258651606,109732,109891.83258651606,109746
hh_wrks_1,177554,176160.65687832324,176935.0267623194,176938.0,176935.02676231944,176861,176935.02676231944,177004
hh_wrks_2,139743,129237.94298280246,122829.79813180507,122831.0,122829.79813180507,122952,122829.79813180507,122868
hh_wrks_3_plus,36449,36399.1281452505,36372.11858782307,36373.0,36372.11858782306,36487,36372.11858782306,36414
pers_age_00_19,126834,126640.39821717981,126637.03782921897,126640.0,126637.03782921897,127045,126637.03782921897,126605
pers_age_20_34,218035,237986.48971822415,237851.16825326812,237856.0,237851.16825326812,238025,237851.16825326812,237935
pers_age_35_64,347865,373910.4844093563,373826.39148029394,373832.0,373826.391480294,374513,373826.39148029394,374154
pers_age_65_plus,143608,154018.40413277165,154217.13055061875,154219.0,154217.13055061875,154499,154217.13055061875,154460
hh_kids_yes,84082,83729.69201491318,83757.8339426548,83758.0,83757.8339426548,83849,83757.8339426548,83555
hh_kids_no,367747,362300.74964834045,362270.94212580886,362274.0,362270.94212580886,362183,362270.94212580886,362477
pers_occ_management,81760,172623.61053235186,89271.83846306543,89275.0,89271.8384630654,89743,89271.8384630654,89625
pers_occ_professional,196363,215145.0772436378,212680.44053597012,212681.0,212680.44053597012,212470,212680.44053597012,212444
pers_occ_services,95212,53879.25187088114,99687.8862161994,99692.0,99687.8862161994,99734,99687.8862161994,99672
pers_occ_retail,59516,76357.01886378201,64492.396289708806,64493.0,64492.39628970883,64678,64492.39628970882,64622
pers_occ_manual_military,52596,34374.85467309935,54387.74132990234,54391.0,54387.74132990235,54440,54387.74132990235,54379
