control_name,control_value,COUNTY_preliminary_balanced_weight,COUNTY_balanced_weight,COUNTY_integer_weight,TAZ_balanced_weight,TAZ_integer_weight,MAZ_balanced_weight,MAZ_integer_weight
numhh_gq,700118,700113.1249414828,700112.2564136699,700118.0,700112.2564136698,700118,700112.2564136698,700118
gq_pop,53825,0.0,0.0,0.0,0.0,0,0.0,0
gq_military,421,0.0,0.0,0.0,0.0,0,0.0,0
gq_university,17463,0.0,0.0,0.0,0.0,0,0.0,0
gq_other,35941,0.0,0.0,0.0,0.0,0,0.0,0
hh_size_1,170547,192258.04256266943,192880.8802228188,192879.0,192880.88022281884,191976,192880.88022281884,192660
hh_size_2,208072,219494.26229186554,219529.3384261376,219529.0,219529.33842613758,219413,219529.33842613758,219082
hh_size_3,118565,118966.73815981857,118855.25231302685,118859.0,118855.25231302684,119143,118855.25231302684,119079
hh_size_4_plus,174110,169394.08192712913,168846.78545168665,168851.0,168846.78545168662,169586,168846.78545168662,169297
hh_inc_30,139613,150045.8088162638,150084.37466965735,150082.0,150084.37466965732,150304,150084.37466965732,150845
hh_inc_30_60,101684,108249.05067247555,108263.49598346764,108269.0,108263.49598346764,108503,108263.49598346766,108386
hh_inc_60_100,73794,77452.37574725255,77458.41311369043,77462.0,77458.41311369042,78079,77458.41311369042,78244
hh_inc_100_plus,356224,364365.8897054906,364305.97264685447,364305.0,364305.97264685447,363232,364305.97264685447,362643
hh_wrks_0,142242,151062.50026484538,155239.34417845355,155241.0,155239.34417845355,155032,155239.34417845355,155525
hh_wrks_1,247205,261141.31977319033,262268.3032439388,262267.0,262268.3032439388,261973,262268.3032439388,261952
hh_wrks_2,220915,226993.10022175644,221822.7565960846,221825.0,221822.75659608457,221983,221822.75659608457,221677
hh_wrks_3_plus,60944,60916.20468169048,60781.85239519295,60785.0,60781.85239519295,61130,60781.85239519295,60964
pers_age_00_19,370538,370658.6467304061,370674.2967010298,370687.0,370674.2967010299,372048,370674.2967010299,371376
pers_age_20_34,352415,369326.368999595,369319.9113918092,369324.0,369319.9113918091,370021,369319.9113918091,370174
pers_age_35_64,682255,710844.8565818042,711432.6062962129,711439.0,711432.6062962131,712651,711432.6062962131,711609
pers_age_65_plus,246870,257531.68392346046,258416.192441386,258419.0,258416.19244138597,258967,258416.19244138597,259293
hh_kids_yes,216414,222471.05761355915,222442.6606524775,222451.0,222442.66065247753,222703,222442.66065247753,222043
hh_kids_no,454879,477642.0673279235,477669.59576119226,477667.0,477669.59576119226,477415,477669.5957611923,478075
pers_occ_management,118550,219343.8370418093,125084.63252560017,125089.0,125084.63252560017,126028,125084.63252560019,125310
pers_occ_professional,310736,349973.74270377134,327736.5056033188,327738.0,327736.50560331874,327210,327736.50560331874,327477
pers_occ_services,179274,98091.10327069413,185895.9581796247,185899.0,185895.9581796247,185919,185895.9581796247,185710
pers_occ_retail,100882,133266.9884498406,104304.075426164,104307.0,104304.075426164,104881,104304.075426164,104625
pers_occ_manual_military,154661,113732.66992676245,158670.0143208051,158673.0,158670.0143208051,158976,158670.0143208051,158797
