MAZ,households,HHSize1,HHSize2,HHSize3,HHSize4p,Male,Female,Age_00_19,Age_20_34,Age_35_64,Age_65_up,Pop,maz_seq1,taz_seq1,TAZ,PUMA,COUNTYFP,mtc_county_id,county_name
119100,14,5,5,2,2,14,15,5,8,14,2,29,8540,646,100013,2301,81,2,San Mateo
112469,26,10,9,4,3,26,27,10,14,24,5,53,5334,646,100013,2301,81,2,San Mateo
114378,191,77,66,26,22,193,200,73,105,182,33,393,6260,646,100013,2301,81,2,San Mateo
117470,23,9,8,3,3,23,24,9,13,21,4,47,7752,646,100013,2301,81,2,San Mateo
112983,186,62,70,23,31,200,204,80,104,191,29,404,5575,975,100384,2301,81,2,San Mateo
112984,22,6,7,4,5,27,29,13,9,28,6,56,5576,975,100384,2301,81,2,San Mateo
112048,40,13,15,5,7,48,45,18,28,41,6,93,5152,645,100012,2301,81,2,San Mateo
118809,67,22,25,9,11,80,76,31,47,67,11,156,8389,645,100012,2301,81,2,San Mateo
116353,31,7,9,6,9,41,43,22,14,39,9,84,7218,974,100383,2301,81,2,San Mateo
116351,10,2,3,2,3,13,14,7,5,12,3,27,7217,974,100383,2301,81,2,San Mateo
112464,23,5,8,4,6,30,32,16,11,28,7,62,5330,974,100383,2301,81,2,San Mateo
112465,21,4,7,4,6,28,29,15,10,26,6,57,5331,974,100383,2301,81,2,San Mateo
117061,24,5,7,5,7,32,33,17,11,30,7,65,7554,974,100383,2301,81,2,San Mateo
113967,25,5,8,5,7,33,35,18,12,31,7,68,6064,974,100383,2301,81,2,San Mateo
117060,10,2,3,2,3,13,14,7,5,12,3,27,7553,974,100383,2301,81,2,San Mateo
117058,16,5,6,2,3,19,18,7,11,16,3,37,7551,645,100012,2301,81,2,San Mateo
116349,265,89,97,34,45,318,300,121,185,270,42,618,7215,645,100012,2301,81,2,San Mateo
118116,315,106,114,41,54,379,356,144,220,322,49,735,8066,645,100012,2301,81,2,San Mateo
117059,33,7,11,6,9,43,46,23,15,41,10,89,7552,974,100383,2301,81,2,San Mateo
113887,54,18,20,7,9,65,61,25,38,55,8,126,6022,645,100012,2301,81,2,San Mateo
119168,36,12,13,5,6,43,41,16,25,37,6,84,8562,645,100012,2301,81,2,San Mateo
118655,36,12,13,5,6,43,41,16,25,37,6,84,8313,645,100012,2301,81,2,San Mateo
112461,35,12,12,5,6,42,40,16,24,37,5,82,5327,645,100012,2301,81,2,San Mateo
113831,19,2,5,4,8,32,33,18,16,25,6,65,5991,866,100261,2301,81,2,San Mateo
110691,26,10,9,3,4,32,29,12,18,27,4,61,4499,645,100012,2301,81,2,San Mateo
117275,61,7,17,12,25,101,107,58,52,79,19,208,7656,866,100261,2301,81,2,San Mateo
113965,54,7,19,10,18,79,89,36,33,82,17,168,6063,867,100262,2301,81,2,San Mateo
119167,46,15,17,6,8,55,52,21,32,47,7,107,8561,645,100012,2301,81,2,San Mateo
116336,52,7,11,9,25,90,95,52,39,75,19,185,7208,834,100224,2301,81,2,San Mateo
116485,58,8,13,10,27,100,107,58,43,85,21,207,7285,834,100224,2301,81,2,San Mateo
117336,114,22,38,18,36,177,167,78,68,169,29,344,7678,866,100261,2301,81,2,San Mateo
118284,54,11,17,9,17,84,79,37,32,80,14,163,8144,866,100261,2301,81,2,San Mateo
116489,35,7,11,6,11,55,51,24,21,52,9,106,7288,866,100261,2301,81,2,San Mateo
118119,18,4,5,3,6,28,26,12,11,26,5,54,8067,866,100261,2301,81,2,San Mateo
113823,248,33,55,43,117,428,456,249,185,361,89,884,5986,834,100224,2301,81,2,San Mateo
115385,57,8,13,10,26,98,105,57,42,84,20,203,6761,834,100224,2301,81,2,San Mateo
118265,56,8,12,10,26,97,103,56,42,82,20,200,8135,834,100224,2301,81,2,San Mateo
117329,57,8,13,10,26,98,105,57,42,84,20,203,7676,834,100224,2301,81,2,San Mateo
115942,48,7,12,9,20,85,85,43,36,70,21,170,7022,834,100224,2301,81,2,San Mateo
112399,119,16,29,22,52,211,210,107,89,173,52,421,5302,834,100224,2301,81,2,San Mateo
116482,75,8,15,15,37,134,144,79,65,111,23,278,7282,834,100224,2301,81,2,San Mateo
118882,189,25,42,33,89,326,348,190,141,275,68,674,8421,834,100224,2301,81,2,San Mateo
118743,25,3,6,5,11,45,44,23,19,36,11,89,8356,834,100224,2301,81,2,San Mateo
116203,23,3,4,5,11,41,44,24,20,34,7,85,7146,834,100224,2301,81,2,San Mateo
111925,36,4,7,7,18,65,69,38,31,54,11,134,5093,834,100224,2301,81,2,San Mateo
113404,29,3,6,6,14,52,56,30,25,44,9,108,5786,834,100224,2301,81,2,San Mateo
111924,34,4,7,7,16,61,65,36,29,50,11,126,5092,834,100224,2301,81,2,San Mateo
114978,45,5,9,9,22,81,86,47,39,67,14,167,6558,834,100224,2301,81,2,San Mateo
118111,41,5,8,8,20,73,79,43,35,61,13,152,8061,834,100224,2301,81,2,San Mateo
116205,57,5,10,11,31,112,120,55,51,93,33,232,7148,733,100109,2301,81,2,San Mateo
116204,38,3,7,7,21,75,79,37,34,61,22,154,7147,733,100109,2301,81,2,San Mateo
118113,39,3,7,7,22,77,82,38,35,64,22,159,8063,733,100109,2301,81,2,San Mateo
118112,39,3,7,7,22,77,82,38,35,64,22,159,8062,733,100109,2301,81,2,San Mateo
111926,37,3,7,7,20,73,77,36,33,60,21,150,5094,733,100109,2301,81,2,San Mateo
115328,65,7,13,13,32,117,124,68,56,97,20,241,6740,834,100224,2301,81,2,San Mateo
116483,36,3,6,7,20,71,75,35,32,58,21,146,7283,733,100109,2301,81,2,San Mateo
115807,27,2,5,5,15,53,57,26,24,45,15,110,6959,733,100109,2301,81,2,San Mateo
118282,33,3,6,6,18,65,69,32,30,53,19,134,8142,733,100109,2301,81,2,San Mateo
117503,111,10,20,21,60,219,232,107,100,180,64,451,7767,733,100109,2301,81,2,San Mateo
117398,255,35,62,48,110,454,449,230,191,371,111,903,7705,834,100224,2301,81,2,San Mateo
110484,39,4,8,8,19,70,75,41,34,58,12,145,4385,834,100224,2301,81,2,San Mateo
113213,46,5,9,9,23,82,89,48,40,69,14,171,5682,834,100224,2301,81,2,San Mateo
114975,35,5,8,7,15,62,62,32,26,51,15,124,6555,834,100224,2301,81,2,San Mateo
114976,46,6,11,9,20,82,81,42,34,67,20,163,6556,834,100224,2301,81,2,San Mateo
110486,50,5,13,8,24,96,97,49,37,82,25,193,4387,834,100224,2301,81,2,San Mateo
113212,21,2,6,4,9,40,41,21,16,34,10,81,5681,834,100224,2301,81,2,San Mateo
114970,36,4,9,6,17,69,70,35,27,59,18,139,6550,834,100224,2301,81,2,San Mateo
115326,39,4,10,7,18,75,76,38,29,65,19,151,6738,834,100224,2301,81,2,San Mateo
113064,57,6,15,10,26,109,111,56,43,93,28,220,5613,834,100224,2301,81,2,San Mateo
118881,58,8,14,11,25,103,102,52,43,85,25,205,8420,834,100224,2301,81,2,San Mateo
118747,83,11,20,16,36,148,146,75,62,121,36,294,8360,834,100224,2301,81,2,San Mateo
114973,94,13,19,20,42,172,170,77,72,139,54,342,6553,835,100226,2301,81,2,San Mateo
117963,61,9,12,13,27,111,111,50,47,90,35,222,7987,835,100226,2301,81,2,San Mateo
114977,48,5,9,10,24,86,92,50,41,72,15,178,6557,834,100224,2301,81,2,San Mateo
113215,55,8,11,12,24,100,100,45,42,81,32,200,5684,835,100226,2301,81,2,San Mateo
115327,15,3,4,3,5,21,22,10,8,18,7,43,6739,699,100073,2301,81,2,San Mateo
117964,74,10,15,16,33,135,134,60,56,110,43,269,7988,835,100226,2301,81,2,San Mateo
113216,31,7,9,6,9,47,44,19,22,36,14,91,5685,838,100230,2301,81,2,San Mateo
114974,38,8,12,7,11,58,54,23,27,45,17,112,6554,838,100230,2301,81,2,San Mateo
118567,20,3,6,4,7,19,20,11,6,17,5,39,8281,699,100073,2301,81,2,San Mateo
110485,37,8,11,7,11,50,57,23,20,43,21,107,4386,837,100228,2301,81,2,San Mateo
112658,51,11,15,9,16,69,79,32,28,59,29,148,5419,837,100228,2301,81,2,San Mateo
114803,65,14,19,12,20,88,100,41,36,74,37,188,6475,837,100228,2301,81,2,San Mateo
117417,27,6,8,5,8,37,41,17,15,31,15,78,7721,837,100228,2301,81,2,San Mateo
115325,31,6,10,6,9,42,48,19,17,36,18,90,6737,837,100228,2301,81,2,San Mateo
118880,55,12,16,10,17,75,84,35,30,63,31,159,8419,837,100228,2301,81,2,San Mateo
118358,50,10,16,9,15,68,77,31,27,58,29,145,8176,837,100228,2301,81,2,San Mateo
113888,56,13,17,10,16,71,79,34,28,59,29,150,6023,969,100376,2301,81,2,San Mateo
113047,90,21,27,17,25,115,126,55,46,93,47,241,5602,969,100376,2301,81,2,San Mateo
114441,27,6,8,5,8,37,41,17,15,31,15,78,6287,837,100228,2301,81,2,San Mateo
114802,29,6,9,5,9,39,45,18,16,33,17,84,6474,837,100228,2301,81,2,San Mateo
117400,15,3,4,3,5,20,23,9,8,17,9,43,7707,837,100228,2301,81,2,San Mateo
114801,47,10,14,9,14,64,72,29,26,54,27,136,6473,837,100228,2301,81,2,San Mateo
113048,30,6,9,6,9,42,42,18,14,36,16,84,5603,836,100227,2301,81,2,San Mateo
113062,25,5,7,5,8,35,37,16,14,30,12,72,5612,699,100073,2301,81,2,San Mateo
113477,34,6,10,6,12,48,50,22,19,41,16,98,5822,699,100073,2301,81,2,San Mateo
114972,34,6,10,6,12,48,50,22,19,41,16,98,6552,699,100073,2301,81,2,San Mateo
114971,25,5,7,5,8,35,37,16,14,30,12,72,6551,699,100073,2301,81,2,San Mateo
118746,30,5,9,6,10,43,44,20,17,36,14,87,8359,699,100073,2301,81,2,San Mateo
114443,26,5,8,5,8,37,38,17,15,31,12,75,6289,699,100073,2301,81,2,San Mateo
118357,87,16,26,16,29,123,129,57,49,104,42,252,8175,699,100073,2301,81,2,San Mateo
112918,27,5,8,6,8,38,38,16,13,33,14,76,5548,836,100227,2301,81,2,San Mateo
112917,49,10,15,10,14,68,70,30,23,59,26,138,5547,836,100227,2301,81,2,San Mateo
117403,32,6,10,7,9,45,45,19,15,39,17,90,7710,836,100227,2301,81,2,San Mateo
114442,76,15,23,16,22,106,108,46,36,92,40,214,6288,836,100227,2301,81,2,San Mateo
117402,53,10,17,11,15,74,75,32,25,64,28,149,7709,836,100227,2301,81,2,San Mateo
113049,65,13,19,14,19,91,92,39,31,79,34,183,5604,836,100227,2301,81,2,San Mateo
118356,50,12,15,9,14,64,70,31,25,52,26,134,8174,969,100376,2301,81,2,San Mateo
118744,49,12,14,9,14,62,69,30,25,51,25,131,8357,969,100376,2301,81,2,San Mateo
114440,42,10,12,8,12,54,58,26,21,43,22,112,6286,969,100376,2301,81,2,San Mateo
117399,33,8,10,6,9,42,46,20,17,34,17,88,7706,969,100376,2301,81,2,San Mateo
118745,40,9,13,7,11,51,56,24,20,42,21,107,8358,969,100376,2301,81,2,San Mateo
112916,38,9,11,7,11,48,54,23,19,40,20,102,5546,969,100376,2301,81,2,San Mateo
115430,14,3,4,3,4,18,19,9,7,14,7,37,6777,969,100376,2301,81,2,San Mateo
112659,38,9,11,7,11,48,54,23,19,40,20,102,5420,969,100376,2301,81,2,San Mateo
112661,32,8,9,6,9,41,45,20,16,33,17,86,5421,969,100376,2301,81,2,San Mateo
117401,27,6,8,5,8,34,38,17,14,27,14,72,7708,969,100376,2301,81,2,San Mateo
112662,22,5,7,4,6,28,31,13,11,24,11,59,5422,969,100376,2301,81,2,San Mateo
15708,676,338,245,64,29,583,564,110,432,458,147,1147,3229,285,287,2206,75,1,San Francisco
16083,26,14,9,2,1,22,22,4,17,17,6,44,3420,285,287,2206,75,1,San Francisco
15505,22,6,6,4,6,29,31,11,17,23,9,60,3121,210,212,2205,75,1,San Francisco
15506,153,40,45,27,41,202,216,73,119,164,62,418,3122,210,212,2205,75,1,San Francisco
16922,54,14,16,8,16,73,78,31,34,64,22,151,3902,213,215,2205,75,1,San Francisco
16605,45,12,13,8,12,59,64,22,35,48,18,123,3715,210,212,2205,75,1,San Francisco
16082,58,15,18,8,17,79,83,34,37,67,24,162,3419,213,215,2205,75,1,San Francisco
16604,57,14,15,10,18,79,85,31,39,68,26,164,3714,527,537,2205,75,1,San Francisco
10322,50,11,14,11,14,69,73,28,31,61,22,142,196,211,213,2205,75,1,San Francisco
16081,92,24,28,13,27,125,132,53,58,108,38,257,3418,213,215,2205,75,1,San Francisco
16921,75,20,22,11,22,102,107,44,48,86,31,209,3901,213,215,2205,75,1,San Francisco
11177,79,18,22,17,22,109,115,45,49,95,35,224,726,211,213,2205,75,1,San Francisco
15503,65,17,20,9,19,88,94,38,41,76,27,182,3119,213,215,2205,75,1,San Francisco
11179,55,13,15,12,15,76,80,31,34,67,24,156,728,211,213,2205,75,1,San Francisco
17139,63,17,19,9,18,86,90,37,40,73,26,176,4022,213,215,2205,75,1,San Francisco
15136,65,16,17,12,20,90,98,36,45,77,30,188,2901,527,537,2205,75,1,San Francisco
17135,56,9,15,11,21,84,93,36,38,73,30,177,4018,212,214,2205,75,1,San Francisco
10331,68,17,18,12,21,94,102,37,47,81,31,196,205,527,537,2205,75,1,San Francisco
17133,94,21,27,20,26,130,136,53,59,112,42,266,4016,211,213,2205,75,1,San Francisco
10323,52,12,14,11,15,72,75,29,32,63,23,147,197,211,213,2205,75,1,San Francisco
15131,53,12,15,11,15,73,77,30,33,63,24,150,2897,211,213,2205,75,1,San Francisco
15669,55,13,15,12,15,76,80,31,34,67,24,156,3209,211,213,2205,75,1,San Francisco
15495,51,8,14,10,19,77,84,32,34,68,27,161,3111,212,214,2205,75,1,San Francisco
10325,46,8,12,9,17,69,76,29,31,60,25,145,199,212,214,2205,75,1,San Francisco
15496,53,9,14,11,19,80,88,34,36,70,28,168,3112,212,214,2205,75,1,San Francisco
16599,54,9,14,11,20,81,90,34,36,72,29,171,3709,212,214,2205,75,1,San Francisco
11178,56,9,15,11,21,84,93,36,38,73,30,177,727,212,214,2205,75,1,San Francisco
14748,180,40,64,31,45,220,246,85,61,190,130,466,2701,167,169,2206,75,1,San Francisco
17281,0,0,0,0,0,0,0,0,0,0,0,0,4093,617,634,2206,75,1,San Francisco
12039,38,10,13,5,10,45,54,21,13,37,28,99,1222,166,168,2206,75,1,San Francisco
16139,69,18,24,9,18,81,99,39,23,67,51,180,3449,166,168,2206,75,1,San Francisco
14787,50,13,17,7,13,59,71,28,17,48,37,130,2718,166,168,2206,75,1,San Francisco
16401,41,10,14,7,10,47,58,21,17,38,29,105,3607,166,168,2206,75,1,San Francisco
12040,42,10,15,7,10,48,59,22,17,38,30,107,1223,166,168,2206,75,1,San Francisco
17089,30,8,9,5,8,40,42,14,23,33,12,82,3988,210,212,2205,75,1,San Francisco
15609,34,7,10,7,10,46,50,19,23,37,17,96,3174,208,210,2205,75,1,San Francisco
10207,52,11,15,11,15,70,77,29,35,56,27,147,114,208,210,2205,75,1,San Francisco
15138,83,22,24,15,22,110,117,40,65,88,34,227,2902,210,212,2205,75,1,San Francisco
11682,79,21,23,14,21,104,112,38,62,84,32,216,1021,210,212,2205,75,1,San Francisco
15139,52,13,14,9,16,72,78,28,36,62,24,150,2903,527,537,2205,75,1,San Francisco
16606,80,20,21,14,25,111,120,44,55,95,37,231,3716,527,537,2205,75,1,San Francisco
11683,67,14,20,14,19,90,99,37,45,73,34,189,1022,208,210,2205,75,1,San Francisco
11681,75,16,23,15,21,101,111,42,50,82,38,212,1020,208,210,2205,75,1,San Francisco
10883,77,16,23,16,22,104,113,43,51,84,39,217,533,208,210,2205,75,1,San Francisco
12084,44,10,11,8,15,61,68,23,33,47,26,129,1242,209,211,2205,75,1,San Francisco
11684,55,13,14,10,18,76,86,28,41,61,32,162,1023,209,211,2205,75,1,San Francisco
16392,55,13,14,10,18,76,86,28,41,61,32,162,3603,209,211,2205,75,1,San Francisco
14463,115,25,42,20,28,141,157,54,39,122,83,298,2552,167,169,2206,75,1,San Francisco
12847,46,11,12,8,15,64,71,24,34,50,27,135,1692,209,211,2205,75,1,San Francisco
16556,52,12,13,9,18,72,81,27,39,57,30,153,3686,209,211,2205,75,1,San Francisco
16555,0,0,0,0,0,0,0,0,0,0,0,0,3685,207,209,2205,75,1,San Francisco
10208,44,9,11,8,16,69,66,28,29,56,22,135,115,207,209,2205,75,1,San Francisco
16554,23,5,6,4,8,36,35,15,15,29,12,71,3684,207,209,2205,75,1,San Francisco
12083,58,12,15,10,21,90,88,37,38,74,29,178,1241,207,209,2205,75,1,San Francisco
10209,54,12,14,10,18,84,82,34,35,70,27,166,116,207,209,2205,75,1,San Francisco
11685,53,11,14,10,18,83,80,34,35,67,27,163,1024,207,209,2205,75,1,San Francisco
11211,57,12,15,10,20,89,86,36,37,73,29,175,751,207,209,2205,75,1,San Francisco
15504,51,13,13,9,16,71,76,28,35,61,23,147,3120,527,537,2205,75,1,San Francisco
16085,71,18,19,13,21,98,107,39,49,84,33,205,3421,527,537,2205,75,1,San Francisco
17140,67,17,18,12,20,93,100,37,46,79,31,193,4023,527,537,2205,75,1,San Francisco
11186,81,20,21,15,25,112,122,44,56,97,37,234,734,527,537,2205,75,1,San Francisco
16086,80,17,24,16,23,108,118,44,53,88,41,226,3422,208,210,2205,75,1,San Francisco
10881,69,15,20,14,20,93,102,38,46,76,35,195,531,208,210,2205,75,1,San Francisco
10333,75,13,22,14,26,114,120,48,52,91,43,234,206,204,206,2205,75,1,San Francisco
17142,48,9,14,9,16,73,77,31,33,58,28,150,4024,204,206,2205,75,1,San Francisco
16601,54,9,14,11,20,81,90,34,36,72,29,171,3711,212,214,2205,75,1,San Francisco
16919,55,9,15,11,20,83,91,35,37,73,29,174,3899,212,214,2205,75,1,San Francisco
17138,54,10,15,10,19,82,86,35,38,64,31,168,4021,204,206,2205,75,1,San Francisco
15670,57,9,15,12,21,86,94,36,38,76,30,180,3210,212,214,2205,75,1,San Francisco
16918,50,9,14,9,18,76,80,32,35,60,29,156,3898,204,206,2205,75,1,San Francisco
16080,55,10,16,10,19,84,87,36,38,65,32,171,3417,204,206,2205,75,1,San Francisco
11183,52,9,15,10,18,79,83,34,36,62,30,162,732,204,206,2205,75,1,San Francisco
15134,53,9,15,10,19,81,84,34,37,63,31,165,2899,204,206,2205,75,1,San Francisco
11182,56,10,16,10,20,85,89,36,39,67,32,174,731,204,206,2205,75,1,San Francisco
17088,53,10,17,10,16,73,79,27,36,61,28,152,3987,206,208,2205,75,1,San Francisco
16391,67,13,21,13,20,92,101,34,45,78,36,193,3602,206,208,2205,75,1,San Francisco
10206,48,9,15,9,15,66,72,25,33,55,25,138,113,206,208,2205,75,1,San Francisco
15608,78,15,24,15,24,107,117,40,53,90,41,224,3173,206,208,2205,75,1,San Francisco
11210,66,13,20,13,20,91,99,34,45,76,35,190,750,206,208,2205,75,1,San Francisco
16692,65,12,21,12,20,89,98,33,44,76,34,187,3775,206,208,2205,75,1,San Francisco
17087,70,13,23,13,21,96,105,36,47,81,37,201,3986,206,208,2205,75,1,San Francisco
10338,63,12,20,12,19,87,94,32,43,73,33,181,211,206,208,2205,75,1,San Francisco
15501,54,11,17,8,18,81,83,32,32,63,37,164,3117,205,207,2205,75,1,San Francisco
15135,55,11,18,8,18,82,85,32,33,64,38,167,2900,205,207,2205,75,1,San Francisco
10329,54,11,17,8,18,81,83,32,32,63,37,164,203,205,207,2205,75,1,San Francisco
10330,57,12,18,8,19,85,88,34,34,66,39,173,204,205,207,2205,75,1,San Francisco
15502,54,11,17,8,18,81,83,32,32,63,37,164,3118,205,207,2205,75,1,San Francisco
10882,56,11,19,8,18,84,86,33,33,66,38,170,532,205,207,2205,75,1,San Francisco
10593,10,3,3,1,3,12,14,6,3,10,7,26,365,166,168,2206,75,1,San Francisco
10341,56,13,14,10,19,78,87,29,42,61,33,165,213,209,211,2205,75,1,San Francisco
12451,0,0,0,0,0,0,0,0,0,0,0,0,1457,165,167,2206,75,1,San Francisco
12466,52,13,16,11,12,64,73,28,25,55,29,137,1469,165,167,2206,75,1,San Francisco
14910,45,12,15,6,12,53,64,25,15,43,34,117,2786,166,168,2206,75,1,San Francisco
14526,38,9,12,8,9,47,53,20,18,41,21,100,2585,165,167,2206,75,1,San Francisco
11805,40,10,12,9,9,49,56,21,19,43,22,105,1081,165,167,2206,75,1,San Francisco
12848,20,5,6,4,5,25,28,11,10,21,11,53,1693,165,167,2206,75,1,San Francisco
13623,56,12,15,10,19,87,85,36,37,71,28,172,2091,207,209,2205,75,1,San Francisco
13624,47,12,14,10,11,58,66,25,22,51,26,124,2092,165,167,2206,75,1,San Francisco
11803,53,11,17,9,16,73,76,29,29,62,29,149,1079,160,162,2206,75,1,San Francisco
11646,34,8,11,7,8,42,47,18,16,36,19,89,1000,165,167,2206,75,1,San Francisco
11804,25,6,8,5,6,31,35,13,12,27,14,66,1080,165,167,2206,75,1,San Francisco
11642,66,14,21,11,20,91,94,36,36,77,36,185,998,160,162,2206,75,1,San Francisco
11643,66,14,21,11,20,91,94,36,36,77,36,185,999,160,162,2206,75,1,San Francisco
14466,18,5,6,2,5,21,26,10,6,18,13,47,2553,166,168,2206,75,1,San Francisco
12732,28,7,8,6,7,34,40,15,13,31,15,74,1610,165,167,2206,75,1,San Francisco
13338,26,6,8,6,6,32,36,14,12,28,14,68,1955,165,167,2206,75,1,San Francisco
13396,34,8,13,5,8,39,48,17,14,32,24,87,1987,166,168,2206,75,1,San Francisco
12891,41,10,14,7,10,47,58,21,17,38,29,105,1721,166,168,2206,75,1,San Francisco
10665,45,11,17,7,10,52,63,23,18,42,32,115,399,166,168,2206,75,1,San Francisco
11824,39,10,12,8,9,48,55,21,19,41,22,103,1094,165,167,2206,75,1,San Francisco
16696,51,11,16,9,15,70,73,28,28,59,28,143,3778,160,162,2206,75,1,San Francisco
12786,51,11,16,9,15,70,73,28,28,59,28,143,1643,160,162,2206,75,1,San Francisco
12790,47,11,15,9,12,61,69,27,27,54,22,130,1647,164,166,2206,75,1,San Francisco
16695,45,10,16,8,11,59,65,26,26,51,21,124,3777,164,166,2206,75,1,San Francisco
13395,33,8,11,6,8,43,48,19,19,37,16,91,1986,164,166,2206,75,1,San Francisco
12787,53,11,17,9,16,73,76,29,29,62,29,149,1644,160,162,2206,75,1,San Francisco
12464,60,12,18,12,18,88,86,32,43,70,29,174,1467,161,163,2206,75,1,San Francisco
16691,49,11,15,9,14,67,75,28,36,56,22,142,3774,494,504,2205,75,1,San Francisco
12465,50,10,15,10,15,73,72,27,36,58,24,145,1468,161,163,2206,75,1,San Francisco
11802,51,11,15,10,15,75,73,27,37,59,25,148,1078,161,163,2206,75,1,San Francisco
11801,59,13,19,10,17,81,90,33,43,69,26,171,1077,494,504,2205,75,1,San Francisco
10340,62,13,20,11,18,85,94,35,45,72,27,179,212,494,504,2205,75,1,San Francisco
11796,52,9,16,11,16,72,79,26,28,65,32,151,1072,493,503,2205,75,1,San Francisco
12455,54,12,18,9,15,69,78,28,26,63,30,147,1460,492,502,2205,75,1,San Francisco
12839,54,10,17,11,16,75,82,27,29,68,33,157,1684,493,503,2205,75,1,San Francisco
11205,50,9,16,10,15,69,76,25,27,62,31,145,746,493,503,2205,75,1,San Francisco
11203,56,13,18,10,15,72,81,29,27,66,31,153,744,492,502,2205,75,1,San Francisco
12838,54,12,18,9,15,69,78,28,26,63,30,147,1683,492,502,2205,75,1,San Francisco
12733,49,10,15,10,14,72,70,26,35,57,24,142,1611,161,163,2206,75,1,San Francisco
15043,49,10,15,10,14,72,70,26,35,57,24,142,2850,161,163,2206,75,1,San Francisco
16693,47,10,16,8,13,64,72,27,34,54,21,136,3776,494,504,2205,75,1,San Francisco
13339,45,10,14,8,13,61,69,25,33,52,20,130,1956,494,504,2205,75,1,San Francisco
13790,56,12,17,11,16,81,81,30,40,65,27,162,2179,161,163,2206,75,1,San Francisco
13393,68,14,20,14,20,99,98,36,49,79,33,197,1984,161,163,2206,75,1,San Francisco
12734,74,16,24,13,21,101,113,42,54,85,33,214,1612,494,504,2205,75,1,San Francisco
10223,74,16,24,13,21,101,113,42,54,85,33,214,126,494,504,2205,75,1,San Francisco
12841,55,10,17,12,16,76,84,27,29,70,34,160,1686,493,503,2205,75,1,San Francisco
11800,56,10,17,12,17,77,86,28,30,71,34,163,1076,493,503,2205,75,1,San Francisco
16686,63,14,21,11,17,81,91,33,31,73,35,172,3769,492,502,2205,75,1,San Francisco
12840,54,12,18,9,15,69,78,28,26,63,30,147,1685,492,502,2205,75,1,San Francisco
12461,56,10,17,12,17,77,86,28,30,71,34,163,1464,493,503,2205,75,1,San Francisco
11208,51,9,16,11,15,70,78,25,27,65,31,148,749,493,503,2205,75,1,San Francisco
12844,53,12,17,9,15,68,76,28,26,60,30,144,1689,492,502,2205,75,1,San Francisco
10337,61,14,20,10,17,78,88,32,30,70,34,166,210,492,502,2205,75,1,San Francisco
112996,18,4,7,3,4,22,23,10,7,22,6,45,5582,647,100014,2301,81,2,San Mateo
117072,20,4,8,4,4,25,25,11,8,25,6,50,7560,647,100014,2301,81,2,San Mateo
110553,49,16,19,6,8,53,53,21,27,50,8,106,4416,975,100384,2301,81,2,San Mateo
112985,47,16,17,6,8,51,51,20,26,49,7,102,5577,975,100384,2301,81,2,San Mateo
118824,60,16,19,12,13,75,78,36,24,75,18,153,8398,975,100384,2301,81,2,San Mateo
118823,45,15,18,5,7,48,50,19,25,47,7,98,8397,975,100384,2301,81,2,San Mateo
114898,62,13,24,12,13,76,80,35,25,76,20,156,6513,647,100014,2301,81,2,San Mateo
113953,175,36,70,33,36,215,225,98,72,214,56,440,6059,647,100014,2301,81,2,San Mateo
114392,106,19,35,19,33,191,187,95,104,157,22,378,6264,1006,100425,2302,81,2,San Mateo
117070,19,5,6,4,4,24,25,11,8,24,6,49,7558,975,100384,2301,81,2,San Mateo
117351,21,6,7,4,4,26,28,13,9,26,6,54,7685,975,100384,2301,81,2,San Mateo
112466,60,13,19,11,17,79,83,42,28,75,17,162,5332,974,100383,2301,81,2,San Mateo
115386,107,23,34,20,30,141,148,75,50,133,31,289,6762,974,100383,2301,81,2,San Mateo
118815,25,5,8,5,7,33,35,18,12,31,7,68,8392,974,100383,2301,81,2,San Mateo
113968,55,12,18,10,15,72,77,39,26,68,16,149,6065,974,100383,2301,81,2,San Mateo
112468,35,7,11,7,10,46,49,25,16,44,10,95,5333,974,100383,2301,81,2,San Mateo
113969,98,21,31,19,27,129,136,69,46,122,28,265,6066,974,100383,2301,81,2,San Mateo
112607,104,17,37,21,29,147,153,74,80,130,16,300,5396,874,100270,2301,81,2,San Mateo
117903,211,34,76,42,59,299,309,149,162,265,32,608,7959,874,100270,2301,81,2,San Mateo
112459,27,7,9,5,6,34,35,16,11,34,8,69,5326,975,100384,2301,81,2,San Mateo
111575,27,4,11,5,7,38,40,19,21,34,4,78,4926,874,100270,2301,81,2,San Mateo
113415,84,9,20,15,40,160,152,97,70,123,22,312,5796,976,100385,2301,81,2,San Mateo
114520,14,1,3,3,7,27,25,16,12,20,4,52,6326,976,100385,2301,81,2,San Mateo
117905,40,4,9,7,20,77,72,46,33,60,10,149,7961,976,100385,2301,81,2,San Mateo
117071,28,3,7,5,13,53,51,32,23,42,7,104,7559,976,100385,2301,81,2,San Mateo
119178,80,13,29,16,22,113,117,57,61,100,12,230,8569,874,100270,2301,81,2,San Mateo
111583,43,4,10,8,21,82,78,49,36,64,11,160,4929,976,100385,2301,81,2,San Mateo
117906,31,3,7,6,15,59,56,36,26,45,8,115,7962,976,100385,2301,81,2,San Mateo
114390,70,7,16,13,34,134,126,81,58,103,18,260,6263,976,100385,2301,81,2,San Mateo
