column_name
TAZ_NODE
Total Households Non-GQ - Control
Total Households Non-GQ - Result
Total Households Non-GQ - Difference
Total Group Quarters - Control
Total Group Quarters - Result
Total Group Quarters - Difference
Total Population - Control
Total Population - Result
Total Population - Difference
Total Households + Group Quarters - Control
Total Households + Group Quarters - Result
Total Households + Group Quarters - Difference
Group Quarters - University - Control
Group Quarters - University - Result
Group Quarters - University - Difference
Group Quarters - Non-institutional - Control
Group Quarters - Non-institutional - Result
Group Quarters - Non-institutional - Difference
Household Size - 1 Person (including GQ) - Control
Household Size - 1 Person (including GQ) - Result
Household Size - 1 Person (including GQ) - Difference
Household Size - 2 Persons - Control
Household Size - 2 Persons - Result
Household Size - 2 Persons - Difference
Household Size - 3 Persons - Control
Household Size - 3 Persons - Result
Household Size - 3 Persons - Difference
Household Size - 4 Persons - Control
Household Size - 4 Persons - Result
Household Size - 4 Persons - Difference
Household Size - 5 Persons - Control
Household Size - 5 Persons - Result
Household Size - 5 Persons - Difference
Household Size - 6+ Persons - Control
Household Size - 6+ Persons - Result
Household Size - 6+ Persons - Difference
Households - 0 Workers - Control
Households - 0 Workers - Result
Households - 0 Workers - Difference
Households - 1 Worker - Control
Households - 1 Worker - Result
Households - 1 Worker - Difference
Households - 2 Workers - Control
Households - 2 Workers - Result
Households - 2 Workers - Difference
Households - 3+ Workers - Control
Households - 3+ Workers - Result
Households - 3+ Workers - Difference
Population - Age 0-19 - Control
Population - Age 0-19 - Result
Population - Age 0-19 - Difference
Population - Age 20-34 - Control
Population - Age 20-34 - Result
Population - Age 20-34 - Difference
Population - Age 35-64 - Control
Population - Age 35-64 - Result
Population - Age 35-64 - Difference
Population - Age 65+ - Control
Population - Age 65+ - Result
Population - Age 65+ - Difference
Households - With Children - Control
Households - With Children - Result
Households - With Children - Difference
Households - Without Children - Control
Households - Without Children - Result
Households - Without Children - Difference
Income - Under $20k - Control
Income - Under $20k - Result
Income - Under $20k - Difference
Income - $20k to $45k - Control
Income - $20k to $45k - Result
Income - $20k to $45k - Difference
Income - $45k to $60k - Control
Income - $45k to $60k - Result
Income - $45k to $60k - Difference
Income - $60k to $75k - Control
Income - $60k to $75k - Result
Income - $60k to $75k - Difference
Income - $75k to $100k - Control
Income - $75k to $100k - Result
Income - $75k to $100k - Difference
Income - $100k to $150k - Control
Income - $100k to $150k - Result
Income - $100k to $150k - Difference
Income - $150k to $200k - Control
Income - $150k to $200k - Result
Income - $150k to $200k - Difference
Income - $200k+ - Control
Income - $200k+ - Result
Income - $200k+ - Difference
Total Households Non-GQ - Percent Error
Total Group Quarters - Percent Error
Total Population - Percent Error
