control_name,control_value,COUNTY_preliminary_balanced_weight,COUNTY_balanced_weight,COUNTY_integer_weight,TAZ_balanced_weight,TAZ_integer_weight,MAZ_balanced_weight,MAZ_integer_weight
num_hh,577589,577595.7122619106,577595.7020751571,577589.0,577589.0,577536,577536.0,578284
hh_size_1,162478,152960.06824317982,152937.33583320084,152937.0,152937.0,151835,151835.0,151447
hh_size_2,161145,164746.77402744791,164732.64960414765,164732.0,164732.0,163487,163487.0,163415
hh_size_3,94551,96790.60056909261,96807.84852823667,96806.0,96806.0,96720,96720.0,96942
hh_size_4_plus,159415,163098.26942219018,163117.86810957186,163114.0,163114.0,165494,165494.0,166480
gq_type_univ,13750,15933.082810283877,15933.550246522298,15931.0,15930.999999999998,15290,15290.0,14569
gq_type_mil,699,699.2049013730173,699.2149383049573,699.0,698.9999999999998,659,659.0,656
gq_type_othnon,11407,11417.821593462379,11417.860028449872,11417.0,11417.0,11276,11276.0,11043
hh_inc_30,167730,8236.949421570105,8236.926921079097,8235.0,8235.0,7859,7859.0,7421
hh_inc_30_60,135169,4707.440201595875,4707.962680955489,4708.0,4707.999999999998,4594,4594.0,4465
hh_inc_60_100,111489,1654.335320133003,1654.1528424897397,1654.0,1653.9999999999998,1568,1568.0,1482
hh_inc_100_plus,137345,1334.3578669848928,1334.5078019979724,1334.0,1334.0,1269,1269.0,1201
hh_wrks_0,133699,6516.7436740256335,6305.7634029604815,6305.0,6305.0,6211,6211.0,5950
hh_wrks_1,221692,9416.339136258242,9627.786843561818,9626.0,9625.999999999998,9079,9079.0,8619
hh_wrks_2,158482,0.0,0.0,0.0,0.0,0,0.0,0
hh_wrks_3_plus,37860,0.0,0.0,0.0,0.0,0,0.0,0
pers_age_00_19,407066,407080.16234790976,407081.1170911042,407069.0,407069.0,410595,410595.0,412504
pers_age_20_34,348169,349384.18613625725,349555.58310406754,349552.0,349552.0,350675,350675.0,352302
pers_age_35_64,666816,671950.55217293,672530.9250757201,672523.0,672523.0,675320,675320.0,676852
pers_age_65_plus,175845,177109.12128508504,177160.93656463744,177155.0,177155.0,178053,178053.0,178515
hh_kids_yes,191293,190626.3692720068,190619.07745604916,190616.0,190616.0,192323,192323.0,193266
hh_kids_no,360440,358919.2336847845,358925.99940583075,358926.0,358926.0,357988,357988.0,358750
pers_occ_professional,292373,285235.8042074501,287074.88221958943,287072.0,287072.0,287453,287453.0,288104
pers_occ_services,173818,179064.39042672643,169029.6043866849,169029.0,169029.0,169900,169900.0,170412
pers_occ_retail,98938,108782.89323958661,96638.03259827591,96635.0,96635.0,97273,97273.0,97771
pers_occ_manual,146158,162295.85152939256,143356.31509234407,143355.0,143355.0,144410,144410.0,145015
pers_occ_military,1549,923.2568811109218,1496.7045104216324,1498.0,1497.9999999999998,1466,1466.0,1465
