control_name,control_value,COUNTY_preliminary_balanced_weight,COUNTY_balanced_weight,COUNTY_integer_weight,TAZ_balanced_weight,TAZ_integer_weight,MAZ_balanced_weight,MAZ_integer_weight
num_hh,194468,194470.2732187744,194470.22252771308,194468.0,194468.0,194468,194468.0,194482
hh_size_1,55206,44898.16611272175,44901.84141013757,44902.0,44901.999999999985,44860,44860.0,44765
hh_size_2,65492,70885.89684101215,70909.99406507918,70910.0,70910.0,70381,70381.0,70431
hh_size_3,29276,31607.84395795953,31600.33398089691,31600.0,31600.0,31479,31479.0,31392
hh_size_4_plus,44494,47078.36630708099,47058.053071599425,47056.0,47056.0,47748,47748.0,47894
gq_type_univ,2234,2737.90722400045,2738.2243794577566,2737.0,2737.0,2681,2681.0,2514
gq_type_mil,412,412.0564141081654,412.05534181457426,412.0,412.0000000000001,399,399.0000000000001,396
gq_type_othnon,3849,3860.1148635506725,3860.133341748259,3860.0,3860.0,3806,3806.0,3724
hh_inc_30,51215,1946.5944032681446,1946.9268138550806,1946.0,1946.0,1909,1909.0,1818
hh_inc_30_60,51681,791.312820732305,791.2975656026762,791.0,791.0000000000002,772,772.0,696
hh_inc_60_100,43569,0.0,0.0,0.0,0.0,0,0.0,0
hh_inc_100_plus,41508,0.0,0.0,0.0,0.0,0,0.0,0
hh_wrks_0,51647,1008.6780865038627,942.004779626971,941.0,941.0000000000002,930,930.0,878
hh_wrks_1,72275,1729.2291374965866,1796.2195998307857,1796.0,1796.0,1751,1751.0,1636
hh_wrks_2,51937,0.0,0.0,0.0,0.0,0,0.0,0
hh_wrks_3_plus,12114,0.0,0.0,0.0,0.0,0,0.0,0
pers_age_00_19,124789,124800.95792245542,124801.19784931398,124798.0,124798.0,126300,126300.0,126593
pers_age_20_34,95960,97755.85783442826,97870.76245888,97869.0,97869.0,97747,97747.0,97905
pers_age_35_64,214924,219522.08345384555,219720.0320863848,219715.0,219715.0,220613,220613.0,220967
pers_age_65_plus,70583,71821.65348252706,71841.63909818436,71841.0,71840.99999999999,71790,71790.0,71796
hh_kids_yes,57375,57227.976069676035,57228.984555549876,57228.0,57228.0,57955,57955.0,58155
hh_kids_no,130598,130232.21864743912,130230.82490914261,130231.0,130230.99999999999,129627,129627.0,129693
pers_occ_professional,57076,60480.76454857523,56166.2944451867,56168.0,56168.0,56219,56219.0,56255
pers_occ_services,55729,64139.38199735411,54896.980206227956,54896.0,54896.0,55083,55083.0,55284
pers_occ_retail,38146,43600.7342661658,36086.44976432688,36084.0,36084.0,36332,36332.0,36372
pers_occ_manual,57093,67219.6270268958,56010.18300140417,56006.0,56006.0,56303,56303.0,56447
pers_occ_military,815,261.49740284103046,238.15608286285553,238.0,237.9999999999999,212,212.0,214
