control_name,control_value,COUNTY_preliminary_balanced_weight,COUNTY_balanced_weight,COUNTY_integer_weight,TAZ_balanced_weight,TAZ_integer_weight,MAZ_balanced_weight,MAZ_integer_weight
num_hh,644662,644670.3444192868,644670.3305717999,644662.0,644662.0,644868,644868.0,644496
hh_size_1,146983,101771.64095971994,101771.48249553781,101771.0,101771.0,101395,101395.0,100338
hh_size_2,175891,200557.4461273828,200513.332980454,200511.0,200511.0,199477,199477.0,198808
hh_size_3,110755,120545.30505733145,120547.08368810435,120546.0,120546.0,120299,120299.0,120115
hh_size_4_plus,211033,221795.95227485258,221838.4314077037,221834.0,221834.0,223697,223697.0,225235
gq_type_univ,12796,16005.738815323566,16006.772452762489,16003.0,16003.0,15627,15627.0,14672
gq_type_mil,0,0.10000496699703659,0.10000472877338057,0.0,0.0,0,0.0,0
gq_type_othnon,9353,9398.166754398457,9398.35402524054,9398.0,9398.0,9304,9304.0,9062
hh_inc_30,163122,7040.98956447422,7042.485573216941,7040.0,7040.0,6807,6807.0,6371
hh_inc_30_60,146400,4859.483055395007,4859.149920276469,4859.0,4859.000000000002,4766,4766.0,4453
hh_inc_60_100,136334,2576.4136517888383,2576.0843854262866,2575.0,2574.9999999999995,2544,2544.0,2422
hh_inc_100_plus,176657,1528.8525436655011,1529.0525738427928,1529.0,1529.0,1510,1510.0,1426
hh_wrks_0,120567,5321.44253824218,5170.489997145567,5168.0,5168.0,5124,5124.0,4978
hh_wrks_1,252562,10684.296277081387,10836.282455616922,10835.0,10835.0,10503,10503.0,9694
hh_wrks_2,196013,0.0,0.0,0.0,0.0,0,0.0,0
hh_wrks_3_plus,53371,0.0,0.0,0.0,0.0,0,0.0,0
pers_age_00_19,511671,511780.12846657203,511780.9586157688,511765.0,511765.0,515063,515063.0,516860
pers_age_20_34,399635,410563.379833162,410548.7643440933,410550.0,410550.0,410962,410962.0,410631
pers_age_35_64,804051,827250.2016877643,827782.6886296143,827775.0,827775.0,830415,830415.0,832589
pers_age_65_plus,216888,223503.1337498436,223644.16067563044,223642.0,223642.0,224544,224544.0,225073
hh_kids_yes,239296,238177.75318928206,238163.45177485762,238162.0,238162.0,239923,239923.0,241036
hh_kids_no,383217,381088.5856553156,381101.6523142104,381099.0,381099.0,380014,380014.0,379726
pers_occ_professional,396739,398133.601633647,391632.0866820002,391632.0,391632.0,392359,392359.0,392214
pers_occ_services,173177,185646.36221172885,169313.2716693698,169310.0,169310.0,169718,169718.0,170004
pers_occ_retail,113100,126304.35942250943,109703.39754336224,109699.0,109699.0,110099,110099.0,110406
pers_occ_manual,155638,178657.53389808218,153739.15105446734,153732.0,153732.0,154289,154289.0,154948
pers_occ_military,1117,316.4605015944434,1153.1937847644044,1154.0,1154.0,1132,1132.0,1128
