control_name,control_value,COUNTY_preliminary_balanced_weight,COUNTY_balanced_weight,COUNTY_integer_weight,TAZ_balanced_weight,TAZ_integer_weight,MAZ_balanced_weight,MAZ_integer_weight
num_hh,144409,144410.00805335728,144410.0045896657,144409.0,144409.0,144647,144647.0,144643
hh_size_1,30830,30457.996099037016,30464.259181863374,30465.0,30465.0,30421,30421.0,30535
hh_size_2,43092,43172.99211663118,43174.62574020862,43175.0,43175.0,43043,43043.0,43034
hh_size_3,24596,24695.950222358548,24695.70642228914,24695.0,24695.0,24624,24624.0,24557
hh_size_4_plus,45891,46083.06961533051,46075.41324530458,46074.0,46074.0,46559,46559.0,46517
gq_type_univ,464,633.24146127838,633.2402266507418,633.0,633.0,621,621.0,693
gq_type_mil,960,960.1093849896963,960.1089597227824,960.0,960.0000000000001,943,943.0,935
gq_type_othnon,1229,1229.0857932168956,1229.083354573183,1229.0,1229.0,1209,1209.0,1155
hh_inc_30,34797,632.9481237445283,632.9468894692958,633.0,633.0,621,621.0,693
hh_inc_30_60,38617,0.29333753385175054,0.29333718144596205,0.0,0.0,0,0.0,0
hh_inc_60_100,35278,0.0,0.0,0.0,0.0,0,0.0,0
hh_inc_100_plus,33064,0.0,0.0,0.0,0.0,0,0.0,0
hh_wrks_0,33430,490.54243686411894,487.2972747051263,487.0,487.0,490,490.0,574
hh_wrks_1,54315,142.6990244142609,145.94295194561533,146.0,145.99999999999997,131,131.0,119
hh_wrks_2,41634,0.0,0.0,0.0,0.0,0,0.0,0
hh_wrks_3_plus,12377,0.0,0.0,0.0,0.0,0,0.0,0
pers_age_00_19,120961,120962.61464059984,120962.61158197123,120963.0,120963.0,121676,121676.0,121843
pers_age_20_34,84318,84202.56387188807,84239.42727407535,84240.0,84240.0,84578,84578.0,84707
pers_age_35_64,177990,178287.86197982446,178345.21832569645,178340.0,178340.0,179098,179098.0,179230
pers_age_65_plus,51112,51204.16317631779,51214.309007331925,51213.0,51213.0,51472,51472.0,51506
hh_kids_yes,54009,53923.56389636472,53924.184261720984,53923.0,53923.0,54315,54315.0,54294
hh_kids_no,87747,87664.00751750756,87663.38778699804,87664.0,87664.0,87559,87559.0,87566
pers_occ_professional,41168,44290.815293916734,40836.70445141954,40835.0,40835.0,41019,41019.0,41076
pers_occ_services,51619,53420.4954735932,51029.50550412536,51028.0,51028.0,51287,51287.0,51310
pers_occ_retail,28355,31572.257367610408,28060.148271131045,28060.0,28060.0,28238,28238.0,28283
pers_occ_manual,52743,60202.76325528146,52284.63525566653,52284.0,52284.0,52610,52610.0,52677
pers_occ_military,3724,2277.475116362526,3722.045343167851,3722.0,3722.0000000000005,3730,3730.0,3733
