control_name,control_value,COUNTY_preliminary_balanced_weight,COUNTY_balanced_weight,COUNTY_integer_weight,TAZ_balanced_weight,TAZ_integer_weight,MAZ_balanced_weight,MAZ_integer_weight
num_hh,111506,111508.11073482933,111508.10691062835,111506.0,111506.0,112195,112195.0,111947
hh_size_1,35013,34554.35725021304,34514.166526340836,34514.0,34514.0,34385,34385.0,34385
hh_size_2,38256,38339.16668317208,38311.472983346976,38312.0,38312.0,38131,38131.0,38071
hh_size_3,16320,16464.783214752257,16484.53664127486,16484.0,16484.0,16438,16438.0,16347
hh_size_4_plus,21917,22149.80358669195,22197.93075966569,22196.0,22196.0,23241,23241.0,23144
gq_type_univ,904,1190.968937969517,1191.0340801070856,1191.0,1190.9999999999998,1144,1144.0,1066
gq_type_mil,0,0.10000334799735007,0.10001190231297291,0.0,0.0,0,0.0,0
gq_type_othnon,1983,1982.9441170201326,1982.9478057399508,1983.0,1983.0,1954,1954.0,1932
hh_inc_30,19994,924.686335780257,924.8242196534992,925.0,925.0,887,887.0,826
hh_inc_30_60,23206,266.2826021892598,266.2098604535865,266.0,265.9999999999999,257,257.0,240
hh_inc_60_100,23468,0.0,0.0,0.0,0.0,0,0.0,0
hh_inc_100_plus,41951,0.0,0.0,0.0,0.0,0,0.0,0
hh_wrks_0,27814,452.25325036733875,434.54770559023177,435.0,435.0,429,429.0,366
hh_wrks_1,44330,738.7156876021781,756.4863745168541,756.0,755.9999999999999,715,715.0,700
hh_wrks_2,31856,0.0,0.0,0.0,0.0,0,0.0,0
hh_wrks_3_plus,4619,0.0,0.0,0.0,0.0,0,0.0,0
pers_age_00_19,62836,62837.06850669018,62836.78850935435,62831.0,62831.0,64906,64906.0,64863
pers_age_20_34,35652,35461.67867489671,35465.813603121336,35465.0,35465.0,36290,36290.0,35686
pers_age_35_64,129524,130294.04564544618,130362.93989589784,130356.0,130356.0,131718,131718.0,131684
pers_age_65_plus,47196,47445.85777694652,47443.74078182537,47446.0,47446.0,47611,47611.0,47578
hh_kids_yes,31292,31174.21951192074,31169.985038831954,31167.0,31167.0,32122,32122.0,32157
hh_kids_no,77327,77159.87816457095,77164.03997404707,77165.0,77165.0,76975,76975.0,76792
pers_occ_professional,37368,43462.73569192498,36798.28792700983,36797.0,36797.0,37176,37176.0,37094
pers_occ_services,25894,30233.75666365646,25157.23441204901,25157.0,25157.0,25484,25484.0,25409
pers_occ_retail,18108,23137.00250157527,16788.654324286304,16788.0,16788.0,17136,17136.0,17024
pers_occ_manual,15855,22273.26980665926,15851.706163183038,15850.0,15850.0,16417,16417.0,16289
pers_occ_military,183,70.09161586962541,163.32219746488076,163.0,163.00000000000003,163,163.0,163
