MAZ,TAZ,COUNTY,county_name,COUNTYFP10,TRACTCE10,PUMA
223771,200012,3,Santa Clara,85,505500,8503
223772,200012,3,Santa Clara,85,505500,8503
223777,201043,3,Santa Clara,85,505403,8503
223779,200238,3,Santa Clara,85,505305,8503
223780,200238,3,Santa Clara,85,505305,8503
223781,200238,3,Santa Clara,85,505305,8503
223783,200381,3,Santa Clara,85,505305,8503
223795,200426,3,Santa Clara,85,508900,8502
223801,200478,3,Santa Clara,85,508602,8502
223804,200932,3,Santa Clara,85,504802,8502
223812,200298,3,Santa Clara,85,507703,8507
223813,200995,3,Santa Clara,85,507703,8507
223817,200040,3,Santa Clara,85,504311,8504
223818,200446,3,Santa Clara,85,503602,8514
223819,200446,3,Santa Clara,85,503602,8514
223822,200900,3,Santa Clara,85,503112,8510
223823,200052,3,Santa Clara,85,503123,8510
223825,200188,3,Santa Clara,85,503121,8510
223826,200903,3,Santa Clara,85,503003,8511
223827,201018,3,Santa Clara,85,508202,8502
223832,200685,3,Santa Clara,85,507500,8507
223835,200903,3,Santa Clara,85,503003,8511
223836,200903,3,Santa Clara,85,503003,8511
223840,200953,3,Santa Clara,85,503002,8510
223841,200953,3,Santa Clara,85,503002,8510
223845,201063,3,Santa Clara,85,507906,8508
223846,201063,3,Santa Clara,85,507906,8508
223854,201031,3,Santa Clara,85,507702,8507
223856,200758,3,Santa Clara,85,501900,8509
223857,200758,3,Santa Clara,85,501900,8509
223860,200308,3,Santa Clara,85,506301,8508
223879,200883,3,Santa Clara,85,505001,8503
223884,200883,3,Santa Clara,85,505001,8503
223886,200883,3,Santa Clara,85,505001,8503
223890,200192,3,Santa Clara,85,502001,8509
223892,200712,3,Santa Clara,85,502001,8509
223895,200603,3,Santa Clara,85,502001,8509
223903,200462,3,Santa Clara,85,509802,8501
223904,200462,3,Santa Clara,85,509802,8501
223908,200798,3,Santa Clara,85,503214,8510
223910,200849,3,Santa Clara,85,503204,8510
223916,200034,3,Santa Clara,85,503401,8514
223918,200786,3,Santa Clara,85,507401,8507
223920,200979,3,Santa Clara,85,503327,8513
223921,200163,3,Santa Clara,85,503326,8513
223922,200567,3,Santa Clara,85,503313,8505
223926,200479,3,Santa Clara,85,507805,8507
223933,200017,3,Santa Clara,85,508301,8502
223935,200841,3,Santa Clara,85,508203,8502
223936,200841,3,Santa Clara,85,508203,8502
223937,201015,3,Santa Clara,85,508203,8502
223942,200498,3,Santa Clara,85,503601,8514
223944,200647,3,Santa Clara,85,508403,8502
223946,200678,3,Santa Clara,85,508303,8502
223956,200264,3,Santa Clara,85,507500,8507
223962,201075,3,Santa Clara,85,511705,8501
223964,201014,3,Santa Clara,85,508303,8502
223968,201042,3,Santa Clara,85,505500,8503
223971,200991,3,Santa Clara,85,505700,8503
223973,200992,3,Santa Clara,85,505700,8503
223981,200431,3,Santa Clara,85,505302,8503
223985,200299,3,Santa Clara,85,507703,8507
223989,201086,3,Santa Clara,85,513000,8501
223992,200827,3,Santa Clara,85,508102,8507
223996,200827,3,Santa Clara,85,508102,8507
223997,200440,3,Santa Clara,85,507806,8507
223998,200007,3,Santa Clara,85,507001,8507
224003,200998,3,Santa Clara,85,503002,8510
224004,200998,3,Santa Clara,85,503002,8510
224005,200284,3,Santa Clara,85,503001,8510
224006,200284,3,Santa Clara,85,503001,8510
224007,200284,3,Santa Clara,85,503001,8510
224011,200221,3,Santa Clara,85,502910,8511
224012,200221,3,Santa Clara,85,502910,8511
224014,200264,3,Santa Clara,85,507500,8507
224015,200687,3,Santa Clara,85,507500,8507
224016,200687,3,Santa Clara,85,507500,8507
224017,200687,3,Santa Clara,85,507500,8507
224021,200688,3,Santa Clara,85,507402,8507
224022,200740,3,Santa Clara,85,507402,8507
224023,200740,3,Santa Clara,85,507402,8507
224031,200623,3,Santa Clara,85,508505,8502
224033,201009,3,Santa Clara,85,511100,8501
224040,200768,3,Santa Clara,85,504601,8501
224051,200056,3,Santa Clara,85,511608,8501
224055,200086,3,Santa Clara,85,506802,8511
224059,200164,3,Santa Clara,85,503332,8513
224060,200121,3,Santa Clara,85,503332,8513
224066,200366,3,Santa Clara,85,503602,8514
224067,200365,3,Santa Clara,85,503110,8510
224068,200747,3,Santa Clara,85,503111,8510
224069,200151,3,Santa Clara,85,503325,8513
224070,200154,3,Santa Clara,85,503334,8513
224071,200152,3,Santa Clara,85,512001,8513
224081,200248,3,Santa Clara,85,504420,8504
224086,200730,3,Santa Clara,85,508204,8502
224087,200773,3,Santa Clara,85,508204,8502
224089,200774,3,Santa Clara,85,508204,8502
224090,200774,3,Santa Clara,85,508204,8502
224092,200778,3,Santa Clara,85,508202,8502
224093,200778,3,Santa Clara,85,508202,8502
224094,200264,3,Santa Clara,85,507500,8507
224096,200688,3,Santa Clara,85,507402,8507
224098,200740,3,Santa Clara,85,507402,8507
224102,200741,3,Santa Clara,85,507401,8507
224105,200560,3,Santa Clara,85,509202,8501
224108,200932,3,Santa Clara,85,504802,8502
224111,200932,3,Santa Clara,85,504802,8502
224115,200943,3,Santa Clara,85,506101,8503
224120,200894,3,Santa Clara,85,506102,8503
224136,201008,3,Santa Clara,85,511100,8501
224138,200959,3,Santa Clara,85,511400,8501
224149,200016,3,Santa Clara,85,508001,8507
224169,200038,3,Santa Clara,85,509404,8501
224170,200927,3,Santa Clara,85,506802,8511
224173,200493,3,Santa Clara,85,506802,8511
224179,200928,3,Santa Clara,85,506801,8507
224180,200928,3,Santa Clara,85,506801,8507
224186,200171,3,Santa Clara,85,503804,8505
224188,200444,3,Santa Clara,85,503802,8505
224194,200009,3,Santa Clara,85,509302,8501
224199,200248,3,Santa Clara,85,504420,8504
224202,200244,3,Santa Clara,85,503903,8505
224203,200340,3,Santa Clara,85,504101,8505
224206,200752,3,Santa Clara,85,504316,8504
224211,200267,3,Santa Clara,85,511912,8512
224212,200269,3,Santa Clara,85,511912,8512
224216,201002,3,Santa Clara,85,502908,8511
224217,201002,3,Santa Clara,85,502908,8511
224218,201002,3,Santa Clara,85,502908,8511
224220,201002,3,Santa Clara,85,502908,8511
224221,201048,3,Santa Clara,85,502908,8511
224223,201004,3,Santa Clara,85,502908,8511
224224,201052,3,Santa Clara,85,502907,8511
224232,200639,3,Santa Clara,85,506503,8508
224235,200928,3,Santa Clara,85,506801,8507
224236,200067,3,Santa Clara,85,506502,8508
224237,200357,3,Santa Clara,85,506702,8508
224244,200007,3,Santa Clara,85,507001,8507
224245,200911,3,Santa Clara,85,511500,8501
224248,200222,3,Santa Clara,85,509304,8501
224255,200296,3,Santa Clara,85,508101,8507
224260,200600,3,Santa Clara,85,505900,8503
224263,200689,3,Santa Clara,85,507402,8507
224274,200970,3,Santa Clara,85,506801,8507
224284,200933,3,Santa Clara,85,504700,8501
224290,200251,3,Santa Clara,85,505006,8503
224291,200249,3,Santa Clara,85,504504,8504
224304,200696,3,Santa Clara,85,503210,8513
224306,200633,3,Santa Clara,85,512031,8512
224312,200090,3,Santa Clara,85,511911,8512
224313,200077,3,Santa Clara,85,511911,8512
224333,200009,3,Santa Clara,85,509302,8501
224338,200009,3,Santa Clara,85,509302,8501
224339,200883,3,Santa Clara,85,505001,8503
224358,200362,3,Santa Clara,85,506503,8508
224362,200253,3,Santa Clara,85,512602,8506
224363,200116,3,Santa Clara,85,512506,8506
224367,200082,3,Santa Clara,85,512509,8506
224370,200240,3,Santa Clara,85,512604,8506
224371,200665,3,Santa Clara,85,512505,8506
224374,200419,3,Santa Clara,85,512402,8506
224375,200081,3,Santa Clara,85,512401,8506
224378,200419,3,Santa Clara,85,512402,8506
224380,200661,3,Santa Clara,85,512305,8506
224381,200157,3,Santa Clara,85,512506,8506
224383,200253,3,Santa Clara,85,512602,8506
224389,200059,3,Santa Clara,85,512311,8506
224396,200314,3,Santa Clara,85,511800,8507
224400,200256,3,Santa Clara,85,511800,8507
224404,200314,3,Santa Clara,85,511800,8507
224415,200779,3,Santa Clara,85,506604,8508
224417,200779,3,Santa Clara,85,506604,8508
224418,200779,3,Santa Clara,85,506604,8508
224422,200832,3,Santa Clara,85,506603,8508
224424,200481,3,Santa Clara,85,506601,8508
224425,200481,3,Santa Clara,85,506601,8508
224435,200507,3,Santa Clara,85,509700,8501
224437,200026,3,Santa Clara,85,509700,8501
224438,200650,3,Santa Clara,85,504412,8504
224439,200702,3,Santa Clara,85,504411,8504
224442,200680,3,Santa Clara,85,512029,8512
224443,200680,3,Santa Clara,85,512029,8512
224444,200066,3,Santa Clara,85,512026,8511
224445,200080,3,Santa Clara,85,512025,8511
224446,200080,3,Santa Clara,85,512025,8511
224452,200698,3,Santa Clara,85,503508,8505
224456,200796,3,Santa Clara,85,503305,8514
224457,200796,3,Santa Clara,85,503305,8514
224458,200535,3,Santa Clara,85,503304,8514
224459,200748,3,Santa Clara,85,503304,8514
224460,200748,3,Santa Clara,85,503304,8514
224461,200851,3,Santa Clara,85,503212,8510
224463,200497,3,Santa Clara,85,503315,8513
224465,200132,3,Santa Clara,85,503509,8505
224468,200748,3,Santa Clara,85,503304,8514
224477,200970,3,Santa Clara,85,506801,8507
224484,200652,3,Santa Clara,85,504321,8504
224487,200159,3,Santa Clara,85,503115,8510
224492,200270,3,Santa Clara,85,511911,8512
224493,200152,3,Santa Clara,85,512001,8513
224497,200115,3,Santa Clara,85,512020,8511
224498,200926,3,Santa Clara,85,506900,8507
224503,200101,3,Santa Clara,85,512510,8506
224507,200619,3,Santa Clara,85,512508,8506
224508,200240,3,Santa Clara,85,512604,8506
224509,200240,3,Santa Clara,85,512604,8506
224517,200619,3,Santa Clara,85,512508,8506
224519,200668,3,Santa Clara,85,512508,8506
224520,200668,3,Santa Clara,85,512508,8506
224521,200059,3,Santa Clara,85,512311,8506
224527,200529,3,Santa Clara,85,512308,8506
224530,200059,3,Santa Clara,85,512311,8506
224534,200059,3,Santa Clara,85,512311,8506
224535,200531,3,Santa Clara,85,512305,8506
224541,200256,3,Santa Clara,85,511800,8507
224542,200256,3,Santa Clara,85,511800,8507
224543,200256,3,Santa Clara,85,511800,8507
224544,200256,3,Santa Clara,85,511800,8507
224554,201088,3,Santa Clara,85,504602,8502
224555,201088,3,Santa Clara,85,504602,8502
224558,200626,3,Santa Clara,85,504602,8502
224560,200626,3,Santa Clara,85,504602,8502
224564,200626,3,Santa Clara,85,504602,8502
224565,200626,3,Santa Clara,85,504602,8502
224567,200302,3,Santa Clara,85,501501,8509
224569,200816,3,Santa Clara,85,501402,8509
224573,201009,3,Santa Clara,85,511100,8501
224583,200589,3,Santa Clara,85,506501,8508
224585,200637,3,Santa Clara,85,506402,8508
224591,200187,3,Santa Clara,85,503703,8514
224592,200545,3,Santa Clara,85,503703,8514
224595,200259,3,Santa Clara,85,500500,8509
224596,200259,3,Santa Clara,85,500500,8509
224597,200857,3,Santa Clara,85,500500,8509
224598,200857,3,Santa Clara,85,500500,8509
224599,200972,3,Santa Clara,85,500400,8509
224600,200859,3,Santa Clara,85,500400,8509
224601,200859,3,Santa Clara,85,500400,8509
224602,200859,3,Santa Clara,85,500400,8509
224603,200949,3,Santa Clara,85,500300,8509
224604,200949,3,Santa Clara,85,500300,8509
224605,200945,3,Santa Clara,85,505900,8503
224606,200945,3,Santa Clara,85,505900,8503
224607,200945,3,Santa Clara,85,505900,8503
224609,201027,3,Santa Clara,85,503204,8510
224612,200109,3,Santa Clara,85,503116,8510
224618,200898,3,Santa Clara,85,503112,8510
224619,200898,3,Santa Clara,85,503112,8510
224621,201040,3,Santa Clara,85,505600,8503
224625,200011,3,Santa Clara,85,505600,8503
224626,200011,3,Santa Clara,85,505600,8503
224628,200011,3,Santa Clara,85,505600,8503
224631,200011,3,Santa Clara,85,505600,8503
224632,201044,3,Santa Clara,85,505500,8503
224633,201044,3,Santa Clara,85,505500,8503
224634,201044,3,Santa Clara,85,505500,8503
224635,200052,3,Santa Clara,85,503123,8510
224637,200998,3,Santa Clara,85,503002,8510
224638,200488,3,Santa Clara,85,503001,8510
224639,200999,3,Santa Clara,85,503001,8510
224640,200999,3,Santa Clara,85,503001,8510
224642,200330,3,Santa Clara,85,511910,8512
224644,200330,3,Santa Clara,85,511910,8512
224647,200335,3,Santa Clara,85,511909,8512
224648,200335,3,Santa Clara,85,511909,8512
224649,200316,3,Santa Clara,85,511909,8512
224650,200272,3,Santa Clara,85,511909,8512
224652,200331,3,Santa Clara,85,511907,8512
224653,201077,3,Santa Clara,85,505202,8503
224658,201078,3,Santa Clara,85,505202,8503
224662,200605,3,Santa Clara,85,505202,8503
224665,200457,3,Santa Clara,85,502601,8510
224667,200457,3,Santa Clara,85,502601,8510
224671,200406,3,Santa Clara,85,502500,8510
224672,200406,3,Santa Clara,85,502500,8510
224675,200760,3,Santa Clara,85,501800,8509
224676,200763,3,Santa Clara,85,501800,8509
224677,200161,3,Santa Clara,85,501800,8509
224678,200161,3,Santa Clara,85,501800,8509
224679,200161,3,Santa Clara,85,501800,8509
224681,200304,3,Santa Clara,85,501700,8509
224682,200026,3,Santa Clara,85,509700,8501
224683,200026,3,Santa Clara,85,509700,8501
224689,200802,3,Santa Clara,85,504314,8504
224690,200276,3,Santa Clara,85,504308,8505
224695,200562,3,Santa Clara,85,509201,8501
224701,200848,3,Santa Clara,85,503212,8510
224702,200848,3,Santa Clara,85,503212,8510
224703,200801,3,Santa Clara,85,503217,8513
224706,200535,3,Santa Clara,85,503304,8514
224707,200331,3,Santa Clara,85,511907,8512
224709,200331,3,Santa Clara,85,511907,8512
224711,200735,3,Santa Clara,85,511907,8512
224716,200025,3,Santa Clara,85,509600,8501
224719,201077,3,Santa Clara,85,505202,8503
224724,200305,3,Santa Clara,85,503326,8513
224726,200113,3,Santa Clara,85,503108,8510
224737,200087,3,Santa Clara,85,506803,8511
224739,200289,3,Santa Clara,85,510900,8501
224740,200481,3,Santa Clara,85,506601,8508
224741,200392,3,Santa Clara,85,511916,8512
224746,200715,3,Santa Clara,85,512510,8506
224747,200157,3,Santa Clara,85,512506,8506
224748,200240,3,Santa Clara,85,512604,8506
224751,200420,3,Santa Clara,85,512503,8506
224754,200666,3,Santa Clara,85,512505,8506
224755,200419,3,Santa Clara,85,512402,8506
224760,200157,3,Santa Clara,85,512506,8506
224765,200419,3,Santa Clara,85,512402,8506
224771,200060,3,Santa Clara,85,512310,8506
224774,200659,3,Santa Clara,85,512307,8506
224776,200116,3,Santa Clara,85,512506,8506
224781,200420,3,Santa Clara,85,512503,8506
224790,200465,3,Santa Clara,85,512200,8506
224793,200465,3,Santa Clara,85,512200,8506
224794,200465,3,Santa Clara,85,512200,8506
224799,200817,3,Santa Clara,85,501402,8509
224800,200817,3,Santa Clara,85,501402,8509
224802,200871,3,Santa Clara,85,501401,8509
224803,200863,3,Santa Clara,85,501300,8509
224804,200863,3,Santa Clara,85,501300,8509
224812,200043,3,Santa Clara,85,511302,8501
224818,200062,3,Santa Clara,85,511200,8501
224822,200156,3,Santa Clara,85,506401,8508
224823,200156,3,Santa Clara,85,506401,8508
224824,200002,3,Santa Clara,85,506305,8508
224825,200002,3,Santa Clara,85,506305,8508
224828,200104,3,Santa Clara,85,504505,8504
224830,201080,3,Santa Clara,85,504504,8504
224831,200703,3,Santa Clara,85,504318,8504
224833,200172,3,Santa Clara,85,500800,8509
224838,200949,3,Santa Clara,85,500300,8509
224840,200158,3,Santa Clara,85,500300,8509
224841,200353,3,Santa Clara,85,510600,8501
224842,200353,3,Santa Clara,85,510600,8501
224847,201024,3,Santa Clara,85,510200,8501
224854,200641,3,Santa Clara,85,506305,8508
224855,200900,3,Santa Clara,85,503112,8510
224856,200900,3,Santa Clara,85,503112,8510
224857,200900,3,Santa Clara,85,503112,8510
224858,200900,3,Santa Clara,85,503112,8510
224859,200907,3,Santa Clara,85,500100,8509
224860,200907,3,Santa Clara,85,500100,8509
224864,200258,3,Santa Clara,85,500100,8509
224865,200258,3,Santa Clara,85,500100,8509
224866,200258,3,Santa Clara,85,500100,8509
224868,200579,3,Santa Clara,85,512037,8512
224869,200066,3,Santa Clara,85,512026,8511
224871,200080,3,Santa Clara,85,512025,8511
224872,200080,3,Santa Clara,85,512025,8511
224873,200080,3,Santa Clara,85,512025,8511
224874,200999,3,Santa Clara,85,503001,8510
224876,200088,3,Santa Clara,85,502906,8511
224877,200095,3,Santa Clara,85,512045,8512
224878,200942,3,Santa Clara,85,512005,8511
224883,200266,3,Santa Clara,85,511913,8512
224884,201038,3,Santa Clara,85,511913,8512
224885,200468,3,Santa Clara,85,511913,8512
224888,200333,3,Santa Clara,85,511905,8512
224897,200612,3,Santa Clara,85,509106,8502
224899,200471,3,Santa Clara,85,509000,8502
224901,200430,3,Santa Clara,85,505302,8503
224903,200500,3,Santa Clara,85,502400,8510
224904,200500,3,Santa Clara,85,502400,8510
224908,200007,3,Santa Clara,85,507001,8507
224912,200007,3,Santa Clara,85,507001,8507
224913,200007,3,Santa Clara,85,507001,8507
224914,200007,3,Santa Clara,85,507001,8507
224917,200879,3,Santa Clara,85,505100,8509
224920,200218,3,Santa Clara,85,502002,8509
224925,200218,3,Santa Clara,85,502002,8509
224930,200213,3,Santa Clara,85,506804,8507
224933,200442,3,Santa Clara,85,506804,8507
224934,200442,3,Santa Clara,85,506804,8507
224940,200173,3,Santa Clara,85,501900,8509
224941,200162,3,Santa Clara,85,501800,8509
224942,200162,3,Santa Clara,85,501800,8509
224944,200161,3,Santa Clara,85,501800,8509
224945,200161,3,Santa Clara,85,501800,8509
224946,200304,3,Santa Clara,85,501700,8509
224947,200764,3,Santa Clara,85,501700,8509
224948,200764,3,Santa Clara,85,501700,8509
224949,200764,3,Santa Clara,85,501700,8509
224958,200462,3,Santa Clara,85,509802,8501
224962,200123,3,Santa Clara,85,503334,8513
224963,200642,3,Santa Clara,85,503331,8513
224964,200642,3,Santa Clara,85,503331,8513
224973,200340,3,Santa Clara,85,504101,8505
224975,200450,3,Santa Clara,85,503305,8514
224977,200230,3,Santa Clara,85,503336,8514
224978,200533,3,Santa Clara,85,512035,8512
224980,200582,3,Santa Clara,85,512035,8512
224982,200124,3,Santa Clara,85,512017,8513
224985,200006,3,Santa Clara,85,512100,8506
224986,200854,3,Santa Clara,85,503204,8510
224990,200849,3,Santa Clara,85,503204,8510
224993,200966,3,Santa Clara,85,504201,8505
224994,200967,3,Santa Clara,85,504101,8505
224995,200339,3,Santa Clara,85,504102,8505
224997,200339,3,Santa Clara,85,504102,8505
224999,200231,3,Santa Clara,85,503329,8513
225000,200979,3,Santa Clara,85,503327,8513
225017,200216,3,Santa Clara,85,511500,8501
225020,200958,3,Santa Clara,85,511400,8501
225032,200680,3,Santa Clara,85,512029,8512
225039,200967,3,Santa Clara,85,504101,8505
225040,200339,3,Santa Clara,85,504102,8505
225041,200338,3,Santa Clara,85,504102,8505
225045,200745,3,Santa Clara,85,503327,8513
225046,200614,3,Santa Clara,85,503207,8513
225048,200094,3,Santa Clara,85,512043,8513
225050,200784,3,Santa Clara,85,512017,8513
225060,200399,3,Santa Clara,85,503712,8514
225061,200183,3,Santa Clara,85,504307,8505
225066,200211,3,Santa Clara,85,502800,8511
225067,200714,3,Santa Clara,85,512508,8506
225068,200420,3,Santa Clara,85,512503,8506
225069,200420,3,Santa Clara,85,512503,8506
225076,200464,3,Santa Clara,85,512307,8506
225078,200464,3,Santa Clara,85,512307,8506
225082,200659,3,Santa Clara,85,512307,8506
225083,200530,3,Santa Clara,85,512313,8506
225087,200253,3,Santa Clara,85,512602,8506
225093,200015,3,Santa Clara,85,512313,8506
225095,200656,3,Santa Clara,85,512309,8506
225096,200666,3,Santa Clara,85,512505,8506
225111,200532,3,Santa Clara,85,512200,8506
225112,200532,3,Santa Clara,85,512200,8506
225114,200764,3,Santa Clara,85,501700,8509
225115,200103,3,Santa Clara,85,501700,8509
225122,200362,3,Santa Clara,85,506503,8508
225124,200067,3,Santa Clara,85,506502,8508
225125,200070,3,Santa Clara,85,506502,8508
225126,200070,3,Santa Clara,85,506502,8508
225127,200070,3,Santa Clara,85,506502,8508
225133,200160,3,Santa Clara,85,500800,8509
225135,200160,3,Santa Clara,85,500800,8509
225136,200160,3,Santa Clara,85,500800,8509
225137,201092,3,Santa Clara,85,500800,8509
225138,200160,3,Santa Clara,85,500800,8509
225139,200858,3,Santa Clara,85,500600,8509
225141,200808,3,Santa Clara,85,500600,8509
225143,200290,3,Santa Clara,85,510802,8501
225145,200352,3,Santa Clara,85,510801,8501
225147,200292,3,Santa Clara,85,510801,8501
225150,200893,3,Santa Clara,85,506202,8508
225151,200893,3,Santa Clara,85,506202,8508
225152,200893,3,Santa Clara,85,506202,8508
225155,200598,3,Santa Clara,85,506202,8508
225158,200845,3,Santa Clara,85,506103,8503
225159,200448,3,Santa Clara,85,503711,8514
225160,200143,3,Santa Clara,85,503711,8514
225162,200446,3,Santa Clara,85,503602,8514
225163,200498,3,Santa Clara,85,503601,8514
225164,200543,3,Santa Clara,85,503601,8514
225167,200356,3,Santa Clara,85,510600,8501
225178,200948,3,Santa Clara,85,505800,8503
225179,200948,3,Santa Clara,85,505800,8503
225180,200990,3,Santa Clara,85,505800,8503
225184,200268,3,Santa Clara,85,511912,8512
225189,201017,3,Santa Clara,85,508508,8502
225190,200620,3,Santa Clara,85,508404,8502
225194,200731,3,Santa Clara,85,508401,8502
225195,200672,3,Santa Clara,85,508401,8502
225197,200724,3,Santa Clara,85,508304,8502
225198,200725,3,Santa Clara,85,508304,8502
225200,200430,3,Santa Clara,85,505302,8503
225201,200934,3,Santa Clara,85,505301,8503
225202,200435,3,Santa Clara,85,505301,8503
225203,200433,3,Santa Clara,85,505301,8503
225204,200434,3,Santa Clara,85,505301,8503
225213,200759,3,Santa Clara,85,502701,8510
225214,200349,3,Santa Clara,85,502701,8510
225216,200403,3,Santa Clara,85,502701,8510
225229,200989,3,Santa Clara,85,502202,8510
225230,200989,3,Santa Clara,85,502202,8510
225231,200989,3,Santa Clara,85,502202,8510
225232,200989,3,Santa Clara,85,502202,8510
225233,200346,3,Santa Clara,85,506803,8511
225234,200346,3,Santa Clara,85,506803,8511
225237,200489,3,Santa Clara,85,506803,8511
225238,200489,3,Santa Clara,85,506803,8511
225239,200489,3,Santa Clara,85,506803,8511
225240,200489,3,Santa Clara,85,506803,8511
225243,200131,3,Santa Clara,85,505009,8503
225244,200881,3,Santa Clara,85,505001,8503
225246,200883,3,Santa Clara,85,505001,8503
225257,200911,3,Santa Clara,85,511500,8501
225259,200911,3,Santa Clara,85,511500,8501
225261,200958,3,Santa Clara,85,511400,8501
225266,200852,3,Santa Clara,85,503208,8513
225267,200029,3,Santa Clara,85,503402,8514
225268,200029,3,Santa Clara,85,503402,8514
225269,200049,3,Santa Clara,85,503402,8514
225271,200121,3,Santa Clara,85,503332,8513
225272,200121,3,Santa Clara,85,503332,8513
225275,201079,3,Santa Clara,85,504504,8504
225278,201081,3,Santa Clara,85,504504,8504
225280,200250,3,Santa Clara,85,504414,8504
225288,200747,3,Santa Clara,85,503111,8510
225289,200189,3,Santa Clara,85,503105,8510
225290,200174,3,Santa Clara,85,503118,8510
225294,200025,3,Santa Clara,85,509600,8501
225301,200030,3,Santa Clara,85,503111,8510
225305,200558,3,Santa Clara,85,509303,8501
225307,200009,3,Santa Clara,85,509302,8501
225309,200009,3,Santa Clara,85,509302,8501
225310,200009,3,Santa Clara,85,509302,8501
225311,200009,3,Santa Clara,85,509302,8501
225316,200732,3,Santa Clara,85,512030,8512
225317,200986,3,Santa Clara,85,512045,8512
225319,200467,3,Santa Clara,85,512031,8512
225320,200631,3,Santa Clara,85,512031,8512
225321,200030,3,Santa Clara,85,503111,8510
225322,200683,3,Santa Clara,85,512033,8512
225323,200467,3,Santa Clara,85,512031,8512
225324,200467,3,Santa Clara,85,512031,8512
225325,200631,3,Santa Clara,85,512031,8512
225337,200518,3,Santa Clara,85,504418,8504
225341,200183,3,Santa Clara,85,504307,8505
225342,200183,3,Santa Clara,85,504307,8505
225343,200183,3,Santa Clara,85,504307,8505
225344,200698,3,Santa Clara,85,503508,8505
225347,201034,3,Santa Clara,85,512047,8512
225348,200108,3,Santa Clara,85,512045,8512
225349,200938,3,Santa Clara,85,512045,8512
225355,200983,3,Santa Clara,85,512005,8511
225356,200984,3,Santa Clara,85,512005,8511
225359,200316,3,Santa Clara,85,511909,8512
225360,200316,3,Santa Clara,85,511909,8512
225363,200316,3,Santa Clara,85,511909,8512
225377,200397,3,Santa Clara,85,503708,8514
225381,200513,3,Santa Clara,85,510500,8501
225382,200047,3,Santa Clara,85,510500,8501
225384,200974,3,Santa Clara,85,510400,8501
225385,200974,3,Santa Clara,85,510400,8501
225390,201023,3,Santa Clara,85,510300,8501
225392,200155,3,Santa Clara,85,503330,8513
225393,200306,3,Santa Clara,85,503330,8513
225396,200126,3,Santa Clara,85,503332,8513
225399,200596,3,Santa Clara,85,503327,8513
225402,200614,3,Santa Clara,85,503207,8513
225403,200614,3,Santa Clara,85,503207,8513
225404,200766,3,Santa Clara,85,507205,8507
225411,200443,3,Santa Clara,85,507203,8507
225413,200286,3,Santa Clara,85,502902,8510
225415,200861,3,Santa Clara,85,502902,8510
225416,200861,3,Santa Clara,85,502902,8510
225417,200861,3,Santa Clara,85,502902,8510
225425,200850,3,Santa Clara,85,503208,8513
225427,200029,3,Santa Clara,85,503402,8514
225428,200029,3,Santa Clara,85,503402,8514
225430,200139,3,Santa Clara,85,503312,8505
225431,200692,3,Santa Clara,85,503313,8505
225432,200567,3,Santa Clara,85,503313,8505
225433,200140,3,Santa Clara,85,503509,8505
225437,200680,3,Santa Clara,85,512029,8512
225440,200580,3,Santa Clara,85,512033,8512
225441,200580,3,Santa Clara,85,512033,8512
225442,200581,3,Santa Clara,85,512029,8512
225446,200276,3,Santa Clara,85,504308,8505
225448,200444,3,Santa Clara,85,503802,8505
225453,200226,3,Santa Clara,85,503212,8510
225455,200097,3,Santa Clara,85,512033,8512
225456,200581,3,Santa Clara,85,512029,8512
225463,200005,3,Santa Clara,85,512039,8513
225465,200006,3,Santa Clara,85,512100,8506
225466,200006,3,Santa Clara,85,512100,8506
225474,200543,3,Santa Clara,85,503601,8514
225475,200547,3,Santa Clara,85,503504,8514
225476,200034,3,Santa Clara,85,503401,8514
225477,200034,3,Santa Clara,85,503401,8514
225478,200034,3,Santa Clara,85,503401,8514
225479,200034,3,Santa Clara,85,503401,8514
225480,200034,3,Santa Clara,85,503401,8514
225483,200158,3,Santa Clara,85,500300,8509
225485,200158,3,Santa Clara,85,500300,8509
225487,200307,3,Santa Clara,85,500200,8509
225488,200906,3,Santa Clara,85,500200,8509
225491,201091,3,Santa Clara,85,508704,8502
225493,200615,3,Santa Clara,85,503110,8510
225494,200092,3,Santa Clara,85,503108,8510
225495,200901,3,Santa Clara,85,503108,8510
225496,200111,3,Santa Clara,85,503117,8510
225497,200111,3,Santa Clara,85,503117,8510
225498,200189,3,Santa Clara,85,503105,8510
225499,200189,3,Santa Clara,85,503105,8510
225500,200188,3,Santa Clara,85,503121,8510
225503,200188,3,Santa Clara,85,503121,8510
225504,200052,3,Santa Clara,85,503123,8510
225506,200726,3,Santa Clara,85,508304,8502
225507,201046,3,Santa Clara,85,505403,8503
225508,201046,3,Santa Clara,85,505403,8503
225511,200323,3,Santa Clara,85,505402,8503
225512,200329,3,Santa Clara,85,505401,8503
225513,200322,3,Santa Clara,85,505401,8503
225515,200324,3,Santa Clara,85,505401,8503
225516,200327,3,Santa Clara,85,505305,8503
225518,200380,3,Santa Clara,85,505304,8503
225529,200401,3,Santa Clara,85,502601,8510
225530,200333,3,Santa Clara,85,511905,8512
225532,200392,3,Santa Clara,85,511916,8512
225534,200332,3,Santa Clara,85,511915,8512
225535,200332,3,Santa Clara,85,511915,8512
225536,200616,3,Santa Clara,85,511916,8512
