MAZ,TAZ,COUNTY,county_name,COUNTYFP10,TRACTCE10,PUMA
10001,56,1,San Francisco,75,21300,7504
10002,56,1,San Francisco,75,21300,7504
10003,10,1,San Francisco,75,20500,7504
10004,53,1,San Francisco,75,21200,7504
10005,48,1,San Francisco,75,21100,7504
10006,48,1,San Francisco,75,21100,7504
10007,65,1,San Francisco,75,21600,7504
10009,65,1,San Francisco,75,21600,7504
10012,40,1,San Francisco,75,21700,7506
10017,583,1,San Francisco,75,980900,7507
10018,574,1,San Francisco,75,61400,7503
10021,618,1,San Francisco,75,980900,7507
10022,116,1,San Francisco,75,23200,7507
10023,125,1,San Francisco,75,25100,7504
10024,622,1,San Francisco,75,23102,7507
10025,623,1,San Francisco,75,23102,7507
10030,250,1,San Francisco,75,45100,7501
10038,363,1,San Francisco,75,12501,7503
10039,330,1,San Francisco,75,26404,7507
10044,635,1,San Francisco,75,31302,7506
10045,635,1,San Francisco,75,31302,7506
10047,199,1,San Francisco,75,26100,7506
10048,636,1,San Francisco,75,26100,7506
10049,100,1,San Francisco,75,23001,7507
10052,453,1,San Francisco,75,31201,7506
10053,553,1,San Francisco,75,61200,7507
10054,553,1,San Francisco,75,61200,7507
10055,39,1,San Francisco,75,61500,7503
10056,288,1,San Francisco,75,60700,7503
10060,84,1,San Francisco,75,22600,7503
10062,117,1,San Francisco,75,23200,7507
10063,188,1,San Francisco,75,25800,7507
10064,294,1,San Francisco,75,61000,7507
10065,294,1,San Francisco,75,61000,7507
10071,438,1,San Francisco,75,13200,7502
10072,438,1,San Francisco,75,13200,7502
10073,461,1,San Francisco,75,13400,7502
10074,471,1,San Francisco,75,15300,7501
10075,471,1,San Francisco,75,15300,7501
10076,471,1,San Francisco,75,15300,7501
10077,434,1,San Francisco,75,13000,7502
10078,478,1,San Francisco,75,15500,7501
10079,398,1,San Francisco,75,11200,7502
10084,366,1,San Francisco,75,12602,7502
10086,404,1,San Francisco,75,11700,7503
10087,401,1,San Francisco,75,10500,7502
10094,420,1,San Francisco,75,20401,7505
10098,490,1,San Francisco,75,32601,7505
10099,489,1,San Francisco,75,32601,7505
10101,281,1,San Francisco,75,30302,7505
10102,491,1,San Francisco,75,32601,7505
10104,6,1,San Francisco,75,20300,7504
10107,563,1,San Francisco,75,20100,7504
10109,570,1,San Francisco,75,20200,7504
10110,20,1,San Francisco,75,20800,7503
10111,21,1,San Francisco,75,20800,7503
10112,18,1,San Francisco,75,20800,7503
10114,52,1,San Francisco,75,21200,7504
10116,52,1,San Francisco,75,21200,7504
10117,535,1,San Francisco,75,33204,7506
10119,454,1,San Francisco,75,31201,7506
10122,42,1,San Francisco,75,23001,7507
10123,619,1,San Francisco,75,980900,7507
10124,98,1,San Francisco,75,23001,7507
10125,98,1,San Francisco,75,23001,7507
10127,38,1,San Francisco,75,61500,7503
10128,419,1,San Francisco,75,61500,7503
10130,188,1,San Francisco,75,25800,7507
10133,143,1,San Francisco,75,32700,7505
10137,361,1,San Francisco,75,12402,7503
10138,564,1,San Francisco,75,17601,7503
10140,1,1,San Francisco,75,20200,7504
10141,522,1,San Francisco,75,16400,7501
10142,522,1,San Francisco,75,16400,7501
10143,379,1,San Francisco,75,15802,7501
10144,568,1,San Francisco,75,17601,7503
10147,584,1,San Francisco,75,60100,7501
10150,430,1,San Francisco,75,12800,7502
10151,365,1,San Francisco,75,12602,7502
10153,371,1,San Francisco,75,12902,7502
10157,388,1,San Francisco,75,10900,7502
10159,581,1,San Francisco,75,61500,7503
10160,426,1,San Francisco,75,12700,7502
10161,426,1,San Francisco,75,12700,7502
10162,427,1,San Francisco,75,12700,7502
10163,431,1,San Francisco,75,12800,7502
10164,364,1,San Francisco,75,12601,7502
10165,366,1,San Francisco,75,12602,7502
10167,430,1,San Francisco,75,12800,7502
10168,6,1,San Francisco,75,20300,7504
10169,11,1,San Francisco,75,20600,7504
10170,6,1,San Francisco,75,20300,7504
10172,1,1,San Francisco,75,20200,7504
10173,3,1,San Francisco,75,20200,7504
10179,420,1,San Francisco,75,20401,7505
10180,420,1,San Francisco,75,20401,7505
10181,446,1,San Francisco,75,20402,7505
10184,52,1,San Francisco,75,21200,7504
10185,592,1,San Francisco,75,17902,7502
10186,592,1,San Francisco,75,17902,7502
10187,454,1,San Francisco,75,31201,7506
10190,197,1,San Francisco,75,26002,7507
10192,314,1,San Francisco,75,26003,7507
10193,152,1,San Francisco,75,25403,7504
10194,186,1,San Francisco,75,25600,7507
10195,156,1,San Francisco,75,26002,7507
10197,315,1,San Francisco,75,26003,7507
10198,317,1,San Francisco,75,26302,7507
10200,476,1,San Francisco,75,15400,7501
10201,302,1,San Francisco,75,30500,7505
10202,646,1,San Francisco,75,21600,7504
10203,128,1,San Francisco,75,31000,7506
10204,128,1,San Francisco,75,31000,7506
10206,208,1,San Francisco,75,35300,7505
10207,210,1,San Francisco,75,35300,7505
10208,209,1,San Francisco,75,35300,7505
10209,209,1,San Francisco,75,35300,7505
10210,545,1,San Francisco,75,47802,7501
10211,544,1,San Francisco,75,47801,7501
10212,543,1,San Francisco,75,47801,7501
10213,333,1,San Francisco,75,47702,7501
10214,333,1,San Francisco,75,47702,7501
10215,264,1,San Francisco,75,47702,7501
10218,351,1,San Francisco,75,10400,7502
10219,4,1,San Francisco,75,17902,7502
10222,597,1,San Francisco,75,61500,7503
10223,504,1,San Francisco,75,32901,7505
10224,162,1,San Francisco,75,33000,7506
10225,166,1,San Francisco,75,33000,7506
10226,494,1,San Francisco,75,32602,7505
10227,499,1,San Francisco,75,32802,7505
10228,498,1,San Francisco,75,32802,7505
10229,495,1,San Francisco,75,32801,7505
10230,495,1,San Francisco,75,32801,7505
10231,495,1,San Francisco,75,32801,7505
10232,281,1,San Francisco,75,30302,7505
10233,282,1,San Francisco,75,30301,7505
10234,495,1,San Francisco,75,32801,7505
10235,281,1,San Francisco,75,30302,7505
10236,296,1,San Francisco,75,30400,7505
10241,192,1,San Francisco,75,25900,7507
10242,626,1,San Francisco,75,23300,7507
10247,267,1,San Francisco,75,47902,7501
10248,269,1,San Francisco,75,47902,7501
10249,268,1,San Francisco,75,47901,7501
10250,76,1,San Francisco,75,47901,7501
10251,261,1,San Francisco,75,47902,7501
10252,265,1,San Francisco,75,47901,7501
10253,546,1,San Francisco,75,47802,7501
10254,172,1,San Francisco,75,35202,7505
10255,173,1,San Francisco,75,35202,7505
10256,172,1,San Francisco,75,35202,7505
10257,172,1,San Francisco,75,35202,7505
10258,176,1,San Francisco,75,35100,7505
10259,588,1,San Francisco,75,11700,7503
10260,581,1,San Francisco,75,61500,7503
10261,581,1,San Francisco,75,61500,7503
10262,581,1,San Francisco,75,61500,7503
10263,590,1,San Francisco,75,61500,7503
10265,27,1,San Francisco,75,61500,7503
10266,222,1,San Francisco,75,40200,7501
10268,37,1,San Francisco,75,17601,7503
10269,37,1,San Francisco,75,17601,7503
10270,566,1,San Francisco,75,17601,7503
10271,417,1,San Francisco,75,17802,7503
10272,599,1,San Francisco,75,17802,7503
10273,599,1,San Francisco,75,17802,7503
10274,598,1,San Francisco,75,17700,7503
10275,598,1,San Francisco,75,17700,7503
10276,598,1,San Francisco,75,17700,7503
10277,598,1,San Francisco,75,17700,7503
10278,21,1,San Francisco,75,20800,7503
10279,18,1,San Francisco,75,20800,7503
10280,89,1,San Francisco,75,22801,7503
10281,89,1,San Francisco,75,22801,7503
10282,86,1,San Francisco,75,22801,7503
10283,572,1,San Francisco,75,18000,7503
10284,146,1,San Francisco,75,25200,7504
10287,118,1,San Francisco,75,25200,7504
10288,313,1,San Francisco,75,25401,7504
10289,313,1,San Francisco,75,25401,7504
10290,449,1,San Francisco,75,25701,7507
10292,114,1,San Francisco,75,25402,7504
10295,125,1,San Francisco,75,25100,7504
10300,125,1,San Francisco,75,25100,7504
10302,349,1,San Francisco,75,10300,7502
10308,325,1,San Francisco,75,10100,7502
10309,352,1,San Francisco,75,10400,7502
10310,82,1,San Francisco,75,21800,7506
10312,1,1,San Francisco,75,20200,7504
10313,60,1,San Francisco,75,21500,7504
10315,150,1,San Francisco,75,25300,7504
10316,148,1,San Francisco,75,25300,7504
10317,150,1,San Francisco,75,25300,7504
10321,203,1,San Francisco,75,35201,7505
10322,213,1,San Francisco,75,35400,7505
10323,213,1,San Francisco,75,35400,7505
10324,204,1,San Francisco,75,35201,7505
10325,214,1,San Francisco,75,35400,7505
10326,179,1,San Francisco,75,35100,7505
10327,180,1,San Francisco,75,35100,7505
10328,180,1,San Francisco,75,35100,7505
10329,207,1,San Francisco,75,35300,7505
10330,207,1,San Francisco,75,35300,7505
10331,537,1,San Francisco,75,35400,7505
10333,206,1,San Francisco,75,35300,7505
10334,216,1,San Francisco,75,40100,7501
10335,252,1,San Francisco,75,45200,7501
10336,501,1,San Francisco,75,32901,7505
10337,502,1,San Francisco,75,32901,7505
10338,208,1,San Francisco,75,35300,7505
10340,504,1,San Francisco,75,32901,7505
10341,211,1,San Francisco,75,35300,7505
10344,282,1,San Francisco,75,30301,7505
10347,297,1,San Francisco,75,30400,7505
10349,101,1,San Francisco,75,30800,7506
10350,642,1,San Francisco,75,30400,7505
10351,642,1,San Francisco,75,30400,7505
10352,641,1,San Francisco,75,30800,7506
10353,67,1,San Francisco,75,21700,7506
10355,65,1,San Francisco,75,21600,7504
10358,69,1,San Francisco,75,21800,7506
10359,441,1,San Francisco,75,13300,7501
10368,345,1,San Francisco,75,10200,7502
10369,325,1,San Francisco,75,10100,7502
10370,325,1,San Francisco,75,10100,7502
10372,342,1,San Francisco,75,10200,7502
10373,387,1,San Francisco,75,10900,7502
10375,386,1,San Francisco,75,10800,7502
10376,347,1,San Francisco,75,10300,7502
10377,325,1,San Francisco,75,10100,7502
10378,350,1,San Francisco,75,10400,7502
10380,286,1,San Francisco,75,60100,7501
10384,489,1,San Francisco,75,32601,7505
10385,277,1,San Francisco,75,30202,7505
10386,331,1,San Francisco,75,30202,7505
10388,271,1,San Francisco,75,30102,7505
10390,446,1,San Francisco,75,20402,7505
10392,555,1,San Francisco,75,16700,7504
10394,7,1,San Francisco,75,20300,7504
10395,604,1,San Francisco,75,17700,7503
10398,570,1,San Francisco,75,20200,7504
10399,1,1,San Francisco,75,20200,7504
10400,489,1,San Francisco,75,32601,7505
10401,238,1,San Francisco,75,30201,7505
10402,165,1,San Francisco,75,33000,7506
10403,299,1,San Francisco,75,30400,7505
10405,534,1,San Francisco,75,33204,7506
10411,72,1,San Francisco,75,26303,7507
10413,221,1,San Francisco,75,40200,7501
10414,223,1,San Francisco,75,40200,7501
10416,60,1,San Francisco,75,21500,7504
10417,60,1,San Francisco,75,21500,7504
10418,61,1,San Francisco,75,21500,7504
10419,83,1,San Francisco,75,21800,7506
10420,83,1,San Francisco,75,21800,7506
10421,150,1,San Francisco,75,25300,7504
10424,152,1,San Francisco,75,25403,7504
10425,153,1,San Francisco,75,25401,7504
10427,105,1,San Francisco,75,30900,7506
10428,105,1,San Francisco,75,30900,7506
10429,459,1,San Francisco,75,31301,7506
10430,105,1,San Francisco,75,30900,7506
10431,105,1,San Francisco,75,30900,7506
10432,239,1,San Francisco,75,26401,7507
10433,237,1,San Francisco,75,26403,7507
10434,451,1,San Francisco,75,25702,7507
10435,189,1,San Francisco,75,25800,7507
10436,197,1,San Francisco,75,26002,7507
10437,195,1,San Francisco,75,26001,7507
10438,156,1,San Francisco,75,26002,7507
10440,186,1,San Francisco,75,25600,7507
10441,314,1,San Francisco,75,26003,7507
10443,315,1,San Francisco,75,26003,7507
10444,317,1,San Francisco,75,26302,7507
10445,323,1,San Francisco,75,60502,7507
10446,323,1,San Francisco,75,60502,7507
10447,360,1,San Francisco,75,12402,7503
10450,302,1,San Francisco,75,30500,7505
10452,318,1,San Francisco,75,26303,7507
10454,340,1,San Francisco,75,12401,7503
10455,562,1,San Francisco,75,20100,7504
10456,31,1,San Francisco,75,12301,7503
10457,599,1,San Francisco,75,17802,7503
10458,418,1,San Francisco,75,17802,7503
10460,595,1,San Francisco,75,11700,7503
10462,24,1,San Francisco,75,20900,7503
10463,98,1,San Francisco,75,23001,7507
10464,623,1,San Francisco,75,23102,7507
10466,260,1,San Francisco,75,47702,7501
10467,540,1,San Francisco,75,42602,7501
10468,256,1,San Francisco,75,47600,7501
10469,257,1,San Francisco,75,47600,7501
10470,257,1,San Francisco,75,47600,7501
10472,258,1,San Francisco,75,47600,7501
10473,258,1,San Francisco,75,47600,7501
10474,259,1,San Francisco,75,47600,7501
10476,576,1,San Francisco,75,980300,7501
10477,493,1,San Francisco,75,32602,7505
10482,43,1,San Francisco,75,61200,7507
10483,579,1,San Francisco,75,25701,7507
10484,371,1,San Francisco,75,12902,7502
10486,371,1,San Francisco,75,12902,7502
10487,369,1,San Francisco,75,12902,7502
10488,436,1,San Francisco,75,13000,7502
10489,345,1,San Francisco,75,10200,7502
10490,342,1,San Francisco,75,10200,7502
10493,465,1,San Francisco,75,13500,7502
10494,375,1,San Francisco,75,13102,7502
10496,465,1,San Francisco,75,13500,7502
10498,374,1,San Francisco,75,13102,7502
10499,470,1,San Francisco,75,15200,7501
10501,372,1,San Francisco,75,13101,7502
10503,390,1,San Francisco,75,11000,7502
10504,49,1,San Francisco,75,21100,7504
10507,49,1,San Francisco,75,21100,7504
10508,58,1,San Francisco,75,21400,7504
10509,57,1,San Francisco,75,21400,7504
10512,565,1,San Francisco,75,17601,7503
10514,599,1,San Francisco,75,17802,7503
10515,572,1,San Francisco,75,18000,7503
10517,27,1,San Francisco,75,61500,7503
10518,148,1,San Francisco,75,25300,7504
10519,154,1,San Francisco,75,25403,7504
10520,98,1,San Francisco,75,23001,7507
10523,256,1,San Francisco,75,47600,7501
10524,260,1,San Francisco,75,47702,7501
10525,258,1,San Francisco,75,47600,7501
10526,259,1,San Francisco,75,47600,7501
10527,222,1,San Francisco,75,40200,7501
10528,254,1,San Francisco,75,45200,7501
10529,253,1,San Francisco,75,45200,7501
10530,491,1,San Francisco,75,32601,7505
10532,479,1,San Francisco,75,15500,7501
10535,368,1,San Francisco,75,12901,7502
10536,369,1,San Francisco,75,12902,7502
10538,435,1,San Francisco,75,13000,7502
10539,54,1,San Francisco,75,21200,7504
10540,11,1,San Francisco,75,20600,7504
10541,49,1,San Francisco,75,21100,7504
10542,65,1,San Francisco,75,21600,7504
10543,68,1,San Francisco,75,21700,7506
10544,65,1,San Francisco,75,21600,7504
10546,645,1,San Francisco,75,30700,7506
10547,40,1,San Francisco,75,21700,7506
10549,129,1,San Francisco,75,31100,7506
10551,50,1,San Francisco,75,21100,7504
10552,84,1,San Francisco,75,22600,7503
10553,84,1,San Francisco,75,22600,7503
10554,84,1,San Francisco,75,22600,7503
10555,84,1,San Francisco,75,22600,7503
10564,7,1,San Francisco,75,20300,7504
10566,561,1,San Francisco,75,17700,7503
10567,16,1,San Francisco,75,20700,7504
10572,562,1,San Francisco,75,20100,7504
10573,5,1,San Francisco,75,20300,7504
10575,573,1,San Francisco,75,61400,7503
10576,609,1,San Francisco,75,22802,7503
10581,583,1,San Francisco,75,980900,7507
10582,613,1,San Francisco,75,22600,7503
10585,269,1,San Francisco,75,47902,7501
10586,261,1,San Francisco,75,47902,7501
10587,547,1,San Francisco,75,47802,7501
10590,44,1,San Francisco,75,23103,7507
10593,168,1,San Francisco,75,33100,7506
10594,473,1,San Francisco,75,15400,7501
10595,439,1,San Francisco,75,13200,7502
10596,433,1,San Francisco,75,13000,7502
10597,471,1,San Francisco,75,15300,7501
10598,468,1,San Francisco,75,15200,7501
10600,343,1,San Francisco,75,10200,7502
10601,370,1,San Francisco,75,12902,7502
10602,370,1,San Francisco,75,12902,7502
10604,66,1,San Francisco,75,21600,7504
10605,54,1,San Francisco,75,21200,7504
10606,54,1,San Francisco,75,21200,7504
10607,55,1,San Francisco,75,21300,7504
10608,55,1,San Francisco,75,21300,7504
10609,59,1,San Francisco,75,21400,7504
10610,65,1,San Francisco,75,21600,7504
10611,59,1,San Francisco,75,21400,7504
10612,66,1,San Francisco,75,21600,7504
10613,646,1,San Francisco,75,21600,7504
10614,40,1,San Francisco,75,21700,7506
10627,492,1,San Francisco,75,32602,7505
10628,282,1,San Francisco,75,30301,7505
10632,12,1,San Francisco,75,20600,7504
10635,12,1,San Francisco,75,20600,7504
10637,16,1,San Francisco,75,20700,7504
10642,98,1,San Francisco,75,23001,7507
10646,39,1,San Francisco,75,61500,7503
10649,290,1,San Francisco,75,60700,7503
10650,290,1,San Francisco,75,60700,7503
10654,627,1,San Francisco,75,23400,7507
10655,188,1,San Francisco,75,25800,7507
10658,188,1,San Francisco,75,25800,7507
10659,626,1,San Francisco,75,23300,7507
10660,629,1,San Francisco,75,23200,7507
10665,168,1,San Francisco,75,33100,7506
10666,429,1,San Francisco,75,12800,7502
10667,438,1,San Francisco,75,13200,7502
10668,139,1,San Francisco,75,32700,7505
10669,142,1,San Francisco,75,32700,7505
10670,142,1,San Francisco,75,32700,7505
10671,140,1,San Francisco,75,32700,7505
10675,564,1,San Francisco,75,17601,7503
10677,590,1,San Francisco,75,61500,7503
10680,39,1,San Francisco,75,61500,7503
10681,517,1,San Francisco,75,16100,7501
10683,108,1,San Francisco,75,30900,7506
10684,326,1,San Francisco,75,30700,7506
10685,272,1,San Francisco,75,30102,7505
10686,291,1,San Francisco,75,30102,7505
10693,461,1,San Francisco,75,13400,7502
10695,461,1,San Francisco,75,13400,7502
10696,463,1,San Francisco,75,13400,7502
10697,471,1,San Francisco,75,15300,7501
10698,471,1,San Francisco,75,15300,7501
10699,461,1,San Francisco,75,13400,7502
10700,439,1,San Francisco,75,13200,7502
10701,439,1,San Francisco,75,13200,7502
10702,81,1,San Francisco,75,61500,7503
10703,38,1,San Francisco,75,61500,7503
10704,81,1,San Francisco,75,61500,7503
10705,254,1,San Francisco,75,45200,7501
10706,223,1,San Francisco,75,40200,7501
10707,316,1,San Francisco,75,26001,7507
10708,316,1,San Francisco,75,26001,7507
10711,193,1,San Francisco,75,26004,7507
10713,194,1,San Francisco,75,26301,7507
10714,235,1,San Francisco,75,26301,7507
10716,193,1,San Francisco,75,26004,7507
10717,196,1,San Francisco,75,26004,7507
10718,315,1,San Francisco,75,26003,7507
10720,315,1,San Francisco,75,26003,7507
10721,233,1,San Francisco,75,26302,7507
10722,234,1,San Francisco,75,26302,7507
10724,387,1,San Francisco,75,10900,7502
10725,455,1,San Francisco,75,31201,7506
10726,154,1,San Francisco,75,25403,7504
10727,191,1,San Francisco,75,25900,7507
10728,191,1,San Francisco,75,25900,7507
10731,648,1,San Francisco,75,16700,7504
10734,573,1,San Francisco,75,61400,7503
10735,605,1,San Francisco,75,60700,7503
10736,167,1,San Francisco,75,33000,7506
10743,157,1,San Francisco,75,25500,7506
10744,158,1,San Francisco,75,25500,7506
10745,129,1,San Francisco,75,31100,7506
10750,109,1,San Francisco,75,30900,7506
10751,459,1,San Francisco,75,31301,7506
10753,105,1,San Francisco,75,30900,7506
10754,459,1,San Francisco,75,31301,7506
10756,230,1,San Francisco,75,26402,7507
10760,71,1,San Francisco,75,25702,7507
10761,254,1,San Francisco,75,45200,7501
10762,217,1,San Francisco,75,40100,7501
10763,216,1,San Francisco,75,40100,7501
10764,249,1,San Francisco,75,45100,7501
10765,481,1,San Francisco,75,15600,7501
10766,248,1,San Francisco,75,45100,7501
10767,250,1,San Francisco,75,45100,7501
10768,250,1,San Francisco,75,45100,7501
10769,649,1,San Francisco,75,980300,7501
10770,277,1,San Francisco,75,30202,7505
10771,277,1,San Francisco,75,30202,7505
10772,331,1,San Francisco,75,30202,7505
10773,331,1,San Francisco,75,30202,7505
10774,277,1,San Francisco,75,30202,7505
10775,243,1,San Francisco,75,30101,7505
10776,107,1,San Francisco,75,30900,7506
10780,102,1,San Francisco,75,30800,7506
10782,102,1,San Francisco,75,30800,7506
10783,102,1,San Francisco,75,30800,7506
10786,303,1,San Francisco,75,30600,7506
10787,603,1,San Francisco,75,17700,7503
10790,443,1,San Francisco,75,13300,7501
10791,442,1,San Francisco,75,13300,7501
10793,519,1,San Francisco,75,16300,7501
10795,184,1,San Francisco,75,25600,7507
10798,150,1,San Francisco,75,25300,7504
10801,155,1,San Francisco,75,25401,7504
10803,154,1,San Francisco,75,25403,7504
10805,109,1,San Francisco,75,30900,7506
10806,109,1,San Francisco,75,30900,7506
10809,239,1,San Francisco,75,26401,7507
10810,237,1,San Francisco,75,26403,7507
10811,319,1,San Francisco,75,26403,7507
10812,319,1,San Francisco,75,26403,7507
10813,71,1,San Francisco,75,25702,7507
10814,42,1,San Francisco,75,23001,7507
10817,71,1,San Francisco,75,25702,7507
10818,451,1,San Francisco,75,25702,7507
10819,42,1,San Francisco,75,23001,7507
10822,610,1,San Francisco,75,22600,7503
10823,88,1,San Francisco,75,22702,7503
10834,508,1,San Francisco,75,15700,7501
10835,482,1,San Francisco,75,15600,7501
10837,252,1,San Francisco,75,45200,7501
10838,252,1,San Francisco,75,45200,7501
10839,377,1,San Francisco,75,15801,7501
10840,479,1,San Francisco,75,15500,7501
10843,558,1,San Francisco,75,17000,7504
10847,558,1,San Francisco,75,17000,7504
10848,557,1,San Francisco,75,16900,7504
10849,7,1,San Francisco,75,20300,7504
10850,8,1,San Francisco,75,20500,7504
10851,14,1,San Francisco,75,20600,7504
10852,14,1,San Francisco,75,20600,7504
10853,512,1,San Francisco,75,15900,7501
10854,515,1,San Francisco,75,16100,7501
10856,381,1,San Francisco,75,16801,7504
10857,381,1,San Francisco,75,16801,7504
10858,146,1,San Francisco,75,25200,7504
10859,146,1,San Francisco,75,25200,7504
10860,189,1,San Francisco,75,25800,7507
10861,192,1,San Francisco,75,25900,7507
10863,625,1,San Francisco,75,23300,7507
10864,625,1,San Francisco,75,23300,7507
10865,120,1,San Francisco,75,23300,7507
10866,121,1,San Francisco,75,23400,7507
10867,121,1,San Francisco,75,23400,7507
10868,121,1,San Francisco,75,23400,7507
10871,101,1,San Francisco,75,30800,7506
10873,284,1,San Francisco,75,30400,7505
10874,332,1,San Francisco,75,30302,7505
10876,478,1,San Francisco,75,15500,7501
10877,3,1,San Francisco,75,20200,7504
10878,128,1,San Francisco,75,31000,7506
10879,106,1,San Francisco,75,30900,7506
10881,210,1,San Francisco,75,35300,7505
10882,207,1,San Francisco,75,35300,7505
10883,210,1,San Francisco,75,35300,7505
10884,75,1,San Francisco,75,47801,7501
10885,244,1,San Francisco,75,42700,7501
10886,543,1,San Francisco,75,47801,7501
10887,244,1,San Francisco,75,42700,7501
10889,140,1,San Francisco,75,32700,7505
10890,143,1,San Francisco,75,32700,7505
10891,144,1,San Francisco,75,32700,7505
10892,238,1,San Francisco,75,30201,7505
10893,275,1,San Francisco,75,30201,7505
10894,273,1,San Francisco,75,30201,7505
10895,238,1,San Francisco,75,30201,7505
10896,273,1,San Francisco,75,30201,7505
10897,506,1,San Francisco,75,32902,7505
10898,505,1,San Francisco,75,32902,7505
10899,484,1,San Francisco,75,15700,7501
10900,523,1,San Francisco,75,16500,7501
10901,523,1,San Francisco,75,16500,7501
10902,510,1,San Francisco,75,15700,7501
10904,270,1,San Francisco,75,30101,7505
10906,529,1,San Francisco,75,16600,7504
10907,414,1,San Francisco,75,17102,7504
10908,412,1,San Francisco,75,17102,7504
10909,411,1,San Francisco,75,17101,7504
10910,529,1,San Francisco,75,16600,7504
10911,528,1,San Francisco,75,16600,7504
10912,409,1,San Francisco,75,17101,7504
10913,413,1,San Francisco,75,17102,7504
10914,412,1,San Francisco,75,17102,7504
10915,413,1,San Francisco,75,17102,7504
10916,291,1,San Francisco,75,30102,7505
10917,291,1,San Francisco,75,30102,7505
10920,565,1,San Francisco,75,17601,7503
10922,564,1,San Francisco,75,17601,7503
10924,46,1,San Francisco,75,21000,7504
10925,24,1,San Francisco,75,20900,7503
10927,22,1,San Francisco,75,20900,7503
10929,61,1,San Francisco,75,21500,7504
10930,64,1,San Francisco,75,21500,7504
10933,187,1,San Francisco,75,25600,7507
10934,450,1,San Francisco,75,25701,7507
10936,579,1,San Francisco,75,25701,7507
10937,579,1,San Francisco,75,25701,7507
10938,71,1,San Francisco,75,25702,7507
10939,452,1,San Francisco,75,25702,7507
10940,189,1,San Francisco,75,25800,7507
10941,240,1,San Francisco,75,26401,7507
10944,123,1,San Francisco,75,25100,7504
10947,622,1,San Francisco,75,23102,7507
10948,623,1,San Francisco,75,23102,7507
10950,393,1,San Francisco,75,11100,7502
10951,466,1,San Francisco,75,15100,7501
10955,145,1,San Francisco,75,32700,7505
10956,145,1,San Francisco,75,32700,7505
10957,484,1,San Francisco,75,15700,7501
10958,523,1,San Francisco,75,16500,7501
10959,650,1,San Francisco,75,15700,7501
10961,509,1,San Francisco,75,15700,7501
10962,525,1,San Francisco,75,16500,7501
10964,530,1,San Francisco,75,16600,7504
10965,529,1,San Francisco,75,16600,7504
10966,647,1,San Francisco,75,17101,7504
10967,412,1,San Francisco,75,17102,7504
10970,291,1,San Francisco,75,30102,7505
10972,583,1,San Francisco,75,980900,7507
10975,553,1,San Francisco,75,61200,7507
10976,553,1,San Francisco,75,61200,7507
10977,43,1,San Francisco,75,61200,7507
10978,126,1,San Francisco,75,25200,7504
10982,429,1,San Francisco,75,12800,7502
10983,438,1,San Francisco,75,13200,7502
10984,438,1,San Francisco,75,13200,7502
10985,435,1,San Francisco,75,13000,7502
10986,345,1,San Francisco,75,10200,7502
10989,342,1,San Francisco,75,10200,7502
10990,342,1,San Francisco,75,10200,7502
10991,440,1,San Francisco,75,13200,7502
10992,464,1,San Francisco,75,13500,7502
10993,464,1,San Francisco,75,13500,7502
10994,469,1,San Francisco,75,15200,7501
10995,469,1,San Francisco,75,15200,7501
10996,374,1,San Francisco,75,13102,7502
10997,63,1,San Francisco,75,21500,7504
10999,58,1,San Francisco,75,21400,7504
11001,47,1,San Francisco,75,21000,7504
11002,545,1,San Francisco,75,47802,7501
11004,547,1,San Francisco,75,47802,7501
11005,256,1,San Francisco,75,47600,7501
11006,262,1,San Francisco,75,47701,7501
11008,251,1,San Francisco,75,45200,7501
11011,377,1,San Francisco,75,15801,7501
11013,476,1,San Francisco,75,15400,7501
11014,510,1,San Francisco,75,15700,7501
11015,472,1,San Francisco,75,15300,7501
11018,71,1,San Francisco,75,25702,7507
11021,304,1,San Francisco,75,30600,7506
11026,271,1,San Francisco,75,30102,7505
11027,12,1,San Francisco,75,20600,7504
11028,85,1,San Francisco,75,22600,7503
11031,85,1,San Francisco,75,22600,7503
11033,583,1,San Francisco,75,980900,7507
11038,621,1,San Francisco,75,980900,7507
11039,553,1,San Francisco,75,61200,7507
11041,43,1,San Francisco,75,61200,7507
11042,43,1,San Francisco,75,61200,7507
11044,43,1,San Francisco,75,61200,7507
11046,152,1,San Francisco,75,25403,7504
11051,126,1,San Francisco,75,25200,7504
11055,94,1,San Francisco,75,22802,7503
11056,308,1,San Francisco,75,22903,7503
11059,85,1,San Francisco,75,22600,7503
11060,269,1,San Francisco,75,47902,7501
11062,256,1,San Francisco,75,47600,7501
11063,251,1,San Francisco,75,45200,7501
11064,482,1,San Francisco,75,15600,7501
11065,249,1,San Francisco,75,45100,7501
11067,377,1,San Francisco,75,15801,7501
11068,480,1,San Francisco,75,15500,7501
11071,35,1,San Francisco,75,12502,7503
11073,330,1,San Francisco,75,26404,7507
11074,607,1,San Francisco,75,60700,7503
11075,607,1,San Francisco,75,60700,7503
11079,461,1,San Francisco,75,13400,7502
11080,474,1,San Francisco,75,15400,7501
11081,473,1,San Francisco,75,15400,7501
11082,462,1,San Francisco,75,13400,7502
11083,573,1,San Francisco,75,61400,7503
11085,433,1,San Francisco,75,13000,7502
11086,479,1,San Francisco,75,15500,7501
11087,465,1,San Francisco,75,13500,7502
11090,479,1,San Francisco,75,15500,7501
11092,368,1,San Francisco,75,12901,7502
