MAZ,TAZ,PUMA
715121,700014,09702
715122,700122,09702
715124,700136,09702
715132,700169,09704
715137,700199,09704
715142,700029,09705
715143,700387,09705
715146,700302,09705
715153,700029,09705
715154,700030,09705
715157,700261,09706
715164,700318,09704
715167,700379,09704
715173,700213,09706
715174,700213,09706
715187,700367,09704
715188,700335,09704
715189,700335,09704
715190,700335,09704
715201,700012,09702
715202,700113,09702
715206,700052,09702
715217,700246,09704
715219,700246,09704
715225,700126,09706
715226,700027,09706
715227,700124,09706
715229,700125,09706
715230,700118,09706
715232,700019,09705
715237,700083,09706
715242,700239,09706
715252,700210,09706
715253,700210,09706
715257,700039,09704
715263,700335,09704
715264,700367,09704
715269,700218,09702
715272,700219,09702
715280,700006,09704
715283,700006,09704
715284,700006,09704
715292,700007,09704
715293,700013,09702
715296,700110,09702
715297,700017,09702
715299,700122,09702
715300,700072,09702
715305,700161,09702
715309,700321,09702
715310,700174,09704
715314,700213,09706
715321,700267,09706
715324,700235,09706
715328,700266,09706
715330,700273,09706
715332,700273,09706
715333,700266,09706
715335,700263,09706
715336,700267,09706
715339,700263,09706
715342,700214,09706
715345,700234,09706
715357,700037,09704
715360,700297,09704
715369,700296,09704
715379,700367,09704
715380,700335,09704
715381,700065,09704
715386,700065,09704
715388,700359,09704
715390,700064,09704
715392,700185,09704
715395,700065,09704
715396,700341,09704
715400,700272,09702
715401,700017,09702
715404,700135,09702
715409,700134,09702
715414,700107,09702
715416,700160,09702
715427,700072,09702
715428,700110,09702
715437,700346,09704
715438,700320,09704
715440,700303,09705
715441,700384,09705
715446,700114,09706
715447,700114,09706
715449,700274,09706
715454,700385,09705
715457,700307,09705
715465,700027,09706
715466,700027,09706
715475,700383,09705
715477,700041,09704
715489,700301,09704
715490,700335,09704
715499,700122,09702
715504,700093,09702
715508,700052,09702
715518,700245,09704
715520,700193,09704
715525,700001,09705
715526,700310,09705
715527,700377,09705
715530,700143,09705
715531,700001,09705
715532,700346,09704
715533,700377,09705
715538,700346,09704
715539,700084,09706
715545,700085,09705
715546,700229,09706
715547,700264,09706
715558,700039,09704
715559,700367,09704
715561,700065,09704
715566,700034,09704
715567,700050,09702
715570,700053,09702
715571,700160,09702
715583,700272,09702
715603,700118,09706
715605,700253,09706
715608,700358,09706
715609,700250,09706
715610,700045,09705
715612,700377,09705
715614,700251,09706
715618,700261,09706
715626,700209,09706
715631,700039,09704
715645,700148,09702
715646,700316,09702
715647,700148,09702
715648,700314,09702
715649,700079,09702
715650,700079,09702
715653,700049,09704
715658,700322,09702
715688,700052,09702
715692,700321,09702
715693,700160,09702
715694,700149,09702
715695,700369,09702
715698,700164,09702
715704,700321,09702
715708,700334,09704
715711,700360,09704
715712,700300,09704
715719,700359,09704
715732,700367,09704
715734,700332,09704
715737,700324,09702
715738,700076,09702
715739,700078,09702
715740,700282,09702
715745,700146,09702
715751,700289,09702
715754,700313,09702
715758,700128,09702
715760,700368,09702
715762,700145,09702
715767,700161,09702
715776,700163,09702
715783,700269,09702
715784,700072,09702
715786,700130,09702
715798,700321,09702
715800,700199,09704
715812,700006,09704
715813,700199,09704
715818,700199,09704
715831,700168,09704
715835,700041,09704
715838,700037,09704
715842,700300,09704
715846,700359,09704
715850,700010,09702
715851,700132,09702
715853,700131,09702
715854,700011,09702
715855,700011,09702
715856,700272,09702
715860,700072,09702
715875,700199,09704
715882,700143,09705
715884,700088,09705
715887,700102,09706
715895,700114,09706
715896,700102,09706
715905,700211,09706
715906,700210,09706
715907,700268,09706
715908,700268,09706
715909,700212,09706
715917,700122,09702
715919,700164,09702
715922,700109,09702
715923,700323,09702
715930,700105,09702
715931,700016,09702
715932,700017,09702
715935,700122,09702
715936,700131,09702
715937,700011,09702
715941,700011,09702
715943,700110,09702
715944,700108,09702
715946,700094,09702
715947,700108,09702
715951,700107,09702
715954,700121,09702
715957,700016,09702
715960,700072,09702
715964,700122,09702
715965,700122,09702
715967,700121,09702
715968,700053,09702
715969,700017,09702
715974,700321,09702
715978,700122,09702
715982,700221,09706
715985,700384,09705
715989,700259,09706
715991,700190,09706
715992,700099,09706
715994,700045,09705
715997,700354,09705
715999,700044,09705
716001,700292,09706
716008,700265,09706
716011,700267,09706
716013,700287,09706
716015,700288,09706
716017,700280,09706
716023,700213,09706
716027,700267,09706
716031,700294,09704
716032,700294,09704
716036,700295,09704
716045,700012,09702
716048,700017,09702
716049,700136,09702
716050,700136,09702
716053,700014,09702
716055,700015,09702
716057,700122,09702
716058,700089,09702
716060,700289,09702
716064,700110,09702
716077,700030,09705
716079,700348,09705
716081,700220,09706
716082,700239,09706
716083,700220,09706
716084,700060,09706
716086,700222,09706
716087,700381,09705
716091,700292,09706
716092,700346,09704
716096,700280,09706
716097,700212,09706
716098,700268,09706
716110,700299,09704
716120,700311,09702
716123,700122,09702
716125,700015,09702
716130,700133,09702
716131,700133,09702
716132,700133,09702
716144,700324,09702
716146,700051,09702
716170,700305,09705
716171,700075,09706
716173,700036,09706
716174,700240,09706
716175,700117,09706
716176,700357,09706
716177,700348,09705
716184,700354,09705
716185,700353,09705
716186,700352,09705
716187,700139,09705
716188,700259,09706
716193,700098,09706
716195,700069,09705
716196,700031,09705
716197,700259,09706
716199,700259,09706
716201,700075,09706
716202,700242,09706
716204,700342,09705
716206,700243,09706
716209,700354,09705
716213,700292,09706
716215,700249,09706
716216,700195,09706
716221,700288,09706
716227,700185,09704
716229,700360,09704
716231,700284,09702
716234,700146,09702
716236,700135,09702
716239,700128,09702
716240,700011,09702
716255,700011,09702
716256,700016,09702
716259,700049,09704
716267,700137,09705
716268,700254,09706
716273,700251,09706
716278,700261,09706
716282,700357,09706
716290,700073,09706
716294,700039,09704
716304,700066,09704
716306,700200,09702
716310,700162,09702
716316,700088,09705
716317,700088,09705
716320,700111,09706
716321,700111,09706
716322,700124,09706
716323,700333,09706
716324,700254,09706
716329,700124,09706
716330,700118,09706
716331,700125,09706
716334,700030,09705
716335,700377,09705
716336,700310,09705
716337,700141,09705
716338,700151,09705
716342,700221,09706
716347,700075,09706
716349,700100,09706
716350,700308,09705
716355,700254,09706
716356,700291,09705
716360,700208,09706
716366,700038,09704
716368,700038,09704
716369,700040,09704
716371,700294,09704
716372,700065,09704
716373,700065,09704
716376,700065,09704
716377,700064,09704
716378,700217,09702
716380,700049,09704
716381,700253,09706
716383,700026,09706
716385,700112,09706
716387,700112,09706
716389,700144,09705
716391,700100,09706
716393,700191,09706
716394,700100,09706
716396,700260,09706
716397,700259,09706
716398,700259,09706
716399,700190,09706
716401,700098,09706
716403,700061,09706
716404,700099,09706
716408,700220,09706
716409,700092,09706
716422,700056,09706
716424,700055,09706
716425,700055,09706
716428,700364,09705
716429,700085,09705
716434,700207,09704
716439,700208,09706
716442,700040,09704
716445,700040,09704
716451,700296,09704
716454,700332,09704
716456,700146,09702
716458,700093,09702
716459,700314,09702
716461,700002,09705
716469,700021,09706
716470,700375,09705
716482,700205,09704
716483,700178,09704
716484,700206,09704
716492,700231,09706
716493,700231,09706
716494,700038,09704
716504,700038,09704
716506,700340,09704
716507,700339,09704
716509,700079,09702
716511,700216,09702
716514,700172,09704
716516,700173,09704
716524,700006,09704
716536,700165,09704
716545,700006,09704
716557,700006,09704
716562,700102,09706
716567,700124,09706
716568,700116,09706
716572,700221,09706
716575,700244,09706
716579,700029,09705
716582,700239,09706
716584,700320,09704
716591,700184,09704
716595,700020,09704
716600,700290,09706
716601,700231,09706
716611,700334,09704
716617,700091,09702
716620,700051,09702
716624,700320,09704
716625,700346,09704
716627,700087,09704
716629,700351,09705
716634,700260,09706
716635,700027,09706
716636,700259,09706
716638,700022,09706
716641,700023,09706
716649,700144,09705
716653,700352,09705
716654,700137,09705
716659,700372,09705
716660,700387,09705
716661,700070,09705
716665,700242,09706
716666,700355,09706
716670,700027,09706
716671,700124,09706
716672,700346,09704
716676,700385,09705
716686,700205,09704
716688,700204,09704
716693,700233,09706
716701,700294,09704
716705,700296,09704
716715,700050,09702
716723,700161,09702
716739,700114,09706
716741,700117,09706
716742,700036,09706
716743,700025,09706
716745,700118,09706
716748,700304,09705
716750,700115,09706
716764,700070,09705
716765,700025,09706
716766,700033,09704
716769,700203,09704
716772,700294,09704
716774,700296,09704
716777,700294,09704
716781,700359,09704
716785,700068,09704
716788,700049,09704
716794,700282,09702
716801,700219,09702
716802,700072,09702
716812,700200,09702
716817,700368,09702
716825,700219,09702
716826,700322,09702
716832,700192,09704
716858,700199,09704
716870,700252,09706
716871,700196,09705
716874,700305,09705
716877,700375,09705
716882,700075,09706
716890,700182,09704
716891,700187,09704
716892,700158,09704
716897,700263,09706
716898,700230,09706
716901,700266,09706
716902,700273,09706
716912,700009,09704
716914,700009,09704
716922,700072,09702
716924,700150,09702
716925,700245,09704
716926,700006,09704
716930,700006,09704
716933,700005,09704
716948,700199,09704
716974,700198,09704
716980,700192,09704
716990,700253,09706
716993,700081,09706
716995,700253,09706
716997,700242,09706
716998,700030,09705
716999,700082,09706
717000,700346,09704
717018,700287,09706
717019,700238,09706
717022,700273,09706
717025,700273,09706
717031,700366,09704
717040,700300,09704
717044,700369,09702
717046,700163,09702
717054,700169,09704
717058,700375,09705
717064,700112,09706
717065,700100,09706
717067,700144,09705
717068,700118,09706
717069,700191,09706
717070,700292,09706
717072,700100,09706
717075,700019,09705
717076,700118,09706
717077,700241,09706
717088,700262,09706
717089,700190,09706
717101,700228,09706
717104,700297,09704
717105,700296,09704
717106,700297,09704
717107,700296,09704
717109,700296,09704
717110,700065,09704
717116,700163,09702
717130,700167,09704
717142,700241,09706
717144,700244,09706
717151,700304,09705
717153,700308,09705
717155,700308,09705
717159,700377,09705
717163,700085,09705
717166,700308,09705
717167,700144,09705
717170,700085,09705
717172,700097,09706
717174,700127,09706
717179,700127,09706
717180,700118,09706
717181,700081,09706
717182,700144,09705
717184,700100,09706
717185,700100,09706
717186,700342,09705
717188,700031,09705
717189,700099,09706
717190,700099,09706
717191,700031,09705
717192,700191,09706
717193,700100,09706
717195,700101,09706
717196,700101,09706
717197,700191,09706
717198,700117,09706
717202,700260,09706
717204,700100,09706
717205,700118,09706
717207,700190,09706
717208,700241,09706
717210,700348,09705
717217,700083,09706
717221,700239,09706
717226,700347,09704
717233,700182,09704
717234,700203,09704
717235,700233,09706
717244,700331,09704
717254,700109,09702
717258,700085,09705
717260,700293,09706
717264,700075,09706
717269,700319,09704
717270,700276,09704
717271,700259,09706
717281,700310,09705
717285,700205,09704
717291,700182,09704
717292,700212,09706
717293,700228,09706
717295,700231,09706
717296,700290,09706
717299,700249,09706
717300,700295,09704
717301,700038,09704
717304,700185,09704
717309,700366,09704
717318,700030,09705
717322,700021,09706
717323,700023,09706
717329,700259,09706
717331,700254,09706
717332,700143,09705
717333,700250,09706
717337,700226,09706
717342,700228,09706
717343,700214,09706
717344,700229,09706
717346,700297,09704
717348,700065,09704
717349,700009,09704
717350,700337,09704
717358,700269,09702
717361,700074,09702
717363,700072,09702
717369,700184,09704
717370,700033,09704
717371,700157,09704
717384,700229,09706
717385,700208,09706
717386,700238,09706
717387,700195,09706
717389,700235,09706
717398,700038,09704
717404,700296,09704
717416,700109,09702
717420,700368,09702
717423,700272,09702
717424,700271,09702
717426,700072,09702
717428,700321,09702
717435,700017,09702
717436,700017,09702
717438,700094,09702
717439,700152,09702
717447,700134,09702
717448,700014,09702
717455,700010,09702
717456,700133,09702
717457,700135,09702
717458,700128,09702
717464,700133,09702
717483,700296,09704
717491,700295,09704
717498,700040,09704
717500,700296,09704
717517,700338,09704
717520,700339,09704
717523,700065,09704
717526,700338,09704
717527,700066,09704
717530,700065,09704
717536,700185,09704
717538,700367,09704
717540,700332,09704
717544,700035,09704
717546,700009,09704
717553,700049,09704
717555,700048,09704
717559,700072,09702
717568,700017,09702
717577,700052,09702
717579,700123,09702
717588,700321,09702
717595,700162,09702
717596,700010,09702
717601,700091,09702
717603,700199,09704
717615,700169,09704
717626,700006,09704
717640,700179,09704
717642,700276,09704
717646,700348,09705
717649,700304,09705
717652,700001,09705
717658,700118,09706
717661,700253,09706
717663,700118,09706
717665,700252,09706
717667,700252,09706
717677,700070,09705
717678,700071,09706
717681,700222,09706
717685,700056,09706
717686,700056,09706
717703,700352,09705
717704,700354,09705
717706,700138,09705
717713,700029,09705
717715,700372,09705
717717,700029,09705
717722,700112,09706
717724,700144,09705
717725,700144,09705
717727,700030,09705
717730,700144,09705
717731,700100,09706
717732,700031,09705
717735,700056,09706
717736,700056,09706
717737,700026,09706
717742,700221,09706
717760,700243,09706
717764,700139,09705
717765,700044,09705
717767,700243,09706
717768,700075,09706
717775,700101,09706
717783,700088,09705
717795,700075,09706
717798,700025,09706
717801,700025,09706
717805,700092,09706
717814,700386,09705
717828,700181,09704
717829,700181,09704
717840,700280,09706
717841,700211,09706
717844,700268,09706
717845,700268,09706
717846,700212,09706
717847,700268,09706
717848,700268,09706
717850,700195,09706
717851,700195,09706
717854,700232,09706
717855,700290,09706
717864,700265,09706
717866,700287,09706
717868,700273,09706
717870,700086,09706
717871,700213,09706
717873,700126,09706
717876,700142,09705
717877,700342,09705
717879,700225,09706
717883,700377,09705
717884,700191,09706
717885,700191,09706
717897,700069,09705
717907,700255,09706
717909,700375,09705
717910,700318,09704
717912,700319,09704
717914,700351,09705
717922,700138,09705
717924,700308,09705
717931,700259,09706
717941,700225,09706
717944,700111,09706
717945,700387,09705
717948,700220,09706
717959,700140,09705
717962,700126,09706
717963,700261,09706
717967,700380,09704
717972,700202,09704
717974,700155,09704
717976,700155,09704
717977,700207,09704
717978,700206,09704
717979,700205,09704
717981,700204,09704
717987,700210,09706
717988,700210,09706
717989,700210,09706
718000,700228,09706
718004,700086,09706
718011,700070,09705
718012,700032,09705
718013,700032,09705
718016,700124,09706
718018,700116,09706
718021,700097,09706
718025,700190,09706
718028,700061,09706
718029,700061,09706
718030,700061,09706
718032,700060,09706
718035,700069,09705
718041,700355,09706
718044,700260,09706
718045,700221,09706
718054,700191,09706
718056,700377,09705
718057,700075,09706
718065,700261,09706
718072,700044,09705
718084,700346,09704
718087,700250,09706
718092,700375,09705
718101,700379,09704
718102,700379,09704
718103,700379,09704
718104,700379,09704
718105,700177,09704
718109,700180,09704
718111,700182,09704
718112,700182,09704
718122,700208,09706
718139,700184,09704
718140,700180,09704
718146,700182,09704
718148,700204,09704
718152,700174,09704
718158,700379,09704
718159,700182,09704
718160,700208,09706
718161,700208,09706
718163,700236,09706
718164,700236,09706
718168,700213,09706
718169,700229,09706
718170,700231,09706
718175,700263,09706
718179,700073,09706
718180,700292,09706
718192,700165,09704
718196,700169,09704
718209,700193,09704
718225,700192,09704
718226,700168,09704
718228,700170,09704
718229,700006,09704
718251,700039,09704
718257,700295,09704
718260,700296,09704
718264,700037,09704
718271,700041,09704
718282,700041,09704
718284,700294,09704
718293,700301,09704
718299,700335,09704
718312,700339,09704
718313,700339,09704
718322,700009,09704
718326,700341,09704
718330,700341,09704
718333,700360,09704
718344,700008,09704
718354,700301,09704
718359,700089,09702
718364,700284,09702
718366,700284,09702
718371,700076,09702
718373,700016,09702
718375,700109,09702
718377,700322,09702
718380,700128,09702
718384,700371,09702
718385,700371,09702
718387,700012,09702
718390,700094,09702
718393,700107,09702
718396,700072,09702
718399,700048,09704
718400,700053,09702
718402,700052,09702
718403,700049,09704
718407,700089,09702
718411,700052,09702
718412,700049,09704
718413,700050,09702
718414,700163,09702
718416,700017,09702
718425,700341,09704
718436,700077,09702
718437,700219,09702
718440,700093,09702
718443,700317,09702
718445,700050,09702
718448,700289,09702
718450,700289,09702
718461,700281,09702
718462,700109,09702
718463,700013,09702
718469,700289,09702
718476,700217,09702
718478,700128,09702
718483,700256,09702
718502,700321,09702
718518,700076,09702
718550,700003,09704
718553,700199,09704
718556,700319,09704
718557,700118,09706
718558,700351,09705
718559,700303,09705
718561,700006,09704
718588,700222,09706
718590,700059,09706
718591,700057,09706
718593,700056,09706
718594,700056,09706
718599,700027,09706
718600,700054,09706
718602,700305,09705
718603,700030,09705
718604,700261,09706
718606,700380,09704
718611,700073,09706
718613,700040,09704
718618,700040,09704
718621,700037,09704
718629,700301,09704
718638,700077,09702
718642,700042,09702
718643,700106,09702
718645,700289,09702
718648,700316,09702
718649,700121,09702
718655,700169,09704
718666,700027,09706
718667,700125,09706
718668,700116,09706
718671,700262,09706
718676,700252,09706
718684,700102,09706
718685,700241,09706
718697,700092,09706
718701,700235,09706
718702,700235,09706
718719,700291,09705
718721,700221,09706
718722,700221,09706
718723,700174,09704
718725,700379,09704
718729,700207,09704
718730,700206,09704
718731,700379,09704
718732,700178,09704
718733,700177,09704
718734,700379,09704
718744,700040,09704
718748,700330,09704
718749,700065,09704
718769,700052,09702
718792,700127,09706
718796,700081,09706
718798,700084,09706
718799,700084,09706
718800,700081,09706
718812,700025,09706
718814,700075,09706
718817,700092,09706
718820,700231,09706
718822,700230,09706
718823,700288,09706
718824,700073,09706
718829,700263,09706
718831,700238,09706
718840,700029,09705
718842,700357,09706
718843,700175,09704
718846,700177,09704
718847,700176,09704
718850,700177,09704
718852,700020,09704
718853,700186,09704
718867,700361,09704
718871,700341,09704
718874,700064,09704
718879,700078,09702
718895,700074,09702
718910,700026,09706
718911,700143,09705
718913,700144,09705
718915,700101,09706
718917,700100,09706
718921,700031,09705
718925,700191,09706
718930,700254,09706
718932,700111,09706
718944,700213,09706
718952,700231,09706
718953,700287,09706
718962,700318,09704
718966,700348,09705
718969,700351,09705
718970,700364,09705
718971,700181,09704
718973,700183,09704
718974,700183,09704
718977,700205,09704
718981,700379,09704
718986,700296,09704
718995,700296,09704
718996,700295,09704
719003,700311,09702
719005,700162,09702
719019,700321,09702
719022,700150,09702
719023,700072,09702
719030,700050,09702
719040,700201,09704
719045,700101,09706
719046,700100,09706
719047,700101,09706
719049,700318,09704
719050,700259,09706
719053,700259,09706
719056,700101,09706
719057,700060,09706
719058,700085,09705
719059,700032,09705
719066,700036,09706
719078,700086,09706
719079,700232,09706
719083,700195,09706
719084,700249,09706
719099,700346,09704
719103,700021,09706
719104,700227,09706
719111,700183,09704
719113,700186,09704
719114,700158,09704
719115,700374,09704
719126,700338,09704
719129,700077,09702
719133,700200,09702
719134,700078,09702
719136,700077,09702
719140,700218,09702
719143,700076,09702
719148,700161,09702
719174,700239,09706
719179,700070,09705
719187,700292,09706
719194,700307,09705
719197,700241,09706
719199,700377,09705
719201,700097,09706
719204,700233,09706
719210,700234,09706
719212,700092,09706
719214,700308,09705
719217,700372,09705
719218,700319,09704
719219,700319,09704
719220,700302,09705
719221,700348,09705
719224,700186,09704
719226,700158,09704
719233,700187,09704
719236,700279,09706
719238,700039,09704
719239,700038,09704
719254,700326,09702
719255,700050,09702
719265,700245,09704
719266,700245,09704
719267,700246,09704
719270,700005,09704
719277,700170,09704
719282,700192,09704
719289,700222,09706
719290,700058,09706
719293,700057,09706
719295,700054,09706
719298,700056,09706
719301,700056,09706
719302,700055,09706
719304,700092,09706
719307,700386,09705
719308,700377,09705
719313,700019,09705
719316,700251,09706
719322,700209,09706
719325,700214,09706
719330,700280,09706
719332,700292,09706
719335,700059,09706
719339,700001,09705
719341,700137,09705
719354,700280,09706
719359,700267,09706
719360,700280,09706
719362,700268,09706
719364,700268,09706
719374,700294,09704
719376,700072,09702
719382,700049,09704
719402,700251,09706
719404,700054,09706
719410,700291,09705
719413,700380,09704
719414,700202,09704
719415,700202,09704
719417,700380,09704
719418,700380,09704
719420,700202,09704
719421,700155,09704
719424,700379,09704
719425,700379,09704
719427,700178,09704
719429,700250,09706
719431,700358,09706
719435,700088,09705
719438,700070,09705
719439,700291,09705
719440,700382,09705
719446,700195,09706
719447,700195,09706
719448,700210,09706
719450,700210,09706
719451,700212,09706
719453,700208,09706
719454,700210,09706
719459,700040,09704
719462,700296,09704
719463,700321,09702
719464,700289,09702
719465,700149,09702
719467,700074,09702
719468,700074,09702
719470,700050,09702
719473,700289,09702
719501,700196,09705
719509,700386,09705
719511,700180,09704
719512,700175,09704
719513,700187,09704
719522,700307,09705
719523,700356,09706
719524,700381,09705
719529,700243,09706
719536,700209,09706
719537,700209,09706
719561,700072,09702
719563,700121,09702
719564,700370,09702
719565,700323,09702
719569,700072,09702
719584,700199,09704
719585,700199,09704
719595,700246,09704
719597,700319,09704
719598,700046,09705
719599,700029,09705
719601,700320,09704
719604,700254,09706
719618,700181,09704
719621,700175,09704
719622,700204,09704
719623,700203,09704
719625,700260,09706
719637,700377,09705
719645,700208,09706
719649,700214,09706
719652,700233,09706
719659,700040,09704
719661,700034,09704
719668,700300,09704
719671,700109,09702
719674,700136,09702
719676,700110,09702
719677,700011,09702
719681,700132,09702
719686,700011,09702
719689,700131,09702
719696,700005,09704
719697,700199,09704
719707,700346,09704
719708,700278,09704
719715,700346,09704
719716,700087,09704
719718,700386,09705
719722,700259,09706
719723,700254,09706
719726,700348,09705
719727,700261,09706
719728,700259,09706
719730,700364,09705
719732,700205,09704
719734,700183,09704
719737,700374,09704
719738,700186,09704
719744,700239,09706
719760,700087,09704
719761,700231,09706
719762,700236,09706
719770,700035,09704
719777,700011,09702
719779,700011,09702
719781,700011,09702
719782,700128,09702
719788,700371,09702
719791,700371,09702
719792,700371,09702
719793,700113,09702
719803,700168,09704
719805,700125,09706
719806,700302,09705
719807,700291,09705
719809,700114,09706
719812,700305,09705
719813,700376,09705
719826,700045,09705
719834,700181,09704
719837,700158,09704
719839,700156,09704
719856,700231,09706
719861,700235,09706
719866,700339,09704
719879,700272,09702
719880,700105,09702
719882,700272,09702
719888,700006,09704
719891,700199,09704
719898,700255,09706
719901,700260,09706
719904,700260,09706
719908,700259,09706
719910,700342,09705
719914,700261,09706
719917,700348,09705
719921,700260,09706
719925,700180,09704
719927,700379,09704
719936,700157,09704
719939,700262,09706
719942,700372,09705
719951,700386,09705
719954,700259,09706
719955,700320,09704
719959,700233,09706
719963,700230,09706
719964,700288,09706
719965,700273,09706
719966,700273,09706
719967,700273,09706
719968,700263,09706
719973,700009,09704
719974,700335,09704
719975,700008,09704
719976,700367,09704
719977,700335,09704
719978,700105,09702
719983,700076,09702
719984,700076,09702
719985,700053,09702
719987,700053,09702
719988,700052,09702
719990,700193,09704
719992,700003,09704
719994,700172,09704
720000,700350,09705
720001,700346,09704
720002,700023,09706
720004,700227,09706
720006,700241,09706
720007,700226,09706
720008,700250,09706
720009,700100,09706
720010,700115,09706
720014,700291,09705
720015,700196,09705
720016,700085,09705
720017,700142,09705
720018,700342,09705
720021,700348,09705
720026,700379,09704
720027,700211,09706
720028,700228,09706
720030,700265,09706
720032,700280,09706
720033,700267,09706
720035,700228,09706
720036,700212,09706
720037,700214,09706
720038,700214,09706
720043,700308,09705
720044,700070,09705
720046,700001,09705
720059,700382,09705
720062,700086,09706
720063,700263,09706
720067,700086,09706
720078,700335,09704
720079,700065,09704
720089,700066,09704
720090,700049,09704
720092,700049,09704
720094,700164,09702
720097,700162,09702
720098,700162,09702
720117,700386,09705
720119,700306,09705
720120,700357,09706
720123,700354,09705
720126,700102,09706
720128,700019,09705
720132,700261,09706
720133,700036,09706
720136,700082,09706
720142,700250,09706
720148,700267,09706
720149,700267,09706
720150,700268,09706
720154,700268,09706
720157,700195,09706
720160,700210,09706
720166,700221,09706
720167,700001,09705
720168,700226,09706
720169,700242,09706
720171,700259,09706
720175,700208,09706
720179,700231,09706
720187,700210,09706
720192,700073,09706
720195,700065,09704
720196,700065,09704
720197,700065,09704
720201,700339,09704
720205,700359,09704
720207,700367,09704
720208,700216,09702
720217,700013,09702
720218,700322,09702
720226,700059,09706
720227,700070,09705
720228,700262,09706
720230,700137,09705
720231,700137,09705
720232,700138,09705
720235,700142,09705
720236,700142,09705
720239,700291,09705
720240,700102,09706
720247,700092,09706
720255,700210,09706
720257,700279,09706
720261,700209,09706
720275,700092,09706
720276,700092,09706
720288,700235,09706
720289,700208,09706
720295,700073,09706
720310,700185,09704
720313,700110,09702
720316,700122,09702
720320,700043,09702
720324,700282,09702
720339,700046,09705
720342,700142,09705
720344,700364,09705
720351,700100,09706
720363,700239,09706
720369,700071,09706
720388,700279,09706
810002,800095,04103
810005,800091,04103
810007,800186,04103
810008,800186,04103
810019,800087,04104
810022,800148,04104
810023,800157,04104
810024,800157,04104
810026,800157,04104
810027,800142,04104
810028,800046,04104
810037,800044,04104
810039,800174,04104
810040,800005,04104
810041,800076,04103
810043,800078,04103
810047,800080,04103
810053,800192,04103
810054,800154,04103
810056,800153,04103
810057,800153,04103
810058,800167,04103
810059,800195,04103
810062,800154,04103
810071,800063,04103
810072,800069,04103
810073,800036,04103
810074,800036,04103
810075,800066,04103
810076,800091,04103
810078,800052,04103
810079,800062,04103
810080,800103,04104
810081,800206,04104
810084,800117,04104
810085,800208,04104
810086,800072,04104
810088,800121,04104
810091,800034,04103
810092,800154,04103
810093,800172,04104
810099,800154,04103
810105,800149,04103
810108,800151,04103
810113,800193,04103
810122,800013,04104
810123,800020,04104
810124,800209,04104
810128,800018,04104
810129,800016,04104
810130,800018,04104
810132,800018,04104
810134,800011,04104
810138,800029,04104
810140,800007,04104
810142,800136,04104
810144,800136,04104
810150,800047,04104
810151,800045,04104
810152,800045,04104
810155,800138,04103
810157,800030,04103
810158,800030,04103
810159,800030,04103
810161,800030,04103
810162,800030,04103
810167,800071,04103
810173,800095,04103
810177,800022,04104
810180,800135,04104
810185,800136,04104
810186,800099,04104
810191,800062,04103
810192,800093,04103
810194,800183,04103
810198,800093,04103
810203,800074,04103
810208,800082,04103
810209,800082,04103
810216,800141,04104
810217,800207,04104
810218,800141,04104
810219,800118,04104
810220,800118,04104
810221,800101,04104
810222,800208,04104
810224,800115,04104
810231,800100,04104
810234,800072,04104
810237,800119,04104
810240,800144,04104
810242,800123,04104
810245,800084,04104
810251,800001,04104
810257,800180,04104
810260,800156,04104
810262,800156,04104
810263,800156,04104
810264,800156,04104
810265,800156,04104
810267,800048,04104
810271,800111,04104
810273,800111,04104
810278,800163,04103
810281,800153,04103
810283,800105,04103
810284,800160,04104
810292,800172,04104
810297,800037,04104
810298,800150,04103
810300,800172,04104
810301,800170,04103
810302,800202,04104
810304,800038,04104
810305,800039,04104
810307,800165,04104
810308,800173,04104
810310,800192,04103
810313,800153,04103
810314,800196,04103
810319,800001,04104
810324,800018,04104
810325,800017,04104
810327,800017,04104
810329,800011,04104
810344,800030,04103
810349,800138,04103
810351,800031,04103
810354,800138,04103
810356,800060,04103
810358,800095,04103
810362,800089,04103
810366,800060,04103
810367,800065,04103
810370,800142,04104
810371,800146,04104
810373,800146,04104
810375,800131,04104
810376,800134,04104
810377,800059,04104
810380,800131,04104
810381,800085,04104
810382,800148,04104
810384,800164,04103
810386,800160,04104
810387,800159,04104
810388,800159,04104
810390,800180,04104
810394,800154,04103
810395,800105,04103
810399,800019,04104
810405,800019,04104
810407,800099,04104
810413,800049,04104
810416,800013,04104
810417,800174,04104
810426,800064,04103
810427,800054,04103
810431,800095,04103
810438,800058,04103
810441,800058,04103
810445,800095,04103
810450,800060,04103
810461,800054,04103
810464,800095,04103
810466,800082,04103
810467,800079,04103
810468,800079,04103
810481,800080,04103
810482,800079,04103
810484,800082,04103
810495,800079,04103
810496,800077,04103
810498,800077,04103
810501,800187,04103
810508,800094,04103
810513,800071,04103
810515,800146,04104
810517,800146,04104
810520,800059,04104
810521,800131,04104
810524,800087,04104
810539,800021,04104
810549,800073,04103
810552,800074,04103
810553,800039,04104
810558,800170,04103
810562,800151,04103
810566,800062,04103
810569,800058,04103
810570,800094,04103
810572,800057,04103
810575,800089,04103
810577,800131,04104
810583,800118,04104
810586,800034,04103
810587,800034,04103
810588,800113,04104
810594,800022,04104
810596,800015,04104
810597,800024,04104
810600,800004,04104
810602,800125,04104
810604,800044,04104
810611,800004,04104
