MAZ,num_hh,total_pop,gq_pop,gq_military,gq_university,gq_other,numhh_gq
114009.0,47,136,0,0,0,0,47
114012.0,70,255,16,0,0,16,86
114020.0,2,4,0,0,0,0,2
114023.0,3,23,0,0,0,0,3
114025.0,44,116,0,0,0,0,44
114026.0,734,1619,0,0,0,0,734
114030.0,25,60,0,0,0,0,25
114033.0,0,0,0,0,0,0,0
114037.0,30,127,20,0,0,20,50
114038.0,0,14,0,0,0,0,0
114039.0,63,144,0,0,0,0,63
114040.0,5,20,0,0,0,0,5
114041.0,50,139,0,0,0,0,50
114042.0,23,87,0,0,0,0,23
114043.0,41,119,9,0,0,9,50
114045.0,45,109,1,0,0,1,46
114046.0,67,179,0,0,0,0,67
114047.0,71,160,1,0,0,1,72
114050.0,13,34,0,0,0,0,13
114053.0,63,202,0,0,0,0,63
114055.0,174,454,0,0,0,0,174
114057.0,363,677,19,0,0,19,382
114058.0,30,83,0,0,0,0,30
114059.0,60,270,9,0,0,9,69
114062.0,334,686,0,0,0,0,334
114063.0,56,126,0,0,0,0,56
114064.0,0,31,0,0,0,0,0
114067.0,0,400,400,0,0,400,400
114068.0,7,42,0,0,0,0,7
114069.0,44,126,0,0,0,0,44
114070.0,56,153,0,0,0,0,56
114071.0,46,112,0,0,0,0,46
114072.0,47,152,7,0,0,7,54
114073.0,0,0,0,0,0,0,0
114074.0,0,0,0,0,0,0,0
114075.0,184,334,0,0,0,0,184
114076.0,47,124,0,0,0,0,47
114079.0,92,286,141,0,0,141,233
114080.0,126,278,0,0,0,0,126
114081.0,99,183,0,0,0,0,99
114082.0,0,0,0,0,0,0,0
114083.0,83,176,0,0,0,0,83
114084.0,4,14,0,0,0,0,4
114086.0,92,230,0,0,0,0,92
114098.0,245,624,0,0,0,0,245
114101.0,405,1082,0,0,0,0,405
114102.0,15,47,0,0,0,0,15
114103.0,16,42,0,0,0,0,16
114104.0,35,91,0,0,0,0,35
114105.0,0,0,0,0,0,0,0
114106.0,177,406,0,0,0,0,177
114111.0,39,102,0,0,0,0,39
114114.0,48,163,0,0,0,0,48
114117.0,108,341,0,0,0,0,108
114119.0,19,60,0,0,0,0,19
114120.0,48,180,4,0,0,4,52
114121.0,32,92,0,0,0,0,32
114122.0,96,246,0,0,0,0,96
114125.0,67,201,0,0,0,0,67
114127.0,49,168,0,0,0,0,49
114128.0,253,591,0,0,0,0,253
114133.0,61,178,0,0,0,0,61
114136.0,57,153,0,0,0,0,57
114138.0,146,222,0,0,0,0,146
114146.0,73,240,0,0,0,0,73
114147.0,28,91,0,0,0,0,28
114148.0,18,46,0,0,0,0,18
114149.0,28,63,0,0,0,0,28
114150.0,31,47,0,0,0,0,31
114153.0,57,151,0,0,0,0,57
114157.0,24,43,0,0,0,0,24
114162.0,53,112,0,0,0,0,53
114163.0,26,116,18,0,0,18,44
114165.0,7,25,0,0,0,0,7
114168.0,29,82,0,0,0,0,29
114172.0,66,242,0,0,0,0,66
114173.0,5,72,26,0,0,26,31
114175.0,351,877,43,0,0,43,394
114180.0,6,46,12,0,0,12,18
114181.0,115,399,0,0,0,0,115
114182.0,34,118,0,0,0,0,34
114183.0,57,147,0,0,0,0,57
114184.0,57,156,0,0,0,0,57
114185.0,61,185,0,0,0,0,61
114186.0,25,79,0,0,0,0,25
114187.0,276,637,0,0,0,0,276
114188.0,539,1209,0,0,0,0,539
114189.0,79,229,4,0,0,4,83
114192.0,581,1236,0,0,0,0,581
114193.0,7,17,0,0,0,0,7
114199.0,87,198,0,0,0,0,87
114200.0,283,461,0,0,0,0,283
114202.0,136,241,0,0,0,0,136
114203.0,127,364,0,0,0,0,127
114204.0,55,156,0,0,0,0,55
114205.0,12,82,12,0,0,12,24
114207.0,140,304,0,0,0,0,140
114210.0,31,105,0,0,0,0,31
114213.0,135,230,38,0,0,38,173
114214.0,74,127,0,0,0,0,74
114220.0,95,306,0,0,0,0,95
114221.0,0,0,0,0,0,0,0
114223.0,88,166,0,0,0,0,88
114226.0,25,52,0,0,0,0,25
114229.0,0,0,0,0,0,0,0
114235.0,74,266,0,0,0,0,74
114236.0,33,116,0,0,0,0,33
114237.0,30,75,0,0,0,0,30
114238.0,29,89,1,0,0,1,30
114241.0,0,0,0,0,0,0,0
114242.0,0,0,0,0,0,0,0
114243.0,2,19,0,0,0,0,2
114246.0,42,118,0,0,0,0,42
114250.0,0,0,0,0,0,0,0
114251.0,21,47,0,0,0,0,21
114255.0,174,461,6,0,0,6,180
114257.0,0,0,0,0,0,0,0
114262.0,0,0,0,0,0,0,0
114264.0,30,96,4,0,0,4,34
114269.0,32,67,0,0,0,0,32
114270.0,16,53,0,0,0,0,16
114271.0,32,80,0,0,0,0,32
114272.0,162,495,0,0,0,0,162
114274.0,88,209,0,0,0,0,88
114275.0,35,105,0,0,0,0,35
114276.0,222,490,0,0,0,0,222
114280.0,0,0,0,0,0,0,0
114281.0,62,152,0,0,0,0,62
114282.0,45,113,0,0,0,0,45
114283.0,135,470,0,0,0,0,135
114284.0,61,167,0,0,0,0,61
114285.0,97,276,0,0,0,0,97
114289.0,153,292,0,0,0,0,153
114292.0,27,53,0,0,0,0,27
114299.0,30,91,0,0,0,0,30
114302.0,99,261,0,0,0,0,99
114303.0,7,33,0,0,0,0,7
114307.0,71,199,16,0,0,16,87
114313.0,5,38,0,0,0,0,5
114323.0,89,228,0,0,0,0,89
114324.0,0,0,0,0,0,0,0
114325.0,56,186,0,0,0,0,56
114327.0,74,237,0,0,0,0,74
114331.0,26,104,0,0,0,0,26
114332.0,153,415,0,0,0,0,153
114333.0,139,185,0,0,0,0,139
114334.0,123,402,0,0,0,0,123
114336.0,58,190,0,0,0,0,58
114337.0,58,240,0,0,0,0,58
114339.0,59,199,0,0,0,0,59
114340.0,44,179,0,0,0,0,44
114342.0,45,173,0,0,0,0,45
114343.0,68,237,0,0,0,0,68
114347.0,82,96,0,0,0,0,82
114348.0,0,0,0,0,0,0,0
114349.0,24,94,0,0,0,0,24
114350.0,142,279,0,0,0,0,142
114351.0,45,140,0,0,0,0,45
114353.0,45,123,75,0,0,75,120
114354.0,72,173,0,0,0,0,72
114355.0,36,107,7,0,0,7,43
114356.0,56,99,0,0,0,0,56
114359.0,21,61,0,0,0,0,21
114361.0,0,0,0,0,0,0,0
114365.0,222,724,0,0,0,0,222
114366.0,123,365,0,0,0,0,123
114368.0,0,0,0,0,0,0,0
114370.0,107,304,0,0,0,0,107
114371.0,61,174,0,0,0,0,61
114372.0,73,162,0,0,0,0,73
114373.0,54,142,0,0,0,0,54
114375.0,216,642,0,0,0,0,216
114378.0,155,371,5,0,0,5,160
114380.0,44,77,0,0,0,0,44
114386.0,56,234,0,0,0,0,56
114390.0,171,546,0,0,0,0,171
114392.0,127,415,0,0,0,0,127
114396.0,10,22,0,0,0,0,10
114399.0,34,113,0,0,0,0,34
114403.0,0,0,0,0,0,0,0
114404.0,55,138,0,0,0,0,55
114405.0,26,52,0,0,0,0,26
114407.0,45,106,0,0,0,0,45
114408.0,21,56,0,0,0,0,21
114410.0,47,127,0,0,0,0,47
114411.0,15,72,0,0,0,0,15
114413.0,29,85,0,0,0,0,29
114414.0,48,127,0,0,0,0,48
114417.0,33,71,0,0,0,0,33
114419.0,55,161,0,0,0,0,55
114421.0,70,204,0,0,0,0,70
114423.0,315,955,8,0,0,8,323
114429.0,45,117,0,0,0,0,45
114430.0,11,52,0,0,0,0,11
114431.0,0,0,0,0,0,0,0
114432.0,0,0,0,0,0,0,0
114435.0,1,11,0,0,0,0,1
114436.0,0,2,0,0,0,0,0
114440.0,46,113,0,0,0,0,46
114441.0,55,139,0,0,0,0,55
114442.0,72,167,0,0,0,0,72
114443.0,29,76,0,0,0,0,29
114444.0,208,633,0,0,0,0,208
114445.0,220,759,0,0,0,0,220
114447.0,35,132,0,0,0,0,35
114449.0,5,11,0,0,0,0,5
114450.0,19,65,0,0,0,0,19
114451.0,0,0,0,0,0,0,0
114457.0,8,18,0,0,0,0,8
114459.0,400,703,0,0,0,0,400
114460.0,35,87,0,0,0,0,35
114463.0,1,5,0,0,0,0,1
114470.0,19,120,0,0,0,0,19
114473.0,60,280,0,0,0,0,60
114474.0,200,831,0,0,0,0,200
114475.0,39,116,0,0,0,0,39
114477.0,41,108,0,0,0,0,41
114482.0,139,335,0,0,0,0,139
114483.0,108,225,0,0,0,0,108
114487.0,25,62,0,0,0,0,25
114489.0,55,185,0,0,0,0,55
114490.0,49,185,0,0,0,0,49
114491.0,20,74,0,0,0,0,20
114492.0,81,203,0,0,0,0,81
114493.0,50,132,0,0,0,0,50
114495.0,51,110,0,0,0,0,51
114497.0,119,273,0,0,0,0,119
114498.0,28,80,0,0,0,0,28
114500.0,44,111,0,0,0,0,44
114503.0,60,217,0,0,0,0,60
114504.0,141,279,25,0,0,25,166
114506.0,115,331,0,0,0,0,115
114507.0,57,123,0,0,0,0,57
114510.0,28,66,0,0,0,0,28
114511.0,83,198,0,0,0,0,83
114514.0,3,34,0,0,0,0,3
114515.0,117,317,0,0,0,0,117
114516.0,55,122,0,0,0,0,55
114520.0,44,120,0,0,0,0,44
114521.0,3,33,0,0,0,0,3
114522.0,35,107,0,0,0,0,35
114523.0,90,201,0,0,0,0,90
114524.0,75,244,0,0,0,0,75
114526.0,39,112,0,0,0,0,39
114527.0,129,285,0,0,0,0,129
114528.0,27,60,0,0,0,0,27
114529.0,75,105,0,0,0,0,75
114535.0,29,94,0,0,0,0,29
114538.0,21,56,0,0,0,0,21
114541.0,29,86,0,0,0,0,29
114543.0,0,0,0,0,0,0,0
114544.0,20,75,0,0,0,0,20
114545.0,29,69,0,0,0,0,29
114546.0,23,39,0,0,0,0,23
114547.0,28,86,0,0,0,0,28
114548.0,44,119,0,0,0,0,44
114549.0,29,76,0,0,0,0,29
114550.0,20,55,0,0,0,0,20
114551.0,29,84,0,0,0,0,29
114552.0,161,404,0,0,0,0,161
114555.0,94,264,0,0,0,0,94
114556.0,28,63,0,0,0,0,28
114557.0,18,47,0,0,0,0,18
114558.0,24,81,0,0,0,0,24
114559.0,113,297,0,0,0,0,113
114561.0,39,111,0,0,0,0,39
114563.0,31,70,0,0,0,0,31
114564.0,49,130,0,0,0,0,49
114565.0,81,218,0,0,0,0,81
114567.0,9,25,0,0,0,0,9
114570.0,59,142,0,0,0,0,59
114571.0,59,129,0,0,0,0,59
114574.0,20,29,0,0,0,0,20
114576.0,49,100,0,0,0,0,49
114578.0,0,0,0,0,0,0,0
114579.0,0,7,0,0,0,0,0
114580.0,6,25,0,0,0,0,6
114582.0,57,113,0,0,0,0,57
114583.0,107,355,0,0,0,0,107
114585.0,71,331,31,0,0,31,102
114587.0,69,237,0,0,0,0,69
114588.0,60,213,4,0,0,4,64
114589.0,75,222,18,0,0,18,93
114590.0,49,221,0,0,0,0,49
114591.0,68,238,0,0,0,0,68
114592.0,136,441,0,0,0,0,136
114593.0,49,154,0,0,0,0,49
114594.0,39,146,0,0,0,0,39
114595.0,78,281,0,0,0,0,78
114596.0,8,39,0,0,0,0,8
114597.0,81,150,0,0,0,0,81
114598.0,67,190,0,0,0,0,67
114599.0,45,129,0,0,0,0,45
114600.0,50,115,0,0,0,0,50
114602.0,55,117,0,0,0,0,55
114603.0,43,101,0,0,0,0,43
114604.0,23,59,0,0,0,0,23
114607.0,26,147,12,0,0,12,38
114608.0,0,0,0,0,0,0,0
114609.0,14,34,0,0,0,0,14
114610.0,431,575,0,0,0,0,431
114611.0,55,148,0,0,0,0,55
114613.0,28,84,14,0,0,14,42
114614.0,0,0,0,0,0,0,0
114616.0,0,0,0,0,0,0,0
114620.0,64,194,0,0,0,0,64
114621.0,0,0,0,0,0,0,0
114622.0,126,367,0,0,0,0,126
114624.0,44,121,0,0,0,0,44
114626.0,66,154,0,0,0,0,66
114628.0,3,28,0,0,0,0,3
114629.0,0,0,0,0,0,0,0
114631.0,0,0,0,0,0,0,0
114632.0,0,0,0,0,0,0,0
114634.0,15,72,0,0,0,0,15
114637.0,0,0,0,0,0,0,0
114638.0,1,14,0,0,0,0,1
114640.0,28,85,0,0,0,0,28
114644.0,19,65,0,0,0,0,19
114652.0,112,301,0,0,0,0,112
114653.0,58,165,0,0,0,0,58
114655.0,32,130,0,0,0,0,32
114657.0,43,116,0,0,0,0,43
114658.0,127,353,0,0,0,0,127
114659.0,0,6,0,0,0,0,0
114663.0,57,236,0,0,0,0,57
114664.0,314,497,0,0,0,0,314
114667.0,27,83,0,0,0,0,27
114671.0,40,126,0,0,0,0,40
114672.0,241,763,0,0,0,0,241
114674.0,113,289,0,0,0,0,113
114679.0,9,24,0,0,0,0,9
114680.0,52,169,0,0,0,0,52
114681.0,0,0,0,0,0,0,0
114684.0,45,121,0,0,0,0,45
114685.0,45,114,0,0,0,0,45
114687.0,38,101,0,0,0,0,38
114694.0,432,844,0,0,0,0,432
114701.0,40,76,0,0,0,0,40
114702.0,25,107,0,0,0,0,25
114703.0,39,89,0,0,0,0,39
114705.0,704,1396,0,0,0,0,704
114706.0,412,942,0,0,0,0,412
114719.0,26,78,0,0,0,0,26
114725.0,111,327,0,0,0,0,111
114727.0,50,162,0,0,0,0,50
114728.0,29,102,0,0,0,0,29
114733.0,84,314,0,0,0,0,84
114734.0,66,195,0,0,0,0,66
114735.0,70,193,0,0,0,0,70
114736.0,62,197,0,0,0,0,62
114737.0,53,201,0,0,0,0,53
114738.0,49,142,0,0,0,0,49
114739.0,78,287,0,0,0,0,78
114740.0,41,175,0,0,0,0,41
114741.0,40,100,0,0,0,0,40
114742.0,57,204,0,0,0,0,57
114748.0,67,247,6,0,0,6,73
114750.0,39,89,18,0,0,18,57
114751.0,165,460,0,0,0,0,165
114752.0,0,0,0,0,0,0,0
114754.0,383,910,0,0,0,0,383
114757.0,111,213,0,0,0,0,111
114759.0,225,694,12,0,0,12,237
114761.0,0,22,22,0,0,22,22
114762.0,237,563,0,0,0,0,237
114765.0,52,127,0,0,0,0,52
114766.0,32,85,0,0,0,0,32
114769.0,61,175,0,0,0,0,61
114770.0,60,121,0,0,0,0,60
114771.0,1,3,0,0,0,0,1
114772.0,0,0,0,0,0,0,0
114773.0,30,72,0,0,0,0,30
114777.0,0,0,0,0,0,0,0
114781.0,10,18,0,0,0,0,10
114785.0,1395,2291,7,0,0,7,1402
114787.0,31,79,0,0,0,0,31
114788.0,50,139,0,0,0,0,50
114789.0,30,101,0,0,0,0,30
114791.0,33,80,0,0,0,0,33
114793.0,129,327,0,0,0,0,129
114794.0,53,128,0,0,0,0,53
114796.0,51,147,0,0,0,0,51
114797.0,36,85,0,0,0,0,36
114800.0,0,0,0,0,0,0,0
114801.0,48,100,0,0,0,0,48
114802.0,31,110,0,0,0,0,31
114803.0,70,180,0,0,0,0,70
114806.0,112,308,19,0,0,19,131
114810.0,88,222,0,0,0,0,88
114814.0,32,65,0,0,0,0,32
114817.0,0,0,0,0,0,0,0
114825.0,36,93,0,0,0,0,36
114827.0,22,80,0,0,0,0,22
114828.0,33,95,0,0,0,0,33
114829.0,53,181,4,0,0,4,57
114830.0,46,112,0,0,0,0,46
114831.0,0,0,0,0,0,0,0
114834.0,27,68,0,0,0,0,27
114835.0,30,76,0,0,0,0,30
114836.0,12,880,857,0,0,857,869
114837.0,300,803,0,0,0,0,300
114841.0,120,420,0,0,0,0,120
114842.0,65,228,108,0,0,108,173
114844.0,7,21,0,0,0,0,7
114845.0,100,260,0,0,0,0,100
114846.0,92,198,0,0,0,0,92
114851.0,21,57,0,0,0,0,21
114863.0,5,19,0,0,0,0,5
114864.0,67,230,0,0,0,0,67
114867.0,0,0,0,0,0,0,0
114868.0,138,381,0,0,0,0,138
114870.0,31,95,0,0,0,0,31
114871.0,35,114,0,0,0,0,35
114872.0,18,64,0,0,0,0,18
114873.0,66,196,0,0,0,0,66
114874.0,61,174,0,0,0,0,61
114875.0,107,329,12,0,0,12,119
114876.0,53,145,0,0,0,0,53
114877.0,27,78,0,0,0,0,27
114881.0,146,419,0,0,0,0,146
114888.0,67,194,0,0,0,0,67
114891.0,0,25,0,0,0,0,0
114894.0,244,761,0,0,0,0,244
114895.0,91,289,4,0,0,4,95
114898.0,9,24,2,0,0,2,11
114900.0,224,585,0,0,0,0,224
114908.0,39,117,0,0,0,0,39
114909.0,56,134,0,0,0,0,56
114911.0,57,126,0,0,0,0,57
114913.0,34,98,0,0,0,0,34
114914.0,36,108,0,0,0,0,36
114916.0,63,111,0,0,0,0,63
114917.0,340,590,0,0,0,0,340
114919.0,43,115,0,0,0,0,43
114921.0,153,213,14,0,0,14,167
114922.0,34,76,0,0,0,0,34
114923.0,21,61,0,0,0,0,21
114924.0,35,89,0,0,0,0,35
114925.0,27,81,0,0,0,0,27
114927.0,26,93,13,0,0,13,39
114928.0,199,452,124,0,0,124,323
114929.0,59,168,0,0,0,0,59
114930.0,38,71,0,0,0,0,38
114934.0,72,205,0,0,0,0,72
114935.0,25,65,0,0,0,0,25
114936.0,0,0,0,0,0,0,0
114937.0,25,52,0,0,0,0,25
114939.0,50,107,0,0,0,0,50
114941.0,39,98,0,0,0,0,39
114942.0,26,58,0,0,0,0,26
114943.0,33,70,0,0,0,0,33
114947.0,44,77,0,0,0,0,44
114948.0,69,251,0,0,0,0,69
114949.0,85,234,0,0,0,0,85
114950.0,135,343,69,0,0,69,204
114955.0,47,113,0,0,0,0,47
114956.0,42,116,0,0,0,0,42
114960.0,0,0,0,0,0,0,0
114961.0,0,0,0,0,0,0,0
114966.0,21,37,0,0,0,0,21
114968.0,0,0,0,0,0,0,0
114970.0,34,87,0,0,0,0,34
114971.0,30,91,0,0,0,0,30
114972.0,26,95,0,0,0,0,26
114973.0,102,347,0,0,0,0,102
114974.0,26,87,0,0,0,0,26
114975.0,37,128,0,0,0,0,37
114976.0,52,161,0,0,0,0,52
114977.0,49,174,0,0,0,0,49
114978.0,46,134,0,0,0,0,46
114979.0,41,102,0,0,0,0,41
114980.0,53,209,0,0,0,0,53
114981.0,67,177,0,0,0,0,67
114982.0,73,184,0,0,0,0,73
114983.0,102,361,91,0,0,91,193
114986.0,158,408,0,0,0,0,158
114988.0,25,63,0,0,0,0,25
114989.0,32,123,0,0,0,0,32
114992.0,40,94,0,0,0,0,40
114995.0,21,51,0,0,0,0,21
114998.0,1,24,0,0,0,0,1
115001.0,0,0,0,0,0,0,0
115002.0,113,280,0,0,0,0,113
115003.0,28,53,0,0,0,0,28
115006.0,0,0,0,0,0,0,0
115007.0,572,1266,0,0,0,0,572
115008.0,81,215,0,0,0,0,81
115009.0,28,95,18,0,0,18,46
115010.0,282,578,0,0,0,0,282
115011.0,28,82,0,0,0,0,28
115012.0,27,62,0,0,0,0,27
115013.0,26,64,0,0,0,0,26
115015.0,0,0,0,0,0,0,0
115016.0,11,34,0,0,0,0,11
115017.0,18,67,0,0,0,0,18
115019.0,48,116,0,0,0,0,48
115020.0,31,104,0,0,0,0,31
115025.0,42,95,0,0,0,0,42
115028.0,36,153,0,0,0,0,36
115031.0,85,324,17,0,0,17,102
115032.0,67,209,2,0,0,2,69
115034.0,122,363,2,0,0,2,124
115035.0,173,551,0,0,0,0,173
115036.0,256,740,0,0,0,0,256
115038.0,124,385,0,0,0,0,124
115042.0,294,832,7,0,0,7,301
115044.0,32,94,0,0,0,0,32
115047.0,35,109,0,0,0,0,35
115048.0,37,97,0,0,0,0,37
115049.0,31,82,0,0,0,0,31
115050.0,28,37,0,0,0,0,28
115051.0,28,91,0,0,0,0,28
115052.0,31,52,0,0,0,0,31
115054.0,35,90,0,0,0,0,35
115055.0,26,94,0,0,0,0,26
115056.0,307,718,0,0,0,0,307
115059.0,58,99,0,0,0,0,58
115060.0,73,179,0,0,0,0,73
115061.0,31,85,0,0,0,0,31
115062.0,44,132,0,0,0,0,44
115066.0,3,8,0,0,0,0,3
115069.0,49,124,0,0,0,0,49
115075.0,57,118,0,0,0,0,57
115076.0,0,0,0,0,0,0,0
115077.0,112,208,0,0,0,0,112
115079.0,29,82,0,0,0,0,29
115080.0,36,125,0,0,0,0,36
115082.0,5,44,0,0,0,0,5
115083.0,54,141,0,0,0,0,54
115084.0,109,274,0,0,0,0,109
115085.0,51,129,0,0,0,0,51
115086.0,16,59,0,0,0,0,16
115091.0,39,94,0,0,0,0,39
115093.0,136,337,9,0,0,9,145
115095.0,29,123,17,0,0,17,46
115099.0,0,2,0,0,0,0,0
115107.0,46,129,0,0,0,0,46
115108.0,50,120,0,0,0,0,50
115109.0,34,133,8,0,0,8,42
115110.0,35,166,0,0,0,0,35
115112.0,86,243,0,0,0,0,86
115113.0,80,227,0,0,0,0,80
115114.0,24,89,0,0,0,0,24
115116.0,52,202,13,0,0,13,65
115119.0,33,105,0,0,0,0,33
115120.0,20,51,0,0,0,0,20
115121.0,28,88,0,0,0,0,28
115123.0,161,400,0,0,0,0,161
115124.0,39,83,0,0,0,0,39
115126.0,26,84,0,0,0,0,26
115127.0,33,109,0,0,0,0,33
115128.0,34,112,15,0,0,15,49
115129.0,99,298,0,0,0,0,99
115130.0,139,298,0,0,0,0,139
115132.0,23,49,0,0,0,0,23
115135.0,69,244,15,0,0,15,84
115136.0,72,145,6,0,0,6,78
115140.0,82,197,27,0,0,27,109
115144.0,16,47,0,0,0,0,16
115145.0,46,125,0,0,0,0,46
115148.0,32,110,0,0,0,0,32
115149.0,168,348,0,0,0,0,168
115150.0,83,173,0,0,0,0,83
115151.0,35,91,0,0,0,0,35
115152.0,466,1584,0,0,0,0,466
115153.0,98,263,0,0,0,0,98
115154.0,65,152,0,0,0,0,65
115155.0,28,58,0,0,0,0,28
115157.0,29,78,0,0,0,0,29
115158.0,13,26,0,0,0,0,13
115164.0,28,89,0,0,0,0,28
115170.0,30,109,0,0,0,0,30
115171.0,47,127,0,0,0,0,47
115175.0,32,100,0,0,0,0,32
115176.0,3,29,0,0,0,0,3
115178.0,0,0,0,0,0,0,0
115179.0,94,262,0,0,0,0,94
115185.0,59,165,9,0,0,9,68
115186.0,57,168,0,0,0,0,57
115198.0,49,134,0,0,0,0,49
115200.0,0,0,0,0,0,0,0
115210.0,105,307,0,0,0,0,105
115211.0,61,157,0,0,0,0,61
115212.0,29,68,0,0,0,0,29
115217.0,54,97,0,0,0,0,54
115219.0,45,132,0,0,0,0,45
115220.0,36,85,0,0,0,0,36
115223.0,29,95,0,0,0,0,29
115224.0,67,208,0,0,0,0,67
115225.0,35,132,0,0,0,0,35
115226.0,0,0,0,0,0,0,0
115227.0,55,119,0,0,0,0,55
115228.0,27,83,0,0,0,0,27
115229.0,55,197,0,0,0,0,55
115231.0,121,213,0,0,0,0,121
115233.0,33,83,0,0,0,0,33
115234.0,41,126,0,0,0,0,41
115237.0,58,225,0,0,0,0,58
115239.0,38,116,0,0,0,0,38
115240.0,0,0,0,0,0,0,0
115241.0,19,75,0,0,0,0,19
115242.0,20,59,0,0,0,0,20
115244.0,91,229,0,0,0,0,91
115245.0,340,749,0,0,0,0,340
115248.0,124,443,102,0,0,102,226
115252.0,32,99,0,0,0,0,32
115253.0,28,100,0,0,0,0,28
115254.0,42,110,0,0,0,0,42
115256.0,22,55,0,0,0,0,22
115258.0,59,169,0,0,0,0,59
115259.0,60,138,0,0,0,0,60
115261.0,40,150,0,0,0,0,40
115267.0,43,160,0,0,0,0,43
115268.0,37,139,0,0,0,0,37
115270.0,257,639,0,0,0,0,257
115271.0,93,267,0,0,0,0,93
115272.0,120,254,0,0,0,0,120
115273.0,49,93,0,0,0,0,49
115275.0,18,46,0,0,0,0,18
115276.0,42,140,0,0,0,0,42
115279.0,24,40,0,0,0,0,24
115280.0,38,99,0,0,0,0,38
115283.0,30,78,0,0,0,0,30
115285.0,4,23,0,0,0,0,4
115286.0,26,95,15,0,0,15,41
115288.0,23,95,0,0,0,0,23
115289.0,42,122,0,0,0,0,42
115290.0,58,154,0,0,0,0,58
115291.0,48,155,0,0,0,0,48
115292.0,58,169,3,0,0,3,61
115295.0,72,181,0,0,0,0,72
115296.0,31,76,0,0,0,0,31
115301.0,4,16,0,0,0,0,4
115302.0,8,10,0,0,0,0,8
115303.0,171,379,1,0,0,1,172
115306.0,136,320,0,0,0,0,136
115309.0,242,708,34,0,0,34,276
115310.0,225,653,0,0,0,0,225
115311.0,32,95,0,0,0,0,32
115312.0,72,218,0,0,0,0,72
115313.0,38,96,0,0,0,0,38
115314.0,83,226,0,0,0,0,83
115315.0,24,113,0,0,0,0,24
115316.0,0,10,0,0,0,0,0
115318.0,0,0,0,0,0,0,0
115319.0,0,5,0,0,0,0,0
115321.0,39,87,0,0,0,0,39
115322.0,102,464,0,0,0,0,102
115324.0,38,111,0,0,0,0,38
115325.0,34,103,0,0,0,0,34
115326.0,42,135,0,0,0,0,42
115327.0,7,39,0,0,0,0,7
115328.0,64,200,0,0,0,0,64
115329.0,69,174,0,0,0,0,69
115331.0,32,102,0,0,0,0,32
115332.0,44,118,0,0,0,0,44
115333.0,48,129,0,0,0,0,48
115334.0,337,750,0,0,0,0,337
115336.0,37,117,0,0,0,0,37
115339.0,21,55,0,0,0,0,21
115342.0,65,154,0,0,0,0,65
115343.0,85,162,0,0,0,0,85
115344.0,32,86,0,0,0,0,32
115345.0,0,0,0,0,0,0,0
115352.0,66,171,0,0,0,0,66
115353.0,228,600,0,0,0,0,228
115366.0,224,565,0,0,0,0,224
115370.0,31,95,0,0,0,0,31
115372.0,17,42,0,0,0,0,17
115373.0,2,7,0,0,0,0,2
115381.0,129,336,0,0,0,0,129
115382.0,31,95,0,0,0,0,31
115385.0,52,168,0,0,0,0,52
115386.0,108,302,0,0,0,0,108
115387.0,59,174,0,0,0,0,59
115389.0,71,174,0,0,0,0,71
115390.0,28,66,0,0,0,0,28
115394.0,180,487,0,0,0,0,180
115397.0,5,61,0,0,0,0,5
115398.0,47,142,0,0,0,0,47
115401.0,29,65,0,0,0,0,29
115403.0,2,19,0,0,0,0,2
115408.0,0,0,0,0,0,0,0
115416.0,63,168,0,0,0,0,63
115418.0,122,320,0,0,0,0,122
115421.0,17,63,3,0,0,3,20
115423.0,63,203,0,0,0,0,63
115424.0,44,109,5,0,0,5,49
115430.0,6,27,7,0,0,7,13
115431.0,162,552,0,0,0,0,162
115432.0,29,49,0,0,0,0,29
115433.0,75,228,0,0,0,0,75
115434.0,38,105,0,0,0,0,38
115435.0,39,101,0,0,0,0,39
115436.0,69,113,0,0,0,0,69
115437.0,36,63,1,0,0,1,37
115438.0,0,0,0,0,0,0,0
115442.0,37,139,6,0,0,6,43
115443.0,1137,2189,0,0,0,0,1137
115446.0,37,97,0,0,0,0,37
115454.0,30,66,0,0,0,0,30
115455.0,50,129,0,0,0,0,50
115457.0,0,0,0,0,0,0,0
115458.0,128,292,0,0,0,0,128
115462.0,79,316,0,0,0,0,79
115463.0,85,155,0,0,0,0,85
115471.0,48,187,0,0,0,0,48
115473.0,81,194,0,0,0,0,81
115475.0,0,0,0,0,0,0,0
115481.0,23,76,0,0,0,0,23
115483.0,98,351,88,0,0,88,186
115484.0,40,124,0,0,0,0,40
115492.0,43,122,8,0,0,8,51
115493.0,65,100,0,0,0,0,65
115494.0,39,119,0,0,0,0,39
115497.0,47,172,0,0,0,0,47
115499.0,41,172,0,0,0,0,41
115501.0,81,301,0,0,0,0,81
115502.0,40,139,0,0,0,0,40
115503.0,55,193,0,0,0,0,55
115504.0,318,735,0,0,0,0,318
115506.0,57,728,535,0,535,0,592
115507.0,99,334,0,0,0,0,99
115508.0,107,263,1,0,0,1,108
115510.0,0,0,0,0,0,0,0
115511.0,105,276,0,0,0,0,105
115514.0,119,216,0,0,0,0,119
115515.0,75,223,0,0,0,0,75
115516.0,28,55,0,0,0,0,28
115517.0,50,152,0,0,0,0,50
115518.0,65,168,1,0,0,1,66
115519.0,649,1335,7,0,0,7,656
