MAZ,num_hh,total_pop,gq_pop,gq_military,gq_university,gq_other,numhh_gq
10323.0,62,158,0,0,0,0,62
10324.0,64,149,0,0,0,0,64
10325.0,53,115,0,0,0,0,53
10326.0,66,171,0,0,0,0,66
10327.0,81,209,0,0,0,0,81
10328.0,62,166,0,0,0,0,62
10329.0,65,157,0,0,0,0,65
10330.0,66,168,0,0,0,0,66
10331.0,76,192,0,0,0,0,76
10333.0,86,199,0,0,0,0,86
10334.0,148,276,0,0,0,0,148
10335.0,145,313,0,0,0,0,145
10336.0,64,137,0,0,0,0,64
10337.0,59,158,0,0,0,0,59
10338.0,75,174,0,0,0,0,75
10340.0,74,170,0,0,0,0,74
10341.0,63,169,0,0,0,0,63
10344.0,93,216,0,0,0,0,93
10347.0,19,56,0,0,0,0,19
10349.0,49,141,0,0,0,0,49
10350.0,23,53,0,0,0,0,23
10351.0,30,65,0,0,0,0,30
10352.0,75,201,0,0,0,0,75
10353.0,173,399,0,0,0,0,173
10355.0,153,223,0,0,0,0,153
10358.0,116,232,0,0,0,0,116
10359.0,92,264,0,0,0,0,92
10368.0,81,114,0,0,0,0,81
10369.0,0,0,0,0,0,0,0
10370.0,0,0,0,0,0,0,0
10372.0,122,187,0,0,0,0,122
10373.0,190,247,0,0,0,0,190
10375.0,142,189,0,0,0,0,142
10376.0,160,288,0,0,0,0,160
10377.0,0,0,0,0,0,0,0
10378.0,164,286,0,0,0,0,164
10380.0,543,1129,0,0,0,0,543
10384.0,76,169,0,0,0,0,76
10385.0,153,262,0,0,0,0,153
10386.0,100,185,0,0,0,0,100
10388.0,698,1340,172,0,172,0,870
10390.0,348,599,0,0,0,0,348
10392.0,167,291,0,0,0,0,167
10394.0,103,193,1,0,0,1,104
10395.0,0,0,0,0,0,0,0
10398.0,449,704,50,0,0,50,499
10399.0,14,47,0,0,0,0,14
10400.0,79,182,0,0,0,0,79
10401.0,197,346,0,0,0,0,197
10402.0,21,69,0,0,0,0,21
10403.0,85,202,0,0,0,0,85
10405.0,87,175,0,0,0,0,87
10411.0,49,232,0,0,0,0,49
10413.0,152,277,0,0,0,0,152
10414.0,133,291,0,0,0,0,133
10416.0,130,249,0,0,0,0,130
10417.0,122,233,0,0,0,0,122
10418.0,141,257,0,0,0,0,141
10419.0,134,235,0,0,0,0,134
10420.0,116,221,0,0,0,0,116
10421.0,63,121,0,0,0,0,63
10424.0,55,199,0,0,0,0,55
10425.0,89,191,0,0,0,0,89
10427.0,22,82,0,0,0,0,22
10428.0,28,65,0,0,0,0,28
10429.0,56,143,0,0,0,0,56
10430.0,52,150,0,0,0,0,52
10431.0,31,73,0,0,0,0,31
10432.0,54,201,12,0,0,12,66
10433.0,42,226,0,0,0,0,42
10434.0,42,106,0,0,0,0,42
10435.0,45,120,0,0,0,0,45
10436.0,64,169,0,0,0,0,64
10437.0,59,197,0,0,0,0,59
10438.0,165,476,0,0,0,0,165
10440.0,43,142,0,0,0,0,43
10441.0,87,269,0,0,0,0,87
10443.0,62,169,0,0,0,0,62
10444.0,47,136,0,0,0,0,47
10445.0,231,751,0,0,0,0,231
10446.0,97,352,0,0,0,0,97
10447.0,0,0,0,0,0,0,0
10450.0,34,66,0,0,0,0,34
10452.0,36,128,0,0,0,0,36
10454.0,551,1048,182,0,0,182,733
10455.0,16,26,9,0,0,9,25
10456.0,566,1642,845,0,0,845,1411
10457.0,196,432,80,0,0,80,276
10458.0,25,37,0,0,0,0,25
10460.0,37,46,1,0,0,1,38
10462.0,240,440,0,0,0,0,240
10463.0,36,127,0,0,0,0,36
10464.0,45,144,0,0,0,0,45
10466.0,68,194,0,0,0,0,68
10467.0,57,171,0,0,0,0,57
10468.0,124,251,0,0,0,0,124
10469.0,80,169,0,0,0,0,80
10470.0,88,254,0,0,0,0,88
10472.0,37,104,0,0,0,0,37
10473.0,76,151,0,0,0,0,76
10474.0,111,208,0,0,0,0,111
10476.0,0,88,88,0,0,88,88
10477.0,70,154,0,0,0,0,70
10482.0,0,10,10,0,0,10,10
10483.0,0,3,3,0,0,3,3
10484.0,166,306,0,0,0,0,166
10486.0,149,276,0,0,0,0,149
10487.0,187,288,0,0,0,0,187
10488.0,54,95,0,0,0,0,54
10489.0,141,186,0,0,0,0,141
10490.0,232,352,0,0,0,0,232
10493.0,191,286,0,0,0,0,191
10494.0,76,141,26,0,8,18,102
10496.0,203,295,0,0,0,0,203
10498.0,204,357,0,0,0,0,204
10499.0,247,334,0,0,0,0,247
10501.0,214,351,0,0,0,0,214
10503.0,145,265,0,0,0,0,145
10504.0,93,196,0,0,0,0,93
10507.0,102,174,0,0,0,0,102
10508.0,82,168,0,0,0,0,82
10509.0,102,173,0,0,0,0,102
10512.0,913,1435,0,0,0,0,913
10514.0,137,230,4,0,0,4,141
10515.0,124,242,44,0,0,44,168
10517.0,53,101,6,0,0,6,59
10518.0,125,216,0,0,0,0,125
10519.0,60,151,0,0,0,0,60
10520.0,0,0,0,0,0,0,0
10523.0,160,292,0,0,0,0,160
10524.0,82,192,0,0,0,0,82
10525.0,85,183,0,0,0,0,85
10526.0,112,245,0,0,0,0,112
10527.0,149,271,0,0,0,0,149
10528.0,67,200,0,0,0,0,67
10529.0,76,167,0,0,0,0,76
10530.0,60,168,5,0,0,5,65
10532.0,413,554,0,0,0,0,413
10535.0,183,304,0,0,0,0,183
10536.0,102,195,0,0,0,0,102
10538.0,97,188,0,0,0,0,97
10539.0,88,158,4,0,0,4,92
10540.0,94,147,0,0,0,0,94
10541.0,93,196,0,0,0,0,93
10542.0,52,126,0,0,0,0,52
10543.0,128,283,0,0,0,0,128
10544.0,56,96,0,0,0,0,56
10546.0,36,107,0,0,0,0,36
10547.0,31,82,0,0,0,0,31
10549.0,10,15,0,0,0,0,10
10551.0,56,101,0,0,0,0,56
10552.0,64,100,4,0,0,4,68
10553.0,161,270,0,0,0,0,161
10554.0,218,410,0,0,0,0,218
10555.0,233,358,0,0,0,0,233
10564.0,106,153,0,0,0,0,106
10566.0,69,140,7,0,0,7,76
10567.0,154,256,0,0,0,0,154
10572.0,0,2,2,0,0,2,2
10573.0,150,201,0,0,0,0,150
10575.0,0,0,0,0,0,0,0
10576.0,73,200,0,0,0,0,73
10581.0,0,0,0,0,0,0,0
10582.0,0,0,0,0,0,0,0
10585.0,96,197,0,0,0,0,96
10586.0,107,230,0,0,0,0,107
10587.0,139,340,0,0,0,0,139
10590.0,122,340,0,0,0,0,122
10593.0,0,0,0,0,0,0,0
10594.0,98,183,2,0,0,2,100
10595.0,113,172,0,0,0,0,113
10596.0,140,216,0,0,0,0,140
10597.0,21,65,0,0,0,0,21
10598.0,62,121,0,0,0,0,62
10600.0,0,0,0,0,0,0,0
10601.0,156,194,21,0,0,21,177
10602.0,163,265,0,0,0,0,163
10604.0,75,134,0,0,0,0,75
10605.0,43,113,0,0,0,0,43
10606.0,85,157,0,0,0,0,85
10607.0,51,164,0,0,0,0,51
10608.0,60,148,0,0,0,0,60
10609.0,0,0,0,0,0,0,0
10610.0,25,100,0,0,0,0,25
10611.0,121,174,0,0,0,0,121
10612.0,338,624,0,0,0,0,338
10613.0,43,100,0,0,0,0,43
10614.0,88,139,0,0,0,0,88
10627.0,45,123,0,0,0,0,45
10628.0,35,89,0,0,0,0,35
10632.0,112,171,0,0,0,0,112
10635.0,76,162,15,0,0,15,91
10637.0,120,225,0,0,0,0,120
10642.0,31,101,0,0,0,0,31
10646.0,143,217,0,0,0,0,143
10649.0,288,450,0,0,0,0,288
10650.0,329,593,0,0,0,0,329
10654.0,73,98,0,0,0,0,73
10655.0,38,125,18,0,0,18,56
10658.0,0,0,0,0,0,0,0
10659.0,51,227,50,0,0,50,101
10660.0,37,173,18,0,0,18,55
10665.0,54,139,0,0,0,0,54
10666.0,39,85,0,0,0,0,39
10667.0,34,137,0,0,0,0,34
10668.0,72,153,0,0,0,0,72
10669.0,71,188,0,0,0,0,71
10670.0,89,186,0,0,0,0,89
10671.0,89,190,16,0,0,16,105
10675.0,1679,2417,89,0,0,89,1768
10677.0,88,132,0,0,0,0,88
10680.0,25,116,20,0,0,20,45
10681.0,140,285,0,0,0,0,140
10683.0,22,63,0,0,0,0,22
10684.0,31,72,0,0,0,0,31
10685.0,45,90,0,0,0,0,45
10686.0,27,78,0,0,0,0,27
10693.0,111,180,0,0,0,0,111
10695.0,94,178,0,0,0,0,94
10696.0,0,0,0,0,0,0,0
10697.0,105,216,5,0,0,5,110
10698.0,123,250,0,0,0,0,123
10699.0,82,151,12,0,0,12,94
10700.0,20,93,2,0,0,2,22
10701.0,59,148,0,0,0,0,59
10702.0,2,28,0,0,0,0,2
10703.0,0,1,0,0,0,0,0
10704.0,47,81,0,0,0,0,47
10705.0,61,130,0,0,0,0,61
10706.0,117,262,43,0,0,43,160
10707.0,65,243,0,0,0,0,65
10708.0,73,235,0,0,0,0,73
10711.0,44,151,0,0,0,0,44
10713.0,72,217,0,0,0,0,72
10714.0,76,276,0,0,0,0,76
10716.0,39,131,0,0,0,0,39
10717.0,68,200,0,0,0,0,68
10718.0,70,248,0,0,0,0,70
10720.0,62,206,0,0,0,0,62
10721.0,54,173,0,0,0,0,54
10722.0,72,231,0,0,0,0,72
10724.0,195,318,0,0,0,0,195
10725.0,66,205,0,0,0,0,66
10726.0,122,339,0,0,0,0,122
10727.0,38,88,0,0,0,0,38
10728.0,39,106,0,0,0,0,39
10731.0,0,0,0,0,0,0,0
10734.0,168,405,0,0,0,0,168
10735.0,0,0,0,0,0,0,0
10736.0,10,19,0,0,0,0,10
10743.0,50,147,0,0,0,0,50
10744.0,110,296,0,0,0,0,110
10745.0,67,113,0,0,0,0,67
10750.0,35,105,0,0,0,0,35
10751.0,61,132,0,0,0,0,61
10753.0,53,152,0,0,0,0,53
10754.0,58,150,0,0,0,0,58
10756.0,59,212,0,0,0,0,59
10760.0,67,185,0,0,0,0,67
10761.0,59,163,0,0,0,0,59
10762.0,166,339,0,0,0,0,166
10763.0,130,265,0,0,0,0,130
10764.0,150,368,0,0,0,0,150
10765.0,68,131,0,0,0,0,68
10766.0,59,106,0,0,0,0,59
10767.0,62,152,9,0,0,9,71
10768.0,145,253,0,0,0,0,145
10769.0,37,179,109,0,0,109,146
10770.0,205,355,0,0,0,0,205
10771.0,152,277,0,0,0,0,152
10772.0,99,207,0,0,0,0,99
10773.0,136,232,0,0,0,0,136
10774.0,105,249,0,0,0,0,105
10775.0,65,124,0,0,0,0,65
10776.0,25,85,0,0,0,0,25
10780.0,34,71,0,0,0,0,34
10782.0,68,138,0,0,0,0,68
10783.0,49,149,0,0,0,0,49
10786.0,29,66,0,0,0,0,29
10787.0,0,19,0,0,0,0,0
10790.0,40,110,0,0,0,0,40
10791.0,44,94,6,0,0,6,50
10793.0,318,496,0,0,0,0,318
10795.0,48,189,0,0,0,0,48
10798.0,34,137,11,0,0,11,45
10801.0,101,261,0,0,0,0,101
10803.0,135,398,0,0,0,0,135
10805.0,27,65,0,0,0,0,27
10806.0,44,95,0,0,0,0,44
10809.0,4,42,0,0,0,0,4
10810.0,98,292,20,0,0,20,118
10811.0,54,231,0,0,0,0,54
10812.0,41,200,3,0,0,3,44
10813.0,50,132,7,0,0,7,57
10814.0,208,655,0,0,0,0,208
10817.0,52,171,0,0,0,0,52
10818.0,53,170,0,0,0,0,53
10819.0,69,269,0,0,0,0,69
10822.0,2,12,0,0,0,0,2
10823.0,40,100,0,0,0,0,40
10834.0,103,217,0,0,0,0,103
10835.0,67,180,31,0,0,31,98
10837.0,151,301,0,0,0,0,151
10838.0,119,273,0,0,0,0,119
10839.0,0,0,0,0,0,0,0
10840.0,0,0,0,0,0,0,0
10843.0,54,105,0,0,0,0,54
10847.0,80,117,0,0,0,0,80
10848.0,96,189,6,0,0,6,102
10849.0,106,191,0,0,0,0,106
10850.0,88,156,0,0,0,0,88
10851.0,98,228,0,0,0,0,98
10852.0,117,194,0,0,0,0,117
10853.0,229,483,0,0,0,0,229
10854.0,31,154,0,0,0,0,31
10856.0,223,437,0,0,0,0,223
10857.0,175,347,0,0,0,0,175
10858.0,60,102,0,0,0,0,60
10859.0,84,192,0,0,0,0,84
10860.0,47,173,0,0,0,0,47
10861.0,37,115,0,0,0,0,37
10863.0,708,1359,56,0,0,56,764
10864.0,20,80,0,0,0,0,20
10865.0,54,180,0,0,0,0,54
10866.0,51,188,0,0,0,0,51
10867.0,59,176,0,0,0,0,59
10868.0,35,109,0,0,0,0,35
10871.0,256,502,19,0,0,19,275
10873.0,54,171,0,0,0,0,54
10874.0,161,381,0,0,0,0,161
10876.0,53,104,0,0,0,0,53
10877.0,109,160,0,0,0,0,109
10878.0,48,103,0,0,0,0,48
10879.0,78,185,0,0,0,0,78
10881.0,76,211,5,0,0,5,81
10882.0,61,180,0,0,0,0,61
10883.0,98,231,0,0,0,0,98
10884.0,138,272,0,0,0,0,138
10885.0,0,34,0,0,0,0,0
10886.0,63,159,0,0,0,0,63
10887.0,152,296,0,0,0,0,152
10889.0,106,209,0,0,0,0,106
10890.0,56,109,0,0,0,0,56
10891.0,62,150,0,0,0,0,62
10892.0,150,271,0,0,0,0,150
10893.0,100,210,0,0,0,0,100
10894.0,94,237,0,0,0,0,94
10895.0,210,344,0,0,0,0,210
10896.0,169,282,0,0,0,0,169
10897.0,65,163,0,0,0,0,65
10898.0,60,160,0,0,0,0,60
10899.0,81,163,11,0,0,11,92
10900.0,61,153,10,0,0,10,71
10901.0,85,175,11,0,0,11,96
10902.0,92,180,0,0,0,0,92
10904.0,176,305,0,0,0,0,176
10906.0,147,303,0,0,0,0,147
10907.0,78,125,1,0,0,1,79
10908.0,120,248,0,0,0,0,120
10909.0,128,239,0,0,0,0,128
10910.0,98,207,0,0,0,0,98
10911.0,112,220,14,0,0,14,126
10912.0,118,197,0,0,0,0,118
10913.0,55,122,0,0,0,0,55
10914.0,77,161,0,0,0,0,77
10915.0,67,118,0,0,0,0,67
10916.0,42,104,0,0,0,0,42
10917.0,36,86,0,0,0,0,36
10920.0,0,0,0,0,0,0,0
10922.0,30,82,15,0,0,15,45
10924.0,63,128,0,0,0,0,63
10925.0,73,163,0,0,0,0,73
10927.0,238,403,0,0,0,0,238
10929.0,69,159,0,0,0,0,69
10930.0,138,234,0,0,0,0,138
10933.0,35,119,0,0,0,0,35
10934.0,27,61,0,0,0,0,27
10936.0,48,138,0,0,0,0,48
10937.0,96,356,0,0,0,0,96
10938.0,50,219,0,0,0,0,50
10939.0,46,149,0,0,0,0,46
10940.0,41,98,0,0,0,0,41
10941.0,62,221,0,0,0,0,62
10944.0,32,98,12,0,0,12,44
10947.0,138,355,0,0,0,0,138
10948.0,350,700,0,0,0,0,350
10950.0,315,373,0,0,0,0,315
10951.0,290,433,0,0,0,0,290
10955.0,59,157,0,0,0,0,59
10956.0,61,150,0,0,0,0,61
10957.0,37,86,0,0,0,0,37
10958.0,64,120,0,0,0,0,64
10959.0,124,912,678,0,609,69,802
10961.0,112,207,0,0,0,0,112
10962.0,118,189,0,0,0,0,118
10964.0,46,92,10,0,0,10,56
10965.0,102,219,19,0,0,19,121
10966.0,245,426,0,0,0,0,245
10967.0,86,144,0,0,0,0,86
10970.0,54,102,0,0,0,0,54
10972.0,1,70,56,0,0,56,57
10975.0,102,302,29,0,0,29,131
10976.0,83,178,0,0,0,0,83
10977.0,62,219,0,0,0,0,62
10978.0,54,141,0,0,0,0,54
10982.0,63,103,0,0,0,0,63
10983.0,57,177,0,0,0,0,57
10984.0,75,135,0,0,0,0,75
10985.0,115,220,0,0,0,0,115
10986.0,93,169,0,0,0,0,93
10989.0,131,164,0,0,0,0,131
10990.0,115,202,0,0,0,0,115
10991.0,171,264,0,0,0,0,171
10992.0,128,230,0,0,0,0,128
10993.0,155,245,18,0,0,18,173
10994.0,112,218,0,0,0,0,112
10995.0,117,202,0,0,0,0,117
10996.0,283,470,36,0,36,0,319
10997.0,110,207,0,0,0,0,110
10999.0,94,169,0,0,0,0,94
11001.0,109,243,0,0,0,0,109
11002.0,20,78,0,0,0,0,20
11004.0,96,201,0,0,0,0,96
11005.0,91,195,0,0,0,0,91
11006.0,98,216,0,0,0,0,98
11008.0,191,285,0,0,0,0,191
11011.0,0,0,0,0,0,0,0
11013.0,0,0,0,0,0,0,0
11014.0,0,0,0,0,0,0,0
11015.0,36,70,0,0,0,0,36
11018.0,61,167,5,0,0,5,66
11021.0,89,205,0,0,0,0,89
11026.0,457,911,32,0,32,0,489
11027.0,90,142,0,0,0,0,90
11028.0,98,166,0,0,0,0,98
11031.0,0,0,0,0,0,0,0
11033.0,2,14,12,0,0,12,14
11038.0,0,0,0,0,0,0,0
11039.0,97,288,0,0,0,0,97
11041.0,45,134,0,0,0,0,45
11042.0,56,152,0,0,0,0,56
11044.0,55,169,2,0,0,2,57
11046.0,100,263,0,0,0,0,100
11051.0,77,161,7,0,0,7,84
11055.0,85,207,0,0,0,0,85
11056.0,68,203,7,0,0,7,75
11059.0,124,184,0,0,0,0,124
11060.0,69,171,0,0,0,0,69
11062.0,78,167,0,0,0,0,78
11063.0,108,219,9,0,0,9,117
11064.0,128,221,0,0,0,0,128
11065.0,8,91,89,0,89,0,97
11067.0,146,229,0,0,0,0,146
11068.0,128,229,0,0,0,0,128
11071.0,882,1220,29,0,0,29,911
11073.0,244,989,0,0,0,0,244
11074.0,0,0,0,0,0,0,0
11075.0,288,646,0,0,0,0,288
11079.0,153,242,0,0,0,0,153
11080.0,85,152,0,0,0,0,85
11081.0,93,166,0,0,0,0,93
11082.0,115,230,24,0,0,24,139
11083.0,196,475,0,0,0,0,196
11085.0,97,169,0,0,0,0,97
11086.0,0,9,9,0,0,9,9
11087.0,81,140,0,0,0,0,81
11090.0,248,363,0,0,0,0,248
11092.0,147,290,0,0,0,0,147
11093.0,401,566,0,0,0,0,401
11094.0,102,200,0,0,0,0,102
11095.0,158,241,0,0,0,0,158
11096.0,81,148,0,0,0,0,81
11097.0,75,135,0,0,0,0,75
11098.0,72,149,0,0,0,0,72
11099.0,67,133,0,0,0,0,67
11100.0,73,163,0,0,0,0,73
11101.0,60,164,0,0,0,0,60
11102.0,79,151,0,0,0,0,79
11103.0,100,170,0,0,0,0,100
11104.0,79,174,0,0,0,0,79
11106.0,45,155,0,0,0,0,45
11107.0,57,142,0,0,0,0,57
11108.0,92,164,0,0,0,0,92
11109.0,65,138,0,0,0,0,65
11118.0,174,287,0,0,0,0,174
11120.0,63,123,0,0,0,0,63
11121.0,239,391,0,0,0,0,239
11122.0,268,510,0,0,0,0,268
11125.0,155,254,0,0,0,0,155
11127.0,119,188,0,0,0,0,119
11128.0,0,0,0,0,0,0,0
11129.0,0,3,3,0,0,3,3
11130.0,0,2,2,0,0,2,2
11132.0,221,518,0,0,0,0,221
11133.0,46,108,0,0,0,0,46
11134.0,131,200,0,0,0,0,131
11135.0,157,364,0,0,0,0,157
11136.0,73,179,0,0,0,0,73
11138.0,103,147,0,0,0,0,103
11139.0,265,407,0,0,0,0,265
11145.0,31,67,0,0,0,0,31
11146.0,48,90,0,0,0,0,48
11147.0,25,47,0,0,0,0,25
11148.0,55,120,0,0,0,0,55
11149.0,2,6,6,0,0,6,8
11150.0,167,308,0,0,0,0,167
11151.0,265,337,0,0,0,0,265
11152.0,181,271,0,0,0,0,181
11153.0,215,296,0,0,0,0,215
11154.0,121,228,0,0,0,0,121
11155.0,131,174,0,0,0,0,131
11156.0,175,201,0,0,0,0,175
11157.0,86,182,0,0,0,0,86
11159.0,90,184,0,0,0,0,90
11160.0,171,281,0,0,0,0,171
11162.0,87,150,0,0,0,0,87
11163.0,57,128,0,0,0,0,57
11164.0,68,147,0,0,0,0,68
11165.0,66,131,0,0,0,0,66
11166.0,100,177,0,0,0,0,100
11167.0,56,161,0,0,0,0,56
11168.0,85,147,6,0,0,6,91
11169.0,106,163,0,0,0,0,106
11171.0,98,195,0,0,0,0,98
11172.0,411,537,0,0,0,0,411
11173.0,127,113,0,0,0,0,127
11174.0,90,199,2,0,0,2,92
11175.0,84,180,0,0,0,0,84
11176.0,66,164,0,0,0,0,66
11177.0,77,213,0,0,0,0,77
11178.0,61,194,0,0,0,0,61
11179.0,65,169,0,0,0,0,65
11180.0,55,133,0,0,0,0,55
