MAZ_NODE,numhh_gq,gq_type_univ,gq_type_noninst
323277,59,0,0
323279,83,0,0
323285,30,0,0
323286,45,0,0
323287,52,0,0
323288,0,0,0
323289,6,0,0
323293,28,0,0
323296,18,0,0
323297,35,0,0
323308,1,0,0
323309,37,0,0
323310,147,0,0
323322,0,0,0
323327,45,0,0
323329,103,0,0
323330,29,0,0
323331,0,0,0
323340,68,0,0
323343,22,0,0
323346,740,0,0
323349,102,0,0
323350,64,0,0
323368,250,0,30
323371,78,0,0
323373,37,0,0
323378,0,0,0
323380,11,0,0
323384,65,0,0
323395,10,0,0
323396,28,0,0
323397,16,0,0
323413,0,0,0
323414,79,0,0
323417,28,0,0
323418,89,0,0
323419,14,0,0
323421,73,0,0
323422,33,0,0
323428,27,0,0
323431,61,0,0
323432,27,0,0
323438,2,0,0
323447,49,0,0
323454,49,0,0
323456,41,0,0
323458,71,0,0
323460,31,0,0
323461,0,0,0
323462,54,0,0
323465,74,0,0
323472,36,0,0
323488,3,0,0
323490,0,0,0
323493,6,0,0
323498,0,0,0
323500,120,0,0
323503,25,0,0
323506,0,0,0
323509,0,0,0
323519,158,0,0
323522,43,0,0
323526,49,0,0
323527,97,0,0
323529,0,0,0
323531,315,0,23
323533,382,0,0
323535,50,0,0
323543,39,0,0
323554,14,0,0
323555,110,0,0
323556,88,0,0
323558,45,0,0
323560,511,0,160
323565,0,0,0
323567,81,0,2
323574,50,0,25
323575,33,0,2
323577,30,0,0
323578,106,0,0
323579,26,0,0
323580,46,0,0
323582,44,0,0
323583,30,0,0
323585,64,0,0
323588,77,0,0
323589,140,0,0
323592,78,0,0
323593,0,0,0
323594,631,0,0
323599,149,0,4
323603,59,0,0
323607,182,0,0
323609,26,0,0
323610,64,0,0
323615,76,0,0
323616,29,0,0
323617,36,0,0
323618,68,0,0
323619,16,0,0
323620,56,0,0
323621,25,0,0
323622,50,0,0
323625,82,0,0
323626,170,0,0
323627,40,0,0
323629,46,0,0
323630,83,0,0
323641,48,0,0
323642,27,0,27
323648,4,0,0
323649,52,0,0
323652,71,0,0
323657,2,0,0
323662,13,0,0
323665,53,0,0
323667,67,0,0
323668,57,0,0
323669,117,0,0
323670,95,0,0
323672,931,0,0
323674,48,0,0
323676,38,0,0
323678,54,0,0
323679,130,0,20
323680,335,183,19
323681,32,0,0
323684,114,0,0
323685,186,0,0
323686,85,0,0
323687,1519,1421,28
323688,117,0,0
323692,37,0,0
323693,0,0,0
323695,73,0,0
323698,28,0,0
323700,24,0,0
323702,0,0,0
323703,51,0,0
323704,40,0,0
323705,107,0,0
323710,28,0,0
323711,48,0,0
323733,328,0,0
323736,52,0,0
323738,39,0,0
323742,44,0,0
323743,38,0,0
323745,22,0,0
323746,40,0,0
323747,63,0,0
323754,53,0,0
323758,21,0,5
323769,62,0,0
323770,62,0,0
323772,119,0,0
323777,14,0,0
323779,1,0,0
323780,21,0,0
323782,0,0,0
323785,0,0,0
323789,253,0,0
323790,48,0,0
323794,18,0,0
323801,29,0,0
323804,161,0,0
323805,53,0,13
323807,9,0,9
323808,15,0,0
323809,26,0,0
323810,96,0,0
323811,130,0,0
323812,39,0,0
323813,37,0,0
323814,83,0,83
323815,0,0,0
323817,28,0,0
323818,27,0,0
323820,35,0,0
323822,23,0,0
323825,331,0,0
323826,28,0,0
323828,90,72,9
323830,136,0,0
323831,27,0,0
323832,55,0,0
323834,255,0,12
323845,13,0,0
323847,52,0,0
323849,50,0,0
323850,35,0,0
323852,43,0,0
323854,29,0,20
323866,50,0,0
323873,42,0,0
323878,1,0,0
323891,26,0,0
323902,3,0,0
323903,46,0,0
323906,42,0,0
323907,46,0,0
323908,53,0,0
323909,78,0,0
323912,21,0,0
323913,44,0,0
323915,36,0,0
323919,159,0,7
323920,33,0,0
323923,73,0,0
323930,52,0,0
323933,0,0,0
323935,82,0,0
323937,44,0,0
323940,182,0,0
323943,46,0,0
323953,73,0,0
323957,68,0,0
323962,31,0,0
323963,80,0,0
323967,15,0,0
323974,117,0,0
323975,112,0,112
323976,27,0,0
323982,42,0,0
323986,0,0,0
323987,0,0,0
323989,42,0,0
323994,44,0,0
323995,48,0,0
323996,0,0,0
323997,188,0,0
323998,119,0,0
324000,37,0,0
324002,20,0,0
324005,54,0,0
324007,55,0,0
324015,30,0,0
324025,0,0,0
324027,53,0,0
324032,69,0,0
324035,40,0,0
324040,28,0,0
324041,20,0,5
324043,40,0,0
324046,28,0,1
324059,89,0,0
324069,25,0,0
324070,23,0,0
324073,27,0,0
324074,34,0,0
324078,4,0,0
324079,36,0,0
324081,37,0,0
324082,40,0,5
324085,26,0,0
324094,0,0,0
324098,100,0,0
324106,52,0,0
324108,37,0,0
324109,99,0,0
324110,48,0,0
324114,54,0,0
324117,43,0,0
324119,53,0,0
324121,69,0,0
324122,119,0,0
324127,24,0,0
324135,72,0,0
324136,92,0,0
324151,65,0,0
324155,54,0,0
324160,41,0,0
324165,125,35,0
324169,31,0,0
324172,122,0,0
324174,80,0,0
324178,11,0,0
324181,36,0,0
324184,63,0,0
324189,51,0,0
324191,20,0,0
324194,26,0,0
324195,29,0,0
324197,35,0,1
324199,28,0,0
324201,33,0,0
324202,40,0,0
324203,79,0,15
324213,31,0,0
324217,774,0,14
324228,30,0,0
324235,131,0,0
324236,126,0,0
324241,164,0,0
324243,0,0,0
324258,62,0,0
324268,50,0,0
324269,28,0,0
324270,47,0,0
324289,9,0,0
324291,16,0,0
324293,46,0,0
324295,89,0,0
324297,51,0,0
324299,93,0,0
324300,102,0,0
324304,54,0,0
324305,56,0,0
324306,70,0,0
324307,59,0,0
324309,50,0,0
324311,97,0,0
324312,29,0,0
324315,95,0,0
324317,0,0,0
324318,7,0,0
324319,53,0,6
324321,45,0,0
324322,53,0,0
324323,35,0,0
324326,38,0,0
324327,33,0,0
324329,51,0,18
324330,79,0,0
324331,43,0,0
324332,43,0,0
324333,67,0,0
324334,29,0,0
324336,135,0,0
324345,24,0,0
324349,230,0,230
324350,5,0,0
324354,27,0,0
324356,178,0,89
324360,79,0,0
324367,34,0,0
324368,57,0,0
324370,80,0,18
324372,58,0,0
324373,36,0,0
324375,71,0,0
324376,196,122,0
324378,99,26,0
324379,46,0,0
324380,22,0,0
324381,355,336,0
324382,43,0,0
324383,32,0,0
324384,55,0,0
324385,47,0,0
324386,5,0,0
324388,95,0,0
324389,52,0,0
324390,26,0,0
324392,26,0,0
324398,65,0,0
324401,73,0,8
324404,69,0,0
324409,90,0,0
324411,191,0,5
324424,27,0,0
324425,76,0,0
324426,56,0,0
324429,40,0,0
324430,39,0,0
324435,15,0,0
324437,46,0,0
324439,18,0,0
324441,0,0,0
324443,37,0,0
324444,196,0,0
324446,26,0,0
324450,434,0,0
324451,3,0,0
324466,63,0,0
324467,9,0,0
324468,84,0,0
324486,86,0,0
324488,64,0,0
324489,0,0,0
324490,1,0,0
324492,321,0,0
324494,16,0,16
324496,0,0,0
324498,0,0,0
324501,59,0,11
324505,146,0,0
324510,41,0,0
324511,72,0,0
324512,66,0,0
324513,52,0,0
324514,69,0,0
324516,70,0,0
324518,65,0,0
324519,75,0,0
324522,158,0,0
324527,63,0,0
324531,56,0,0
324532,49,0,0
324536,34,0,0
324538,182,0,174
324542,43,0,0
324543,254,204,25
324547,59,0,0
324548,91,0,0
324549,76,0,0
324554,53,0,0
324558,16,0,0
324564,0,0,0
324565,78,0,0
324574,0,0,0
324576,0,0,0
324578,338,0,32
324582,72,0,0
324586,1,0,0
324590,55,0,0
324595,96,0,0
324596,52,0,15
324599,154,0,29
324609,47,0,0
324610,20,0,0
324611,53,0,0
324615,160,0,0
324617,38,0,0
324618,135,0,0
324625,46,0,0
324626,34,0,0
324628,18,0,0
324630,21,0,0
324636,7,0,0
324637,22,0,0
324642,39,0,0
324644,52,0,0
324647,97,0,0
324651,25,0,0
324652,29,0,0
324661,92,0,0
324665,0,0,0
324667,139,0,36
324673,19,0,0
324685,47,0,0
324688,125,0,0
324689,53,0,2
324690,48,0,0
324692,47,0,0
324696,101,0,0
324701,82,0,0
324704,25,0,0
324710,0,0,0
324713,63,0,0
324719,56,0,0
324724,51,0,0
324726,34,0,0
324728,38,0,0
324730,37,0,0
324740,34,0,0
324745,62,0,8
324764,33,0,0
324766,32,0,0
324767,32,0,0
324769,363,0,56
324771,45,0,0
324776,3,0,0
324778,104,0,0
324782,27,0,0
324785,15,0,0
324788,61,0,0
324791,50,0,17
324796,24,0,0
324799,54,0,0
324802,143,0,139
324809,51,0,51
324810,20,0,0
324811,37,0,0
324814,27,0,0
324816,43,0,0
324819,116,0,0
324825,31,0,0
324826,56,0,0
324828,54,0,0
324832,45,0,0
324833,122,0,0
324834,68,0,0
324838,47,0,0
324839,204,0,0
324840,487,0,0
324841,54,0,0
324849,25,0,0
324851,92,0,0
324854,112,0,0
324856,50,0,0
324859,140,0,0
324866,118,35,0
324867,64,0,0
324870,0,0,0
324875,25,0,0
324876,40,0,0
324879,31,0,0
324882,26,0,0
324888,19,0,0
324890,157,0,0
324895,35,0,0
324899,50,0,0
324901,22,0,0
324902,6,0,0
324904,77,0,0
324906,11,0,0
324908,44,0,0
324912,238,0,82
324934,110,0,0
324935,1,0,0
324938,245,0,0
324939,118,0,0
324941,37,0,0
324943,69,0,0
324947,100,0,0
324948,0,0,0
324949,106,0,0
324951,251,0,17
324954,38,0,0
324958,70,0,0
324960,41,0,0
324968,127,0,0
324978,190,0,0
324991,66,0,12
324992,80,0,0
324993,15,0,0
324994,60,0,0
325002,71,0,0
325005,62,0,0
325006,18,0,7
325014,82,0,0
325015,37,0,0
325016,13,0,0
325018,27,0,10
325022,59,0,0
325023,20,0,0
325024,67,0,0
325029,0,0,0
325032,34,0,0
325035,1016,0,63
325038,0,0,0
325042,98,0,79
325044,94,0,0
325046,68,0,0
325055,68,0,0
325056,45,0,0
325059,61,0,0
325060,54,0,0
325065,43,0,13
325066,82,0,0
325068,13,0,0
325069,98,0,10
325071,122,0,22
325073,156,0,8
325074,187,0,50
325076,6,0,0
325077,31,0,0
325080,159,0,0
325082,171,0,0
325083,68,0,0
325084,36,0,0
325094,91,0,8
325105,179,0,0
325116,165,0,0
325121,30,0,0
325125,1530,1259,0
325127,38,0,0
325128,38,0,0
325131,42,0,0
325140,55,0,0
325142,140,0,0
325149,17,0,0
325150,0,0,0
325153,0,0,0
325154,0,0,0
325156,208,0,0
325158,27,0,0
325167,26,0,0
325170,0,0,0
325172,0,0,0
325177,43,0,0
325184,1,0,0
325185,0,0,0
325187,35,0,0
325189,19,0,0
325190,72,0,0
325192,49,0,0
325193,64,0,11
325194,49,0,0
325196,38,0,0
325201,81,0,0
325202,42,0,0
325203,129,0,0
325204,0,0,0
325209,45,0,0
325210,30,0,0
325211,53,0,0
325214,382,82,0
325215,51,0,0
325217,61,0,0
325218,45,0,0
325219,88,0,0
325221,22,0,0
325223,34,0,0
325228,71,0,0
325229,14,0,0
325230,19,0,0
325236,32,0,0
325242,73,0,0
325246,96,0,0
325253,60,0,0
325256,24,0,0
325258,46,0,0
325259,0,0,0
325263,0,0,0
325266,2,0,0
325267,60,0,0
325271,0,0,0
325272,0,0,0
325277,54,0,0
325286,40,0,0
325288,0,0,0
325297,83,0,0
325299,21,0,0
325303,45,0,0
325308,35,0,0
325309,43,0,0
325311,0,0,0
325318,77,0,0
325324,307,0,0
325327,0,0,0
325338,93,0,0
325339,67,0,0
325341,83,0,0
325344,46,0,0
325353,40,0,0
325358,1,0,0
325363,9,0,0
325364,39,0,0
325370,1,0,0
325372,0,0,0
325374,38,0,0
325382,0,0,0
325384,0,0,0
325389,167,0,0
325391,27,0,0
325398,22,0,0
325412,50,0,19
325414,147,0,0
325415,30,0,0
325418,0,0,0
325420,61,0,0
325422,25,0,0
325423,48,0,0
325424,62,0,0
325425,95,0,0
325426,26,0,23
325430,49,0,0
325432,0,0,0
325440,266,0,61
325447,93,0,0
325448,38,0,0
325452,45,0,0
325455,67,0,0
325456,182,0,0
325466,121,0,4
325473,71,0,5
325477,88,0,15
325478,0,0,0
325481,37,0,0
325482,87,0,0
325484,99,0,0
325485,36,0,0
325495,21,0,0
325496,93,0,0
325497,10,0,0
325506,33,0,0
325510,49,0,0
325525,68,0,0
325526,83,0,0
325538,24,0,0
325539,70,0,0
325540,41,0,0
325543,19,0,0
325549,3,0,0
325554,20,0,0
325558,61,0,0
325566,1,0,0
325570,0,0,0
325571,149,0,0
325576,36,0,0
325577,69,0,0
325590,40,0,0
325591,36,0,0
325593,8,0,0
325598,0,0,0
325600,87,0,0
325627,75,0,12
325628,33,0,0
325631,44,0,6
325633,27,0,0
325634,48,0,0
325635,50,0,0
325636,66,0,0
325638,144,0,8
325641,3,0,0
325649,67,0,0
325651,0,0,0
325655,49,0,0
325656,45,0,0
325657,44,0,0
325659,33,0,0
325661,82,0,0
325662,36,0,0
325663,27,0,0
325664,23,0,0
325665,59,0,0
325666,55,0,0
325668,11,0,0
325669,113,0,0
325670,49,0,6
325672,24,0,0
325673,185,0,9
325676,12,0,0
325677,51,0,0
325678,41,0,0
325679,36,0,0
325680,27,0,0
325682,129,0,0
325683,55,0,0
325684,38,0,0
325685,83,0,0
325686,28,0,0
325695,61,0,0
325702,77,0,0
325706,116,0,0
325707,43,0,0
325708,43,0,0
325709,32,0,0
325710,104,0,0
325711,53,0,0
325712,112,0,0
325713,39,0,0
325714,62,0,0
325716,29,0,0
325722,98,0,0
325725,103,0,0
325735,56,0,0
325736,136,0,0
325738,25,0,0
325740,35,0,0
325742,52,0,0
325744,45,0,7
325749,59,0,0
325757,1,0,0
325762,33,0,0
325763,45,0,0
325770,414,0,0
325772,99,0,0
325773,16,0,1
325775,27,0,0
325777,28,0,0
325778,54,0,0
325796,20,0,0
325797,55,0,0
325801,39,0,0
325805,28,0,0
325808,46,0,0
325809,69,0,0
325813,38,0,0
325816,45,0,13
325823,0,0,0
325827,81,0,0
325836,70,0,0
325840,0,0,0
325841,40,0,0
325843,53,0,0
325844,70,0,13
325846,50,0,0
325847,56,0,0
325851,0,0,0
325852,67,0,0
325853,53,0,0
325860,44,0,0
325865,54,0,0
325868,54,0,0
325869,0,0,0
325871,35,0,0
325873,50,0,0
325875,42,0,0
325876,40,0,0
325878,92,0,0
325880,58,0,0
325881,43,0,0
325884,54,0,0
325887,33,0,0
325893,21,0,21
325897,95,0,0
325898,90,0,0
325899,123,0,0
325903,0,0,0
325907,64,0,0
325911,68,0,0
325912,198,0,7
325913,41,0,0
325920,80,0,0
325926,69,0,0
325929,68,0,0
325934,79,0,0
325947,26,0,0
325948,107,0,0
325950,37,0,25
325952,1,0,0
325953,163,0,73
325955,0,0,0
325957,37,0,0
325959,49,0,0
325960,66,0,0
325961,41,0,0
325962,181,0,0
325964,49,0,0
325965,58,0,0
325966,40,0,0
325967,64,0,0
325968,45,0,0
325970,21,0,0
325971,45,0,16
325975,39,0,0
325982,29,0,0
325984,42,0,0
325988,87,0,0
325992,22,0,0
325993,86,0,0
326000,12,0,12
326005,57,0,0
326009,147,0,0
326010,61,0,0
326035,62,0,0
326039,30,0,0
326040,32,0,0
326041,61,0,0
326042,196,0,0
326043,91,0,0
326047,71,0,0
326054,205,0,2
326056,26,0,0
326058,24,0,0
326059,121,0,0
326063,31,0,0
326068,256,0,0
326069,29,0,0
326071,30,0,0
326073,55,0,0
326074,61,0,0
326075,89,0,0
326076,27,0,0
326082,36,0,0
326088,49,0,0
326089,87,0,0
326097,38,0,0
326101,64,0,0
326112,232,0,0
326126,1,0,0
326133,183,0,0
326134,0,0,0
326135,0,0,0
326137,141,0,0
326146,26,0,0
326148,28,0,0
326150,16,0,12
326159,237,0,0
326161,151,0,52
326163,37,0,0
326165,95,0,0
326166,40,0,0
326169,0,0,0
326173,111,0,0
326176,49,0,0
326181,1,0,0
326185,45,0,0
326187,55,0,0
326189,51,0,0
326192,125,0,0
326205,30,0,0
326212,45,0,0
326213,75,0,0
326216,25,0,0
326217,59,0,0
326221,122,0,0
326222,0,0,0
326227,442,0,7
326228,73,0,0
326231,27,0,0
326237,97,0,23
326240,72,0,0
326241,50,0,0
326242,79,0,0
326243,48,0,0
326244,32,0,0
326247,27,0,0
326248,40,0,0
326249,49,0,0
326251,93,0,0
326252,51,0,0
326253,44,0,0
326254,66,0,0
326255,28,0,0
326262,1,0,0
326269,25,0,0
326270,43,0,0
326271,35,0,0
326272,42,0,0
326278,155,0,0
326280,75,0,9
326283,57,0,0
326285,40,0,0
326287,39,0,0
326294,0,0,0
326295,35,0,0
326296,31,0,0
326297,35,0,0
326306,92,0,0
326314,63,0,0
326322,29,0,0
326325,74,0,0
326332,53,0,0
326333,0,0,0
326335,20,0,0
326338,46,0,0
326340,132,0,0
326345,33,0,0
326347,23,0,0
326358,178,0,0
326359,79,0,0
326361,63,0,0
326377,23,0,0
326379,57,0,0
326381,66,0,32
326382,4,0,0
326383,39,0,8
326384,38,0,0
326388,0,0,0
326393,33,0,0
326396,60,0,0
326400,103,0,0
326404,67,0,0
326405,28,0,0
326406,53,0,0
326411,76,0,0
326413,150,0,0
326421,25,0,0
326439,369,0,0
326440,24,0,0
326441,161,0,0
326443,160,0,0
326447,40,0,2
326454,103,0,0
326466,94,0,50
326467,37,0,0
326475,16,0,0
326481,0,0,0
326492,27,0,0
326501,78,0,0
326504,94,0,1
326509,144,0,71
326514,31,0,10
326517,28,0,0
326521,47,0,0
326522,24,0,0
326526,32,0,0
326530,29,0,0
326531,17,0,0
326536,76,0,0
326537,24,0,0
326538,30,0,0
326545,123,0,93
326548,185,0,0
326552,82,0,0
326558,30,0,0
326559,86,0,0
326560,26,0,2
326570,41,0,0
326573,0,0,0
326583,111,0,0
326584,42,0,9
326587,49,0,0
326588,15,0,0
326591,136,0,0
326607,78,0,12
326609,39,0,0
326611,35,0,0
326615,94,0,0
326616,39,0,0
326620,0,0,0
326621,231,0,0
326624,117,0,0
326626,23,0,0
326628,96,0,0
326633,173,0,16
326636,158,0,0
326637,0,0,0
326640,48,0,0
326643,6,0,0
326659,245,0,0
326664,77,0,0
326667,109,0,0
326668,36,0,0
326672,48,0,0
326674,30,0,0
326676,125,0,0
326679,80,0,0
326681,30,0,0
326682,46,0,12
326688,37,0,0
326693,30,0,0
326694,0,0,0
326700,39,0,0
326701,211,0,0
326703,1,0,0
326705,44,0,0
326707,120,0,0
326708,68,0,0
326710,35,0,0
326711,49,0,0
326712,190,0,0
326714,20,0,0
326715,32,0,0
326716,41,0,0
326718,0,0,0
326719,65,0,0
326723,21,0,0
326727,182,0,0
326728,2,0,0
326729,36,0,0
326731,27,0,0
326733,109,0,0
326741,0,0,0
326745,67,0,0
326747,24,0,0
326750,47,0,0
326751,75,0,0
326755,23,0,0
326757,10,0,0
326776,3,0,0
326779,53,0,0
326780,31,0,0
326785,104,0,0
326788,30,0,0
326794,111,0,0
326796,40,0,0
326797,42,0,0
326798,35,0,0
326799,26,0,0
326800,23,0,0
326801,54,0,0
326803,26,0,0
326804,16,0,0
326805,181,0,0
326806,0,0,0
326807,40,0,0
326808,8,0,8
326811,31,0,0
326812,8,0,0
326814,359,0,35
326815,46,0,1
326821,19,0,0
326824,63,0,10
326831,88,0,0
326836,47,0,0
326847,20,0,0
326849,29,0,0
326862,27,0,0
326863,0,0,0
326864,52,0,0
326866,52,0,0
326870,29,0,0
326872,40,0,0
326875,47,0,22
326877,28,0,0
326878,33,0,0
326880,426,0,9
326884,119,0,0
326892,63,0,0
326896,61,0,0
326898,0,0,0
326901,152,0,0
326902,41,0,0
326903,29,0,0
326905,43,0,0
326906,93,0,6
326923,31,0,0
326924,21,0,0
326925,63,0,0
326928,43,0,0
326930,3,0,0
326931,43,0,0
326932,28,0,0
326940,19,0,0
326941,0,0,0
326944,82,0,19
326946,43,0,13
326947,95,0,0
326949,14,0,0
326951,94,0,0
326954,53,0,0
326957,151,0,0
326960,2,0,0
326976,77,0,0
326978,39,0,0
326979,56,0,0
326988,178,0,0
326989,44,0,0
326996,72,0,0
326999,57,0,0
327000,34,0,0
327001,25,0,0
327003,43,0,0
327006,38,0,0
327009,46,0,0
327012,197,0,0
327014,111,0,0
327015,68,0,4
327022,21,0,0
327034,94,0,0
327053,0,0,0
327061,130,0,0
327066,32,0,0
327067,78,0,0
327069,9,0,0
327072,21,0,0
327081,98,0,0
327089,28,0,0
327091,70,0,0
327092,17,0,0
327099,42,0,0
327101,176,0,0
327109,267,0,0
327115,78,0,0
327123,126,0,0
327130,31,0,0
327131,0,0,0
327133,163,0,0
327134,128,0,6
327143,38,0,0
327145,53,0,0
327152,42,0,0
327154,0,0,0
327160,78,0,0
327162,41,0,0
327164,45,0,0
327167,73,0,0
327168,159,0,0
327170,30,0,0
327171,37,0,0
327173,33,0,0
327174,38,0,3
327175,97,0,0
327179,78,0,0
327182,58,0,0
327185,65,0,0
327186,92,0,39
327188,104,0,0
327190,78,0,0
327193,62,0,0
327195,107,0,0
327197,150,0,0
327198,27,0,0
327200,190,0,0
327202,32,0,0
327205,69,0,0
327207,168,0,0
327208,106,0,0
327211,0,0,0
327213,58,0,0
327215,34,0,0
327216,50,0,0
327222,65,0,0
327224,109,0,0
327226,60,0,0
327227,587,0,0
327232,3,0,0
327234,61,0,0
327235,80,0,0
327236,37,0,0
327239,69,0,0
327240,40,0,0
327241,57,0,0
327244,25,0,0
327247,84,0,0
327248,29,0,0
327250,28,0,0
327261,49,0,0
327262,77,0,7
327278,162,0,0
327288,41,0,0
327292,76,0,0
327299,90,0,0
327300,40,0,0
327302,167,0,0
327303,27,0,0
327305,1,0,0
327310,37,0,0
327314,225,0,0
327316,34,0,0
327317,128,0,0
327318,52,0,0
327322,117,0,70
327330,15,0,0
327331,20,0,0
327332,45,0,0
327333,55,0,0
327335,67,0,0
327337,63,0,0
327341,231,0,0
327343,0,0,0
327344,23,0,0
327351,0,0,0
327354,408,0,0
327357,83,0,0
327367,47,0,0
327370,42,0,0
327372,59,0,0
327373,26,0,0
327374,30,0,0
327376,33,0,0
327392,46,0,3
327394,70,0,0
327396,101,0,0
327398,75,0,0
327400,38,0,0
327411,52,0,0
327412,12,0,0
327413,47,0,0
327415,5,0,0
327417,108,0,0
327418,7,0,0
327420,141,0,0
327424,50,0,0
327429,25,0,0
327431,45,0,0
327432,61,0,0
327433,43,0,0
327434,26,0,0
327439,91,0,0
327442,27,0,0
327446,84,0,0
327451,177,0,131
327457,93,0,8
327459,115,0,0
327460,47,0,0
327463,95,0,0
327468,65,0,0
327469,0,0,0
327473,0,0,0
327482,36,0,0
327483,195,0,0
327489,84,0,0
327490,30,0,0
327492,696,0,0
327493,1,0,0
327497,130,0,0
327504,28,0,0
327505,431,0,0
327507,51,0,0
327512,27,0,0
327518,37,0,0
327520,32,0,0
327521,66,0,0
327523,0,0,0
327525,117,0,0
327526,103,0,38
327534,0,0,0
327535,0,0,0
327537,30,0,0
327540,0,0,0
327543,47,0,0
327546,30,0,0
327549,51,0,1
327550,48,0,0
327551,63,0,0
327559,4,0,0
327560,31,0,0
327572,31,0,0
327577,0,0,0
327579,1,0,0
327580,0,0,0
327586,43,0,0
327588,26,0,0
327590,37,0,0
327591,52,0,0
327597,1,0,0
327598,0,0,0
327602,32,0,0
327604,81,0,0
327605,35,0,0
327608,115,0,27
327610,56,0,0
327611,62,0,0
327612,73,0,0
327615,62,0,0
327616,45,0,0
327618,30,0,0
327619,63,0,0
327625,37,0,0
327626,196,0,0
327627,59,0,0
327628,164,0,0
327630,215,0,0
327644,0,0,0
327648,22,0,0
327651,45,0,0
327652,0,0,0
327653,17,0,0
327655,99,0,0
327657,3,0,0
327671,33,0,0
327672,128,0,0
327675,36,0,0
327676,43,0,0
327677,25,0,0
327682,7,0,7
327684,271,0,0
327690,36,0,0
327710,188,0,0
327713,26,0,0
327715,46,0,5
327717,196,0,0
327734,192,0,0
327742,24,0,0
327743,57,0,0
327744,50,0,0
327751,12,0,0
327760,142,0,0
327768,74,0,0
327769,38,0,0
327770,64,0,0
327771,49,0,0
327773,299,0,269
327777,0,0,0
327778,0,0,0
327791,25,0,0
327797,39,0,0
327799,53,0,0
327800,40,0,0
327801,38,0,0
327808,46,0,0
327809,2,0,0
327811,80,0,7
327812,1,0,0
327813,340,0,16
327814,167,0,0
327815,236,0,6
327825,63,0,0
327826,51,0,0
327827,60,0,5
327829,58,0,0
327832,103,0,19
327834,48,0,1
327835,48,0,0
327840,0,0,0
327843,0,0,0
327845,75,0,0
327864,151,0,0
327867,467,0,21
327868,2,0,0
327869,47,0,0
327872,133,0,29
327875,48,0,0
327877,53,0,0
327878,54,0,0
327881,2,0,0
327886,99,0,0
327889,42,0,0
327892,0,0,0
327900,78,0,0
327906,0,0,0
327907,57,0,0
327909,73,0,0
327910,69,0,0
327911,24,0,0
327913,73,0,0
327914,65,0,0
327915,35,0,0
327917,31,0,0
327919,52,0,0
327920,38,0,0
327921,45,0,0
327925,25,0,0
327926,52,0,0
327929,61,0,0
327931,86,0,11
327932,0,0,0
327937,66,0,0
327949,38,0,0
327950,25,0,0
327952,4,0,0
327957,0,0,0
327963,68,0,0
327965,76,0,0
327971,245,0,0
327974,36,0,0
327977,129,0,0
327983,44,0,0
327985,30,0,0
327993,26,0,9
327998,25,0,0
328000,8,0,0
328011,0,0,0
328018,0,0,0
328028,39,0,0
328043,34,0,0
328044,54,0,0
328048,0,0,0
328051,3,0,3
328053,43,0,0
328054,46,0,0
328056,56,0,0
328070,99,0,0
328072,68,0,0
328092,28,0,0
328096,625,287,11
328097,54,0,0
328098,35,0,0
328100,66,0,0
328101,28,0,0
328103,136,0,0
328106,114,0,0
328113,62,0,0
328115,38,0,0
328116,52,0,0
328125,114,0,0
328135,30,0,0
328136,20,0,0
328137,0,0,0
328138,108,0,0
328148,38,0,0
328152,1,0,0
328154,121,0,0
328159,71,0,14
328160,29,0,0
328163,0,0,0
328166,71,0,0
328168,0,0,0
328174,39,0,0
328177,16,0,0
328178,16,0,0
328187,1,0,0
328188,38,0,0
328190,0,0,0
328193,0,0,0
328194,2,0,0
328205,39,0,0
328210,30,0,0
328213,97,0,0
328220,10,0,0
328221,42,0,0
328223,25,0,0
328225,56,0,0
328227,34,0,0
328229,58,0,0
328231,43,0,0
328232,144,0,0
328234,55,0,0
328235,65,0,0
328236,32,0,0
328238,35,0,0
328245,315,0,314
328254,61,0,0
328257,47,0,0
328258,34,0,0
328259,196,0,0
328266,45,0,0
328272,97,0,0
328276,107,0,0
328283,50,0,0
328284,47,0,0
328288,34,11,0
328293,72,0,2
328295,165,0,0
328297,131,0,0
328298,48,0,0
328299,27,0,0
328301,338,0,18
328303,40,0,0
328306,49,0,0
328307,28,0,0
328311,318,0,149
328330,0,0,0
328331,39,0,0
328335,0,0,0
328336,24,0,0
328337,43,0,0
328338,123,0,0
328340,35,0,0
328341,25,0,0
328344,108,0,0
328346,70,0,3
328347,30,0,0
328365,21,0,0
328369,48,0,0
328377,1,0,0
328384,0,0,0
328387,0,0,0
328396,98,0,0
328397,32,0,0
328402,0,0,0
328403,28,0,0
328412,155,0,0
328417,140,0,0
328418,262,0,0
328419,53,0,0
328420,43,0,0
328421,57,0,0
328439,115,0,0
328441,0,0,0
328447,0,0,0
328450,32,0,0
328455,48,0,0
328456,37,0,0
328460,50,0,0
328468,32,0,0
328469,84,0,0
328471,25,0,4
328472,38,0,0
328474,46,0,0
328477,33,0,0
328478,42,0,0
328479,102,0,46
328480,164,0,0
328481,57,0,0
328485,61,0,2
328488,137,0,0
328492,93,0,0
328503,95,0,0
328505,69,0,69
328506,0,0,0
328511,77,0,0
328515,32,0,0
328516,37,0,0
328520,31,0,0
328521,47,0,0
328522,43,0,0
328525,35,0,0
328526,49,0,0
328528,25,0,0
328530,61,0,0
328531,60,0,0
328537,1,0,0
328540,232,0,19
328544,30,0,0
