MAZ_NODE,numhh_gq,gq_type_univ,gq_type_noninst
216544,26,0,0
216545,65,0,0
216547,1,0,0
216549,731,0,0
216552,18,0,0
216555,31,0,0
216561,33,0,0
216562,16,0,0
216566,61,0,0
216567,81,0,0
216568,33,0,0
216574,47,0,0
216575,24,0,0
216576,48,0,0
216577,32,0,0
216578,191,0,9
216579,284,0,0
216580,381,0,88
216581,208,0,20
216582,61,0,0
216584,28,0,0
216585,3,0,0
216588,28,0,0
216590,52,0,0
216591,93,0,0
216592,41,0,0
216594,239,0,9
216595,45,0,0
216596,45,0,0
216597,113,0,0
216598,93,0,0
216599,69,0,0
216600,32,0,0
216601,26,0,0
216603,0,0,0
216604,0,0,0
216605,0,0,0
216606,0,0,0
216609,0,0,0
216610,0,0,0
216612,27,0,0
216614,38,0,0
216615,58,0,0
216616,31,0,0
216618,392,0,0
216620,79,0,0
216623,385,0,0
216624,79,0,0
216627,62,0,0
216628,43,0,0
216630,395,0,0
216632,53,0,0
216635,20,0,0
216638,62,0,0
216639,37,0,0
216642,0,0,0
216644,264,0,0
216646,41,0,0
216647,28,0,0
216652,41,0,0
216658,193,0,0
216662,99,0,0
216667,25,0,0
216668,38,0,0
216669,39,0,0
216670,22,0,0
216672,36,0,0
216673,93,0,0
216675,92,0,0
216678,59,0,0
216689,3,0,0
216690,47,0,0
216693,26,0,0
216694,143,0,0
216696,44,0,0
216698,72,0,0
216699,66,0,0
216718,0,0,0
216724,0,0,0
216729,27,0,0
216733,56,0,0
216734,26,0,0
216735,12,0,0
216736,43,0,0
216737,110,0,0
216738,57,0,0
216739,32,0,0
216740,78,0,40
216742,22,0,0
216744,104,0,0
216747,27,0,0
216749,31,0,0
216750,8,0,0
216751,33,0,0
216753,0,0,0
216755,43,0,0
216757,52,0,0
216759,3,0,3
216761,0,0,0
216762,0,0,0
216769,0,0,0
216770,75,0,0
216771,48,0,0
216779,268,0,0
216780,35,0,0
216782,97,0,0
216784,89,0,0
216789,36,0,0
216790,78,0,0
216791,25,0,0
216793,54,0,0
216794,34,0,0
216798,33,0,0
216799,37,0,12
216800,38,0,0
216802,134,0,8
216804,31,0,0
216805,193,0,5
216806,6,0,0
216807,68,0,0
216808,23,0,0
216814,108,0,0
216820,41,0,0
216825,112,0,0
216826,31,0,5
216827,46,0,0
216830,12,0,0
216831,51,0,0
216832,101,0,17
216833,160,0,0
216834,40,0,0
216835,20,0,0
216836,91,0,13
216843,55,0,0
216844,39,0,0
216845,133,0,0
216846,65,0,0
216850,116,0,0
216861,61,0,0
216862,31,0,0
216863,80,0,9
216864,30,0,0
216865,667,0,6
216867,25,0,0
216868,25,0,0
216870,7,0,0
216872,175,0,0
216875,217,0,0
216884,84,0,5
216889,11,0,0
216890,42,0,0
216891,46,0,0
216892,19,0,0
216893,39,0,10
216894,267,0,0
216897,2,0,0
216898,53,0,0
216899,36,0,36
216900,106,0,0
216901,131,0,10
216902,95,0,0
216904,258,0,0
216907,56,0,0
216908,0,0,0
216911,31,0,0
216912,2,0,0
216913,0,0,0
216918,65,0,0
216925,44,0,0
216926,59,0,0
216927,22,0,0
216929,138,0,0
216931,78,0,0
216934,0,0,0
216939,79,0,0
216949,108,0,0
216952,50,0,0
216953,18,0,0
216957,38,0,0
216958,45,0,0
216960,52,0,0
216962,228,0,0
216964,50,0,0
216969,51,0,0
216971,77,0,0
216973,39,0,0
216974,101,0,0
216975,32,0,0
216976,56,0,27
216981,32,0,0
216983,71,0,0
216986,51,0,0
216988,499,0,0
216989,441,0,0
216991,36,0,0
216994,214,0,0
216996,23,0,0
216997,99,0,0
216998,36,0,0
217001,38,0,0
217008,22,0,0
217010,63,0,0
217011,41,0,0
217012,29,0,0
217014,154,0,0
217023,8,0,0
217024,0,0,0
217025,130,0,0
217029,0,0,0
217030,141,0,5
217034,2,0,0
217037,28,0,0
217038,319,0,29
217046,0,0,0
217047,0,0,0
217049,0,0,0
217053,73,0,0
217054,28,0,0
217055,0,0,0
217057,193,0,0
217061,52,0,0
217062,23,0,0
217067,46,0,0
217071,73,0,9
217075,27,0,0
217077,30,0,0
217086,4,0,0
217088,1,0,0
217094,0,0,0
217104,5,0,0
217105,83,0,0
217107,175,0,0
217109,0,0,0
217110,35,0,0
217119,35,0,28
217123,0,0,0
217126,61,0,0
217127,33,0,0
217129,161,0,0
217139,50,0,0
217140,33,0,0
217141,45,0,0
217142,44,0,0
217144,15,0,0
217147,51,0,0
217150,96,0,0
217151,22,0,0
217152,45,0,0
217153,32,0,0
217155,72,0,0
217159,25,0,0
217160,133,0,0
217161,89,0,0
217164,95,0,0
217165,42,0,0
217166,37,0,0
217167,73,0,0
217168,24,0,0
217169,60,0,0
217170,54,0,0
217172,342,0,0
217174,81,0,0
217178,38,0,0
217179,27,0,0
217185,26,0,0
217188,182,0,0
217189,85,0,0
217190,193,0,0
217192,22,0,0
217193,36,0,0
217194,47,0,0
217199,186,0,0
217204,387,0,16
217206,58,0,0
217208,194,0,6
217209,28,0,0
217218,33,0,0
217219,26,0,0
217220,29,0,0
217221,35,0,0
217222,18,0,0
217223,57,0,0
217224,0,0,0
217226,0,0,0
217228,4211,3699,0
217229,24,0,0
217233,54,0,0
217234,0,0,0
217236,85,0,0
217237,45,0,0
217239,54,0,0
217240,35,0,0
217241,54,0,0
217242,0,0,0
217243,56,0,0
217245,21,0,0
217246,114,0,5
217248,86,0,13
217249,32,0,0
217250,4,0,0
217259,0,0,0
217262,69,0,0
217267,107,0,18
217268,109,0,0
217269,99,0,0
217279,49,0,0
217281,107,0,0
217286,2,0,0
217287,0,0,0
217290,60,0,4
217294,11,0,0
217295,258,0,7
217297,29,0,0
217298,47,0,0
217299,0,0,0
217305,81,0,0
217306,59,0,0
217307,16,0,0
217308,182,0,0
217312,215,0,0
217314,92,0,9
217316,44,0,0
217318,163,0,0
217325,1,0,0
217326,19,0,0
217327,83,0,0
217333,37,0,0
217334,106,0,0
217337,48,0,0
217341,42,0,0
217342,215,0,0
217344,48,0,0
217345,609,0,33
217346,35,0,0
217347,26,0,0
217349,172,0,0
217351,65,0,0
217353,0,0,0
217356,50,0,0
217357,100,0,0
217358,57,0,0
217359,76,0,0
217360,39,0,0
217361,28,0,0
217362,22,0,0
217364,22,0,0
217365,53,0,0
217366,39,0,0
217368,20,0,1
217369,40,0,0
217370,99,0,0
217371,34,0,8
217377,82,0,0
217383,25,0,0
217384,43,0,0
217385,30,0,0
217389,45,0,0
217393,122,0,0
217398,27,0,0
217403,1,0,0
217405,208,0,0
217409,36,0,0
217410,28,0,0
217413,36,0,0
217416,41,0,15
217419,38,0,0
217421,31,0,0
217422,30,0,0
217423,101,0,0
217425,39,0,0
217426,142,0,0
217430,76,0,0
217434,44,0,0
217438,38,0,0
217439,87,0,0
217440,96,0,0
217441,50,0,0
217444,83,0,0
217446,26,0,0
217449,55,0,0
217450,0,0,0
217456,23,0,0
217459,0,0,0
217462,0,0,0
217463,79,0,0
217466,40,0,0
217467,26,0,0
217469,157,0,16
217472,12,0,0
217473,26,0,0
217474,64,0,0
217475,35,0,0
217477,0,0,0
217480,176,0,0
217481,114,0,0
217482,43,0,0
217485,694,0,35
217490,38,0,0
217496,105,0,0
217502,6,0,0
217505,0,0,0
217509,25,0,0
217511,72,0,0
217513,92,0,0
217514,63,0,0
217515,52,0,0
217517,207,0,0
217518,75,0,0
217519,27,0,0
217520,45,0,0
217522,52,0,0
217523,68,0,0
217524,141,0,0
217525,75,0,9
217526,26,0,0
217528,46,0,0
217542,43,0,0
217543,20,0,0
217550,229,0,0
217551,73,0,0
217552,0,0,0
217565,202,0,0
217566,126,0,0
217573,190,0,0
217574,21,0,20
217576,257,0,0
217577,278,0,0
217579,207,0,0
217581,41,0,0
217585,59,0,0
217589,104,0,0
217592,43,0,0
217596,89,0,0
217597,41,0,0
217598,19,0,0
217603,0,0,0
217607,26,0,25
217609,34,0,10
217614,65,0,0
217617,118,0,0
217618,38,0,0
217622,581,0,0
217624,28,0,0
217630,41,0,0
217632,11,0,0
217634,117,0,0
217640,25,0,0
217644,65,0,0
217646,93,0,0
217647,35,0,0
217648,609,0,0
217650,90,0,0
217651,51,0,0
217655,14,0,0
217657,347,0,0
217660,136,0,0
217662,170,0,0
217669,73,0,0
217674,30,0,0
217675,51,0,0
217676,86,0,0
217694,31,0,0
217695,24,0,0
217696,0,0,0
217698,48,0,0
217705,89,0,0
217710,263,0,0
217712,105,0,0
217714,1192,0,0
217717,2008,735,0
217724,866,0,0
217725,77,0,0
217729,0,0,0
217733,1,0,0
217734,0,0,0
217735,269,0,0
217739,20,0,0
217744,136,0,0
217746,92,0,0
217747,45,0,0
217751,25,0,0
217754,9,0,0
217778,103,0,16
217779,34,0,0
217786,63,0,6
217787,69,0,0
217793,3,0,0
217794,73,0,0
217795,49,0,0
217799,39,0,0
217800,278,0,0
217802,51,0,0
217804,39,0,0
217805,87,0,15
217806,24,0,0
217807,28,0,0
217811,0,0,0
217812,0,0,0
217813,32,0,0
217815,37,0,12
217816,26,0,0
217818,85,0,0
217819,26,0,0
217823,21,0,0
217825,58,0,0
217830,207,0,15
217832,42,0,0
217833,46,0,0
217834,23,0,0
217840,261,0,0
217841,76,0,0
217842,35,0,0
217843,26,0,0
217844,34,0,0
217845,28,0,0
217846,28,0,0
217847,194,0,0
217848,27,0,0
217849,47,0,0
217850,23,0,0
217852,42,0,0
217853,29,0,0
217855,80,0,0
217856,54,0,0
217857,40,0,1
217858,35,0,0
217860,27,0,0
217862,587,0,0
217863,25,0,0
217865,77,0,0
217866,80,0,0
217867,68,0,0
217868,61,0,0
217870,11,0,0
217881,36,0,0
217883,2044,2026,0
217884,1399,1065,0
217886,35,0,0
217887,41,0,0
217889,48,0,0
217892,79,0,0
217893,25,0,2
217895,39,0,0
217896,18,0,0
217897,34,0,0
217898,35,0,0
217899,13,0,0
217901,58,0,0
217905,45,0,0
217913,0,0,0
217914,0,0,0
217915,0,0,0
217916,0,0,0
217917,11,0,9
217918,70,0,0
217919,27,0,0
217920,48,0,0
217922,90,0,0
217926,43,0,0
217928,36,0,0
217929,143,0,10
217931,54,0,0
217933,55,0,0
217934,459,0,0
217936,94,0,0
217937,114,0,0
217938,58,0,0
217939,107,0,0
217945,532,0,18
217947,53,0,0
217948,39,0,0
217949,47,0,0
217951,108,0,0
217953,66,0,0
217954,99,0,8
217958,0,0,0
217959,25,0,0
217960,31,0,0
217961,12,0,0
217964,123,0,0
217965,18,0,0
217966,129,0,70
217967,40,0,0
217968,173,0,0
217969,27,0,0
217971,3,0,3
217972,78,0,0
217973,44,0,0
217974,30,0,0
217975,42,0,0
217978,111,0,0
217980,28,0,0
217981,99,0,0
217983,31,0,0
217987,49,0,0
217989,174,0,0
217990,77,0,0
217991,317,0,7
217994,0,0,0
217997,27,0,0
218007,260,0,0
218013,24,0,0
218017,409,0,0
218019,0,0,0
218030,0,0,0
218032,0,0,0
218035,96,0,0
218036,905,0,0
218037,286,0,0
218055,0,0,0
218056,47,0,0
218059,0,0,0
218065,49,0,0
218072,0,0,0
218081,0,0,0
218084,275,0,0
218094,70,0,0
218095,104,0,0
218096,93,0,0
218097,157,0,0
218098,192,0,51
218105,62,0,0
218106,82,0,0
218112,1,0,0
218126,196,0,0
218129,47,0,0
218131,29,0,0
218134,61,0,0
218135,102,0,0
218142,0,0,0
218148,12,0,0
218149,0,0,0
218150,0,0,0
218152,43,0,0
218153,17,0,0
218154,15,0,0
218155,248,0,0
218156,0,0,0
218159,79,0,11
218162,28,0,0
218163,46,0,0
218164,56,0,0
218165,22,0,0
218166,35,0,0
218167,13,0,0
218168,34,0,0
218169,27,0,0
218170,21,0,0
218171,96,0,0
218174,150,0,0
218178,17,0,0
218179,2,0,0
218180,52,0,0
218181,55,0,5
218188,8,0,0
218192,49,0,0
218199,146,0,0
218200,106,0,0
218201,43,0,0
218203,300,0,0
218204,0,0,0
218205,107,0,0
218206,9,0,2
218208,90,0,13
218209,133,0,0
218225,23,0,0
218229,30,0,0
218230,35,0,0
218231,22,0,0
218232,538,0,0
218233,33,0,0
218234,64,0,0
218236,5,0,0
218238,99,0,0
218239,0,0,0
218240,0,0,0
218241,0,0,0
218242,0,0,0
218243,0,0,0
218254,101,0,0
218257,15,0,15
218258,0,0,0
218268,15,0,15
218276,47,0,0
218280,81,0,0
218288,169,0,0
218290,39,0,0
218298,125,0,10
218309,22,0,0
218311,0,0,0
218312,39,0,0
218319,343,0,0
218326,50,0,0
218328,49,0,0
218333,32,0,0
218334,50,0,0
218336,26,0,0
218337,0,0,0
218339,93,0,0
218343,54,0,0
218344,166,0,0
218345,34,0,0
218348,34,0,0
218349,31,0,0
218350,76,0,0
218351,26,0,0
218352,58,0,0
218353,33,0,0
218354,38,0,0
218355,0,0,0
218359,1,0,0
218361,78,0,0
218362,27,0,0
218363,31,0,0
218364,19,0,0
218365,355,0,0
218366,25,0,0
218367,25,0,0
218369,0,0,0
218372,210,0,0
218380,37,0,0
218381,120,0,0
218383,48,0,0
218385,0,0,0
218388,14,0,0
218390,0,0,0
218395,272,0,0
218398,0,0,0
218404,82,0,0
218405,34,0,0
218407,133,0,0
218410,66,0,0
218413,68,0,0
218421,83,0,0
218422,40,0,0
218424,435,0,0
218427,87,0,7
218430,68,0,0
218437,364,0,0
218439,30,0,0
218441,62,0,0
218442,54,0,0
218443,25,0,0
218447,58,0,0
218448,140,0,17
218449,60,0,0
218450,184,0,8
218451,166,0,0
218454,36,0,0
218455,30,0,0
218458,5,0,0
218459,38,0,0
218461,44,0,0
218462,52,0,0
218464,0,0,0
218468,25,0,0
218469,32,0,0
218470,119,0,0
218471,58,0,10
218474,62,0,0
218475,54,0,0
218476,43,0,4
218479,64,0,0
218480,32,0,0
218482,29,0,0
218483,46,0,0
218486,74,0,0
218488,0,0,0
218490,10,0,0
218493,12,0,0
218495,20,0,0
218498,56,0,0
218499,21,0,0
218500,23,0,0
218505,51,0,0
218511,0,0,0
218512,0,0,0
218516,919,0,0
218521,0,0,0
218523,28,0,0
218537,0,0,0
218539,410,0,0
218548,44,0,0
218558,2,0,0
218559,0,0,0
218560,40,0,0
218561,1,0,0
218565,2,0,0
218567,13,0,0
218578,27,0,0
218583,0,0,0
218595,219,0,0
218603,2,0,0
218607,35,0,7
218611,66,0,0
218612,203,0,5
218613,27,0,0
218615,75,0,0
218616,28,0,0
218617,43,0,0
218618,45,0,0
218621,26,0,0
218623,0,0,0
218626,13,0,0
218629,27,0,7
218630,150,0,0
218634,77,0,0
218637,2,0,0
218641,30,0,0
218643,122,0,0
218645,313,0,0
218646,41,0,0
218647,0,0,0
218651,53,0,0
218652,188,0,0
218653,0,0,0
218655,259,0,0
218656,0,0,0
218660,66,0,0
218661,57,0,0
218663,36,0,0
218667,35,0,0
218668,159,0,0
218669,167,0,12
218675,34,0,0
218676,53,0,0
218677,70,0,0
218680,178,0,0
218681,79,0,23
218682,4,0,0
218683,0,0,0
218685,81,0,0
218686,97,0,0
218688,28,0,0
218689,24,0,0
218690,79,0,0
218693,1965,1678,0
218696,0,0,0
218697,49,0,0
218700,24,0,0
218705,63,0,0
218706,42,0,0
218707,1,0,0
218708,0,0,0
218712,0,0,0
218714,370,0,0
218716,16,0,0
218726,66,0,6
218727,40,0,0
218728,35,0,0
218729,38,0,0
218730,58,0,0
218731,22,0,0
218733,44,0,0
218734,25,0,0
218738,1,0,1
218741,0,0,0
218742,0,0,0
218743,0,0,0
218748,0,0,0
218764,64,0,0
218765,54,0,0
218769,246,0,0
218776,21,0,0
218778,58,0,0
218779,2,0,0
218782,512,0,0
218785,204,0,0
218790,109,0,0
218791,77,0,0
218792,34,0,1
218793,37,0,0
218797,3,0,0
218800,93,0,0
218805,64,0,0
218806,34,0,0
218807,70,0,0
218809,72,0,0
218810,100,0,0
218812,46,0,0
218813,28,0,0
218814,65,0,0
218815,47,0,0
218820,22,0,0
218829,44,0,0
218830,60,0,0
218833,67,0,9
218835,287,0,0
218837,111,0,0
218846,30,0,0
218847,52,0,0
218848,29,0,0
218851,29,0,0
218852,40,0,0
218853,26,0,0
218854,26,0,0
218855,34,0,0
218856,28,0,0
218857,27,0,0
218860,21,0,0
218861,61,0,0
218862,30,0,6
218864,47,0,0
218865,32,0,0
218868,26,0,0
218870,0,0,0
218872,152,0,0
218873,64,0,0
218875,101,0,0
218878,149,0,0
218883,27,0,0
218884,132,0,0
218885,87,0,0
218888,0,0,0
218893,0,0,0
218895,111,0,0
218896,0,0,0
218905,254,0,3
218907,0,0,0
218909,36,0,0
218913,150,0,0
218914,143,0,0
218915,0,0,0
218916,268,0,8
218921,36,0,0
218925,86,0,0
218942,0,0,0
218943,0,0,0
218952,10,0,0
218960,0,0,0
218966,31,0,0
218967,86,0,0
218968,44,0,0
218970,93,0,0
218971,24,0,0
218972,43,0,0
218973,41,0,0
218974,179,0,0
218977,30,0,0
218979,139,0,0
218981,153,0,14
218982,25,0,0
218983,56,0,0
218984,61,0,0
218987,53,0,0
218988,42,0,0
218989,15,0,0
218992,27,0,0
218994,112,0,0
218998,28,0,0
218999,41,0,0
219000,116,0,0
219002,54,0,0
219003,52,0,0
219008,59,0,0
219010,34,0,3
219011,159,0,0
219012,26,0,0
219013,41,0,0
219014,0,0,0
219016,48,0,2
219019,90,0,0
219020,394,0,0
219023,0,0,0
219026,0,0,0
219031,0,0,0
219041,400,0,0
219044,60,0,0
219045,30,0,0
219047,62,0,0
219061,55,0,0
219062,54,0,0
219063,44,0,0
219073,40,0,0
219074,59,0,0
219076,23,0,0
219081,41,0,2
219082,23,0,0
219085,50,0,0
219087,43,0,0
219092,0,0,0
219094,27,0,0
219098,59,0,0
219100,58,0,0
219101,73,0,0
219102,34,0,0
219104,50,0,0
219105,126,0,0
219106,85,0,0
219107,111,0,0
219109,30,0,0
219110,23,0,0
219111,93,0,4
219120,10,0,0
219121,3,0,0
219123,18,0,0
219125,0,0,0
219127,20,0,0
219135,140,0,0
219146,64,0,0
219153,59,0,0
219155,0,0,0
219158,336,0,0
219159,0,0,0
219164,201,0,0
219167,0,0,0
219174,0,0,0
219175,0,0,0
219177,94,0,0
219191,540,0,0
219193,282,0,0
219198,41,0,8
219199,19,0,0
219202,72,0,43
219203,64,0,0
219205,30,0,0
219206,193,0,0
219207,11,0,0
219209,32,0,0
219210,22,0,0
219213,423,0,0
219223,15,0,0
219229,0,0,0
219234,33,0,0
219237,2,0,0
219239,0,0,0
219240,0,0,0
219241,31,0,0
219242,90,0,40
219244,0,0,0
219245,47,0,0
219247,25,0,0
219248,100,0,0
219249,0,0,0
219250,0,0,0
219251,149,0,14
219258,87,0,0
219259,29,0,0
219261,38,0,0
219262,37,0,0
219263,61,0,0
219265,97,0,0
219266,18,0,0
219267,14,0,0
219268,91,0,0
219269,33,0,0
219273,39,0,0
219274,38,0,0
219275,51,0,0
219279,22,0,0
219280,35,0,0
219281,312,0,13
219284,76,0,6
219287,20,0,0
219288,37,0,0
219290,158,0,0
219291,69,0,0
219292,40,0,0
219293,43,0,0
219294,63,0,0
219295,59,0,0
219297,22,0,0
219298,33,0,0
219300,0,0,0
219301,39,0,0
219302,70,0,0
219308,105,0,0
219311,17,0,0
219312,0,0,0
219315,24,0,0
219317,110,0,0
219319,56,0,0
219320,8,0,0
219323,25,0,0
219325,32,0,0
219327,249,0,0
219329,135,0,9
219331,66,0,0
219332,101,0,0
219343,49,0,0
219347,202,0,0
219349,135,0,0
219350,1,0,0
219354,207,0,0
219358,134,0,0
219361,140,0,0
219362,155,0,0
219363,128,0,0
219364,110,0,0
219372,67,0,0
219375,81,0,13
219379,137,0,0
219381,40,0,0
219382,31,0,0
219383,115,0,0
219384,54,0,0
219385,39,0,0
219386,44,0,0
219387,28,0,0
219388,42,0,0
219389,35,0,0
219400,48,0,0
219401,26,0,0
219402,29,0,0
219403,30,0,0
219405,38,0,0
219406,430,0,12
219409,92,0,0
219410,116,0,11
219411,23,0,0
219413,21,0,0
219417,25,0,0
219419,246,0,0
219420,74,0,0
219422,55,0,0
219424,113,0,0
219425,20,0,0
219427,27,0,0
219432,28,0,0
219433,29,0,0
219434,60,0,0
219437,54,0,0
219439,27,0,0
219440,0,0,0
219443,329,0,135
219449,190,0,0
219451,38,0,0
219452,31,0,0
219453,43,0,0
219454,375,0,0
219455,215,0,0
219456,97,0,35
219457,217,0,7
219458,1,0,0
219459,88,0,0
219460,73,0,10
219461,0,0,0
219462,37,0,0
219463,35,0,0
219465,47,0,0
219466,3,0,0
219473,0,0,0
219477,33,0,0
219480,626,0,0
219482,180,0,0
219486,0,0,0
219487,123,0,0
219489,179,0,0
219490,135,0,0
219491,13,0,0
219493,249,0,0
219499,26,0,0
219500,25,0,0
219501,28,0,0
219502,253,0,15
219504,76,0,0
219505,37,0,0
219507,130,0,0
219508,0,0,0
219511,10,0,0
219512,25,0,0
219514,230,0,0
219515,92,0,0
219516,62,0,0
219517,46,0,0
219518,24,0,0
219526,0,0,0
219529,0,0,0
219532,0,0,0
219533,119,0,0
219534,6,0,6
219535,23,0,0
219537,92,0,0
219538,56,0,0
219541,55,0,0
219550,88,0,0
219551,119,0,0
219554,0,0,0
219555,382,0,0
219558,199,0,24
219560,5,0,0
219563,0,0,0
219564,59,0,0
219565,22,0,0
219566,62,0,0
219567,319,0,11
219568,201,0,0
219569,294,0,0
219573,37,0,0
219579,77,0,0
219582,27,0,0
219583,23,0,0
219584,40,0,0
219586,86,0,0
219589,61,0,0
219603,1,0,0
219604,19,0,0
219611,0,0,0
219639,46,0,0
219640,0,0,0
219642,99,0,0
219659,0,0,0
219661,0,0,0
219668,43,0,0
219681,319,0,0
219682,54,0,0
219683,139,0,17
219685,29,0,0
219686,32,0,0
219687,40,0,0
219689,98,0,0
219691,18,0,0
219692,303,0,0
219696,352,0,0
219699,142,0,0
219702,603,0,0
219705,28,0,0
219707,32,0,0
219708,47,0,0
219709,30,0,0
219711,0,0,0
219713,443,0,0
219718,45,0,0
219719,44,0,0
219728,69,0,0
219734,50,0,0
219739,468,0,0
219743,330,0,0
219746,268,0,36
219749,145,0,0
219750,37,0,0
219758,163,0,0
219764,7,0,0
219767,102,0,13
219768,0,0,0
219770,103,0,0
219775,41,0,0
219778,99,0,0
219780,25,0,0
219789,0,0,0
219791,71,0,0
219798,111,0,0
219806,0,0,0
219808,1,0,0
219810,76,0,0
219814,116,0,0
219816,0,0,0
219823,40,0,0
219826,0,0,0
219827,2,0,0
219836,246,0,0
219849,31,0,0
219850,11,0,0
219861,64,0,0
219862,96,0,0
219863,0,0,0
219864,44,0,0
219875,94,0,0
219877,86,0,0
219878,91,0,0
219881,215,0,0
219883,62,0,0
219884,78,0,0
219889,21,0,0
219892,20,0,0
219894,110,0,75
219895,32,0,0
219898,44,0,0
219901,22,0,0
219904,41,0,0
219905,55,0,0
219906,47,0,0
219916,0,0,0
219918,53,0,0
219920,30,0,0
219922,11,0,0
219923,18,0,0
219924,49,0,0
219926,55,0,0
219929,38,0,0
219931,22,0,0
219932,15,0,0
219933,30,0,0
219934,48,0,0
219935,44,0,0
219936,48,0,0
219937,0,0,0
219938,0,0,0
219940,0,0,0
219943,271,0,0
219946,2,0,0
219951,439,0,0
219955,37,0,0
219956,8,0,0
219957,37,0,0
219960,51,0,12
219961,28,0,0
219962,130,0,0
219963,47,0,8
219965,56,0,0
219967,36,0,0
219968,31,0,0
219970,33,0,0
219974,23,0,0
219975,65,0,0
219979,50,0,0
219980,99,0,0
219984,84,0,0
219988,64,0,0
219990,77,0,0
219992,94,0,0
219994,69,0,0
219995,56,0,0
219996,64,0,0
219997,61,0,0
219998,68,0,0
220000,82,0,0
220001,54,0,0
220007,69,0,0
220008,25,0,0
220009,38,0,0
220010,31,0,0
220017,66,0,0
220019,53,0,0
220021,63,0,0
220027,32,0,0
220029,32,0,4
220034,180,0,0
220035,91,0,0
220039,0,0,0
220044,122,0,7
220045,25,0,0
220048,31,0,0
220049,56,0,0
220055,71,0,0
220057,0,0,0
220059,46,0,0
220060,58,0,0
220061,30,0,0
220062,17,0,0
220064,60,0,0
220065,63,0,0
220074,1,0,0
220076,119,0,0
220077,104,0,0
220088,87,0,0
220094,140,0,0
220096,44,0,0
220098,257,0,0
220099,66,0,0
220101,276,0,0
220105,1,0,0
220108,96,0,94
220109,34,0,0
220110,53,0,0
220112,33,0,0
220113,112,0,0
220114,20,0,0
220115,43,0,0
220118,229,0,0
220120,36,0,0
220121,56,0,0
220124,24,0,0
220125,145,0,0
220127,28,0,0
220129,34,0,0
220130,31,0,0
220131,37,0,0
220136,149,0,0
220145,66,0,0
220147,35,0,0
220150,28,0,0
220151,36,0,0
220154,126,0,0
220158,35,0,0
220159,34,0,0
220161,14,0,0
220162,144,0,0
220164,89,0,0
220165,10,0,0
220166,34,0,0
220185,87,0,0
220187,60,0,0
220189,9,0,0
220192,38,0,0
220196,129,0,0
220197,0,0,0
220198,20,0,0
220199,85,0,0
220207,391,0,0
220208,67,0,0
220213,55,0,0
220214,456,0,0
220215,7,0,0
220225,8,0,0
220228,2,0,0
220230,0,0,0
220237,0,0,0
220242,2,0,0
220246,47,0,0
220260,21,0,0
220262,0,0,0
220263,0,0,0
220264,0,0,0
220270,1,0,0
220274,0,0,0
220277,224,0,0
220278,7,0,0
220284,306,0,0
220288,33,0,0
220293,24,0,0
220299,25,0,0
220302,64,0,0
220305,26,0,0
220306,26,0,0
220307,21,0,0
220308,27,0,0
220310,18,0,0
220314,86,0,0
220315,51,0,0
220316,44,0,0
220317,21,0,0
220324,41,0,0
220326,47,0,0
220328,33,0,0
220332,58,0,0
220333,45,0,0
220337,91,0,0
220338,38,0,0
220339,71,0,0
220340,35,0,0
220341,35,0,0
220342,49,0,0
220343,21,0,0
220351,121,0,0
220354,134,0,0
220355,73,0,0
220356,122,0,3
220357,0,0,0
220360,44,0,0
220361,49,0,0
220362,32,0,0
220363,155,0,0
220365,30,0,0
220368,220,0,15
220372,20,0,0
220374,134,0,0
220377,60,0,0
220378,51,0,0
220379,57,0,0
220380,65,0,0
220381,22,0,0
220386,25,0,0
220387,43,0,0
220390,31,0,0
220392,53,0,0
220393,26,0,0
220395,76,0,0
220396,174,0,0
220398,69,0,0
220399,26,0,0
220400,45,0,0
220401,1,0,0
220414,41,0,0
220417,65,0,0
220421,0,0,0
220429,0,0,0
220430,59,0,0
220433,42,0,0
220434,0,0,0
220437,22,0,0
220439,0,0,0
220441,0,0,0
220448,19,0,0
220457,50,0,0
220459,52,0,0
220493,0,0,0
220504,30,0,0
220508,46,0,0
220509,30,0,0
220511,37,0,11
220513,23,0,0
220516,50,0,0
220517,0,0,0
220521,71,0,0
220522,96,0,0
220525,116,0,0
220526,33,0,0
220529,49,0,0
220531,48,0,0
220532,29,0,5
220533,27,0,0
220537,274,0,0
220538,28,0,0
220539,39,0,0
220541,36,0,0
220542,34,0,0
220550,29,0,0
220555,9,0,9
220562,13,0,0
220572,93,0,0
220578,0,0,0
220580,0,0,0
220585,7,0,0
220588,224,0,0
220589,48,0,0
220592,50,0,0
220596,40,0,0
220597,146,0,0
220603,18,0,0
220607,50,0,0
220609,0,0,0
220610,41,0,0
220613,53,0,0
220616,112,0,0
220618,67,0,0
220620,196,0,0
220626,31,0,0
220629,39,0,0
220630,5,0,0
220634,59,0,0
220637,14,0,0
220639,0,0,0
220640,68,0,0
220648,0,0,0
220649,12,0,12
220650,30,0,0
220652,39,0,0
220654,29,0,0
220655,23,0,0
220656,87,0,0
220658,86,0,0
220659,183,0,16
220660,24,0,0
220661,118,0,0
220662,30,0,0
220665,39,0,0
220666,28,0,0
220676,61,0,0
220688,25,0,0
220689,83,0,0
220691,46,0,0
220693,79,0,0
220695,27,0,0
220698,130,0,0
220700,44,0,0
220703,166,0,0
220706,3,0,0
220710,0,0,0
220711,0,0,0
