MAZ,num_hh,total_pop
422979,0,0
422982,0,0
422988,61,191
422990,580,1776
422996,35,85
422997,40,122
422999,50,134
423000,333,1014
423001,0,0
423008,0,0
423010,11,48
423020,42,144
423025,107,323
423028,53,116
423039,9,34
423043,69,230
423044,242,626
423045,17,43
423049,52,127
423050,24,59
423052,26,83
423053,216,469
423055,17,45
423056,192,526
423058,102,258
423069,21,56
423072,17,44
423076,156,413
423077,46,112
423081,56,150
423101,0,0
423102,91,376
423103,235,697
423104,2,11
423106,19,36
423110,115,295
423111,187,422
423113,444,1127
423119,31,112
423122,0,0
423125,36,103
423126,30,102
423130,57,183
423131,49,128
423135,123,403
423137,151,174
423138,63,187
423139,0,0
423143,0,0
423145,0,0
423146,0,274
423150,52,132
423157,48,116
423159,41,110
423160,4,28
423164,30,79
423165,33,100
423167,50,192
423171,34,96
423172,28,94
423176,48,185
423182,50,122
423184,0,2
423190,47,127
423194,29,109
423200,136,454
423204,135,333
423207,89,227
423208,98,252
423209,53,165
423211,190,567
423212,77,151
423216,38,96
423218,0,0
423223,36,54
423225,22,68
423227,30,79
423229,71,220
423231,3,9
423237,67,94
423245,52,184
423257,16,38
423264,44,152
423268,157,313
423269,48,120
423280,12,57
423290,9,19
423292,71,217
423293,39,175
423294,17,67
423295,78,271
423298,30,69
423299,66,205
423300,68,207
423301,92,261
423303,42,176
423304,66,283
423305,76,227
423306,49,212
423307,196,481
423311,57,144
423312,44,86
423313,198,379
423314,22,47
423315,29,109
423316,71,184
423317,73,156
423318,34,71
423319,18,44
423321,26,72
423324,0,0
423325,35,125
423327,65,113
423328,63,121
423330,80,228
423331,136,135
423332,111,329
423335,104,302
423336,233,639
423340,161,591
423341,30,98
423350,111,360
423351,1,5
423354,5,11
423356,11,32
423359,6,13
423363,28,72
423366,93,211
423369,111,282
423377,33,87
423379,65,185
423382,143,336
423383,0,0
423389,43,112
423401,134,314
423402,55,144
423407,33,80
423418,32,78
423419,54,165
423420,34,79
423425,187,428
423426,14,50
423431,64,177
423439,48,136
423444,31,138
423459,56,162
423460,30,91
423464,32,138
423470,65,262
423471,0,0
423472,22,98
423473,39,149
423474,45,153
423475,73,305
423478,82,341
423481,63,199
423482,24,86
423486,70,137
423487,27,61
423492,0,0
423494,32,96
423495,1,8
423503,26,62
423504,9,95
423507,26,89
423509,28,102
423512,14,41
423514,62,198
423519,41,156
423520,267,717
423521,4,10
423524,65,180
423527,30,77
423530,50,111
423531,84,90
423534,127,357
423536,106,321
423539,50,166
423555,34,96
423568,45,138
423572,1,25
423575,57,176
423577,71,277
423580,405,845
423581,31,78
423582,69,197
423583,63,174
423584,184,446
423585,694,1704
423586,79,194
423587,41,112
423589,82,216
423590,49,138
423594,0,0
423597,25,85
423598,21,113
423599,71,229
423607,19,56
423614,2,8
423623,0,0
423626,119,314
423631,64,236
423632,1,13
423634,34,135
423635,57,195
423636,31,92
423648,75,218
423660,27,108
423662,40,115
423663,52,144
423665,0,0
423666,62,269
423671,110,314
423674,0,0
423677,62,162
423679,54,160
423680,57,154
423686,93,244
423689,108,252
423690,172,432
423691,42,108
423695,39,114
423705,65,162
423709,63,164
423710,282,758
423716,0,0
423728,0,0
423753,3,14
423754,4,15
423761,141,474
423762,0,0
423763,0,0
423765,136,403
423774,36,96
423775,22,62
423777,85,226
423781,44,125
423783,52,112
423787,30,58
423789,89,238
423797,50,133
423798,54,128
423805,0,0
423814,34,108
423815,78,241
423819,28,88
423821,42,120
423824,26,75
423828,128,318
423829,32,73
423830,143,596
423831,114,379
423833,43,172
423834,41,163
423835,79,192
423836,45,110
423837,50,145
423838,87,295
423840,246,716
423842,0,0
423844,13,19
423847,28,64
423860,20,38
423861,67,113
423862,74,123
423863,6,38
423866,47,79
423870,63,141
423876,332,939
423881,76,178
423882,97,228
423889,68,151
423893,73,209
423894,81,200
423897,51,114
423900,97,221
423905,8,36
423906,55,120
423910,70,174
423920,317,601
423928,84,171
423929,45,99
423930,177,353
423932,51,144
423933,22,78
423944,0,0
423947,0,0
423955,59,179
423956,153,351
423962,0,0
423966,54,143
423967,0,0
423970,6,24
423992,32,87
424010,38,181
424011,32,107
424012,28,128
424013,48,154
424015,53,184
424017,26,99
424018,54,196
424020,126,440
424023,35,118
424028,46,167
424031,0,0
424040,30,71
424052,40,126
424055,438,806
424057,111,296
424059,91,278
424060,24,61
424061,24,84
424064,53,212
424066,34,110
424068,37,109
424073,176,594
424074,17,55
424075,44,112
424081,22,58
424083,61,164
424086,191,393
424088,8,35
424089,0,0
424090,59,166
424092,76,245
424097,9,46
424101,26,53
424108,86,185
424114,58,150
424119,29,77
424121,90,243
424122,99,228
424123,54,188
424126,31,115
424129,46,121
424139,178,567
424140,64,221
424143,44,139
424144,47,150
424149,48,162
424150,56,174
424152,26,106
424153,100,350
424154,28,99
424160,29,89
424163,46,139
424165,31,99
424166,0,0
424169,50,145
424170,272,669
424172,120,334
424175,342,853
424176,539,1556
424178,124,235
424179,104,243
424181,169,441
424182,55,131
424183,43,98
424184,0,0
424187,35,109
424190,77,115
424193,89,323
424195,114,406
424196,0,0
424200,19,42
424216,56,148
424217,169,309
424220,108,347
424225,0,0
424236,0,1
424237,63,137
424240,149,448
424264,89,310
424265,48,168
424279,46,154
424286,42,134
424288,2,31
424290,125,236
424292,269,989
424293,47,140
424294,71,248
424296,90,162
424297,37,82
424299,55,133
424301,48,126
424303,37,107
424304,63,188
424311,145,432
424321,196,492
424322,60,140
424323,45,136
424327,0,0
424328,103,390
424330,76,212
424334,49,186
424339,144,163
424340,0,0
424342,46,134
424353,0,0
424355,23,67
424357,57,140
424358,35,122
424359,103,274
424361,115,252
424362,122,344
424363,9,18
424364,99,274
424365,65,228
424367,69,165
424378,48,116
424385,24,63
424388,46,126
424393,30,100
424395,63,171
424396,59,126
424399,55,116
424404,111,265
424407,80,237
424410,101,279
424412,39,111
424417,55,142
424418,42,99
424419,50,127
424422,56,167
424431,133,275
424437,20,97
424438,0,3
424449,1,1
424476,1,3
424478,234,701
424486,32,92
424487,53,141
424488,26,89
424491,36,109
424493,46,90
424494,36,115
424496,58,188
424497,30,138
424498,121,454
424499,96,214
424503,37,121
424511,536,1175
424515,9,21
424516,33,116
424517,111,330
424519,27,74
424526,75,274
424528,136,250
424529,98,217
424530,50,147
424533,0,0
424537,38,91
424538,35,106
424545,23,59
424546,40,102
424548,145,304
424549,50,130
424552,89,356
424563,86,317
424565,293,645
424566,55,174
424567,111,292
424569,52,148
424571,58,150
424573,31,88
424577,313,931
424579,34,50
424580,40,86
424584,89,251
424585,95,237
424586,312,545
424587,135,272
424591,52,111
424594,0,0
424598,38,93
424601,0,0
424609,0,0
424612,90,279
424616,64,172
424630,51,114
424640,77,216
424642,55,160
424650,1,9
424652,47,161
424653,228,472
424668,17,62
424679,130,345
424683,70,224
424684,64,222
424686,85,292
424687,398,953
424693,1,1
424695,115,391
424698,67,248
424699,0,0
424701,76,272
424704,90,217
424716,42,166
424717,75,326
424723,6,16
424733,0,0
424743,177,685
424744,31,102
424745,52,150
424746,59,203
424748,69,158
424749,0,0
424750,103,312
424756,30,137
424757,52,137
424758,63,245
424760,70,225
424765,53,228
424771,1,2
424780,9,19
424783,380,806
424784,10,28
424786,28,98
424787,49,106
424795,33,88
424796,27,71
424799,22,69
424804,5,20
424807,15,42
424808,38,95
424810,0,0
424818,43,102
424819,34,64
424827,37,107
424835,85,194
424841,58,160
424846,152,449
424848,24,53
424849,78,222
424856,136,547
424857,89,173
424887,0,0
424897,100,248
424902,33,76
424904,116,278
424909,26,77
424910,35,159
424913,1531,2580
424916,90,263
424920,60,248
424922,54,213
424929,33,138
424934,47,161
424940,36,88
424946,0,10
424952,40,74
424953,173,434
424954,35,126
424959,0,0
424963,167,477
424964,115,330
424968,0,0
424969,45,106
424970,0,0
424971,63,204
424972,49,170
424974,3,12
424975,0,0
424978,24,53
424983,0,0
424984,0,0
424991,41,123
424999,44,107
425001,329,685
425016,22,61
425017,82,228
425020,23,61
425050,24,93
425055,145,479
425060,3,11
425068,0,12
425070,77,304
425075,41,128
425078,42,151
425079,130,402
425080,76,299
425081,69,176
425082,160,450
425085,0,0
425086,82,257
425088,185,636
425089,98,243
425090,50,177
425092,98,320
425095,37,135
425097,35,61
425100,19,83
425105,53,143
425106,27,131
425107,0,0
425125,62,206
425132,58,242
425136,12,34
425142,99,297
425144,69,219
425148,69,215
425152,15,38
425155,24,85
425165,15,21
425169,63,174
425172,44,120
425175,37,94
425177,49,124
425180,85,242
425188,57,178
425189,96,267
425191,48,133
425202,9,23
425203,92,259
425206,2,3
425207,73,126
425211,166,270
425213,29,93
425216,0,0
425218,142,443
425221,26,75
425223,283,518
425224,0,1
425229,0,0
425236,7,24
425243,63,188
425248,35,111
425249,286,672
425251,81,171
425254,39,127
425257,28,73
425258,73,214
425262,304,812
425263,55,152
425265,48,91
425273,41,149
425277,106,157
425278,47,110
425279,29,74
425280,46,112
425281,37,79
425282,41,112
425286,54,168
425291,0,0
425299,279,511
425305,29,130
425307,89,313
425337,106,230
425348,83,236
425349,97,240
425350,33,66
425352,75,181
425354,42,95
425356,29,88
425361,125,325
425363,46,137
425365,51,109
425368,84,112
425369,104,339
425370,66,101
425372,71,184
425378,160,367
425380,0,0
425382,78,277
425387,36,123
425397,124,304
425399,78,241
425408,40,104
425409,25,59
425412,81,192
425415,38,108
425416,92,156
425418,18,43
425422,40,118
425425,35,71
425427,11,46
425428,0,0
425429,0,0
425430,57,165
425431,135,351
425432,37,113
425435,29,95
425438,44,119
425439,58,164
425442,32,105
425447,28,89
425448,55,178
425450,28,71
425451,30,86
425454,0,0
425456,0,0
425467,421,705
425475,212,564
425476,581,753
425487,47,113
425488,0,0
425493,2,10
425499,254,536
425503,178,633
425510,49,158
425514,40,87
425517,61,144
425518,61,129
425520,77,166
425524,38,95
425525,92,219
425526,11,22
425527,0,0
425528,84,233
425529,32,100
425530,30,74
425534,71,246
425537,10,31
425538,28,109
425540,59,178
425541,33,90
425542,25,82
425543,141,310
425544,0,0
425547,56,161
425552,84,269
425555,0,0
425557,43,130
425563,26,90
425567,33,62
425568,34,110
425569,109,266
425570,80,236
425572,12,46
425576,18,63
425577,36,89
425579,70,243
425581,131,406
425582,15,81
425584,90,250
425585,62,254
425589,0,0
425590,142,540
425593,261,714
425597,1,9
425601,144,341
425603,52,117
425609,95,222
425611,7,13
425616,130,352
425627,58,155
425630,49,137
425631,89,261
425636,72,181
425637,53,137
425639,166,433
425641,75,207
425642,45,117
425644,7,33
425650,68,209
425653,59,224
425654,87,358
425656,47,139
425662,74,176
425664,43,126
425666,0,0
425670,71,175
425675,39,85
425676,0,0
425677,0,0
425678,174,524
425679,396,1137
425682,76,223
425688,309,784
425694,0,0
425695,96,263
425697,176,215
425699,0,0
425703,31,74
425704,133,247
425705,0,0
425706,0,0
425709,161,449
425713,105,285
425719,73,197
425724,44,107
425725,108,267
425728,27,117
425744,9,17
425762,107,288
425763,51,135
425764,44,121
425765,44,73
425767,48,148
425768,51,146
425769,59,214
425771,35,142
425772,100,346
425776,54,118
425779,90,194
425783,111,271
425784,0,7
425790,115,355
425791,36,156
425793,35,96
425799,64,203
425806,0,0
425811,0,0
425822,72,263
425825,47,155
425826,72,212
425829,74,235
425831,0,0
425833,0,0
425835,358,1269
425839,476,1137
425840,260,536
425842,113,287
425843,358,832
425844,37,93
425845,28,74
425846,139,452
425853,38,125
425857,44,175
425858,0,0
425865,49,124
425869,55,154
425870,27,89
425873,0,0
425874,0,0
425875,0,0
425887,543,1911
425894,99,227
425896,65,169
425898,73,172
425901,1,26
425902,37,75
425903,126,383
425906,74,255
425907,67,153
425908,32,71
425909,49,142
425915,63,202
425920,29,93
425921,37,105
425923,29,96
425927,64,181
425930,92,282
425945,181,423
425946,24,60
425947,56,165
425948,290,915
425949,44,132
425951,0,0
425961,5,21
425963,53,148
425964,63,180
425965,202,593
425966,127,326
425969,32,111
425970,216,643
425972,64,217
425973,0,0
425975,45,121
425976,36,106
425979,33,85
425983,17,66
425985,89,244
425987,28,65
425990,44,114
425992,407,490
425999,70,178
426005,363,461
426006,124,327
426007,0,1
426010,410,910
426012,48,107
426018,10,41
426032,80,310
426035,18,40
426038,155,341
426039,147,419
426041,27,104
426045,52,154
426048,28,94
426049,93,252
426050,61,149
426051,2,4
426054,41,138
426055,34,152
426058,65,195
426060,47,99
426062,52,133
426063,32,104
426064,59,102
426065,29,65
426066,33,80
426067,61,163
426069,48,125
426070,10,30
426071,0,0
426076,43,146
426077,52,142
426078,30,104
426080,73,258
426097,38,116
426101,4,20
426104,34,106
426106,3,8
426110,43,115
426111,49,136
426125,7,13
426128,131,333
426134,64,201
426135,56,138
426136,78,175
426137,255,437
426139,41,97
426142,0,0
426143,46,89
426144,61,194
426146,0,0
426147,200,688
426148,39,136
426154,92,248
426157,53,147
426160,117,259
426164,53,151
426165,58,167
426166,110,268
426168,28,77
426169,67,142
426170,30,83
426172,29,73
426175,0,0
426184,0,19
426195,51,205
426196,82,258
426205,0,0
426208,223,740
426212,48,121
426213,15,36
426216,42,123
426225,66,140
426228,32,67
426231,0,0
426242,0,0
426245,76,221
426246,1,14
426249,94,336
426258,34,95
426261,51,167
426270,74,243
426273,36,128
426284,77,186
426287,110,268
426294,49,149
426299,85,193
426300,71,194
426301,0,0
426302,19,69
426306,69,185
426308,55,152
426315,26,80
426316,35,104
426321,63,121
426331,762,2691
426345,3,28
426350,41,124
426361,0,0
426362,20,35
426366,148,440
426367,107,266
426368,0,0
426372,22,69
426373,56,181
426377,50,176
426378,32,68
426379,39,136
426380,36,142
426392,62,219
426395,29,99
426397,29,104
426398,12,15
426400,146,445
426403,0,0
426405,244,521
426409,131,453
426414,88,246
426416,556,1837
426417,33,117
426421,46,102
426423,86,314
426427,24,95
426435,0,0
426441,23,63
426443,97,274
426451,127,266
426452,49,111
426453,37,89
426455,306,484
426456,112,273
426465,174,287
426467,39,96
426472,49,208
426480,35,93
426487,207,531
426488,41,102
426490,0,2
426491,49,166
426496,4,13
426501,0,0
426505,0,0
426513,26,76
426515,0,0
426517,62,221
426518,76,228
426520,54,158
426523,36,83
426525,34,94
426526,2,44
426530,56,149
426532,59,155
426533,38,84
426534,95,190
426537,46,166
426548,16,71
426549,40,116
426552,0,0
426555,110,402
426558,0,0
426561,0,0
426565,44,171
426568,148,463
426571,62,149
426573,458,813
426574,37,99
426575,4,25
426576,1,1
426577,33,61
426578,14,32
426579,67,179
426587,26,73
426589,122,279
426593,60,125
426594,129,310
426595,44,103
426597,27,89
426598,424,952
426601,68,147
426606,3,8
426607,0,0
426608,27,67
426609,71,78
426610,33,99
426611,84,188
426612,43,100
426616,121,280
426617,26,79
426618,4,28
426624,1,12
426637,51,163
426651,42,161
426659,0,0
426662,115,353
426663,432,1503
426665,65,125
426669,68,209
426670,6,64
426671,28,125
426675,80,220
426677,53,164
426681,11,31
426688,1,3
426691,0,0
426704,166,574
426705,108,272
426714,453,1264
426716,197,590
426720,12,44
426724,376,1028
426726,75,179
426727,60,192
426728,74,220
426730,0,0
426734,26,67
426736,190,416
426739,0,31
426742,96,227
426744,8,24
426747,20,50
426752,50,159
426754,27,88
426755,48,123
426758,31,72
426759,0,0
426763,0,0
426764,56,172
426769,0,0
426786,0,0
426787,0,0
426796,275,825
426800,0,0
426801,185,483
426804,0,0
426805,32,88
426826,51,204
426827,21,84
426840,0,0
426841,7,16
426844,7,13
426845,4,16
426848,53,136
426861,0,0
426870,59,205
426871,563,1068
426874,75,339
426875,34,118
426876,101,333
426884,56,194
426886,0,0
426887,57,240
426890,41,161
426893,0,0
426896,32,143
426902,115,189
426907,148,311
426910,3,9
426913,169,369
426914,339,829
426923,179,390
426925,27,75
426926,365,781
426932,104,264
426952,54,135
426955,79,173
426960,51,139
426978,60,216
427003,112,258
427008,46,133
427010,39,148
427011,16,83
427013,35,142
427019,0,0
427024,201,630
427026,36,102
427029,34,126
427030,48,137
427031,45,170
427032,30,104
427033,102,324
427036,9,39
427040,96,272
427041,28,85
427045,13,29
427047,19,58
427048,48,155
427051,44,161
427052,59,133
427057,51,126
427059,70,154
427069,1,20
427085,229,462
427087,119,237
427094,57,164
427096,14,38
427097,52,114
427098,32,74
427103,53,126
427104,37,92
427110,0,0
427112,190,644
427115,30,104
427120,142,391
427121,20,58
427123,0,3
427131,36,106
427140,0,0
427144,145,500
427145,70,243
427151,12,16
427161,0,0
427162,14,55
427163,192,665
427168,271,743
427170,19,102
427171,63,223
427174,20,48
427175,17,79
427177,47,166
427184,1,4
427185,47,108
427199,0,0
427200,32,132
427206,51,141
427207,53,166
427209,21,90
427216,105,247
427218,28,95
427220,27,68
427222,19,46
427225,26,90
427226,18,65
427228,47,175
427233,50,140
427234,33,107
427238,31,76
427239,27,86
427241,63,128
427249,52,141
427250,0,0
427251,66,167
427263,19,76
427268,221,677
427269,87,234
427271,77,165
427272,30,57
427273,82,205
427274,51,134
427278,13,30
427288,109,160
427289,49,119
427303,86,261
427304,62,198
427308,61,175
427320,17,80
427326,5,13
427332,152,550
427336,148,373
427340,95,334
427344,0,0
427345,177,465
427346,67,222
427349,0,0
427351,9,42
427352,0,0
427354,53,118
427355,57,179
427356,41,114
427358,20,63
427364,11,36
427365,96,306
427366,31,82
427372,116,242
427374,12,30
427376,43,148
427380,0,0
427392,178,574
427400,0,0
427406,75,220
427407,49,152
427408,30,102
427411,76,241
427413,44,173
427415,49,111
427419,79,194
427420,130,386
427421,377,771
427432,169,379
427433,58,158
427434,56,174
427440,6,38
427444,9,29
427450,0,0
427453,41,109
427454,57,178
427456,32,81
427464,12,42
427466,81,199
427469,218,355
427479,27,52
427498,45,187
427502,198,690
427504,11,49
427506,0,0
427508,90,336
427510,184,466
427514,27,85
427515,0,0
427524,162,468
427525,30,111
427529,28,98
427549,120,294
427551,57,162
427552,43,134
427555,0,0
427556,59,170
427558,72,267
427559,75,242
427561,69,252
427562,112,437
427568,0,0
427570,76,151
427571,107,306
427574,53,155
427577,12,101
427578,68,228
427583,32,106
427585,39,145
427588,42,238
427592,539,1057
427593,84,258
427597,87,309
427608,0,0
427609,71,201
427611,90,213
427612,42,113
427613,95,176
427614,3,6
427616,43,157
427619,250,485
427624,29,70
427625,60,158
427627,65,241
427646,41,110
427648,113,144
427652,455,937
427661,76,148
427673,47,160
427675,80,186
427680,61,239
427681,46,201
427688,50,141
427692,51,116
427693,73,125
427694,31,69
427696,29,81
427698,33,123
427702,34,114
427703,54,178
427705,66,218
427715,42,91
427717,69,193
427719,13,36
427724,12,37
427730,56,130
427737,85,228
427738,27,121
427741,43,150
427744,439,1498
427747,270,739
427749,1,3
427750,248,649
427753,117,394
427754,55,145
427755,0,0
427756,0,0
427761,129,321
427764,61,118
427765,340,737
427767,31,96
427768,163,371
427769,4,12
427772,27,78
427775,35,101
427777,23,75
427778,60,165
427779,77,242
427783,182,359
427789,59,190
427791,14,26
427796,226,485
427798,14,40
427800,212,561
427806,16,57
427809,70,243
427811,40,143
427824,23,57
427829,91,252
427832,50,165
427843,38,148
427844,38,153
427848,42,138
427851,59,182
427853,73,231
427856,63,150
427857,46,106
427858,135,250
427859,31,67
427864,83,179
427875,0,0
427876,63,206
427877,89,337
427878,253,687
427880,33,92
427882,0,0
427884,32,116
427885,30,88
427886,39,131
427895,117,290
427898,43,141
427901,15,39
427902,0,0
427906,217,509
427907,2,8
427910,4,13
427911,0,1
427914,72,343
427919,11,23
427920,244,462
427945,60,201
427946,62,154
427953,86,183
427954,452,811
427955,135,243
427956,299,477
427957,0,0
427958,184,472
427960,55,113
427978,10,22
427983,152,497
428009,54,147
428011,72,206
428020,185,444
428023,33,109
428024,64,142
428025,27,119
428028,49,158
428035,138,336
428039,38,108
428040,60,114
428050,54,243
428057,28,109
428059,119,308
428060,30,93
428073,42,113
428080,112,366
428090,0,0
428092,38,99
428093,30,84
428100,80,204
428103,0,0
428107,6,22
428115,0,0
428116,0,0
428118,0,4
428120,96,253
428129,4,25
428136,0,0
428137,0,5
428140,71,137
428150,104,270
428157,34,76
428165,189,477
428177,109,267
428194,58,230
428201,71,205
428206,41,117
428210,50,220
428211,31,167
428212,50,231
428214,30,96
428217,20,120
428219,36,104
428223,153,419
428225,74,269
428236,100,282
428238,118,344
428240,0,0
428242,53,163
428244,112,377
428249,23,59
428250,31,94
428251,38,102
428263,56,136
428266,58,149
428269,67,162
428270,0,0
428274,0,24
428275,0,0
428276,48,145
428277,0,4
428278,0,0
428280,180,224
428281,28,63
428283,52,203
428288,133,301
428291,41,95
428293,32,82
428299,71,203
428300,71,160
428303,52,143
428304,248,486
428306,0,0
428307,17,43
510002,126,429
510009,0,1
510010,2,16
510013,0,3
510014,18,68
510016,48,149
510017,39,125
510019,185,287
510020,209,641
510027,238,681
510030,118,311
510031,25,61
510032,30,72
510033,97,222
510034,208,653
510035,35,98
510036,165,477
510037,99,395
510039,163,640
510041,573,854
510043,0,0
510047,417,1143
510049,1,11
510050,257,759
510051,47,132
510056,1,8
510057,27,111
510058,23,78
510060,0,0
510063,0,0
510064,0,0
510066,0,0
510067,0,0
510069,0,3
510071,0,1
510074,1,8
510075,0,0
510077,112,313
510078,153,465
510079,76,220
510080,51,134
510085,11,38
510086,127,306
510092,69,210
510093,96,313
510096,1,6
510097,5,13
510101,56,156
510102,32,64
510103,53,188
510105,39,113
510106,41,105
510109,25,92
510110,0,0
510111,0,0
510115,31,109
510118,40,118
510122,0,1
510124,107,257
510125,33,104
510128,32,99
510130,124,315
510133,39,99
510134,13,53
510137,9,24
510138,29,72
510140,25,86
510144,48,146
510147,21,46
510148,42,69
510149,25,41
510150,38,52
510151,29,101
510153,121,398
510154,125,418
510157,88,323
510158,23,95
510159,47,181
510160,18,77
510164,161,371
510166,88,251
510169,0,0
510170,209,702
510172,81,145
510173,36,101
510175,31,80
510176,26,127
510177,9,33
510179,45,94
510180,35,85
510181,25,110
510182,62,184
510183,125,351
510184,4,12
510188,45,154
510189,0,0
510192,0,0
510194,24,64
510196,0,0
510203,0,12
510204,327,1036
510207,127,229
510208,39,108
510210,0,4
510216,0,0
510217,87,250
510219,44,114
510222,412,1240
510224,324,903
510225,48,179
510227,36,136
510228,46,149
510229,95,307
510232,29,131
510235,354,799
510237,188,520
510240,4,22
510242,155,498
510243,0,0
510245,0,0
510246,0,0
510249,0,0
510251,366,1127
510252,95,238
510254,1,0
510257,35,115
510260,0,0
510262,68,123
510264,61,212
510265,216,652
510269,65,165
510271,173,394
510274,4,21
510276,0,0
510277,25,64
510278,158,355
510279,6,31
510282,126,441
510285,5,12
510288,37,82
510290,33,52
510291,89,154
510294,490,734
510298,156,408
510299,79,213
510300,53,133
510301,6,10
510302,123,287
510304,0,75
510305,7,12
510307,9,21
510308,40,66
510311,50,114
510313,27,58
510316,52,153
510317,0,0
510318,44,95
510319,59,172
510320,192,303
510321,0,0
510324,35,93
510325,60,138
510326,79,183
510328,0,0
510330,85,305
510333,144,460
510334,52,90
510336,87,170
510337,58,162
510339,156,475
510340,222,424
510343,39,106
510348,0,0
510352,1,4
510354,44,218
510357,0,0
510358,0,0
510360,0,0
510361,128,458
510362,153,238
510364,202,652
510366,128,405
510371,28,82
510372,157,210
510373,98,239
510374,197,571
510375,122,323
510376,42,97
510379,167,419
510380,29,64
510382,55,164
510384,10,26
510385,48,122
510386,30,75
510389,21,66
510390,81,820
510392,41,121
510395,26,84
510398,41,119
510400,8,74
510401,21,84
510413,13,20
510414,17,41
510418,130,419
510419,78,209
510421,2,8
510427,779,2335
510428,97,341
510436,0,0
510437,0,0
510444,277,680
510447,27,60
510448,167,418
510449,78,199
510450,21,61
510451,99,298
510452,39,115
510455,495,1000
510457,86,226
510458,19,40
510459,41,99
510460,33,80
510461,70,150
510462,31,75
510463,0,1
510464,0,1
510465,61,129
510466,104,340
510468,0,0
510470,29,74
510471,41,125
510472,30,74
510474,58,135
510475,12,37
510476,30,94
510477,20,65
510479,21,98
510481,20,48
510483,85,165
510486,123,383
510488,5,11
510491,30,105
510492,111,326
510493,14,30
510497,36,134
510499,0,0
510502,67,172
510503,176,539
510508,1,82
510509,1,7
510511,128,423
510518,2,8
510523,2,16
510524,6,2
510528,26,74
510531,15,40
510532,41,133
510533,72,224
510534,38,82
510535,2,17
510538,36,148
510539,86,195
510542,71,220
510544,79,215
510547,11,19
510548,65,124
510550,28,114
510552,53,132
510554,49,100
510555,8,17
510556,49,103
510557,40,63
510558,38,62
510559,20,35
510560,15,63
510562,59,117
510563,210,664
510564,34,108
510565,35,95
510566,224,498
510567,62,161
510568,29,59
510569,110,367
510570,29,86
510571,108,301
510573,35,119
510575,87,306
510577,29,110
510578,0,0
510579,107,268
510581,1,0
510585,273,331
510586,33,68
510588,33,74
510595,24,60
510596,12,37
510598,8,12
510599,38,117
510600,36,103
510602,23,66
510604,3,3
510607,2,7
510616,1,6
510618,4,8
510624,28,69
510625,140,417
510626,51,176
510627,306,530
510628,18,53
510631,0,14
510632,240,726
510634,215,597
510635,14,68
510636,26,87
510639,171,606
510640,35,129
510641,32,100
510643,0,0
510645,0,1
510646,96,311
510648,332,1009
510649,315,902
510651,33,135
510652,50,139
510653,51,163
510654,56,127
510655,38,116
510656,45,110
510658,22,88
510661,361,825
510665,110,364
510666,0,0
510672,33,139
510673,55,180
510683,0,0
510684,0,0
510688,84,236
510692,4,38
510697,58,184
510699,34,48
510700,0,0
510703,26,96
510708,248,408
510713,219,302
510724,447,1221
510732,1,8
510733,6,35
510735,16,33
510736,4,8
510738,34,123
510741,125,323
510745,0,0
510749,3,9
510751,0,6
510752,0,0
510753,0,0
510754,0,3
510755,6,12
510763,23,95
510764,152,464
510765,25,102
510766,59,181
510767,150,249
510768,47,136
510769,2,25
510771,83,301
510774,0,0
510776,0,0
510777,272,891
510778,5,13
510780,183,482
510783,60,169
510784,24,99
510790,26,92
510791,27,73
510794,59,142
510795,50,117
510797,22,77
510798,0,0
510799,14,39
510801,91,113
510804,3,5
510805,88,246
510807,0,0
510810,803,1680
510815,36,143
510817,22,61
510818,378,1010
510819,275,759
510822,139,480
510828,110,267
510831,1,2
510833,171,447
510835,126,317
510836,375,998
510837,20,52
510839,27,63
510840,123,392
510841,51,126
510842,15,50
510843,0,10
510844,507,1417
510845,1,1
510846,102,279
510847,21,63
510851,244,618
510852,65,173
510854,8,19
510856,511,1266
510861,68,144
510863,32,101
510865,40,158
510867,36,107
510869,15,50
510874,46,91
510877,23,57
510879,36,44
510880,16,42
510882,0,1
510887,0,0
510888,2,7
510892,0,0
510907,0,0
510909,0,0
510910,764,2310
510917,2,3
510922,1,27
510924,68,149
510925,26,47
510927,58,115
510929,67,183
510930,0,0
510932,58,121
510940,75,158
510941,68,149
510943,268,654
510945,43,83
510947,10,25
510948,126,151
510949,23,32
510950,92,209
510951,30,70
510952,29,135
510953,25,79
510954,90,192
510956,31,61
510957,84,158
510958,19,50
510962,33,88
510963,151,546
510964,3,18
510966,3,8
510968,2,12
510969,0,0
510970,0,0
510974,6,8
510976,1,3
510977,60,158
510979,9,20
510981,63,203
510982,81,254
510984,0,0
510988,0,0
510989,0,0
510990,1,22
510993,202,565
510994,46,133
510997,0,0
511001,0,0
511006,95,288
511015,45,149
511018,55,176
511019,24,84
511020,1,8
511022,48,115
511023,42,104
511024,53,95
511025,20,83
511028,59,184
511030,78,182
511031,67,177
511032,35,103
511035,61,143
511036,26,69
511037,26,64
511042,163,484
511043,24,78
511044,16,67
511045,29,93
511047,23,111
511048,36,73
511058,57,176
511059,67,164
511060,44,94
511061,135,325
511062,38,118
511063,245,899
511065,31,154
511066,43,169
511068,119,398
511072,0,0
511073,0,0
511075,0,0
511076,426,1087
511086,0,9
511087,20,45
511093,25,38
511095,185,467
511097,20,108
511098,1,9
511101,3,7
511102,9,24
511104,174,536
