MAZ_NODE,TAZ_NODE,PUMA,COUNTY,county_name
211069,200266,08518,3,Santa Clara
211070,200994,08505,3,Santa Clara
211071,200994,08505,3,Santa Clara
211072,200712,08510,3,Santa Clara
211073,200911,08510,3,Santa Clara
211074,200912,08510,3,Santa Clara
211075,200614,08511,3,Santa Clara
211076,200698,08510,3,Santa Clara
211077,200805,08507,3,Santa Clara
211078,200865,08507,3,Santa Clara
211079,200797,08521,3,Santa Clara
211080,201037,08521,3,Santa Clara
211081,201036,08521,3,Santa Clara
211082,200835,08521,3,Santa Clara
211083,201055,08521,3,Santa Clara
211084,201369,08516,3,Santa Clara
211085,201369,08516,3,Santa Clara
211086,201369,08516,3,Santa Clara
211087,201370,08516,3,Santa Clara
211088,201371,08516,3,Santa Clara
211089,201483,08516,3,Santa Clara
211090,201483,08516,3,Santa Clara
211091,200003,08508,3,Santa Clara
211092,201340,08507,3,Santa Clara
211093,200238,08507,3,Santa Clara
211094,200228,08507,3,Santa Clara
211095,200239,08507,3,Santa Clara
211096,200412,08522,3,Santa Clara
211097,201487,08508,3,Santa Clara
211098,201403,08516,3,Santa Clara
211099,200446,08515,3,Santa Clara
211100,200446,08515,3,Santa Clara
211101,200354,08506,3,Santa Clara
211102,200354,08506,3,Santa Clara
211103,200348,08506,3,Santa Clara
211104,200331,08506,3,Santa Clara
211105,200337,08506,3,Santa Clara
211106,200359,08506,3,Santa Clara
211107,200331,08506,3,Santa Clara
211108,200337,08506,3,Santa Clara
211109,200360,08506,3,Santa Clara
211110,200790,08506,3,Santa Clara
211111,200573,08519,3,Santa Clara
211112,200574,08519,3,Santa Clara
211113,200573,08519,3,Santa Clara
211114,201157,08519,3,Santa Clara
211115,200974,08519,3,Santa Clara
211116,200975,08519,3,Santa Clara
211117,200975,08519,3,Santa Clara
211118,201372,08519,3,Santa Clara
211119,201148,08519,3,Santa Clara
211120,201147,08519,3,Santa Clara
211121,201146,08519,3,Santa Clara
211122,200943,08519,3,Santa Clara
211123,201144,08519,3,Santa Clara
211124,201133,08519,3,Santa Clara
211125,201131,08519,3,Santa Clara
211126,201132,08519,3,Santa Clara
211127,200437,08515,3,Santa Clara
211128,200438,08515,3,Santa Clara
211129,200462,08515,3,Santa Clara
211130,200462,08515,3,Santa Clara
211131,200009,08508,3,Santa Clara
211132,200890,08508,3,Santa Clara
211133,200890,08508,3,Santa Clara
211134,200890,08508,3,Santa Clara
211135,200889,08508,3,Santa Clara
211136,200325,08518,3,Santa Clara
211137,200035,08518,3,Santa Clara
211138,200285,08518,3,Santa Clara
211139,200318,08518,3,Santa Clara
211140,200944,08521,3,Santa Clara
211141,201007,08521,3,Santa Clara
211142,200832,08521,3,Santa Clara
211143,200204,08522,3,Santa Clara
211144,200202,08522,3,Santa Clara
211145,200205,08522,3,Santa Clara
211146,200197,08522,3,Santa Clara
211147,200199,08522,3,Santa Clara
211148,200220,08522,3,Santa Clara
211149,200212,08522,3,Santa Clara
211150,200212,08522,3,Santa Clara
211151,200212,08522,3,Santa Clara
211152,200212,08522,3,Santa Clara
211153,200209,08522,3,Santa Clara
211154,200210,08522,3,Santa Clara
211155,200216,08522,3,Santa Clara
211156,200887,08508,3,Santa Clara
211157,200843,08508,3,Santa Clara
211158,201169,08510,3,Santa Clara
211159,201168,08510,3,Santa Clara
211160,201168,08510,3,Santa Clara
211161,201182,08510,3,Santa Clara
211162,201182,08510,3,Santa Clara
211163,201182,08510,3,Santa Clara
211164,200899,08519,3,Santa Clara
211165,200960,08519,3,Santa Clara
211166,200899,08519,3,Santa Clara
211167,200648,08511,3,Santa Clara
211168,200653,08511,3,Santa Clara
211169,200923,08511,3,Santa Clara
211170,200684,08512,3,Santa Clara
211171,200632,08512,3,Santa Clara
211172,200417,08522,3,Santa Clara
211173,200376,08522,3,Santa Clara
211174,200408,08522,3,Santa Clara
211175,200379,08522,3,Santa Clara
211176,200419,08522,3,Santa Clara
211177,201364,08516,3,Santa Clara
211178,201364,08516,3,Santa Clara
211179,201441,08516,3,Santa Clara
211180,201478,08516,3,Santa Clara
211181,200397,08522,3,Santa Clara
211182,201305,08517,3,Santa Clara
211183,200958,08519,3,Santa Clara
211184,200961,08519,3,Santa Clara
211185,200900,08510,3,Santa Clara
211186,200900,08510,3,Santa Clara
211187,200900,08510,3,Santa Clara
211188,200884,08510,3,Santa Clara
211189,200885,08510,3,Santa Clara
211190,200693,08519,3,Santa Clara
211191,200513,08515,3,Santa Clara
211192,200513,08515,3,Santa Clara
211193,200524,08515,3,Santa Clara
211194,200523,08515,3,Santa Clara
211195,200469,08515,3,Santa Clara
211196,200470,08515,3,Santa Clara
211197,200469,08515,3,Santa Clara
211198,200926,08520,3,Santa Clara
211199,200931,08521,3,Santa Clara
211200,200928,08520,3,Santa Clara
211201,201069,08520,3,Santa Clara
211202,200825,08505,3,Santa Clara
211203,200578,08520,3,Santa Clara
211204,200584,08520,3,Santa Clara
211205,201058,08520,3,Santa Clara
211206,200665,08512,3,Santa Clara
211207,200578,08520,3,Santa Clara
211208,200578,08520,3,Santa Clara
211209,200924,08520,3,Santa Clara
211210,200129,08507,3,Santa Clara
211211,200128,08507,3,Santa Clara
211212,200260,08518,3,Santa Clara
211213,200272,08518,3,Santa Clara
211214,200981,08518,3,Santa Clara
211215,200979,08505,3,Santa Clara
211216,200934,08505,3,Santa Clara
211217,200825,08505,3,Santa Clara
211218,200663,08512,3,Santa Clara
211219,200924,08520,3,Santa Clara
211220,200650,08520,3,Santa Clara
211221,200548,08512,3,Santa Clara
211222,200657,08512,3,Santa Clara
211223,200548,08512,3,Santa Clara
211224,200562,08506,3,Santa Clara
211225,200565,08506,3,Santa Clara
211226,200845,08506,3,Santa Clara
211227,200847,08506,3,Santa Clara
211228,200848,08506,3,Santa Clara
211229,200851,08506,3,Santa Clara
211230,200845,08506,3,Santa Clara
211231,200847,08506,3,Santa Clara
211232,200264,08518,3,Santa Clara
211233,200304,08518,3,Santa Clara
211234,200079,08515,3,Santa Clara
211235,200079,08515,3,Santa Clara
211236,201059,08505,3,Santa Clara
211237,200994,08505,3,Santa Clara
211238,200886,08508,3,Santa Clara
211239,200742,08508,3,Santa Clara
211240,201005,08521,3,Santa Clara
211241,201036,08521,3,Santa Clara
211242,200237,08507,3,Santa Clara
211243,200236,08507,3,Santa Clara
211244,200254,08507,3,Santa Clara
211245,200251,08507,3,Santa Clara
211246,200251,08507,3,Santa Clara
211247,201377,08516,3,Santa Clara
211248,201377,08516,3,Santa Clara
211249,201394,08516,3,Santa Clara
211250,201374,08516,3,Santa Clara
211251,200216,08522,3,Santa Clara
211252,200482,08515,3,Santa Clara
211253,200482,08515,3,Santa Clara
211254,200201,08522,3,Santa Clara
211255,201312,08517,3,Santa Clara
211256,201409,08516,3,Santa Clara
211257,200414,08522,3,Santa Clara
211258,201396,08516,3,Santa Clara
211259,201399,08516,3,Santa Clara
211260,201470,08516,3,Santa Clara
211261,201314,08517,3,Santa Clara
211262,200384,08522,3,Santa Clara
211263,201265,08517,3,Santa Clara
211264,201265,08517,3,Santa Clara
211265,201484,08516,3,Santa Clara
211266,200937,08519,3,Santa Clara
211267,200799,08520,3,Santa Clara
211268,200089,08507,3,Santa Clara
211269,201470,08516,3,Santa Clara
211270,201059,08505,3,Santa Clara
211271,201470,08516,3,Santa Clara
211272,200663,08512,3,Santa Clara
211273,200663,08512,3,Santa Clara
211274,200910,08510,3,Santa Clara
211275,200595,08508,3,Santa Clara
211276,200902,08510,3,Santa Clara
211277,200740,08508,3,Santa Clara
211278,201045,08505,3,Santa Clara
211279,200814,08506,3,Santa Clara
211280,200814,08506,3,Santa Clara
211282,200814,08506,3,Santa Clara
211283,200814,08506,3,Santa Clara
211284,200814,08506,3,Santa Clara
211285,200593,08506,3,Santa Clara
211286,200593,08506,3,Santa Clara
211287,200334,08506,3,Santa Clara
211288,200334,08506,3,Santa Clara
211289,200340,08506,3,Santa Clara
211290,200346,08506,3,Santa Clara
211291,200344,08506,3,Santa Clara
211292,200076,08506,3,Santa Clara
211293,200161,08506,3,Santa Clara
211294,200193,08506,3,Santa Clara
211295,200192,08506,3,Santa Clara
211296,200059,08506,3,Santa Clara
211297,200163,08506,3,Santa Clara
211298,200196,08506,3,Santa Clara
211299,200143,08506,3,Santa Clara
211300,200147,08506,3,Santa Clara
211301,200196,08506,3,Santa Clara
211302,200196,08506,3,Santa Clara
211303,200195,08506,3,Santa Clara
211304,200158,08506,3,Santa Clara
211305,200158,08506,3,Santa Clara
211306,201156,08519,3,Santa Clara
211307,201155,08519,3,Santa Clara
211308,201156,08519,3,Santa Clara
211309,201151,08519,3,Santa Clara
211310,201151,08519,3,Santa Clara
211311,201151,08519,3,Santa Clara
211312,201151,08519,3,Santa Clara
211313,201149,08519,3,Santa Clara
211314,201149,08519,3,Santa Clara
211315,200506,08515,3,Santa Clara
211316,200506,08515,3,Santa Clara
211317,200497,08515,3,Santa Clara
211318,200534,08515,3,Santa Clara
211319,200498,08515,3,Santa Clara
211320,200534,08515,3,Santa Clara
211321,200737,08508,3,Santa Clara
211322,200886,08508,3,Santa Clara
211323,200739,08508,3,Santa Clara
211324,201003,08521,3,Santa Clara
211325,201003,08521,3,Santa Clara
211326,200834,08521,3,Santa Clara
211327,201002,08521,3,Santa Clara
211328,200833,08521,3,Santa Clara
211329,200682,08512,3,Santa Clara
211330,200677,08512,3,Santa Clara
211331,201408,08516,3,Santa Clara
211332,201396,08516,3,Santa Clara
211333,201367,08516,3,Santa Clara
211334,201358,08516,3,Santa Clara
211335,200913,08510,3,Santa Clara
211336,200913,08510,3,Santa Clara
211337,200697,08510,3,Santa Clara
211338,200697,08510,3,Santa Clara
211339,200697,08510,3,Santa Clara
211340,200696,08510,3,Santa Clara
211341,200232,08507,3,Santa Clara
211342,200232,08507,3,Santa Clara
211343,200232,08507,3,Santa Clara
211344,200240,08507,3,Santa Clara
211345,200241,08507,3,Santa Clara
211346,200243,08507,3,Santa Clara
211347,200243,08507,3,Santa Clara
211348,200243,08507,3,Santa Clara
211349,200298,08518,3,Santa Clara
211350,200297,08518,3,Santa Clara
211351,200396,08522,3,Santa Clara
211352,200401,08522,3,Santa Clara
211353,200401,08522,3,Santa Clara
211354,200395,08522,3,Santa Clara
211355,200367,08522,3,Santa Clara
211356,200367,08522,3,Santa Clara
211357,200998,08521,3,Santa Clara
211358,201063,08505,3,Santa Clara
211359,201044,08505,3,Santa Clara
211360,201051,08521,3,Santa Clara
211361,201049,08521,3,Santa Clara
211362,201051,08521,3,Santa Clara
211363,201050,08521,3,Santa Clara
211364,201051,08521,3,Santa Clara
211365,200671,08512,3,Santa Clara
211366,200671,08512,3,Santa Clara
211367,200917,08512,3,Santa Clara
211368,200687,08512,3,Santa Clara
211369,200810,08512,3,Santa Clara
211370,200687,08512,3,Santa Clara
211371,200916,08512,3,Santa Clara
211372,201172,08510,3,Santa Clara
211373,200926,08520,3,Santa Clara
211374,200819,08512,3,Santa Clara
211375,200690,08512,3,Santa Clara
211376,200605,08512,3,Santa Clara
211377,200933,08505,3,Santa Clara
211378,200825,08505,3,Santa Clara
211379,201045,08505,3,Santa Clara
211380,201027,08505,3,Santa Clara
211381,201027,08505,3,Santa Clara
211382,201043,08505,3,Santa Clara
211383,201066,08520,3,Santa Clara
211384,200910,08510,3,Santa Clara
211385,200724,08510,3,Santa Clara
211386,200905,08510,3,Santa Clara
211387,201329,08507,3,Santa Clara
211388,201343,08507,3,Santa Clara
211389,201343,08507,3,Santa Clara
211390,200326,08507,3,Santa Clara
211391,200234,08507,3,Santa Clara
211392,200832,08521,3,Santa Clara
211393,201481,08516,3,Santa Clara
211394,201481,08516,3,Santa Clara
211395,201454,08516,3,Santa Clara
211396,201450,08516,3,Santa Clara
211397,201361,08516,3,Santa Clara
211398,201435,08516,3,Santa Clara
211399,201435,08516,3,Santa Clara
211400,201438,08516,3,Santa Clara
211401,200123,08507,3,Santa Clara
211402,200120,08507,3,Santa Clara
211403,200118,08507,3,Santa Clara
211404,200575,08510,3,Santa Clara
211405,200576,08510,3,Santa Clara
211406,200575,08510,3,Santa Clara
211407,200575,08510,3,Santa Clara
211408,200609,08511,3,Santa Clara
211409,201483,08516,3,Santa Clara
211410,201445,08516,3,Santa Clara
211411,200097,08507,3,Santa Clara
211412,200095,08507,3,Santa Clara
211413,200096,08507,3,Santa Clara
211414,200088,08507,3,Santa Clara
211415,200908,08511,3,Santa Clara
211416,200908,08511,3,Santa Clara
211417,200908,08511,3,Santa Clara
211418,200908,08511,3,Santa Clara
211419,200909,08511,3,Santa Clara
211420,200909,08511,3,Santa Clara
211421,200909,08511,3,Santa Clara
211422,200611,08511,3,Santa Clara
211423,200839,08511,3,Santa Clara
211424,200839,08511,3,Santa Clara
211425,200610,08511,3,Santa Clara
211426,200610,08511,3,Santa Clara
211427,200838,08505,3,Santa Clara
211428,200838,08505,3,Santa Clara
211429,200286,08518,3,Santa Clara
211430,200318,08518,3,Santa Clara
211431,200391,08522,3,Santa Clara
211432,201397,08516,3,Santa Clara
211433,201398,08516,3,Santa Clara
211434,201484,08516,3,Santa Clara
211435,201406,08516,3,Santa Clara
211436,201406,08516,3,Santa Clara
211437,201292,08517,3,Santa Clara
211438,201222,08517,3,Santa Clara
211439,201276,08517,3,Santa Clara
211440,200455,08515,3,Santa Clara
211441,200687,08512,3,Santa Clara
211442,200687,08512,3,Santa Clara
211443,200687,08512,3,Santa Clara
211444,200595,08508,3,Santa Clara
211445,200577,08520,3,Santa Clara
211446,201158,08519,3,Santa Clara
211447,200377,08522,3,Santa Clara
211448,200731,08520,3,Santa Clara
211449,200910,08510,3,Santa Clara
211450,200942,08521,3,Santa Clara
211451,200471,08515,3,Santa Clara
211452,200623,08511,3,Santa Clara
211453,200593,08506,3,Santa Clara
211454,200082,08506,3,Santa Clara
211455,200082,08506,3,Santa Clara
211456,200082,08506,3,Santa Clara
211457,200593,08506,3,Santa Clara
211458,200082,08506,3,Santa Clara
211459,200335,08506,3,Santa Clara
211460,200332,08506,3,Santa Clara
211461,200360,08506,3,Santa Clara
211462,200057,08506,3,Santa Clara
211463,200074,08506,3,Santa Clara
211464,200063,08506,3,Santa Clara
211465,200347,08506,3,Santa Clara
211466,200140,08506,3,Santa Clara
211467,200138,08506,3,Santa Clara
211468,200137,08506,3,Santa Clara
211469,200190,08506,3,Santa Clara
211470,200790,08506,3,Santa Clara
211471,200790,08506,3,Santa Clara
211472,200790,08506,3,Santa Clara
211473,200528,08515,3,Santa Clara
211474,200894,08508,3,Santa Clara
211475,200009,08508,3,Santa Clara
211476,200009,08508,3,Santa Clara
211477,200009,08508,3,Santa Clara
211478,200890,08508,3,Santa Clara
211479,200890,08508,3,Santa Clara
211480,200889,08508,3,Santa Clara
211481,200889,08508,3,Santa Clara
211482,200570,08519,3,Santa Clara
211483,200343,08506,3,Santa Clara
211484,200345,08506,3,Santa Clara
211485,200360,08506,3,Santa Clara
211486,200349,08506,3,Santa Clara
211487,200336,08506,3,Santa Clara
211488,200354,08506,3,Santa Clara
211489,200354,08506,3,Santa Clara
211490,200331,08506,3,Santa Clara
211491,201486,08510,3,Santa Clara
211492,201165,08510,3,Santa Clara
211493,201162,08510,3,Santa Clara
211494,201162,08510,3,Santa Clara
211495,201167,08510,3,Santa Clara
211496,201164,08510,3,Santa Clara
211497,201087,08519,3,Santa Clara
211498,201088,08519,3,Santa Clara
211499,201079,08519,3,Santa Clara
211500,201079,08519,3,Santa Clara
211501,200921,08511,3,Santa Clara
211502,200519,08515,3,Santa Clara
211503,200402,08522,3,Santa Clara
211504,200458,08522,3,Santa Clara
211505,200458,08522,3,Santa Clara
211506,200791,08510,3,Santa Clara
211507,200791,08510,3,Santa Clara
211508,200705,08510,3,Santa Clara
211509,200705,08510,3,Santa Clara
211510,200705,08510,3,Santa Clara
211511,200913,08510,3,Santa Clara
211512,200913,08510,3,Santa Clara
211513,200913,08510,3,Santa Clara
211514,200913,08510,3,Santa Clara
211515,200913,08510,3,Santa Clara
211516,200698,08510,3,Santa Clara
211517,200697,08510,3,Santa Clara
211518,200696,08510,3,Santa Clara
211519,200243,08507,3,Santa Clara
211520,200249,08507,3,Santa Clara
211521,200395,08522,3,Santa Clara
211522,200395,08522,3,Santa Clara
211523,200368,08522,3,Santa Clara
211524,200980,08505,3,Santa Clara
211525,200980,08505,3,Santa Clara
211526,200583,08520,3,Santa Clara
211527,200577,08520,3,Santa Clara
211528,200577,08520,3,Santa Clara
211529,200577,08520,3,Santa Clara
211530,200577,08520,3,Santa Clara
211531,200321,08518,3,Santa Clara
211532,200641,08511,3,Santa Clara
211533,200394,08522,3,Santa Clara
211534,200134,08507,3,Santa Clara
211535,200132,08507,3,Santa Clara
211536,200132,08507,3,Santa Clara
211537,200133,08507,3,Santa Clara
211538,200296,08518,3,Santa Clara
211539,200321,08518,3,Santa Clara
211540,200294,08518,3,Santa Clara
211541,200278,08518,3,Santa Clara
211542,200949,08518,3,Santa Clara
211543,200978,08518,3,Santa Clara
211544,200988,08518,3,Santa Clara
211545,200986,08518,3,Santa Clara
211546,200988,08518,3,Santa Clara
211547,200250,08508,3,Santa Clara
211548,200250,08508,3,Santa Clara
211549,200007,08508,3,Santa Clara
211550,200007,08508,3,Santa Clara
211551,200700,08510,3,Santa Clara
211552,200787,08519,3,Santa Clara
211553,200787,08519,3,Santa Clara
211554,200787,08519,3,Santa Clara
211555,200860,08519,3,Santa Clara
211556,201101,08519,3,Santa Clara
211557,200762,08519,3,Santa Clara
211558,200490,08515,3,Santa Clara
211559,201448,08516,3,Santa Clara
211560,201445,08516,3,Santa Clara
211561,200124,08507,3,Santa Clara
211562,200124,08507,3,Santa Clara
211563,200131,08507,3,Santa Clara
211564,200130,08507,3,Santa Clara
211565,200114,08507,3,Santa Clara
211566,200113,08507,3,Santa Clara
211567,200714,08510,3,Santa Clara
211568,201486,08510,3,Santa Clara
211569,200575,08510,3,Santa Clara
211570,200576,08510,3,Santa Clara
211571,200575,08510,3,Santa Clara
211572,200576,08510,3,Santa Clara
211573,200575,08510,3,Santa Clara
211574,200575,08510,3,Santa Clara
211575,200373,08522,3,Santa Clara
211576,200373,08522,3,Santa Clara
211577,201398,08516,3,Santa Clara
211578,200862,08521,3,Santa Clara
211579,200999,08521,3,Santa Clara
211580,200783,08508,3,Santa Clara
211581,201089,08519,3,Santa Clara
211582,200788,08519,3,Santa Clara
211583,200957,08519,3,Santa Clara
211584,200968,08519,3,Santa Clara
211585,200951,08521,3,Santa Clara
211586,200947,08521,3,Santa Clara
211587,200688,08512,3,Santa Clara
211588,201228,08517,3,Santa Clara
211589,200771,08519,3,Santa Clara
211590,200924,08520,3,Santa Clara
211591,201216,08517,3,Santa Clara
211592,200249,08507,3,Santa Clara
211593,201321,08517,3,Santa Clara
211594,201321,08517,3,Santa Clara
211595,200057,08506,3,Santa Clara
211596,200038,08506,3,Santa Clara
211597,200333,08506,3,Santa Clara
211598,200333,08506,3,Santa Clara
211599,200502,08515,3,Santa Clara
211600,200501,08515,3,Santa Clara
211601,200501,08515,3,Santa Clara
211602,200741,08508,3,Santa Clara
211603,200740,08508,3,Santa Clara
211604,200740,08508,3,Santa Clara
211605,200003,08508,3,Santa Clara
211606,200002,08508,3,Santa Clara
211607,200002,08508,3,Santa Clara
211608,200372,08522,3,Santa Clara
211609,201198,08519,3,Santa Clara
211610,201194,08519,3,Santa Clara
211611,201198,08519,3,Santa Clara
211612,201193,08519,3,Santa Clara
211613,201191,08519,3,Santa Clara
211614,201192,08519,3,Santa Clara
211615,200764,08519,3,Santa Clara
211616,200768,08519,3,Santa Clara
211617,200766,08519,3,Santa Clara
211618,200531,08515,3,Santa Clara
211619,200485,08515,3,Santa Clara
211620,200485,08515,3,Santa Clara
211621,200843,08508,3,Santa Clara
211622,200745,08508,3,Santa Clara
211623,200745,08508,3,Santa Clara
211624,200745,08508,3,Santa Clara
211625,200745,08508,3,Santa Clara
211626,200744,08508,3,Santa Clara
211627,200744,08508,3,Santa Clara
211628,200744,08508,3,Santa Clara
211629,200744,08508,3,Santa Clara
211630,201231,08517,3,Santa Clara
211631,201241,08517,3,Santa Clara
211632,201042,08521,3,Santa Clara
211633,201035,08521,3,Santa Clara
211634,201035,08521,3,Santa Clara
211635,200684,08512,3,Santa Clara
211636,200682,08512,3,Santa Clara
211637,200804,08512,3,Santa Clara
211638,200683,08512,3,Santa Clara
211639,200677,08512,3,Santa Clara
211640,200676,08512,3,Santa Clara
211641,200217,08522,3,Santa Clara
211642,200217,08522,3,Santa Clara
211643,200217,08522,3,Santa Clara
211644,200396,08522,3,Santa Clara
211645,201482,08516,3,Santa Clara
211646,201366,08516,3,Santa Clara
211647,201275,08517,3,Santa Clara
211648,201264,08517,3,Santa Clara
211649,201264,08517,3,Santa Clara
211650,200792,08510,3,Santa Clara
211651,200725,08510,3,Santa Clara
211652,200725,08510,3,Santa Clara
211653,200726,08510,3,Santa Clara
211654,200726,08510,3,Santa Clara
211655,200901,08510,3,Santa Clara
211656,200785,08519,3,Santa Clara
211657,200782,08519,3,Santa Clara
211658,200789,08519,3,Santa Clara
211659,200516,08515,3,Santa Clara
211660,200530,08515,3,Santa Clara
211661,200246,08507,3,Santa Clara
211662,200864,08507,3,Santa Clara
211663,200652,08511,3,Santa Clara
211664,200219,08522,3,Santa Clara
211665,200221,08522,3,Santa Clara
211666,200214,08522,3,Santa Clara
211667,200215,08522,3,Santa Clara
211668,200799,08520,3,Santa Clara
211669,201071,08520,3,Santa Clara
211670,200856,08506,3,Santa Clara
211671,200929,08510,3,Santa Clara
211672,200929,08510,3,Santa Clara
211673,200591,08520,3,Santa Clara
211674,200365,08522,3,Santa Clara
211675,200411,08522,3,Santa Clara
211676,200411,08522,3,Santa Clara
211677,200411,08522,3,Santa Clara
211678,200410,08522,3,Santa Clara
211679,200664,08512,3,Santa Clara
211680,200651,08511,3,Santa Clara
211681,200651,08511,3,Santa Clara
211682,200651,08511,3,Santa Clara
211683,200651,08511,3,Santa Clara
211684,200651,08511,3,Santa Clara
211685,200651,08511,3,Santa Clara
211686,200637,08511,3,Santa Clara
211687,200638,08511,3,Santa Clara
211688,201059,08505,3,Santa Clara
211689,200311,08518,3,Santa Clara
211690,200989,08518,3,Santa Clara
211691,200995,08521,3,Santa Clara
211692,200995,08521,3,Santa Clara
211693,200999,08521,3,Santa Clara
211694,201000,08521,3,Santa Clara
211695,201020,08521,3,Santa Clara
211696,200706,08510,3,Santa Clara
211697,200706,08510,3,Santa Clara
211698,200791,08510,3,Santa Clara
211699,200704,08510,3,Santa Clara
211700,200704,08510,3,Santa Clara
211701,200704,08510,3,Santa Clara
211702,200698,08510,3,Santa Clara
211703,200698,08510,3,Santa Clara
211704,200697,08510,3,Santa Clara
211705,200702,08510,3,Santa Clara
211706,200607,08511,3,Santa Clara
211707,201395,08516,3,Santa Clara
211708,201447,08516,3,Santa Clara
211709,201480,08516,3,Santa Clara
211710,200108,08507,3,Santa Clara
211711,200107,08507,3,Santa Clara
211712,200107,08507,3,Santa Clara
211713,200107,08507,3,Santa Clara
211714,200603,08508,3,Santa Clara
211715,200604,08508,3,Santa Clara
211716,201355,08516,3,Santa Clara
211717,201470,08516,3,Santa Clara
211718,200478,08515,3,Santa Clara
211719,200457,08515,3,Santa Clara
211720,200478,08515,3,Santa Clara
211721,200399,08522,3,Santa Clara
211722,200399,08522,3,Santa Clara
211723,201297,08517,3,Santa Clara
211724,201299,08517,3,Santa Clara
211725,201274,08517,3,Santa Clara
211726,200303,08518,3,Santa Clara
211727,200308,08518,3,Santa Clara
211728,201301,08517,3,Santa Clara
211729,200664,08512,3,Santa Clara
211730,200664,08512,3,Santa Clara
211731,200227,08515,3,Santa Clara
211732,200453,08515,3,Santa Clara
211733,200593,08506,3,Santa Clara
211734,200357,08506,3,Santa Clara
211735,200357,08506,3,Santa Clara
211736,200348,08506,3,Santa Clara
211737,200334,08506,3,Santa Clara
211738,200154,08506,3,Santa Clara
211739,200147,08506,3,Santa Clara
211740,200147,08506,3,Santa Clara
211741,200147,08506,3,Santa Clara
211742,200147,08506,3,Santa Clara
211743,200050,08506,3,Santa Clara
211744,200055,08506,3,Santa Clara
211745,200155,08506,3,Santa Clara
211746,200150,08506,3,Santa Clara
211747,200193,08506,3,Santa Clara
211748,200156,08506,3,Santa Clara
211749,200194,08506,3,Santa Clara
211750,200196,08506,3,Santa Clara
211751,200049,08506,3,Santa Clara
211752,200146,08506,3,Santa Clara
211753,200350,08506,3,Santa Clara
211754,200535,08515,3,Santa Clara
211755,200536,08515,3,Santa Clara
211756,200866,08507,3,Santa Clara
211757,200866,08507,3,Santa Clara
211758,200595,08508,3,Santa Clara
211759,200595,08508,3,Santa Clara
211760,200595,08508,3,Santa Clara
211761,200596,08508,3,Santa Clara
211762,200596,08508,3,Santa Clara
211763,200029,08508,3,Santa Clara
211764,200029,08508,3,Santa Clara
211765,200029,08508,3,Santa Clara
211766,200031,08508,3,Santa Clara
211767,200741,08508,3,Santa Clara
211768,200769,08519,3,Santa Clara
211769,200765,08519,3,Santa Clara
211770,200754,08519,3,Santa Clara
211771,200753,08519,3,Santa Clara
211772,200760,08519,3,Santa Clara
211773,200758,08519,3,Santa Clara
211774,200758,08519,3,Santa Clara
211775,200541,08515,3,Santa Clara
211776,200495,08515,3,Santa Clara
211777,200495,08515,3,Santa Clara
211778,201217,08517,3,Santa Clara
211779,201286,08517,3,Santa Clara
211780,201284,08517,3,Santa Clara
211781,201284,08517,3,Santa Clara
211782,201283,08517,3,Santa Clara
211783,201253,08517,3,Santa Clara
211784,201253,08517,3,Santa Clara
211785,201254,08517,3,Santa Clara
211786,201254,08517,3,Santa Clara
211787,201179,08510,3,Santa Clara
211788,200809,08510,3,Santa Clara
211789,200710,08510,3,Santa Clara
211790,200912,08510,3,Santa Clara
211791,200707,08510,3,Santa Clara
211792,200707,08510,3,Santa Clara
211793,200242,08507,3,Santa Clara
211794,200242,08507,3,Santa Clara
211795,201078,08519,3,Santa Clara
211796,201078,08519,3,Santa Clara
211797,201075,08519,3,Santa Clara
211798,200900,08510,3,Santa Clara
211799,200367,08522,3,Santa Clara
211800,200367,08522,3,Santa Clara
211801,200368,08522,3,Santa Clara
211802,200578,08520,3,Santa Clara
211803,200577,08520,3,Santa Clara
211804,200577,08520,3,Santa Clara
211805,200265,08518,3,Santa Clara
211806,200313,08518,3,Santa Clara
211807,200117,08507,3,Santa Clara
211808,200117,08507,3,Santa Clara
211809,200117,08507,3,Santa Clara
211810,200116,08507,3,Santa Clara
211811,201341,08507,3,Santa Clara
211812,201343,08507,3,Santa Clara
211813,201068,08520,3,Santa Clara
211814,201064,08505,3,Santa Clara
211815,200662,08512,3,Santa Clara
211816,200928,08520,3,Santa Clara
211817,200928,08520,3,Santa Clara
211818,200925,08520,3,Santa Clara
211819,200925,08520,3,Santa Clara
211820,200916,08512,3,Santa Clara
211821,200234,08507,3,Santa Clara
211822,200234,08507,3,Santa Clara
211823,200234,08507,3,Santa Clara
211824,200235,08507,3,Santa Clara
211825,200235,08507,3,Santa Clara
211826,200234,08507,3,Santa Clara
211827,200235,08507,3,Santa Clara
211828,200237,08507,3,Santa Clara
211829,200905,08510,3,Santa Clara
211830,200723,08510,3,Santa Clara
211831,200093,08507,3,Santa Clara
211832,200094,08507,3,Santa Clara
211833,200108,08507,3,Santa Clara
211834,201344,08507,3,Santa Clara
211835,200606,08511,3,Santa Clara
211836,200606,08511,3,Santa Clara
211837,200710,08510,3,Santa Clara
211838,200911,08510,3,Santa Clara
211839,200624,08511,3,Santa Clara
211840,200624,08511,3,Santa Clara
211841,200624,08511,3,Santa Clara
211842,200325,08518,3,Santa Clara
211843,201375,08516,3,Santa Clara
211844,201375,08516,3,Santa Clara
