MAZ,num_hh,total_pop,gq_pop,gq_military,gq_university,gq_other,numhh_gq
10223.0,150,213,0,0,0,0,150
10224.0,97,155,0,0,0,0,97
10225.0,121,189,7,0,0,7,128
10226.0,86,163,0,0,0,0,86
10227.0,84,157,0,0,0,0,84
10228.0,102,135,0,0,0,0,102
10229.0,89,164,0,0,0,0,89
10230.0,126,168,0,0,0,0,126
10231.0,112,175,0,0,0,0,112
10232.0,55,62,0,0,0,0,55
10233.0,23,44,0,0,0,0,23
10234.0,123,178,0,0,0,0,123
10235.0,59,82,0,0,0,0,59
10236.0,76,109,0,0,0,0,76
10241.0,66,141,0,0,0,0,66
10242.0,79,191,0,0,0,0,79
10247.0,102,111,0,0,0,0,102
10248.0,131,146,0,0,0,0,131
10249.0,65,80,0,0,0,0,65
10250.0,182,244,0,0,0,0,182
10251.0,151,199,0,0,0,0,151
10252.0,116,140,0,0,0,0,116
10253.0,87,152,17,0,0,17,104
10254.0,297,365,0,0,0,0,297
10255.0,193,239,0,0,0,0,193
10256.0,220,246,0,0,0,0,220
10257.0,114,194,4,0,0,4,118
10258.0,116,179,0,0,0,0,116
10259.0,0,7,7,0,0,7,7
10260.0,5,14,0,0,0,0,5
10261.0,0,89,51,0,0,51,51
10262.0,525,408,0,0,0,0,525
10263.0,0,0,0,0,0,0,0
10265.0,998,974,60,0,0,60,1058
10266.0,233,245,0,0,0,0,233
10268.0,265,237,46,0,0,46,311
10269.0,170,128,15,0,0,15,185
10270.0,201,248,0,0,0,0,201
10271.0,168,180,8,0,0,8,176
10272.0,225,262,0,0,0,0,225
10273.0,293,303,8,0,0,8,301
10274.0,237,367,0,0,0,0,237
10275.0,27,21,0,0,0,0,27
10276.0,0,0,0,0,0,0,0
10277.0,28,142,92,0,0,92,120
10278.0,179,349,10,0,0,10,189
10279.0,439,385,0,0,0,0,439
10280.0,64,80,9,0,0,9,73
10281.0,148,271,0,0,0,0,148
10282.0,0,37,37,0,0,37,37
10283.0,46,41,0,0,0,0,46
10284.0,134,128,0,0,0,0,134
10287.0,80,119,0,0,0,0,80
10288.0,102,212,0,0,0,0,102
10289.0,119,148,0,0,0,0,119
10290.0,118,213,16,0,0,16,134
10292.0,172,267,0,0,0,0,172
10295.0,72,66,0,0,0,0,72
10300.0,214,313,0,0,0,0,214
10302.0,187,207,0,0,0,0,187
10308.0,572,420,0,0,0,0,572
10309.0,224,281,0,0,0,0,224
10310.0,85,109,0,0,0,0,85
10312.0,183,272,0,0,0,0,183
10313.0,146,196,0,0,0,0,146
10315.0,50,82,0,0,0,0,50
10316.0,149,185,0,0,0,0,149
10317.0,159,213,0,0,0,0,159
10321.0,159,210,0,0,0,0,159
10322.0,97,103,0,0,0,0,97
10323.0,104,158,0,0,0,0,104
10324.0,108,149,0,0,0,0,108
10325.0,89,115,0,0,0,0,89
10326.0,111,171,0,0,0,0,111
10327.0,136,209,0,0,0,0,136
10328.0,106,166,0,0,0,0,106
10329.0,109,157,0,0,0,0,109
10330.0,110,168,0,0,0,0,110
10331.0,126,192,0,0,0,0,126
10333.0,145,199,0,0,0,0,145
10334.0,250,276,0,0,0,0,250
10335.0,244,313,0,0,0,0,244
10336.0,108,137,0,0,0,0,108
10337.0,99,158,0,0,0,0,99
10338.0,127,174,0,0,0,0,127
10340.0,125,170,0,0,0,0,125
10341.0,106,169,0,0,0,0,106
10344.0,156,216,0,0,0,0,156
10347.0,32,56,0,0,0,0,32
10349.0,83,141,0,0,0,0,83
10350.0,39,53,0,0,0,0,39
10351.0,51,65,0,0,0,0,51
10352.0,127,201,0,0,0,0,127
10353.0,291,399,0,0,0,0,291
10355.0,257,223,0,0,0,0,257
10358.0,195,232,0,0,0,0,195
10359.0,156,264,0,0,0,0,156
10368.0,136,114,0,0,0,0,136
10369.0,0,0,0,0,0,0,0
10370.0,0,0,0,0,0,0,0
10372.0,206,187,0,0,0,0,206
10373.0,321,247,0,0,0,0,321
10375.0,239,189,0,0,0,0,239
10376.0,269,288,0,0,0,0,269
10377.0,0,0,0,0,0,0,0
10378.0,276,286,0,0,0,0,276
10380.0,914,1129,0,0,0,0,914
10384.0,127,169,0,0,0,0,127
10385.0,258,262,0,0,0,0,258
10386.0,169,185,0,0,0,0,169
10388.0,1175,1340,172,0,172,0,1347
10390.0,587,599,0,0,0,0,587
10392.0,282,291,0,0,0,0,282
10394.0,174,193,1,0,0,1,175
10395.0,0,0,0,0,0,0,0
10398.0,757,704,50,0,0,50,807
10399.0,24,47,0,0,0,0,24
10400.0,133,182,0,0,0,0,133
10401.0,332,346,0,0,0,0,332
10402.0,34,69,0,0,0,0,34
10403.0,142,202,0,0,0,0,142
10405.0,146,175,0,0,0,0,146
10411.0,82,232,0,0,0,0,82
10413.0,256,277,0,0,0,0,256
10414.0,223,291,0,0,0,0,223
10416.0,219,249,0,0,0,0,219
10417.0,206,233,0,0,0,0,206
10418.0,237,257,0,0,0,0,237
10419.0,225,235,0,0,0,0,225
10420.0,197,221,0,0,0,0,197
10421.0,106,121,0,0,0,0,106
10424.0,92,199,0,0,0,0,92
10425.0,150,191,0,0,0,0,150
10427.0,38,82,0,0,0,0,38
10428.0,48,65,0,0,0,0,48
10429.0,95,143,0,0,0,0,95
10430.0,87,150,0,0,0,0,87
10431.0,54,73,0,0,0,0,54
10432.0,91,201,12,0,0,12,103
10433.0,71,226,0,0,0,0,71
10434.0,70,106,0,0,0,0,70
10435.0,76,120,0,0,0,0,76
10436.0,108,169,0,0,0,0,108
10437.0,100,197,0,0,0,0,100
10438.0,277,476,0,0,0,0,277
10440.0,72,142,0,0,0,0,72
10441.0,146,269,0,0,0,0,146
10443.0,105,169,0,0,0,0,105
10444.0,79,136,0,0,0,0,79
10445.0,390,751,0,0,0,0,390
10446.0,163,352,0,0,0,0,163
10447.0,0,0,0,0,0,0,0
10450.0,58,66,0,0,0,0,58
10452.0,61,128,0,0,0,0,61
10454.0,928,1048,182,0,0,182,1110
10455.0,28,26,9,0,0,9,37
10456.0,953,1642,845,0,0,845,1798
10457.0,330,432,80,0,0,80,410
10458.0,42,37,0,0,0,0,42
10460.0,63,46,1,0,0,1,64
10462.0,405,440,0,0,0,0,405
10463.0,60,127,0,0,0,0,60
10464.0,76,144,0,0,0,0,76
10466.0,114,194,0,0,0,0,114
10467.0,95,171,0,0,0,0,95
10468.0,209,251,0,0,0,0,209
10469.0,135,169,0,0,0,0,135
10470.0,147,254,0,0,0,0,147
10472.0,60,104,0,0,0,0,60
10473.0,126,151,0,0,0,0,126
10474.0,187,208,0,0,0,0,187
10476.0,0,88,88,0,0,88,88
10477.0,118,154,0,0,0,0,118
10482.0,0,10,10,0,0,10,10
10483.0,0,3,3,0,0,3,3
10484.0,280,306,0,0,0,0,280
10486.0,252,276,0,0,0,0,252
10487.0,314,288,0,0,0,0,314
10488.0,91,95,0,0,0,0,91
10489.0,237,186,0,0,0,0,237
10490.0,390,352,0,0,0,0,390
10493.0,321,286,0,0,0,0,321
10494.0,128,141,26,0,8,18,154
10496.0,341,295,0,0,0,0,341
10498.0,344,357,0,0,0,0,344
10499.0,414,334,0,0,0,0,414
10501.0,360,351,0,0,0,0,360
10503.0,244,265,0,0,0,0,244
10504.0,157,196,0,0,0,0,157
10507.0,172,174,0,0,0,0,172
10508.0,138,168,0,0,0,0,138
10509.0,172,173,0,0,0,0,172
10512.0,1538,1435,0,0,0,0,1538
10514.0,229,230,4,0,0,4,233
10515.0,211,242,44,0,0,44,255
10517.0,89,101,6,0,0,6,95
10518.0,211,216,0,0,0,0,211
10519.0,102,151,0,0,0,0,102
10520.0,0,0,0,0,0,0,0
10523.0,269,292,0,0,0,0,269
10524.0,140,192,0,0,0,0,140
10525.0,144,183,0,0,0,0,144
10526.0,189,245,0,0,0,0,189
10527.0,252,271,0,0,0,0,252
10528.0,112,200,0,0,0,0,112
10529.0,128,167,0,0,0,0,128
10530.0,100,168,5,0,0,5,105
10532.0,695,554,0,0,0,0,695
10535.0,309,304,0,0,0,0,309
10536.0,172,195,0,0,0,0,172
10538.0,163,188,0,0,0,0,163
10539.0,148,158,4,0,0,4,152
10540.0,158,147,0,0,0,0,158
10541.0,156,196,0,0,0,0,156
10542.0,88,126,0,0,0,0,88
10543.0,216,283,0,0,0,0,216
10544.0,95,96,0,0,0,0,95
10546.0,61,107,0,0,0,0,61
10547.0,53,82,0,0,0,0,53
10549.0,17,15,0,0,0,0,17
10551.0,94,101,0,0,0,0,94
10552.0,108,100,4,0,0,4,112
10553.0,271,270,0,0,0,0,271
10554.0,368,410,0,0,0,0,368
10555.0,393,358,0,0,0,0,393
10564.0,178,153,0,0,0,0,178
10566.0,116,140,7,0,0,7,123
10567.0,260,256,0,0,0,0,260
10572.0,0,2,2,0,0,2,2
10573.0,252,201,0,0,0,0,252
10575.0,0,0,0,0,0,0,0
10576.0,123,200,0,0,0,0,123
10581.0,0,0,0,0,0,0,0
10582.0,0,0,0,0,0,0,0
10585.0,161,197,0,0,0,0,161
10586.0,179,230,0,0,0,0,179
10587.0,235,340,0,0,0,0,235
10590.0,206,340,0,0,0,0,206
10593.0,0,0,0,0,0,0,0
10594.0,165,183,2,0,0,2,167
10595.0,192,172,0,0,0,0,192
10596.0,237,216,0,0,0,0,237
10597.0,34,65,0,0,0,0,34
10598.0,104,121,0,0,0,0,104
10600.0,0,0,0,0,0,0,0
10601.0,262,194,21,0,0,21,283
10602.0,275,265,0,0,0,0,275
10604.0,125,134,0,0,0,0,125
10605.0,72,113,0,0,0,0,72
10606.0,144,157,0,0,0,0,144
10607.0,85,164,0,0,0,0,85
10608.0,102,148,0,0,0,0,102
10609.0,0,0,0,0,0,0,0
10610.0,42,100,0,0,0,0,42
10611.0,202,174,0,0,0,0,202
10612.0,569,624,0,0,0,0,569
10613.0,72,100,0,0,0,0,72
10614.0,148,139,0,0,0,0,148
10627.0,75,123,0,0,0,0,75
10628.0,58,89,0,0,0,0,58
10632.0,189,171,0,0,0,0,189
10635.0,129,162,15,0,0,15,144
10637.0,202,225,0,0,0,0,202
10642.0,53,101,0,0,0,0,53
10646.0,241,217,0,0,0,0,241
10649.0,484,450,0,0,0,0,484
10650.0,555,593,0,0,0,0,555
10654.0,123,98,0,0,0,0,123
10655.0,64,125,18,0,0,18,82
10658.0,0,0,0,0,0,0,0
10659.0,85,227,50,0,0,50,135
10660.0,60,173,18,0,0,18,78
10665.0,91,139,0,0,0,0,91
10666.0,66,85,0,0,0,0,66
10667.0,57,137,0,0,0,0,57
10668.0,121,153,0,0,0,0,121
10669.0,121,188,0,0,0,0,121
10670.0,150,186,0,0,0,0,150
10671.0,150,190,16,0,0,16,166
10675.0,2826,2417,89,0,0,89,2915
10677.0,148,132,0,0,0,0,148
10680.0,42,116,20,0,0,20,62
10681.0,235,285,0,0,0,0,235
10683.0,38,63,0,0,0,0,38
10684.0,52,72,0,0,0,0,52
10685.0,76,90,0,0,0,0,76
10686.0,45,78,0,0,0,0,45
10693.0,185,180,0,0,0,0,185
10695.0,159,178,0,0,0,0,159
10696.0,0,0,0,0,0,0,0
10697.0,176,216,5,0,0,5,181
10698.0,208,250,0,0,0,0,208
10699.0,138,151,12,0,0,12,150
10700.0,33,93,2,0,0,2,35
10701.0,99,148,0,0,0,0,99
10702.0,2,28,0,0,0,0,2
10703.0,1,1,0,0,0,0,1
10704.0,79,81,0,0,0,0,79
10705.0,103,130,0,0,0,0,103
10706.0,197,262,43,0,0,43,240
10707.0,110,243,0,0,0,0,110
10708.0,123,235,0,0,0,0,123
10711.0,74,151,0,0,0,0,74
10713.0,121,217,0,0,0,0,121
10714.0,129,276,0,0,0,0,129
10716.0,66,131,0,0,0,0,66
10717.0,114,200,0,0,0,0,114
10718.0,118,248,0,0,0,0,118
10720.0,103,206,0,0,0,0,103
10721.0,90,173,0,0,0,0,90
10722.0,121,231,0,0,0,0,121
10724.0,329,318,0,0,0,0,329
10725.0,111,205,0,0,0,0,111
10726.0,206,339,0,0,0,0,206
10727.0,63,88,0,0,0,0,63
10728.0,66,106,0,0,0,0,66
10731.0,0,0,0,0,0,0,0
10734.0,282,405,0,0,0,0,282
10735.0,0,0,0,0,0,0,0
10736.0,17,19,0,0,0,0,17
10743.0,85,147,0,0,0,0,85
10744.0,185,296,0,0,0,0,185
10745.0,112,113,0,0,0,0,112
10750.0,59,105,0,0,0,0,59
10751.0,102,132,0,0,0,0,102
10753.0,89,152,0,0,0,0,89
10754.0,98,150,0,0,0,0,98
10756.0,99,212,0,0,0,0,99
10760.0,114,185,0,0,0,0,114
10761.0,100,163,0,0,0,0,100
10762.0,280,339,0,0,0,0,280
10763.0,218,265,0,0,0,0,218
10764.0,252,368,0,0,0,0,252
10765.0,114,131,0,0,0,0,114
10766.0,98,106,0,0,0,0,98
10767.0,104,152,9,0,0,9,113
10768.0,244,253,0,0,0,0,244
10769.0,62,179,109,0,0,109,171
10770.0,344,355,0,0,0,0,344
10771.0,254,277,0,0,0,0,254
10772.0,167,207,0,0,0,0,167
10773.0,229,232,0,0,0,0,229
10774.0,178,249,0,0,0,0,178
10775.0,109,124,0,0,0,0,109
10776.0,42,85,0,0,0,0,42
10780.0,55,71,0,0,0,0,55
10782.0,115,138,0,0,0,0,115
10783.0,83,149,0,0,0,0,83
10786.0,48,66,0,0,0,0,48
10787.0,0,19,0,0,0,0,0
10790.0,68,110,0,0,0,0,68
10791.0,74,94,6,0,0,6,80
10793.0,535,496,0,0,0,0,535
10795.0,79,189,0,0,0,0,79
10798.0,57,137,11,0,0,11,68
10801.0,168,261,0,0,0,0,168
10803.0,227,398,0,0,0,0,227
10805.0,46,65,0,0,0,0,46
10806.0,74,95,0,0,0,0,74
10809.0,6,42,0,0,0,0,6
10810.0,165,292,20,0,0,20,185
10811.0,90,231,0,0,0,0,90
10812.0,69,200,3,0,0,3,72
10813.0,84,132,7,0,0,7,91
10814.0,351,655,0,0,0,0,351
10817.0,89,171,0,0,0,0,89
10818.0,90,170,0,0,0,0,90
10819.0,115,269,0,0,0,0,115
10822.0,4,12,0,0,0,0,4
10823.0,66,100,0,0,0,0,66
10834.0,174,217,0,0,0,0,174
10835.0,113,180,31,0,0,31,144
10837.0,255,301,0,0,0,0,255
10838.0,200,273,0,0,0,0,200
10839.0,0,0,0,0,0,0,0
10840.0,0,0,0,0,0,0,0
10843.0,91,105,0,0,0,0,91
10847.0,134,117,0,0,0,0,134
10848.0,161,189,6,0,0,6,167
10849.0,179,191,0,0,0,0,179
10850.0,147,156,0,0,0,0,147
10851.0,165,228,0,0,0,0,165
10852.0,197,194,0,0,0,0,197
10853.0,384,483,0,0,0,0,384
10854.0,53,154,0,0,0,0,53
10856.0,376,437,0,0,0,0,376
10857.0,294,347,0,0,0,0,294
10858.0,101,102,0,0,0,0,101
10859.0,140,192,0,0,0,0,140
10860.0,80,173,0,0,0,0,80
10861.0,62,115,0,0,0,0,62
10863.0,1191,1359,56,0,0,56,1247
10864.0,34,80,0,0,0,0,34
10865.0,91,180,0,0,0,0,91
10866.0,85,188,0,0,0,0,85
10867.0,100,176,0,0,0,0,100
10868.0,58,109,0,0,0,0,58
10871.0,430,502,19,0,0,19,449
10873.0,91,171,0,0,0,0,91
10874.0,271,381,0,0,0,0,271
10876.0,89,104,0,0,0,0,89
10877.0,183,160,0,0,0,0,183
10878.0,81,103,0,0,0,0,81
10879.0,133,185,0,0,0,0,133
10881.0,129,211,5,0,0,5,134
10882.0,104,180,0,0,0,0,104
10883.0,164,231,0,0,0,0,164
10884.0,231,272,0,0,0,0,231
10885.0,0,34,0,0,0,0,0
10886.0,108,159,0,0,0,0,108
10887.0,254,296,0,0,0,0,254
10889.0,178,209,0,0,0,0,178
10890.0,95,109,0,0,0,0,95
10891.0,104,150,0,0,0,0,104
10892.0,252,271,0,0,0,0,252
10893.0,168,210,0,0,0,0,168
10894.0,159,237,0,0,0,0,159
10895.0,356,344,0,0,0,0,356
10896.0,285,282,0,0,0,0,285
10897.0,109,163,0,0,0,0,109
10898.0,101,160,0,0,0,0,101
10899.0,136,163,11,0,0,11,147
10900.0,102,153,10,0,0,10,112
10901.0,142,175,11,0,0,11,153
10902.0,155,180,0,0,0,0,155
10904.0,297,305,0,0,0,0,297
10906.0,248,303,0,0,0,0,248
10907.0,131,125,1,0,0,1,132
10908.0,203,248,0,0,0,0,203
10909.0,216,239,0,0,0,0,216
10910.0,165,207,0,0,0,0,165
10911.0,188,220,14,0,0,14,202
10912.0,199,197,0,0,0,0,199
10913.0,93,122,0,0,0,0,93
10914.0,129,161,0,0,0,0,129
10915.0,113,118,0,0,0,0,113
10916.0,70,104,0,0,0,0,70
10917.0,61,86,0,0,0,0,61
10920.0,0,0,0,0,0,0,0
10922.0,51,82,15,0,0,15,66
10924.0,106,128,0,0,0,0,106
10925.0,123,163,0,0,0,0,123
10927.0,401,403,0,0,0,0,401
10929.0,116,159,0,0,0,0,116
10930.0,231,234,0,0,0,0,231
10933.0,59,119,0,0,0,0,59
10934.0,45,61,0,0,0,0,45
10936.0,79,138,0,0,0,0,79
10937.0,161,356,0,0,0,0,161
10938.0,83,219,0,0,0,0,83
10939.0,77,149,0,0,0,0,77
10940.0,70,98,0,0,0,0,70
10941.0,104,221,0,0,0,0,104
10944.0,54,98,12,0,0,12,66
10947.0,231,355,0,0,0,0,231
10948.0,591,700,0,0,0,0,591
10950.0,530,373,0,0,0,0,530
10951.0,488,433,0,0,0,0,488
10955.0,99,157,0,0,0,0,99
10956.0,104,150,0,0,0,0,104
10957.0,63,86,0,0,0,0,63
10958.0,108,120,0,0,0,0,108
10959.0,210,912,678,0,609,69,888
10961.0,188,207,0,0,0,0,188
10962.0,199,189,0,0,0,0,199
10964.0,78,92,10,0,0,10,88
10965.0,172,219,19,0,0,19,191
10966.0,412,426,0,0,0,0,412
10967.0,146,144,0,0,0,0,146
10970.0,91,102,0,0,0,0,91
10972.0,2,70,56,0,0,56,58
10975.0,172,302,29,0,0,29,201
10976.0,140,178,0,0,0,0,140
10977.0,104,219,0,0,0,0,104
10978.0,91,141,0,0,0,0,91
10982.0,108,103,0,0,0,0,108
10983.0,95,177,0,0,0,0,95
10984.0,126,135,0,0,0,0,126
10985.0,195,220,0,0,0,0,195
10986.0,158,169,0,0,0,0,158
10989.0,221,164,0,0,0,0,221
10990.0,195,202,0,0,0,0,195
10991.0,288,264,0,0,0,0,288
10992.0,216,230,0,0,0,0,216
10993.0,261,245,18,0,0,18,279
10994.0,189,218,0,0,0,0,189
10995.0,197,202,0,0,0,0,197
10996.0,478,470,36,0,36,0,514
10997.0,186,207,0,0,0,0,186
10999.0,157,169,0,0,0,0,157
11001.0,184,243,0,0,0,0,184
11002.0,34,78,0,0,0,0,34
11004.0,161,201,0,0,0,0,161
11005.0,154,195,0,0,0,0,154
11006.0,165,216,0,0,0,0,165
11008.0,321,285,0,0,0,0,321
11011.0,0,0,0,0,0,0,0
11013.0,0,0,0,0,0,0,0
11014.0,0,0,0,0,0,0,0
11015.0,60,70,0,0,0,0,60
11018.0,103,167,5,0,0,5,108
11021.0,149,205,0,0,0,0,149
11026.0,768,911,32,0,32,0,800
11027.0,152,142,0,0,0,0,152
11028.0,165,166,0,0,0,0,165
11031.0,0,0,0,0,0,0,0
11033.0,2,14,12,0,0,12,14
11038.0,0,0,0,0,0,0,0
11039.0,163,288,0,0,0,0,163
11041.0,76,134,0,0,0,0,76
11042.0,95,152,0,0,0,0,95
11044.0,93,169,2,0,0,2,95
11046.0,169,263,0,0,0,0,169
11051.0,129,161,7,0,0,7,136
11055.0,144,207,0,0,0,0,144
11056.0,115,203,7,0,0,7,122
11059.0,209,184,0,0,0,0,209
11060.0,116,171,0,0,0,0,116
11062.0,133,167,0,0,0,0,133
11063.0,181,219,9,0,0,9,190
11064.0,214,221,0,0,0,0,214
11065.0,13,91,89,0,89,0,102
11067.0,246,229,0,0,0,0,246
11068.0,216,229,0,0,0,0,216
11071.0,1486,1220,29,0,0,29,1515
11073.0,411,989,0,0,0,0,411
11074.0,0,0,0,0,0,0,0
11075.0,484,646,0,0,0,0,484
11079.0,258,242,0,0,0,0,258
11080.0,144,152,0,0,0,0,144
11081.0,156,166,0,0,0,0,156
11082.0,194,230,24,0,0,24,218
11083.0,331,475,0,0,0,0,331
11085.0,163,169,0,0,0,0,163
11086.0,0,9,9,0,0,9,9
11087.0,136,140,0,0,0,0,136
11090.0,418,363,0,0,0,0,418
11092.0,248,290,0,0,0,0,248
11093.0,675,566,0,0,0,0,675
11094.0,172,200,0,0,0,0,172
11095.0,265,241,0,0,0,0,265
11096.0,137,148,0,0,0,0,137
11097.0,125,135,0,0,0,0,125
11098.0,121,149,0,0,0,0,121
11099.0,112,133,0,0,0,0,112
11100.0,123,163,0,0,0,0,123
11101.0,102,164,0,0,0,0,102
11102.0,133,151,0,0,0,0,133
11103.0,171,170,0,0,0,0,171
11104.0,131,174,0,0,0,0,131
11106.0,75,155,0,0,0,0,75
11107.0,98,142,0,0,0,0,98
11108.0,154,164,0,0,0,0,154
11109.0,109,138,0,0,0,0,109
11118.0,294,287,0,0,0,0,294
11120.0,106,123,0,0,0,0,106
11121.0,404,391,0,0,0,0,404
11122.0,452,510,0,0,0,0,452
11125.0,262,254,0,0,0,0,262
11127.0,201,188,0,0,0,0,201
11128.0,0,0,0,0,0,0,0
11129.0,0,3,3,0,0,3,3
11130.0,0,2,2,0,0,2,2
11132.0,374,518,0,0,0,0,374
11133.0,78,108,0,0,0,0,78
11134.0,221,200,0,0,0,0,221
11135.0,265,364,0,0,0,0,265
11136.0,123,179,0,0,0,0,123
11138.0,174,147,0,0,0,0,174
11139.0,447,407,0,0,0,0,447
11145.0,52,67,0,0,0,0,52
11146.0,80,90,0,0,0,0,80
11147.0,42,47,0,0,0,0,42
11148.0,92,120,0,0,0,0,92
11149.0,2,6,6,0,0,6,8
11150.0,281,308,0,0,0,0,281
11151.0,445,337,0,0,0,0,445
11152.0,307,271,0,0,0,0,307
11153.0,361,296,0,0,0,0,361
11154.0,203,228,0,0,0,0,203
11155.0,221,174,0,0,0,0,221
11156.0,296,201,0,0,0,0,296
11157.0,146,182,0,0,0,0,146
11159.0,153,184,0,0,0,0,153
11160.0,288,281,0,0,0,0,288
11162.0,146,150,0,0,0,0,146
11163.0,95,128,0,0,0,0,95
11164.0,114,147,0,0,0,0,114
11165.0,112,131,0,0,0,0,112
11166.0,168,177,0,0,0,0,168
11167.0,94,161,0,0,0,0,94
11168.0,142,147,6,0,0,6,148
11169.0,180,163,0,0,0,0,180
11171.0,166,195,0,0,0,0,166
11172.0,691,537,0,0,0,0,691
11173.0,214,113,0,0,0,0,214
11174.0,151,199,2,0,0,2,153
11175.0,140,180,0,0,0,0,140
11176.0,110,164,0,0,0,0,110
11177.0,129,213,0,0,0,0,129
11178.0,102,194,0,0,0,0,102
11179.0,110,169,0,0,0,0,110
11180.0,93,133,0,0,0,0,93
11181.0,106,158,0,0,0,0,106
