county_id,county_name,total_control,total_result,total_diff,total_diff_pct,mae,rmse,perfect_matches,perfect_pct,variable_count
1,San Francisco,3592629.95,3489731,-102898.95000000019,-2.8641677944036563,6338.4671875,8938.213722030992,1,3.125,32
2,San Mateo,2531114.55,2604609,73494.45000000019,2.903639821437564,2380.2015625,3386.099580003979,1,3.125,32
3,Santa Clara,6455957.05,6480099,24141.950000000186,0.37394842953610086,1551.0015624999996,2261.1638223110067,1,3.125,32
4,Alameda,5940820.15,5821188,-119632.15000000037,-2.0137312185759466,4431.1296875,6343.9078096689045,1,3.125,32
5,Contra Costa,3864065.75,3926594,62528.25,1.6181983963393998,2089.3828125,2803.8697620570974,1,3.125,32
6,Solano,1484450.65,1510596,26145.350000000093,1.7612811850633157,903.4171875,1231.2243693080984,0,0.0,32
7,Napa,469718.35,493585,23866.650000000023,5.081055487825848,766.7078125,1124.8639073586303,1,3.125,32
8,Sonoma,1730306.2,1804010,73703.80000000005,4.259581338840492,2374.11875,3319.298726952728,1,3.125,32
9,Marin,1022922.55,954870,-68052.55000000005,-6.652756848502367,2209.9546875,3277.537806811407,0,0.0,32
