MAZ,gq_num_hh,gq_type_univ,gq_type_mil,gq_type_othnon
331566,0.00,0.00,0.00,0.00
331578,0.00,0.00,0.00,0.00
331590,0.00,0.00,0.00,0.00
331592,0.00,0.00,0.00,0.00
331596,0.00,0.00,0.00,0.00
331598,0.00,0.00,0.00,0.00
331600,0.00,0.00,0.00,0.00
331602,0.00,0.00,0.00,0.00
331603,0.00,0.00,0.00,0.00
331604,0.88,0.00,0.00,0.88
331605,0.00,0.00,0.00,0.00
331607,0.00,0.00,0.00,0.00
331610,0.00,0.00,0.00,0.00
331611,0.00,0.00,0.00,0.00
331612,0.00,0.00,0.00,0.00
331618,0.00,0.00,0.00,0.00
331621,0.00,0.00,0.00,0.00
331623,5.29,0.00,0.00,5.29
331626,0.00,0.00,0.00,0.00
331627,0.00,0.00,0.00,0.00
331630,0.00,0.00,0.00,0.00
331634,0.00,0.00,0.00,0.00
331648,9.70,0.00,0.00,9.70
331663,0.00,0.00,0.00,0.00
331664,0.00,0.00,0.00,0.00
331665,0.00,0.00,0.00,0.00
331666,0.00,0.00,0.00,0.00
331669,0.00,0.00,0.00,0.00
331671,0.00,0.00,0.00,0.00
331674,1.76,0.00,0.00,1.76
331678,0.00,0.00,0.00,0.00
331679,0.00,0.00,0.00,0.00
331685,0.00,0.00,0.00,0.00
331689,21.16,0.00,0.00,21.16
331699,32.61,0.00,0.00,32.61
331709,0.00,0.00,0.00,0.00
331712,0.00,0.00,0.00,0.00
331718,0.00,0.00,0.00,0.00
331721,0.00,0.00,0.00,0.00
331730,0.00,0.00,0.00,0.00
331732,0.00,0.00,0.00,0.00
331736,0.00,0.00,0.00,0.00
331738,0.00,0.00,0.00,0.00
331743,0.00,0.00,0.00,0.00
331744,0.00,0.00,0.00,0.00
331747,0.00,0.00,0.00,0.00
331748,0.00,0.00,0.00,0.00
331757,0.00,0.00,0.00,0.00
331761,0.00,0.00,0.00,0.00
331765,0.00,0.00,0.00,0.00
331766,0.00,0.00,0.00,0.00
331768,0.00,0.00,0.00,0.00
331770,0.00,0.00,0.00,0.00
331771,0.00,0.00,0.00,0.00
331772,0.00,0.00,0.00,0.00
331774,0.00,0.00,0.00,0.00
331775,0.00,0.00,0.00,0.00
331777,0.00,0.00,0.00,0.00
331782,0.00,0.00,0.00,0.00
331783,0.00,0.00,0.00,0.00
331792,0.00,0.00,0.00,0.00
331802,0.00,0.00,0.00,0.00
331804,0.00,0.00,0.00,0.00
331807,0.00,0.00,0.00,0.00
331815,0.00,0.00,0.00,0.00
331816,0.00,0.00,0.00,0.00
331817,0.00,0.00,0.00,0.00
331818,0.00,0.00,0.00,0.00
331821,0.00,0.00,0.00,0.00
331824,0.00,0.00,0.00,0.00
331825,0.00,0.00,0.00,0.00
331826,0.00,0.00,0.00,0.00
331827,0.00,0.00,0.00,0.00
331828,0.00,0.00,0.00,0.00
331829,0.00,0.00,0.00,0.00
331834,0.00,0.00,0.00,0.00
331835,0.00,0.00,0.00,0.00
331836,0.00,0.00,0.00,0.00
331840,0.00,0.00,0.00,0.00
331841,0.00,0.00,0.00,0.00
331857,0.00,0.00,0.00,0.00
331867,0.00,0.00,0.00,0.00
331868,0.00,0.00,0.00,0.00
331872,5.29,0.00,0.00,5.29
331874,22.92,0.00,0.00,22.92
331877,0.00,0.00,0.00,0.00
331878,0.00,0.00,0.00,0.00
331879,0.00,0.00,0.00,0.00
331884,0.00,0.00,0.00,0.00
331892,0.00,0.00,0.00,0.00
331909,0.00,0.00,0.00,0.00
331910,0.00,0.00,0.00,0.00
331912,0.00,0.00,0.00,0.00
331913,0.00,0.00,0.00,0.00
331916,0.00,0.00,0.00,0.00
331917,0.00,0.00,0.00,0.00
331918,0.00,0.00,0.00,0.00
331921,0.00,0.00,0.00,0.00
331922,0.00,0.00,0.00,0.00
331928,0.00,0.00,0.00,0.00
331934,0.00,0.00,0.00,0.00
331935,0.00,0.00,0.00,0.00
331941,0.00,0.00,0.00,0.00
331958,0.00,0.00,0.00,0.00
331961,0.00,0.00,0.00,0.00
331962,0.00,0.00,0.00,0.00
331964,0.00,0.00,0.00,0.00
331965,0.00,0.00,0.00,0.00
331967,0.00,0.00,0.00,0.00
331970,0.00,0.00,0.00,0.00
331971,0.00,0.00,0.00,0.00
331972,0.00,0.00,0.00,0.00
331973,0.00,0.00,0.00,0.00
331974,0.00,0.00,0.00,0.00
331975,0.00,0.00,0.00,0.00
331976,0.00,0.00,0.00,0.00
331979,0.00,0.00,0.00,0.00
331981,0.00,0.00,0.00,0.00
332003,0.00,0.00,0.00,0.00
332004,0.00,0.00,0.00,0.00
332005,0.00,0.00,0.00,0.00
332007,0.00,0.00,0.00,0.00
332011,0.00,0.00,0.00,0.00
332012,0.00,0.00,0.00,0.00
332016,0.00,0.00,0.00,0.00
332017,0.00,0.00,0.00,0.00
332021,0.00,0.00,0.00,0.00
332024,0.00,0.00,0.00,0.00
332025,0.00,0.00,0.00,0.00
332028,0.00,0.00,0.00,0.00
332029,0.00,0.00,0.00,0.00
332031,0.00,0.00,0.00,0.00
332033,0.00,0.00,0.00,0.00
332034,0.00,0.00,0.00,0.00
332052,7.05,0.00,0.00,7.05
332053,0.00,0.00,0.00,0.00
332055,0.00,0.00,0.00,0.00
332056,0.00,0.00,0.00,0.00
332057,4.41,0.00,0.00,4.41
332064,0.00,0.00,0.00,0.00
332067,0.00,0.00,0.00,0.00
332068,0.00,0.00,0.00,0.00
332069,0.00,0.00,0.00,0.00
332070,0.00,0.00,0.00,0.00
332071,0.00,0.00,0.00,0.00
332075,2.64,0.00,0.00,2.64
332081,0.00,0.00,0.00,0.00
332082,0.00,0.00,0.00,0.00
332084,0.00,0.00,0.00,0.00
332085,0.00,0.00,0.00,0.00
332086,0.00,0.00,0.00,0.00
332088,0.00,0.00,0.00,0.00
332092,0.00,0.00,0.00,0.00
332093,0.00,0.00,0.00,0.00
332100,0.00,0.00,0.00,0.00
332104,0.00,0.00,0.00,0.00
332115,0.00,0.00,0.00,0.00
332116,0.00,0.00,0.00,0.00
332118,0.00,0.00,0.00,0.00
332119,0.00,0.00,0.00,0.00
332121,0.00,0.00,0.00,0.00
332123,0.00,0.00,0.00,0.00
332125,0.00,0.00,0.00,0.00
332127,0.00,0.00,0.00,0.00
332130,0.00,0.00,0.00,0.00
332132,13.22,0.00,0.00,13.22
332134,0.00,0.00,0.00,0.00
332136,0.00,0.00,0.00,0.00
332138,0.00,0.00,0.00,0.00
332141,0.00,0.00,0.00,0.00
332157,0.00,0.00,0.00,0.00
332166,0.00,0.00,0.00,0.00
332167,0.00,0.00,0.00,0.00
332170,0.00,0.00,0.00,0.00
332177,0.00,0.00,0.00,0.00
332181,0.00,0.00,0.00,0.00
332188,0.00,0.00,0.00,0.00
332196,0.00,0.00,0.00,0.00
332197,0.00,0.00,0.00,0.00
332198,0.00,0.00,0.00,0.00
332206,0.00,0.00,0.00,0.00
332208,0.00,0.00,0.00,0.00
332209,0.00,0.00,0.00,0.00
332210,0.00,0.00,0.00,0.00
332211,0.00,0.00,0.00,0.00
332214,0.00,0.00,0.00,0.00
332217,0.00,0.00,0.00,0.00
332218,0.00,0.00,0.00,0.00
332219,0.00,0.00,0.00,0.00
332220,0.00,0.00,0.00,0.00
332227,0.00,0.00,0.00,0.00
332228,0.00,0.00,0.00,0.00
332230,0.00,0.00,0.00,0.00
332231,0.00,0.00,0.00,0.00
332233,0.00,0.00,0.00,0.00
332234,0.00,0.00,0.00,0.00
332242,0.00,0.00,0.00,0.00
332257,0.88,0.00,0.00,0.88
332259,0.00,0.00,0.00,0.00
332260,0.00,0.00,0.00,0.00
332262,0.00,0.00,0.00,0.00
332264,0.00,0.00,0.00,0.00
332266,0.00,0.00,0.00,0.00
332270,0.00,0.00,0.00,0.00
332272,0.00,0.00,0.00,0.00
332273,28.21,0.00,0.00,28.21
332275,3.53,0.00,0.00,3.53
332279,0.00,0.00,0.00,0.00
332282,0.00,0.00,0.00,0.00
332283,0.00,0.00,0.00,0.00
332290,0.00,0.00,0.00,0.00
332292,0.00,0.00,0.00,0.00
332321,0.00,0.00,0.00,0.00
332322,0.00,0.00,0.00,0.00
332325,0.00,0.00,0.00,0.00
332327,0.00,0.00,0.00,0.00
332328,0.00,0.00,0.00,0.00
332329,3.53,0.00,0.00,3.53
332330,0.00,0.00,0.00,0.00
332331,0.00,0.00,0.00,0.00
332332,0.00,0.00,0.00,0.00
332339,0.00,0.00,0.00,0.00
332354,0.00,0.00,0.00,0.00
332355,0.00,0.00,0.00,0.00
332358,0.00,0.00,0.00,0.00
332361,0.00,0.00,0.00,0.00
332364,0.00,0.00,0.00,0.00
332365,0.00,0.00,0.00,0.00
332366,0.00,0.00,0.00,0.00
332369,7.05,0.00,0.00,7.05
332373,0.00,0.00,0.00,0.00
332374,5.29,0.00,0.00,5.29
332377,3.53,0.00,0.00,3.53
332378,0.00,0.00,0.00,0.00
332382,0.00,0.00,0.00,0.00
332390,0.00,0.00,0.00,0.00
332392,0.00,0.00,0.00,0.00
332397,0.00,0.00,0.00,0.00
332399,0.00,0.00,0.00,0.00
332404,0.00,0.00,0.00,0.00
332405,0.00,0.00,0.00,0.00
332408,0.00,0.00,0.00,0.00
332409,0.00,0.00,0.00,0.00
332411,3.53,0.00,0.00,3.53
332422,0.00,0.00,0.00,0.00
332423,0.00,0.00,0.00,0.00
332426,0.00,0.00,0.00,0.00
332427,0.00,0.00,0.00,0.00
332428,0.00,0.00,0.00,0.00
332429,0.00,0.00,0.00,0.00
332430,0.00,0.00,0.00,0.00
332431,0.00,0.00,0.00,0.00
332437,0.00,0.00,0.00,0.00
332438,0.00,0.00,0.00,0.00
332440,0.00,0.00,0.00,0.00
332441,0.00,0.00,0.00,0.00
332442,0.00,0.00,0.00,0.00
332443,0.00,0.00,0.00,0.00
332444,0.00,0.00,0.00,0.00
332455,0.00,0.00,0.00,0.00
332457,0.00,0.00,0.00,0.00
332465,0.00,0.00,0.00,0.00
332467,0.00,0.00,0.00,0.00
332468,0.00,0.00,0.00,0.00
332469,0.00,0.00,0.00,0.00
332470,0.00,0.00,0.00,0.00
332471,0.00,0.00,0.00,0.00
332472,0.00,0.00,0.00,0.00
332473,0.00,0.00,0.00,0.00
332475,1.76,0.00,0.00,1.76
332478,8.81,0.00,0.00,8.81
332482,0.00,0.00,0.00,0.00
332484,0.00,0.00,0.00,0.00
332487,0.00,0.00,0.00,0.00
332491,0.00,0.00,0.00,0.00
332492,0.00,0.00,0.00,0.00
332493,0.00,0.00,0.00,0.00
332495,11.46,0.00,0.00,11.46
332496,0.00,0.00,0.00,0.00
332497,0.00,0.00,0.00,0.00
332500,0.00,0.00,0.00,0.00
332502,0.00,0.00,0.00,0.00
332503,12.34,0.00,0.00,12.34
332504,0.00,0.00,0.00,0.00
332505,0.00,0.00,0.00,0.00
332512,0.00,0.00,0.00,0.00
332517,0.00,0.00,0.00,0.00
332528,0.00,0.00,0.00,0.00
332531,0.00,0.00,0.00,0.00
332536,0.00,0.00,0.00,0.00
332539,0.00,0.00,0.00,0.00
332541,4.41,0.00,0.00,4.41
332542,0.00,0.00,0.00,0.00
332543,0.00,0.00,0.00,0.00
332565,0.00,0.00,0.00,0.00
332569,0.00,0.00,0.00,0.00
332570,0.00,0.00,0.00,0.00
332581,0.00,0.00,0.00,0.00
332583,0.00,0.00,0.00,0.00
332602,0.00,0.00,0.00,0.00
332605,0.00,0.00,0.00,0.00
332607,0.00,0.00,0.00,0.00
332609,0.00,0.00,0.00,0.00
332620,0.00,0.00,0.00,0.00
332622,0.00,0.00,0.00,0.00
332623,0.00,0.00,0.00,0.00
332624,0.00,0.00,0.00,0.00
332628,0.00,0.00,0.00,0.00
332632,0.00,0.00,0.00,0.00
332635,0.00,0.00,0.00,0.00
332637,0.00,0.00,0.00,0.00
332640,0.00,0.00,0.00,0.00
332665,0.00,0.00,0.00,0.00
332667,0.00,0.00,0.00,0.00
332668,0.00,0.00,0.00,0.00
332673,0.00,0.00,0.00,0.00
332674,0.00,0.00,0.00,0.00
332676,0.00,0.00,0.00,0.00
332678,0.00,0.00,0.00,0.00
332679,0.00,0.00,0.00,0.00
332680,0.00,0.00,0.00,0.00
332682,0.00,0.00,0.00,0.00
332692,0.00,0.00,0.00,0.00
332696,0.00,0.00,0.00,0.00
332697,0.00,0.00,0.00,0.00
332708,0.00,0.00,0.00,0.00
332712,0.00,0.00,0.00,0.00
332713,0.00,0.00,0.00,0.00
332714,0.00,0.00,0.00,0.00
332715,0.00,0.00,0.00,0.00
332716,0.00,0.00,0.00,0.00
332718,9.70,0.00,0.00,9.70
332719,0.00,0.00,0.00,0.00
332722,1.76,0.00,0.00,1.76
332727,0.00,0.00,0.00,0.00
332733,4.41,0.00,0.00,4.41
332736,0.00,0.00,0.00,0.00
332742,0.00,0.00,0.00,0.00
332744,0.00,0.00,0.00,0.00
332746,0.00,0.00,0.00,0.00
332750,0.00,0.00,0.00,0.00
332751,0.00,0.00,0.00,0.00
332755,0.00,0.00,0.00,0.00
332756,0.00,0.00,0.00,0.00
332758,0.00,0.00,0.00,0.00
332761,5.29,0.00,0.00,5.29
332762,0.00,0.00,0.00,0.00
332765,0.00,0.00,0.00,0.00
332775,0.00,0.00,0.00,0.00
332777,0.00,0.00,0.00,0.00
332786,0.00,0.00,0.00,0.00
332787,0.00,0.00,0.00,0.00
332791,0.00,0.00,0.00,0.00
332794,0.00,0.00,0.00,0.00
332796,0.00,0.00,0.00,0.00
332799,75.81,0.00,0.00,75.81
332800,0.00,0.00,0.00,0.00
332802,0.00,0.00,0.00,0.00
332804,0.00,0.00,0.00,0.00
332808,0.00,0.00,0.00,0.00
332809,0.00,0.00,0.00,0.00
332813,0.00,0.00,0.00,0.00
332814,0.00,0.00,0.00,0.00
332815,0.00,0.00,0.00,0.00
332816,0.00,0.00,0.00,0.00
332817,0.00,0.00,0.00,0.00
332818,0.00,0.00,0.00,0.00
332825,0.00,0.00,0.00,0.00
332830,0.00,0.00,0.00,0.00
332838,0.00,0.00,0.00,0.00
332840,0.00,0.00,0.00,0.00
332841,0.00,0.00,0.00,0.00
332843,6.17,0.00,0.00,6.17
332845,0.00,0.00,0.00,0.00
332846,0.00,0.00,0.00,0.00
332851,0.00,0.00,0.00,0.00
332855,0.00,0.00,0.00,0.00
332858,0.00,0.00,0.00,0.00
332869,0.00,0.00,0.00,0.00
332871,0.00,0.00,0.00,0.00
332872,0.00,0.00,0.00,0.00
332876,0.00,0.00,0.00,0.00
332882,1.76,0.00,0.00,1.76
332885,0.00,0.00,0.00,0.00
332889,0.00,0.00,0.00,0.00
332890,0.00,0.00,0.00,0.00
332891,14.98,0.00,0.00,14.98
332895,0.00,0.00,0.00,0.00
332899,0.00,0.00,0.00,0.00
332902,0.00,0.00,0.00,0.00
332905,0.00,0.00,0.00,0.00
332906,0.00,0.00,0.00,0.00
332912,0.00,0.00,0.00,0.00
332920,0.00,0.00,0.00,0.00
332930,0.00,0.00,0.00,0.00
332933,0.00,0.00,0.00,0.00
332936,0.00,0.00,0.00,0.00
332937,0.00,0.00,0.00,0.00
332940,0.00,0.00,0.00,0.00
332941,0.00,0.00,0.00,0.00
332948,11.46,0.00,0.00,11.46
332956,0.00,0.00,0.00,0.00
332959,0.00,0.00,0.00,0.00
332963,4.41,0.00,0.00,4.41
332982,0.00,0.00,0.00,0.00
332985,0.00,0.00,0.00,0.00
332987,0.00,0.00,0.00,0.00
332992,0.00,0.00,0.00,0.00
332995,0.00,0.00,0.00,0.00
333000,0.00,0.00,0.00,0.00
333002,4.41,0.00,0.00,4.41
333011,0.00,0.00,0.00,0.00
333016,0.00,0.00,0.00,0.00
333017,0.00,0.00,0.00,0.00
333018,5.29,0.00,0.00,5.29
333026,0.00,0.00,0.00,0.00
333029,0.00,0.00,0.00,0.00
333030,0.00,0.00,0.00,0.00
333034,0.00,0.00,0.00,0.00
333042,0.00,0.00,0.00,0.00
333044,3.53,0.00,0.00,3.53
333051,0.00,0.00,0.00,0.00
333053,0.00,0.00,0.00,0.00
333054,0.00,0.00,0.00,0.00
333055,0.00,0.00,0.00,0.00
333058,0.00,0.00,0.00,0.00
333060,0.00,0.00,0.00,0.00
333061,0.00,0.00,0.00,0.00
333062,0.00,0.00,0.00,0.00
333063,6.17,0.00,0.00,6.17
333064,0.00,0.00,0.00,0.00
333065,0.00,0.00,0.00,0.00
333067,0.00,0.00,0.00,0.00
333071,0.00,0.00,0.00,0.00
333072,0.00,0.00,0.00,0.00
333073,0.00,0.00,0.00,0.00
333075,0.00,0.00,0.00,0.00
333076,0.00,0.00,0.00,0.00
333079,0.00,0.00,0.00,0.00
333081,0.00,0.00,0.00,0.00
333082,0.00,0.00,0.00,0.00
333083,0.00,0.00,0.00,0.00
333091,0.00,0.00,0.00,0.00
333094,0.00,0.00,0.00,0.00
333097,0.00,0.00,0.00,0.00
333099,0.00,0.00,0.00,0.00
333100,0.00,0.00,0.00,0.00
333104,0.00,0.00,0.00,0.00
333112,0.00,0.00,0.00,0.00
333113,0.00,0.00,0.00,0.00
333114,0.00,0.00,0.00,0.00
333122,6.17,0.00,0.00,6.17
333123,0.00,0.00,0.00,0.00
333124,0.00,0.00,0.00,0.00
333129,0.00,0.00,0.00,0.00
333130,0.00,0.00,0.00,0.00
333137,0.00,0.00,0.00,0.00
333139,0.00,0.00,0.00,0.00
333143,0.00,0.00,0.00,0.00
333147,0.00,0.00,0.00,0.00
333161,5.29,0.00,0.00,5.29
333166,14.98,0.00,0.00,14.98
333167,0.00,0.00,0.00,0.00
333168,0.00,0.00,0.00,0.00
333170,0.00,0.00,0.00,0.00
333172,0.00,0.00,0.00,0.00
333173,0.00,0.00,0.00,0.00
333177,0.00,0.00,0.00,0.00
333178,0.00,0.00,0.00,0.00
333179,0.00,0.00,0.00,0.00
333180,0.00,0.00,0.00,0.00
333181,0.00,0.00,0.00,0.00
333183,0.00,0.00,0.00,0.00
333185,0.00,0.00,0.00,0.00
333199,0.00,0.00,0.00,0.00
333200,0.00,0.00,0.00,0.00
333203,0.00,0.00,0.00,0.00
333204,0.00,0.00,0.00,0.00
333205,0.00,0.00,0.00,0.00
333207,0.00,0.00,0.00,0.00
333210,0.00,0.00,0.00,0.00
333213,6.17,0.00,0.00,6.17
333216,0.00,0.00,0.00,0.00
333222,0.00,0.00,0.00,0.00
333223,0.00,0.00,0.00,0.00
333226,0.00,0.00,0.00,0.00
333233,0.00,0.00,0.00,0.00
333235,0.00,0.00,0.00,0.00
333239,0.00,0.00,0.00,0.00
333242,344.65,0.00,0.00,344.65
333243,0.00,0.00,0.00,0.00
333247,0.00,0.00,0.00,0.00
333254,0.00,0.00,0.00,0.00
333255,0.00,0.00,0.00,0.00
333257,0.00,0.00,0.00,0.00
333261,0.00,0.00,0.00,0.00
333266,0.00,0.00,0.00,0.00
333267,0.00,0.00,0.00,0.00
333268,0.00,0.00,0.00,0.00
333269,0.00,0.00,0.00,0.00
333270,0.00,0.00,0.00,0.00
333272,0.00,0.00,0.00,0.00
333280,0.00,0.00,0.00,0.00
333297,0.00,0.00,0.00,0.00
333299,0.00,0.00,0.00,0.00
333300,0.00,0.00,0.00,0.00
333302,0.00,0.00,0.00,0.00
333304,0.00,0.00,0.00,0.00
333306,0.00,0.00,0.00,0.00
333308,0.00,0.00,0.00,0.00
333309,0.00,0.00,0.00,0.00
333310,0.00,0.00,0.00,0.00
333311,0.00,0.00,0.00,0.00
333312,0.00,0.00,0.00,0.00
333314,0.00,0.00,0.00,0.00
333315,0.00,0.00,0.00,0.00
333317,0.00,0.00,0.00,0.00
333320,5.29,0.00,0.00,5.29
333322,0.00,0.00,0.00,0.00
333324,0.00,0.00,0.00,0.00
333327,0.00,0.00,0.00,0.00
333330,0.00,0.00,0.00,0.00
333344,0.00,0.00,0.00,0.00
333347,4.41,0.00,0.00,4.41
333349,0.00,0.00,0.00,0.00
333352,0.00,0.00,0.00,0.00
333355,0.00,0.00,0.00,0.00
333356,2.64,0.00,0.00,2.64
333360,0.00,0.00,0.00,0.00
333362,0.00,0.00,0.00,0.00
333373,0.00,0.00,0.00,0.00
333392,0.00,0.00,0.00,0.00
333394,0.00,0.00,0.00,0.00
333397,0.00,0.00,0.00,0.00
333399,0.00,0.00,0.00,0.00
333402,0.00,0.00,0.00,0.00
333410,0.00,0.00,0.00,0.00
333411,0.00,0.00,0.00,0.00
333414,0.00,0.00,0.00,0.00
333415,0.00,0.00,0.00,0.00
333417,0.00,0.00,0.00,0.00
333420,0.00,0.00,0.00,0.00
333422,0.00,0.00,0.00,0.00
333432,0.00,0.00,0.00,0.00
333433,0.00,0.00,0.00,0.00
333438,0.00,0.00,0.00,0.00
333441,0.00,0.00,0.00,0.00
333443,0.00,0.00,0.00,0.00
333444,0.00,0.00,0.00,0.00
333447,0.00,0.00,0.00,0.00
333449,0.00,0.00,0.00,0.00
333451,0.00,0.00,0.00,0.00
333453,1.76,0.00,0.00,1.76
333458,0.00,0.00,0.00,0.00
333469,0.00,0.00,0.00,0.00
333472,0.00,0.00,0.00,0.00
333487,0.00,0.00,0.00,0.00
333492,0.00,0.00,0.00,0.00
333508,0.00,0.00,0.00,0.00
333511,15.87,0.00,0.00,15.87
333526,2.64,0.00,0.00,2.64
333527,0.00,0.00,0.00,0.00
333541,0.00,0.00,0.00,0.00
333542,0.00,0.00,0.00,0.00
333545,0.00,0.00,0.00,0.00
333547,0.00,0.00,0.00,0.00
333553,0.00,0.00,0.00,0.00
333556,0.00,0.00,0.00,0.00
333557,0.00,0.00,0.00,0.00
333590,0.00,0.00,0.00,0.00
333592,0.00,0.00,0.00,0.00
333593,0.00,0.00,0.00,0.00
333595,0.00,0.00,0.00,0.00
333597,0.00,0.00,0.00,0.00
333601,0.00,0.00,0.00,0.00
333603,0.00,0.00,0.00,0.00
333610,0.00,0.00,0.00,0.00
333613,0.00,0.00,0.00,0.00
333616,0.00,0.00,0.00,0.00
333617,0.00,0.00,0.00,0.00
333618,0.00,0.00,0.00,0.00
333621,0.00,0.00,0.00,0.00
333636,0.00,0.00,0.00,0.00
333637,0.00,0.00,0.00,0.00
333638,0.00,0.00,0.00,0.00
333643,0.00,0.00,0.00,0.00
333645,0.00,0.00,0.00,0.00
333646,0.00,0.00,0.00,0.00
333647,0.00,0.00,0.00,0.00
333649,0.00,0.00,0.00,0.00
333650,0.00,0.00,0.00,0.00
333653,0.00,0.00,0.00,0.00
333666,0.00,0.00,0.00,0.00
333675,0.00,0.00,0.00,0.00
333684,0.00,0.00,0.00,0.00
333690,0.00,0.00,0.00,0.00
333691,0.00,0.00,0.00,0.00
333705,0.00,0.00,0.00,0.00
333723,0.00,0.00,0.00,0.00
333726,0.00,0.00,0.00,0.00
333727,0.00,0.00,0.00,0.00
333728,0.00,0.00,0.00,0.00
333730,0.00,0.00,0.00,0.00
333732,0.00,0.00,0.00,0.00
333738,0.00,0.00,0.00,0.00
333750,0.00,0.00,0.00,0.00
333752,17.63,0.00,0.00,17.63
333756,0.00,0.00,0.00,0.00
333758,0.00,0.00,0.00,0.00
333761,0.00,0.00,0.00,0.00
333765,0.00,0.00,0.00,0.00
333766,0.00,0.00,0.00,0.00
333770,7.93,0.00,0.00,7.93
333781,0.00,0.00,0.00,0.00
333784,0.00,0.00,0.00,0.00
333786,0.00,0.00,0.00,0.00
333790,1.76,0.00,0.00,1.76
333793,51.13,0.00,0.00,51.13
333797,220.37,220.37,0.00,0.00
333806,0.00,0.00,0.00,0.00
333808,0.00,0.00,0.00,0.00
333809,0.00,0.00,0.00,0.00
333811,0.00,0.00,0.00,0.00
333814,0.00,0.00,0.00,0.00
333817,0.00,0.00,0.00,0.00
333818,0.00,0.00,0.00,0.00
333830,0.00,0.00,0.00,0.00
333831,0.00,0.00,0.00,0.00
333833,0.00,0.00,0.00,0.00
333835,0.00,0.00,0.00,0.00
333843,0.00,0.00,0.00,0.00
333845,7.05,0.00,0.00,7.05
333849,0.00,0.00,0.00,0.00
333864,0.00,0.00,0.00,0.00
333866,0.00,0.00,0.00,0.00
333872,0.00,0.00,0.00,0.00
333875,0.00,0.00,0.00,0.00
333878,0.00,0.00,0.00,0.00
333881,0.00,0.00,0.00,0.00
333884,0.00,0.00,0.00,0.00
333886,0.00,0.00,0.00,0.00
333893,0.00,0.00,0.00,0.00
333894,0.00,0.00,0.00,0.00
333896,0.00,0.00,0.00,0.00
333897,0.00,0.00,0.00,0.00
333901,0.00,0.00,0.00,0.00
333903,0.00,0.00,0.00,0.00
333904,0.00,0.00,0.00,0.00
333906,0.00,0.00,0.00,0.00
333907,0.00,0.00,0.00,0.00
333916,0.00,0.00,0.00,0.00
333917,0.00,0.00,0.00,0.00
333918,0.00,0.00,0.00,0.00
333920,0.00,0.00,0.00,0.00
333922,0.00,0.00,0.00,0.00
333923,0.00,0.00,0.00,0.00
333924,0.00,0.00,0.00,0.00
333927,0.00,0.00,0.00,0.00
333928,0.00,0.00,0.00,0.00
333929,0.00,0.00,0.00,0.00
333930,0.00,0.00,0.00,0.00
333931,0.00,0.00,0.00,0.00
333933,0.00,0.00,0.00,0.00
333935,0.00,0.00,0.00,0.00
333936,0.00,0.00,0.00,0.00
333937,0.00,0.00,0.00,0.00
333940,0.00,0.00,0.00,0.00
333944,0.00,0.00,0.00,0.00
333951,0.00,0.00,0.00,0.00
333953,0.00,0.00,0.00,0.00
333957,0.00,0.00,0.00,0.00
334135,0.00,0.00,0.00,0.00
334479,0.00,0.00,0.00,0.00
334482,4.41,0.00,0.00,4.41
334483,0.00,0.00,0.00,0.00
334484,0.00,0.00,0.00,0.00
410001,0.00,0.00,0.00,0.00
410002,0.00,0.00,0.00,0.00
410006,0.00,0.00,0.00,0.00
410014,0.00,0.00,0.00,0.00
410019,0.00,0.00,0.00,0.00
410021,0.00,0.00,0.00,0.00
410028,0.00,0.00,0.00,0.00
410032,0.00,0.00,0.00,0.00
410033,0.00,0.00,0.00,0.00
410034,0.00,0.00,0.00,0.00
410036,0.00,0.00,0.00,0.00
410037,0.00,0.00,0.00,0.00
410044,0.00,0.00,0.00,0.00
410051,0.00,0.00,0.00,0.00
410052,0.00,0.00,0.00,0.00
410053,0.00,0.00,0.00,0.00
410055,0.00,0.00,0.00,0.00
410057,0.00,0.00,0.00,0.00
410058,0.00,0.00,0.00,0.00
410059,0.00,0.00,0.00,0.00
410060,0.00,0.00,0.00,0.00
410061,0.00,0.00,0.00,0.00
410062,0.00,0.00,0.00,0.00
410063,0.00,0.00,0.00,0.00
410064,0.00,0.00,0.00,0.00
410066,0.00,0.00,0.00,0.00
410067,0.00,0.00,0.00,0.00
410069,3.00,0.00,0.00,3.00
410071,0.00,0.00,0.00,0.00
410074,0.00,0.00,0.00,0.00
410076,0.00,0.00,0.00,0.00
410079,0.00,0.00,0.00,0.00
410082,0.00,0.00,0.00,0.00
410085,0.00,0.00,0.00,0.00
410087,0.00,0.00,0.00,0.00
410088,0.00,0.00,0.00,0.00
410090,0.00,0.00,0.00,0.00
410092,0.00,0.00,0.00,0.00
410095,0.00,0.00,0.00,0.00
410096,0.00,0.00,0.00,0.00
410099,1.00,0.00,0.00,1.00
410102,0.00,0.00,0.00,0.00
410105,0.00,0.00,0.00,0.00
410107,0.00,0.00,0.00,0.00
410112,26.98,0.00,0.00,26.98
410114,0.00,0.00,0.00,0.00
410115,0.00,0.00,0.00,0.00
410116,0.00,0.00,0.00,0.00
410118,74.95,0.00,0.00,74.95
410119,0.00,0.00,0.00,0.00
410121,0.00,0.00,0.00,0.00
410123,0.00,0.00,0.00,0.00
410125,0.00,0.00,0.00,0.00
410129,0.00,0.00,0.00,0.00
410130,0.00,0.00,0.00,0.00
410133,0.00,0.00,0.00,0.00
410137,0.00,0.00,0.00,0.00
410139,0.00,0.00,0.00,0.00
