MAZ,gq_num_hh,gq_type_univ,gq_type_mil,gq_type_othnon
15058,0.00,0.00,0.00,0.00
15059,0.00,0.00,0.00,0.00
15060,0.00,0.00,0.00,0.00
15061,0.00,0.00,0.00,0.00
15062,0.00,0.00,0.00,0.00
15063,0.00,0.00,0.00,0.00
15066,0.00,0.00,0.00,0.00
15067,0.00,0.00,0.00,0.00
15070,0.00,0.00,0.00,0.00
15071,0.00,0.00,0.00,0.00
15074,0.00,0.00,0.00,0.00
15076,0.00,0.00,0.00,0.00
15080,0.83,0.00,0.00,0.83
15081,0.00,0.00,0.00,0.00
15083,0.00,0.00,0.00,0.00
15084,0.00,0.00,0.00,0.00
15085,0.00,0.00,0.00,0.00
15088,0.00,0.00,0.00,0.00
15091,0.00,0.00,0.00,0.00
15092,0.00,0.00,0.00,0.00
15093,0.00,0.00,0.00,0.00
15094,0.00,0.00,0.00,0.00
15098,0.00,0.00,0.00,0.00
15101,2.50,0.00,0.00,2.50
15105,0.00,0.00,0.00,0.00
15106,0.00,0.00,0.00,0.00
15118,0.00,0.00,0.00,0.00
15122,0.00,0.00,0.00,0.00
15124,0.00,0.00,0.00,0.00
15125,0.00,0.00,0.00,0.00
15126,0.00,0.00,0.00,0.00
15129,0.00,0.00,0.00,0.00
15130,0.00,0.00,0.00,0.00
15131,0.00,0.00,0.00,0.00
15133,0.00,0.00,0.00,0.00
15134,0.00,0.00,0.00,0.00
15135,0.00,0.00,0.00,0.00
15136,0.00,0.00,0.00,0.00
15138,0.00,0.00,0.00,0.00
15139,0.00,0.00,0.00,0.00
15142,0.00,0.00,0.00,0.00
15143,0.00,0.00,0.00,0.00
15145,1.66,0.00,0.00,1.66
15147,0.00,0.00,0.00,0.00
15148,0.00,0.00,0.00,0.00
15150,9.99,0.00,0.00,9.99
15151,0.00,0.00,0.00,0.00
15153,0.00,0.00,0.00,0.00
15154,3.33,0.00,0.00,3.33
15156,0.00,0.00,0.00,0.00
15158,0.00,0.00,0.00,0.00
15159,0.00,0.00,0.00,0.00
15160,0.00,0.00,0.00,0.00
15161,0.00,0.00,0.00,0.00
15162,0.00,0.00,0.00,0.00
15163,0.00,0.00,0.00,0.00
15164,0.83,0.00,0.00,0.83
15166,0.00,0.00,0.00,0.00
15167,0.00,0.00,0.00,0.00
15168,0.00,0.00,0.00,0.00
15169,0.00,0.00,0.00,0.00
15170,1.66,0.00,0.00,1.66
15171,0.00,0.00,0.00,0.00
15172,0.00,0.00,0.00,0.00
15174,0.00,0.00,0.00,0.00
15175,3.33,0.00,0.00,3.33
15177,2.50,0.00,0.00,2.50
15183,0.00,0.00,0.00,0.00
15185,0.00,0.00,0.00,0.00
15186,12.49,0.00,0.00,12.49
15187,0.83,0.00,0.00,0.83
15188,0.00,0.00,0.00,0.00
15190,0.00,0.00,0.00,0.00
15191,5.83,0.00,0.00,5.83
15192,0.00,0.00,0.00,0.00
15194,0.00,0.00,0.00,0.00
15195,0.00,0.00,0.00,0.00
15196,39.95,0.00,0.00,39.95
15201,0.00,0.00,0.00,0.00
15203,0.00,0.00,0.00,0.00
15204,0.00,0.00,0.00,0.00
15205,0.00,0.00,0.00,0.00
15206,6.66,0.00,0.00,6.66
15207,0.00,0.00,0.00,0.00
15212,6.66,0.00,0.00,6.66
15213,0.00,0.00,0.00,0.00
15214,0.00,0.00,0.00,0.00
15215,0.00,0.00,0.00,0.00
15217,0.00,0.00,0.00,0.00
15218,0.00,0.00,0.00,0.00
15219,0.00,0.00,0.00,0.00
15220,0.00,0.00,0.00,0.00
15221,0.00,0.00,0.00,0.00
15222,0.83,0.00,0.00,0.83
15223,5.83,0.00,0.00,5.83
15228,0.00,0.00,0.00,0.00
15229,0.00,0.00,0.00,0.00
15233,0.00,0.00,0.00,0.00
15238,0.00,0.00,0.00,0.00
15246,0.00,0.00,0.00,0.00
15249,0.00,0.00,0.00,0.00
15250,0.00,0.00,0.00,0.00
15252,0.00,0.00,0.00,0.00
15253,2.50,0.00,0.00,2.50
15256,3.33,0.00,0.00,3.33
15257,0.00,0.00,0.00,0.00
15259,1.66,0.00,0.00,1.66
15260,4.99,0.00,0.00,4.99
15262,4.99,4.99,0.00,0.00
15264,0.00,0.00,0.00,0.00
15265,0.00,0.00,0.00,0.00
15266,0.00,0.00,0.00,0.00
15268,2.50,0.00,0.00,2.50
15269,0.00,0.00,0.00,0.00
15270,0.00,0.00,0.00,0.00
15271,0.00,0.00,0.00,0.00
15272,0.00,0.00,0.00,0.00
15273,2.50,0.00,0.00,2.50
15274,5.83,0.00,0.00,5.83
15275,0.00,0.00,0.00,0.00
15277,0.00,0.00,0.00,0.00
15280,9.16,0.00,0.00,9.16
15281,0.00,0.00,0.00,0.00
15282,13.32,0.00,0.00,13.32
15283,0.00,0.00,0.00,0.00
15287,0.00,0.00,0.00,0.00
15289,0.00,0.00,0.00,0.00
15290,0.00,0.00,0.00,0.00
15291,0.00,0.00,0.00,0.00
15296,0.00,0.00,0.00,0.00
15297,0.00,0.00,0.00,0.00
15304,0.00,0.00,0.00,0.00
15305,0.00,0.00,0.00,0.00
15307,0.00,0.00,0.00,0.00
15309,0.00,0.00,0.00,0.00
15310,0.00,0.00,0.00,0.00
15311,0.00,0.00,0.00,0.00
15312,1.66,0.00,0.00,1.66
15313,3.33,0.00,0.00,3.33
15315,0.83,0.00,0.00,0.83
15316,0.00,0.00,0.00,0.00
15318,0.00,0.00,0.00,0.00
15319,9.16,0.00,0.00,9.16
15320,0.00,0.00,0.00,0.00
15321,0.00,0.00,0.00,0.00
15322,0.00,0.00,0.00,0.00
15325,0.00,0.00,0.00,0.00
15327,35.79,0.00,0.00,35.79
15328,0.00,0.00,0.00,0.00
15330,0.00,0.00,0.00,0.00
15331,3.33,0.00,0.00,3.33
15332,0.00,0.00,0.00,0.00
15335,0.00,0.00,0.00,0.00
15336,3.33,0.00,0.00,3.33
15337,0.83,0.00,0.00,0.83
15338,0.00,0.00,0.00,0.00
15340,0.00,0.00,0.00,0.00
15345,0.00,0.00,0.00,0.00
15346,0.00,0.00,0.00,0.00
15349,0.00,0.00,0.00,0.00
15350,0.00,0.00,0.00,0.00
15351,0.00,0.00,0.00,0.00
15354,0.00,0.00,0.00,0.00
15355,0.83,0.00,0.00,0.83
15356,0.00,0.00,0.00,0.00
15357,0.00,0.00,0.00,0.00
15358,0.00,0.00,0.00,0.00
15359,0.00,0.00,0.00,0.00
15360,0.00,0.00,0.00,0.00
15361,0.00,0.00,0.00,0.00
15362,0.00,0.00,0.00,0.00
15363,0.00,0.00,0.00,0.00
15364,0.00,0.00,0.00,0.00
15366,0.00,0.00,0.00,0.00
15367,0.00,0.00,0.00,0.00
15370,0.00,0.00,0.00,0.00
15371,0.00,0.00,0.00,0.00
15372,0.00,0.00,0.00,0.00
15377,0.00,0.00,0.00,0.00
15378,0.00,0.00,0.00,0.00
15379,0.00,0.00,0.00,0.00
15380,0.00,0.00,0.00,0.00
15382,38.29,0.00,0.00,38.29
15385,0.83,0.00,0.00,0.83
15386,0.00,0.00,0.00,0.00
15387,17.48,0.00,0.00,17.48
15388,0.00,0.00,0.00,0.00
15389,0.00,0.00,0.00,0.00
15390,0.00,0.00,0.00,0.00
15391,0.00,0.00,0.00,0.00
15392,0.00,0.00,0.00,0.00
15393,0.00,0.00,0.00,0.00
15394,14.15,0.00,0.00,14.15
15395,0.00,0.00,0.00,0.00
15396,0.83,0.00,0.00,0.83
15398,0.00,0.00,0.00,0.00
15399,0.00,0.00,0.00,0.00
15400,0.00,0.00,0.00,0.00
15401,0.83,0.00,0.00,0.83
15402,0.00,0.00,0.00,0.00
15407,0.00,0.00,0.00,0.00
15408,15.81,0.00,0.00,15.81
15409,0.00,0.00,0.00,0.00
15411,4.16,0.00,0.00,4.16
15412,0.00,0.00,0.00,0.00
15415,0.00,0.00,0.00,0.00
15421,0.00,0.00,0.00,0.00
15422,0.00,0.00,0.00,0.00
15423,0.00,0.00,0.00,0.00
15426,0.83,0.00,0.00,0.83
15427,0.83,0.00,0.00,0.83
15428,0.00,0.00,0.00,0.00
15429,0.00,0.00,0.00,0.00
15430,4.99,0.00,0.00,4.99
15431,0.00,0.00,0.00,0.00
15432,1.66,0.00,0.00,1.66
15433,0.83,0.00,0.00,0.83
15434,0.00,0.00,0.00,0.00
15436,0.00,0.00,0.00,0.00
15437,7.49,0.00,0.00,7.49
15438,0.00,0.00,0.00,0.00
15439,0.00,0.00,0.00,0.00
15440,0.00,0.00,0.00,0.00
15441,0.00,0.00,0.00,0.00
15443,0.00,0.00,0.00,0.00
15456,12.49,0.00,0.00,12.49
15458,0.00,0.00,0.00,0.00
15461,0.00,0.00,0.00,0.00
15464,6.66,0.00,0.00,6.66
15465,0.00,0.00,0.00,0.00
15469,3.33,0.00,0.00,3.33
15474,0.00,0.00,0.00,0.00
15475,0.00,0.00,0.00,0.00
15476,7.49,0.00,0.00,7.49
15477,1.66,0.00,0.00,1.66
15478,0.00,0.00,0.00,0.00
15480,0.00,0.00,0.00,0.00
15481,0.00,0.00,0.00,0.00
15482,0.00,0.00,0.00,0.00
15487,0.00,0.00,0.00,0.00
15488,0.00,0.00,0.00,0.00
15489,0.00,0.00,0.00,0.00
15490,0.00,0.00,0.00,0.00
15491,0.00,0.00,0.00,0.00
15492,0.00,0.00,0.00,0.00
15493,0.00,0.00,0.00,0.00
15494,0.00,0.00,0.00,0.00
15495,0.00,0.00,0.00,0.00
15496,0.00,0.00,0.00,0.00
15497,0.00,0.00,0.00,0.00
15498,0.00,0.00,0.00,0.00
15499,0.00,0.00,0.00,0.00
15500,0.00,0.00,0.00,0.00
15501,0.00,0.00,0.00,0.00
15502,0.00,0.00,0.00,0.00
15503,0.00,0.00,0.00,0.00
15504,0.00,0.00,0.00,0.00
15505,0.00,0.00,0.00,0.00
15506,0.00,0.00,0.00,0.00
15507,0.00,0.00,0.00,0.00
15508,0.00,0.00,0.00,0.00
15510,0.00,0.00,0.00,0.00
15511,0.00,0.00,0.00,0.00
15513,0.00,0.00,0.00,0.00
15515,0.00,0.00,0.00,0.00
15516,0.00,0.00,0.00,0.00
15518,0.00,0.00,0.00,0.00
15519,0.00,0.00,0.00,0.00
15521,0.00,0.00,0.00,0.00
15523,0.00,0.00,0.00,0.00
15526,0.00,0.00,0.00,0.00
15529,0.00,0.00,0.00,0.00
15531,0.00,0.00,0.00,0.00
15533,77.41,0.00,0.00,77.41
15539,1.66,0.00,0.00,1.66
15541,1.66,0.00,0.00,1.66
15542,0.00,0.00,0.00,0.00
15543,0.00,0.00,0.00,0.00
15544,0.00,0.00,0.00,0.00
15547,0.00,0.00,0.00,0.00
15549,0.00,0.00,0.00,0.00
15553,1.66,0.00,0.00,1.66
15555,0.00,0.00,0.00,0.00
15557,0.00,0.00,0.00,0.00
15559,0.00,0.00,0.00,0.00
15566,0.00,0.00,0.00,0.00
15569,0.00,0.00,0.00,0.00
15571,18.31,0.00,0.00,18.31
15572,0.00,0.00,0.00,0.00
15573,0.00,0.00,0.00,0.00
15574,2.50,0.00,0.00,2.50
15575,0.00,0.00,0.00,0.00
15576,2.50,0.00,0.00,2.50
15577,0.00,0.00,0.00,0.00
15581,0.00,0.00,0.00,0.00
15582,4.16,0.00,0.00,4.16
15585,0.00,0.00,0.00,0.00
15591,0.00,0.00,0.00,0.00
15592,0.00,0.00,0.00,0.00
15593,0.00,0.00,0.00,0.00
15594,0.00,0.00,0.00,0.00
15595,0.00,0.00,0.00,0.00
15596,0.00,0.00,0.00,0.00
15598,0.00,0.00,0.00,0.00
15600,0.00,0.00,0.00,0.00
15601,3.33,0.00,0.00,3.33
15602,0.00,0.00,0.00,0.00
15604,174.79,174.79,0.00,0.00
15606,0.00,0.00,0.00,0.00
15608,0.00,0.00,0.00,0.00
15609,0.00,0.00,0.00,0.00
15610,0.00,0.00,0.00,0.00
15611,9.16,0.00,0.00,9.16
15613,0.00,0.00,0.00,0.00
15614,0.00,0.00,0.00,0.00
15615,16.65,0.00,0.00,16.65
15616,0.83,0.00,0.00,0.83
15617,0.00,0.00,0.00,0.00
15619,0.00,0.00,0.00,0.00
15622,0.00,0.00,0.00,0.00
15628,0.00,0.00,0.00,0.00
15632,0.00,0.00,0.00,0.00
15633,0.00,0.00,0.00,0.00
15638,0.00,0.00,0.00,0.00
15639,0.00,0.00,0.00,0.00
15640,0.00,0.00,0.00,0.00
15641,0.00,0.00,0.00,0.00
15643,0.00,0.00,0.00,0.00
15647,0.00,0.00,0.00,0.00
15649,0.00,0.00,0.00,0.00
15650,0.00,0.00,0.00,0.00
15651,0.00,0.00,0.00,0.00
15653,0.00,0.00,0.00,0.00
15654,0.00,0.00,0.00,0.00
15655,0.00,0.00,0.00,0.00
15657,0.00,0.00,0.00,0.00
15658,0.00,0.00,0.00,0.00
15660,0.00,0.00,0.00,0.00
15661,0.00,0.00,0.00,0.00
15662,0.00,0.00,0.00,0.00
15663,0.00,0.00,0.00,0.00
15664,0.00,0.00,0.00,0.00
15666,0.00,0.00,0.00,0.00
15667,0.00,0.00,0.00,0.00
15668,0.00,0.00,0.00,0.00
15669,0.00,0.00,0.00,0.00
15670,0.00,0.00,0.00,0.00
15671,0.00,0.00,0.00,0.00
15672,0.00,0.00,0.00,0.00
15673,0.00,0.00,0.00,0.00
15675,0.00,0.00,0.00,0.00
15676,0.00,0.00,0.00,0.00
15677,0.00,0.00,0.00,0.00
15681,0.00,0.00,0.00,0.00
15682,0.00,0.00,0.00,0.00
15683,0.00,0.00,0.00,0.00
15687,0.00,0.00,0.00,0.00
15689,0.00,0.00,0.00,0.00
15690,0.00,0.00,0.00,0.00
15692,0.00,0.00,0.00,0.00
15693,0.00,0.00,0.00,0.00
15694,0.00,0.00,0.00,0.00
15697,0.00,0.00,0.00,0.00
15698,34.13,0.00,0.00,34.13
15706,1.66,0.00,0.00,1.66
15708,0.00,0.00,0.00,0.00
15710,0.00,0.00,0.00,0.00
15713,0.00,0.00,0.00,0.00
15714,12.49,0.00,0.00,12.49
15715,0.00,0.00,0.00,0.00
15716,5.83,0.00,0.00,5.83
15717,0.00,0.00,0.00,0.00
15721,0.00,0.00,0.00,0.00
15722,0.00,0.00,0.00,0.00
15723,0.00,0.00,0.00,0.00
15728,0.00,0.00,0.00,0.00
15729,0.00,0.00,0.00,0.00
15731,0.00,0.00,0.00,0.00
15732,0.00,0.00,0.00,0.00
15735,0.00,0.00,0.00,0.00
15736,0.00,0.00,0.00,0.00
15737,0.00,0.00,0.00,0.00
15739,0.00,0.00,0.00,0.00
15740,10.82,0.00,0.00,10.82
15741,0.00,0.00,0.00,0.00
15742,0.00,0.00,0.00,0.00
15743,0.00,0.00,0.00,0.00
15745,0.00,0.00,0.00,0.00
15746,0.00,0.00,0.00,0.00
15747,0.00,0.00,0.00,0.00
15749,69.08,0.00,0.00,69.08
15750,0.00,0.00,0.00,0.00
15751,0.00,0.00,0.00,0.00
15752,0.00,0.00,0.00,0.00
15753,0.00,0.00,0.00,0.00
15754,59.10,0.00,0.00,59.10
15760,0.00,0.00,0.00,0.00
15761,2.50,0.00,0.00,2.50
15762,2.50,0.00,0.00,2.50
15763,1.66,0.00,0.00,1.66
15764,0.00,0.00,0.00,0.00
15766,0.00,0.00,0.00,0.00
15767,0.00,0.00,0.00,0.00
15769,0.00,0.00,0.00,0.00
15771,6.66,0.00,0.00,6.66
15773,0.00,0.00,0.00,0.00
15774,0.00,0.00,0.00,0.00
15785,0.00,0.00,0.00,0.00
15794,0.00,0.00,0.00,0.00
15795,9.16,0.00,0.00,9.16
15796,0.00,0.00,0.00,0.00
15797,12.49,0.00,0.00,12.49
15800,0.00,0.00,0.00,0.00
15802,0.00,0.00,0.00,0.00
15803,0.00,0.00,0.00,0.00
15804,0.00,0.00,0.00,0.00
15810,0.00,0.00,0.00,0.00
15811,0.00,0.00,0.00,0.00
15812,0.00,0.00,0.00,0.00
15814,0.00,0.00,0.00,0.00
15815,0.00,0.00,0.00,0.00
15827,0.00,0.00,0.00,0.00
15829,0.00,0.00,0.00,0.00
15832,1.66,0.00,0.00,1.66
15842,4.99,0.00,0.00,4.99
15846,0.00,0.00,0.00,0.00
15847,0.00,0.00,0.00,0.00
15848,0.00,0.00,0.00,0.00
15849,0.00,0.00,0.00,0.00
15850,0.00,0.00,0.00,0.00
15851,0.00,0.00,0.00,0.00
15853,0.00,0.00,0.00,0.00
15854,0.00,0.00,0.00,0.00
15855,0.00,0.00,0.00,0.00
15856,0.00,0.00,0.00,0.00
15859,0.00,0.00,0.00,0.00
15860,0.00,0.00,0.00,0.00
15861,6.66,0.00,0.00,6.66
15862,1.66,0.00,0.00,1.66
15863,0.00,0.00,0.00,0.00
15864,0.00,0.00,0.00,0.00
15865,24.97,0.00,0.00,24.97
15867,17.48,0.00,0.00,17.48
15871,0.00,0.00,0.00,0.00
15873,0.00,0.00,0.00,0.00
15877,0.00,0.00,0.00,0.00
15878,0.00,0.00,0.00,0.00
15879,214.74,209.75,0.00,4.99
15880,0.00,0.00,0.00,0.00
15881,0.00,0.00,0.00,0.00
15883,2.50,0.00,0.00,2.50
15884,4.99,0.00,0.00,4.99
15888,0.00,0.00,0.00,0.00
15891,0.00,0.00,0.00,0.00
15892,0.00,0.00,0.00,0.00
15893,0.00,0.00,0.00,0.00
15894,0.83,0.00,0.00,0.83
15895,0.00,0.00,0.00,0.00
15896,0.00,0.00,0.00,0.00
15897,0.00,0.00,0.00,0.00
15898,0.00,0.00,0.00,0.00
15900,0.00,0.00,0.00,0.00
15901,0.00,0.00,0.00,0.00
15903,0.00,0.00,0.00,0.00
15904,0.00,0.00,0.00,0.00
15905,0.00,0.00,0.00,0.00
15906,4.16,0.00,0.00,4.16
15907,0.00,0.00,0.00,0.00
15908,0.00,0.00,0.00,0.00
15909,0.00,0.00,0.00,0.00
15911,1.66,0.00,0.00,1.66
15913,0.00,0.00,0.00,0.00
15914,0.00,0.00,0.00,0.00
15915,4.16,0.00,0.00,4.16
15916,0.00,0.00,0.00,0.00
15917,0.00,0.00,0.00,0.00
15918,0.00,0.00,0.00,0.00
15920,0.00,0.00,0.00,0.00
15923,0.00,0.00,0.00,0.00
15924,0.00,0.00,0.00,0.00
15926,0.00,0.00,0.00,0.00
15927,0.83,0.00,0.00,0.83
15928,44.95,44.95,0.00,0.00
15929,9.16,0.00,0.00,9.16
15932,0.00,0.00,0.00,0.00
15933,0.00,0.00,0.00,0.00
15934,0.00,0.00,0.00,0.00
15936,0.00,0.00,0.00,0.00
15937,0.00,0.00,0.00,0.00
15939,0.00,0.00,0.00,0.00
15940,0.00,0.00,0.00,0.00
15953,0.00,0.00,0.00,0.00
15954,0.00,0.00,0.00,0.00
15955,0.00,0.00,0.00,0.00
15956,0.00,0.00,0.00,0.00
15957,0.00,0.00,0.00,0.00
15958,0.00,0.00,0.00,0.00
15959,0.00,0.00,0.00,0.00
15961,0.00,0.00,0.00,0.00
15962,0.00,0.00,0.00,0.00
15963,0.00,0.00,0.00,0.00
15964,0.00,0.00,0.00,0.00
15965,0.00,0.00,0.00,0.00
15967,0.00,0.00,0.00,0.00
15968,0.00,0.00,0.00,0.00
15969,0.00,0.00,0.00,0.00
15970,0.00,0.00,0.00,0.00
15971,0.00,0.00,0.00,0.00
15972,0.00,0.00,0.00,0.00
15973,0.00,0.00,0.00,0.00
15974,0.00,0.00,0.00,0.00
15975,0.00,0.00,0.00,0.00
15976,0.00,0.00,0.00,0.00
15979,0.00,0.00,0.00,0.00
15980,0.00,0.00,0.00,0.00
15981,0.00,0.00,0.00,0.00
15983,0.00,0.00,0.00,0.00
15985,1.66,0.00,0.00,1.66
15988,0.00,0.00,0.00,0.00
15989,0.00,0.00,0.00,0.00
15990,0.00,0.00,0.00,0.00
15992,0.83,0.00,0.00,0.83
15993,0.00,0.00,0.00,0.00
15995,0.00,0.00,0.00,0.00
15997,0.00,0.00,0.00,0.00
16000,0.00,0.00,0.00,0.00
16002,8.32,0.00,0.00,8.32
16015,0.00,0.00,0.00,0.00
16016,156.48,0.00,0.00,156.48
16020,0.00,0.00,0.00,0.00
16021,0.00,0.00,0.00,0.00
16022,0.00,0.00,0.00,0.00
16026,0.00,0.00,0.00,0.00
16027,0.00,0.00,0.00,0.00
16030,0.00,0.00,0.00,0.00
16031,0.00,0.00,0.00,0.00
16033,90.73,89.06,0.00,1.66
16035,0.83,0.00,0.00,0.83
16036,2.50,0.00,0.00,2.50
16038,8.32,0.00,0.00,8.32
16047,0.00,0.00,0.00,0.00
16050,0.00,0.00,0.00,0.00
16051,0.00,0.00,0.00,0.00
16052,0.83,0.00,0.00,0.83
16053,0.00,0.00,0.00,0.00
16055,0.00,0.00,0.00,0.00
16056,0.00,0.00,0.00,0.00
16057,2.50,0.00,0.00,2.50
16060,44.11,0.00,0.00,44.11
16061,1.66,0.00,0.00,1.66
16069,0.00,0.00,0.00,0.00
16077,0.00,0.00,0.00,0.00
16079,4.99,0.00,0.00,4.99
16080,0.00,0.00,0.00,0.00
16081,4.16,0.00,0.00,4.16
16082,0.00,0.00,0.00,0.00
16083,2.50,0.00,0.00,2.50
16084,0.00,0.00,0.00,0.00
16085,0.00,0.00,0.00,0.00
16086,0.00,0.00,0.00,0.00
16088,0.00,0.00,0.00,0.00
16089,0.00,0.00,0.00,0.00
16091,0.00,0.00,0.00,0.00
16092,0.00,0.00,0.00,0.00
16093,0.00,0.00,0.00,0.00
16094,0.00,0.00,0.00,0.00
16095,0.00,0.00,0.00,0.00
16096,0.00,0.00,0.00,0.00
16097,0.00,0.00,0.00,0.00
16101,0.00,0.00,0.00,0.00
16102,0.00,0.00,0.00,0.00
16103,0.00,0.00,0.00,0.00
16104,0.00,0.00,0.00,0.00
16106,5.83,0.00,0.00,5.83
16108,0.83,0.00,0.00,0.83
16110,0.00,0.00,0.00,0.00
16111,0.00,0.00,0.00,0.00
16112,0.00,0.00,0.00,0.00
16113,0.00,0.00,0.00,0.00
16119,0.00,0.00,0.00,0.00
16123,0.00,0.00,0.00,0.00
16124,0.00,0.00,0.00,0.00
16129,0.00,0.00,0.00,0.00
16131,0.00,0.00,0.00,0.00
16133,0.00,0.00,0.00,0.00
16134,0.00,0.00,0.00,0.00
16139,0.00,0.00,0.00,0.00
16145,0.00,0.00,0.00,0.00
16147,0.00,0.00,0.00,0.00
16149,0.00,0.00,0.00,0.00
16150,0.00,0.00,0.00,0.00
16151,2.50,0.00,0.00,2.50
16153,0.00,0.00,0.00,0.00
16155,0.00,0.00,0.00,0.00
16156,0.00,0.00,0.00,0.00
16157,0.00,0.00,0.00,0.00
16158,0.00,0.00,0.00,0.00
16159,0.00,0.00,0.00,0.00
16160,0.00,0.00,0.00,0.00
16161,0.83,0.00,0.00,0.83
16162,0.83,0.00,0.00,0.83
16164,1.66,0.00,0.00,1.66
16165,4.99,0.00,0.00,4.99
16166,4.16,0.00,0.00,4.16
16168,5.83,0.00,0.00,5.83
16171,0.00,0.00,0.00,0.00
16175,0.00,0.00,0.00,0.00
16177,0.00,0.00,0.00,0.00
16181,0.00,0.00,0.00,0.00
16183,0.00,0.00,0.00,0.00
16190,0.00,0.00,0.00,0.00
16193,0.00,0.00,0.00,0.00
16194,0.00,0.00,0.00,0.00
16198,0.00,0.00,0.00,0.00
16199,0.00,0.00,0.00,0.00
16200,0.00,0.00,0.00,0.00
16201,0.00,0.00,0.00,0.00
16203,0.00,0.00,0.00,0.00
16205,0.00,0.00,0.00,0.00
16206,26.64,0.00,0.00,26.64
16207,0.00,0.00,0.00,0.00
16208,0.00,0.00,0.00,0.00
16209,3.33,0.00,0.00,3.33
16210,9.16,0.00,0.00,9.16
16212,5.83,0.00,0.00,5.83
16213,7.49,0.00,0.00,7.49
16214,0.00,0.00,0.00,0.00
16215,0.00,0.00,0.00,0.00
16217,0.00,0.00,0.00,0.00
16221,0.00,0.00,0.00,0.00
16222,0.00,0.00,0.00,0.00
16224,0.00,0.00,0.00,0.00
16225,0.00,0.00,0.00,0.00
16226,0.00,0.00,0.00,0.00
16228,0.00,0.00,0.00,0.00
16229,0.00,0.00,0.00,0.00
16231,0.00,0.00,0.00,0.00
16235,0.00,0.00,0.00,0.00
16236,0.00,0.00,0.00,0.00
16238,0.00,0.00,0.00,0.00
16241,0.00,0.00,0.00,0.00
16242,0.00,0.00,0.00,0.00
16243,0.00,0.00,0.00,0.00
16244,0.00,0.00,0.00,0.00
16246,0.00,0.00,0.00,0.00
16247,0.00,0.00,0.00,0.00
16249,0.00,0.00,0.00,0.00
16250,0.00,0.00,0.00,0.00
16256,0.00,0.00,0.00,0.00
16257,0.00,0.00,0.00,0.00
16258,0.00,0.00,0.00,0.00
16259,0.00,0.00,0.00,0.00
16260,0.00,0.00,0.00,0.00
16261,0.00,0.00,0.00,0.00
16262,0.83,0.00,0.00,0.83
16263,0.00,0.00,0.00,0.00
16265,0.00,0.00,0.00,0.00
16267,0.00,0.00,0.00,0.00
16268,0.00,0.00,0.00,0.00
16269,0.00,0.00,0.00,0.00
16270,0.00,0.00,0.00,0.00
16272,0.00,0.00,0.00,0.00
16273,0.00,0.00,0.00,0.00
16274,0.00,0.00,0.00,0.00
16275,0.00,0.00,0.00,0.00
16277,0.00,0.00,0.00,0.00
16278,0.00,0.00,0.00,0.00
16279,0.00,0.00,0.00,0.00
16280,0.00,0.00,0.00,0.00
16281,0.00,0.00,0.00,0.00
16282,0.00,0.00,0.00,0.00
16283,0.00,0.00,0.00,0.00
16285,0.00,0.00,0.00,0.00
16286,0.00,0.00,0.00,0.00
16288,0.00,0.00,0.00,0.00
16296,0.00,0.00,0.00,0.00
16297,0.00,0.00,0.00,0.00
16300,1.66,0.00,0.00,1.66
16301,0.00,0.00,0.00,0.00
16303,0.00,0.00,0.00,0.00
16304,0.00,0.00,0.00,0.00
16305,0.00,0.00,0.00,0.00
16306,21.64,0.00,0.00,21.64
16307,0.00,0.00,0.00,0.00
16311,204.76,203.92,0.00,0.83
16312,0.00,0.00,0.00,0.00
16313,0.00,0.00,0.00,0.00
16315,0.00,0.00,0.00,0.00
16316,0.00,0.00,0.00,0.00
16317,0.00,0.00,0.00,0.00
16318,0.83,0.00,0.00,0.83
16319,0.00,0.00,0.00,0.00
16320,0.00,0.00,0.00,0.00
16321,0.00,0.00,0.00,0.00
16323,0.00,0.00,0.00,0.00
16324,0.00,0.00,0.00,0.00
16325,0.00,0.00,0.00,0.00
16326,0.00,0.00,0.00,0.00
16327,0.00,0.00,0.00,0.00
16328,0.00,0.00,0.00,0.00
16329,0.00,0.00,0.00,0.00
16331,0.00,0.00,0.00,0.00
16332,0.00,0.00,0.00,0.00
16334,0.00,0.00,0.00,0.00
16337,0.00,0.00,0.00,0.00
16338,0.00,0.00,0.00,0.00
16340,0.00,0.00,0.00,0.00
16341,0.00,0.00,0.00,0.00
16346,0.00,0.00,0.00,0.00
16348,7.49,0.00,0.00,7.49
16349,0.83,0.00,0.00,0.83
16350,1.66,0.00,0.00,1.66
16351,0.00,0.00,0.00,0.00
16352,3.33,0.00,0.00,3.33
16354,4.16,0.00,0.00,4.16
16355,0.83,0.00,0.00,0.83
16361,0.00,0.00,0.00,0.00
16363,0.00,0.00,0.00,0.00
16364,0.00,0.00,0.00,0.00
16365,23.31,0.00,0.00,23.31
16367,0.00,0.00,0.00,0.00
16369,0.00,0.00,0.00,0.00
16370,0.00,0.00,0.00,0.00
16371,39.12,0.00,0.00,39.12
16374,0.00,0.00,0.00,0.00
16375,0.00,0.00,0.00,0.00
16376,0.00,0.00,0.00,0.00
16377,0.00,0.00,0.00,0.00
16378,0.00,0.00,0.00,0.00
16379,0.00,0.00,0.00,0.00
16380,0.00,0.00,0.00,0.00
16381,4.16,0.00,0.00,4.16
16382,0.00,0.00,0.00,0.00
16383,0.00,0.00,0.00,0.00
