MAZ,maz_seq1,taz_seq1,TAZ,COUNTYFP,mtc_county_id,county_name,COUNTY,region,univ,mil,othnon,popgq,PUMA
230882,16705,1941,200971,85,3,Santa Clara,3,1,0,0,0,0,2707
230883,16706,1941,200971,85,3,Santa Clara,3,1,0,0,0,0,2707
230887,16707,1770,200779,85,3,Santa Clara,3,1,0,0,0,0,2708
230888,16708,1642,200635,85,3,Santa Clara,3,1,0,0,0,0,2708
230889,16709,1642,200635,85,3,Santa Clara,3,1,0,0,0,0,2708
230897,16710,1878,200898,85,3,Santa Clara,3,1,0,0,0,0,2710
230898,16711,1887,200907,85,3,Santa Clara,3,1,0,0,0,0,2709
230900,16712,1888,200908,85,3,Santa Clara,3,1,0,0,0,0,2709
230901,16713,1888,200908,85,3,Santa Clara,3,1,0,0,0,0,2709
230904,16714,1052,200010,85,3,Santa Clara,3,1,0,0,0,0,2703
230907,16715,1958,200989,85,3,Santa Clara,3,1,0,0,0,0,2710
230908,16716,1915,200940,85,3,Santa Clara,3,1,0,0,0,0,2710
230909,16717,1075,200033,85,3,Santa Clara,3,1,0,0,0,0,2710
230910,16718,1816,200831,85,3,Santa Clara,3,1,0,0,0,0,2710
230911,16719,1075,200033,85,3,Santa Clara,3,1,0,0,0,0,2710
230912,16720,1709,200709,85,3,Santa Clara,3,1,0,0,0,0,2709
230929,16721,1214,200183,85,3,Santa Clara,3,1,0,0,0,0,2705
230930,16722,1791,200803,85,3,Santa Clara,3,1,0,0,0,0,2704
230935,16723,1806,200818,85,3,Santa Clara,3,1,0,0,0,0,2705
230940,16725,1594,200583,85,3,Santa Clara,3,1,0,0,0,0,2712
230941,16726,1246,200215,85,3,Santa Clara,3,1,0,0,0,0,2712
230942,16727,1298,200270,85,3,Santa Clara,3,1,0,0,0,0,2712
230944,16728,1870,200888,85,3,Santa Clara,3,1,0,0,0,0,2711
230946,16729,1734,200738,85,3,Santa Clara,3,1,0,0,0,0,2711
230947,16730,1820,200835,85,3,Santa Clara,3,1,0,0,0,0,2711
230948,16731,1198,200165,85,3,Santa Clara,3,1,0,0,0,0,2713
230953,16732,1260,200230,85,3,Santa Clara,3,1,0,0,0,0,2713
230954,16733,1622,200614,85,3,Santa Clara,3,1,0,0,0,0,2713
230955,16734,1622,200614,85,3,Santa Clara,3,1,0,0,0,0,2713
230958,16735,1159,200124,85,3,Santa Clara,3,1,0,0,0,0,2713
230959,16736,1159,200124,85,3,Santa Clara,3,1,0,0,0,0,2713
230961,16737,1412,200390,85,3,Santa Clara,3,1,0,0,0,0,2708
230964,16738,1054,200012,85,3,Santa Clara,3,1,0,0,0,0,2703
230965,16739,1054,200012,85,3,Santa Clara,3,1,0,0,0,0,2703
230968,16740,1347,200321,85,3,Santa Clara,3,1,0,0,0,0,2703
230975,16742,1454,200435,85,3,Santa Clara,3,1,0,0,0,0,2703
230981,16743,1947,200977,85,3,Santa Clara,3,1,0,0,0,0,2701
230990,16744,1864,200881,85,3,Santa Clara,3,1,0,0,0,0,2703
230991,16745,1865,200883,85,3,Santa Clara,3,1,0,0,0,0,2703
230992,16746,1865,200883,85,3,Santa Clara,3,1,0,0,0,0,2703
230996,16747,2052,201091,85,3,Santa Clara,3,1,0,0,0,0,2702
231007,16748,1871,200889,85,3,Santa Clara,3,1,0,0,0,0,2712
231009,16749,1144,200109,85,3,Santa Clara,3,1,0,0,0,0,2710
231013,16750,1132,200097,85,3,Santa Clara,3,1,0,0,0,0,2712
231014,16751,1434,200412,85,3,Santa Clara,3,1,0,0,0,0,2712
231028,16752,1284,200256,85,3,Santa Clara,3,1,0,0,0,0,2707
231029,16753,1284,200256,85,3,Santa Clara,3,1,0,0,0,0,2707
231045,16755,1745,200752,85,3,Santa Clara,3,1,0,0,0,0,2704
231050,16756,1421,200399,85,3,Santa Clara,3,1,0,0,0,0,2714
231051,16757,1202,200169,85,3,Santa Clara,3,1,0,0,0,0,2714
231052,16758,1089,200048,85,3,Santa Clara,3,1,0,0,0,0,2701
231054,16759,1089,200048,85,3,Santa Clara,3,1,0,0,0,0,2701
231061,16760,1087,200046,85,3,Santa Clara,3,1,0,0,0,0,2701
231064,16761,1161,200126,85,3,Santa Clara,3,1,0,0,0,0,2713
231069,16762,1321,200295,85,3,Santa Clara,3,1,0,0,0,0,2707
231070,16763,1321,200295,85,3,Santa Clara,3,1,0,0,0,0,2707
231071,16764,1321,200295,85,3,Santa Clara,3,1,0,0,0,0,2707
231076,16765,1735,200739,85,3,Santa Clara,3,1,0,0,0,0,2707
231085,16766,1778,200788,85,3,Santa Clara,3,1,0,0,0,0,2707
231086,16767,1846,200861,85,3,Santa Clara,3,1,0,0,0,0,2710
231088,16768,1373,200348,85,3,Santa Clara,3,1,0,0,0,0,2710
231089,16769,1315,200287,85,3,Santa Clara,3,1,0,0,0,0,2710
231091,16771,1315,200287,85,3,Santa Clara,3,1,0,0,0,0,2710
231092,16772,1436,200415,85,3,Santa Clara,3,1,0,0,0,0,2710
231094,16773,1436,200415,85,3,Santa Clara,3,1,0,0,0,0,2710
231099,16774,1382,200357,85,3,Santa Clara,3,1,0,0,0,0,2708
231105,16775,1383,200358,85,3,Santa Clara,3,1,0,0,0,0,2708
231106,16776,1383,200358,85,3,Santa Clara,3,1,0,0,0,0,2708
231113,16779,1849,200864,85,3,Santa Clara,3,1,0,0,0,0,2709
231114,16780,1854,200869,85,3,Santa Clara,3,1,0,0,0,0,2709
231115,16781,1338,200312,85,3,Santa Clara,3,1,0,0,0,0,2709
231116,16782,1892,200912,85,3,Santa Clara,3,1,0,0,0,0,2709
231119,16784,1385,200360,85,3,Santa Clara,3,1,0,0,0,0,2708
231120,16785,1385,200360,85,3,Santa Clara,3,1,0,0,0,0,2708
231121,16786,1782,200793,85,3,Santa Clara,3,1,0,0,0,0,2708
231123,16787,1642,200635,85,3,Santa Clara,3,1,0,0,0,0,2708
231125,16788,2038,201077,85,3,Santa Clara,3,1,0,0,0,0,2703
231127,16789,2039,201078,85,3,Santa Clara,3,1,0,0,0,0,2703
231131,16790,1266,200236,85,3,Santa Clara,3,1,0,0,0,0,2703
231142,16791,1583,200572,85,3,Santa Clara,3,1,0,0,0,0,2702
231146,16792,1588,200577,85,3,Santa Clara,3,1,0,0,0,0,2702
231148,16793,1488,200469,85,3,Santa Clara,3,1,0,0,0,0,2702
231150,16794,1321,200295,85,3,Santa Clara,3,1,0,0,0,0,2707
231154,16795,1815,200830,85,3,Santa Clara,3,1,0,0,0,0,2707
231160,16796,1883,200903,85,3,Santa Clara,3,1,0,0,0,0,2711
231162,16797,1883,200903,85,3,Santa Clara,3,1,0,0,0,0,2711
231163,16798,1967,200998,85,3,Santa Clara,3,1,0,0,0,0,2710
231165,16799,1312,200284,85,3,Santa Clara,3,1,0,0,0,0,2710
231167,16800,1509,200491,85,3,Santa Clara,3,1,0,0,0,0,2711
231168,16801,1969,201000,85,3,Santa Clara,3,1,0,0,0,0,2711
231182,16803,1932,200959,85,3,Santa Clara,3,1,0,0,0,0,2701
231184,16804,2047,201086,85,3,Santa Clara,3,1,0,0,0,0,2701
231185,16805,1085,200044,85,3,Santa Clara,3,1,0,0,0,0,2701
231199,16806,2039,201078,85,3,Santa Clara,3,1,0,0,0,0,2703
231208,16807,1502,200484,85,3,Santa Clara,3,1,0,0,0,0,2703
231209,16808,1859,200875,85,3,Santa Clara,3,1,0,0,0,0,2701
231232,16809,1915,200940,85,3,Santa Clara,3,1,0,0,0,0,2710
231233,16810,1644,200637,85,3,Santa Clara,3,1,0,0,0,0,2708
231235,16811,1192,200158,85,3,Santa Clara,3,1,0,0,0,0,2709
231252,16812,1052,200010,85,3,Santa Clara,3,1,0,0,0,0,2703
231264,16813,2053,201092,85,3,Santa Clara,3,1,0,0,0,0,2709
231268,16814,1307,200279,85,3,Santa Clara,3,1,0,0,0,0,2705
231271,16815,1186,200152,85,3,Santa Clara,3,1,0,0,0,0,2713
231272,16816,1333,200307,85,3,Santa Clara,3,1,0,0,0,0,2709
231284,16818,1332,200306,85,3,Santa Clara,3,1,0,0,0,0,2713
231288,16819,1168,200134,85,3,Santa Clara,3,1,0,0,0,0,2701
231292,16820,1168,200134,85,3,Santa Clara,3,1,0,0,0,0,2701
231294,16821,1168,200134,85,3,Santa Clara,3,1,0,0,0,0,2701
231299,16822,1539,200525,85,3,Santa Clara,3,1,0,0,0,0,2702
231310,16823,1497,200478,85,3,Santa Clara,3,1,0,0,0,0,2702
231324,16824,1169,200135,85,3,Santa Clara,3,1,0,0,0,0,2701
231325,16825,1169,200135,85,3,Santa Clara,3,1,0,0,0,0,2701
231326,16826,1168,200134,85,3,Santa Clara,3,1,0,0,0,0,2701
231327,16827,1168,200134,85,3,Santa Clara,3,1,0,0,0,0,2701
231331,16828,1626,200618,85,3,Santa Clara,3,1,0,0,0,0,2706
231333,16829,1626,200618,85,3,Santa Clara,3,1,0,0,0,0,2706
231335,16830,1281,200253,85,3,Santa Clara,3,1,0,0,0,0,2706
231338,16831,1662,200658,85,3,Santa Clara,3,1,0,0,0,0,2706
231339,16832,1136,200101,85,3,Santa Clara,3,1,0,0,0,0,2706
231342,16833,1662,200658,85,3,Santa Clara,3,1,0,0,0,0,2706
231346,16834,1438,200419,85,3,Santa Clara,3,1,0,0,0,0,2706
231347,16835,1642,200635,85,3,Santa Clara,3,1,0,0,0,0,2708
231348,16836,1642,200635,85,3,Santa Clara,3,1,0,0,0,0,2708
231349,16837,1599,200588,85,3,Santa Clara,3,1,0,0,0,0,2708
231350,16838,1862,200878,85,3,Santa Clara,3,1,0,0,0,0,2708
231351,16839,1817,200832,85,3,Santa Clara,3,1,0,0,0,0,2708
231353,16840,1500,200481,85,3,Santa Clara,3,1,0,0,0,0,2708
231355,16841,2050,201089,85,3,Santa Clara,3,1,0,0,0,0,2703
231356,16842,2049,201088,85,3,Santa Clara,3,1,0,0,0,0,2703
231360,16843,1634,200626,85,3,Santa Clara,3,1,0,0,0,0,2703
231361,16844,1634,200626,85,3,Santa Clara,3,1,0,0,0,0,2703
231362,16845,1328,200302,85,3,Santa Clara,3,1,0,0,0,0,2709
231369,16846,1376,200351,85,3,Santa Clara,3,1,0,0,0,0,2701
231376,16847,1049,200007,85,3,Santa Clara,3,1,0,0,0,0,2707
231380,16848,2004,201041,85,3,Santa Clara,3,1,0,0,0,0,2707
231383,16849,2004,201041,85,3,Santa Clara,3,1,0,0,0,0,2707
231384,16850,2004,201041,85,3,Santa Clara,3,1,0,0,0,0,2707
231386,16851,1282,200254,85,3,Santa Clara,3,1,0,0,0,0,2707
231388,16852,2037,201076,85,3,Santa Clara,3,1,0,0,0,0,2703
231389,16853,2037,201076,85,3,Santa Clara,3,1,0,0,0,0,2703
231391,16855,1173,200139,85,3,Santa Clara,3,1,0,0,0,0,2705
231397,16856,1366,200340,85,3,Santa Clara,3,1,0,0,0,0,2705
231402,16857,1310,200282,85,3,Santa Clara,3,1,0,0,0,0,2705
231405,16858,1820,200835,85,3,Santa Clara,3,1,0,0,0,0,2711
231410,16861,1727,200731,85,3,Santa Clara,3,1,0,0,0,0,2702
231412,16862,1676,200672,85,3,Santa Clara,3,1,0,0,0,0,2702
231415,16863,1291,200263,85,3,Santa Clara,3,1,0,0,0,0,2707
231416,16864,1291,200263,85,3,Santa Clara,3,1,0,0,0,0,2707
231429,16866,1738,200743,85,3,Santa Clara,3,1,0,0,0,0,2707
231443,16867,1253,200223,85,3,Santa Clara,3,1,0,0,0,0,2703
231461,16868,1183,200149,85,3,Santa Clara,3,1,0,0,0,0,2702
231464,16869,1502,200484,85,3,Santa Clara,3,1,0,0,0,0,2703
231471,16870,1773,200782,85,3,Santa Clara,3,1,0,0,0,0,2711
231474,16871,1044,200002,85,3,Santa Clara,3,1,0,0,0,0,2708
231475,16872,1942,200972,85,3,Santa Clara,3,1,0,0,0,0,2709
231477,16873,1798,200810,85,3,Santa Clara,3,1,0,0,0,0,2709
231478,16874,1190,200156,85,3,Santa Clara,3,1,0,0,0,0,2708
231490,16875,1098,200059,85,3,Santa Clara,3,1,0,0,0,0,2706
231491,16876,1097,200058,85,3,Santa Clara,3,1,0,0,0,0,2706
231496,16877,1113,200076,85,3,Santa Clara,3,1,0,0,0,0,2706
231508,16879,1484,200465,85,3,Santa Clara,3,1,0,0,0,0,2706
231509,16880,1484,200465,85,3,Santa Clara,3,1,0,0,0,0,2706
231519,16881,1902,200925,85,3,Santa Clara,3,1,0,0,0,0,2707
231520,16882,1965,200996,85,3,Santa Clara,3,1,0,0,0,0,2707
231528,16884,1234,200203,85,3,Santa Clara,3,1,0,0,0,0,2710
231529,16885,1448,200429,85,3,Santa Clara,3,1,0,0,0,0,2708
231531,16886,1105,200067,85,3,Santa Clara,3,1,0,0,0,0,2708
231535,16888,1900,200921,85,3,Santa Clara,3,1,0,0,0,0,2709
231536,16889,1796,200808,85,3,Santa Clara,3,1,0,0,0,0,2709
231538,16891,1841,200856,85,3,Santa Clara,3,1,0,0,0,0,2709
231540,16892,1192,200158,85,3,Santa Clara,3,1,0,0,0,0,2709
231541,16893,1333,200307,85,3,Santa Clara,3,1,0,0,0,0,2709
231542,16894,1887,200907,85,3,Santa Clara,3,1,0,0,0,0,2709
231543,16895,1285,200257,85,3,Santa Clara,3,1,0,0,0,0,2709
231544,16896,1888,200908,85,3,Santa Clara,3,1,0,0,0,0,2709
231545,16897,1647,200641,85,3,Santa Clara,3,1,0,0,0,0,2708
231548,16898,1566,200555,85,3,Santa Clara,3,1,0,0,0,0,2708
231554,16899,2020,201058,85,3,Santa Clara,3,1,0,0,0,0,2701
231561,16900,1724,200726,85,3,Santa Clara,3,1,0,0,0,0,2702
231563,16901,2054,201093,85,3,Santa Clara,3,1,0,0,0,0,2702
231566,16902,1176,200142,85,3,Santa Clara,3,1,0,0,0,0,2714
231568,16903,1465,200446,85,3,Santa Clara,3,1,0,0,0,0,2714
231569,16904,1515,200498,85,3,Santa Clara,3,1,0,0,0,0,2714
231576,16905,1765,200774,85,3,Santa Clara,3,1,0,0,0,0,2702
231578,16906,1768,200777,85,3,Santa Clara,3,1,0,0,0,0,2702
231579,16907,1767,200776,85,3,Santa Clara,3,1,0,0,0,0,2702
231580,16908,1767,200776,85,3,Santa Clara,3,1,0,0,0,0,2702
231581,16909,1769,200778,85,3,Santa Clara,3,1,0,0,0,0,2702
231583,16910,2024,201062,85,3,Santa Clara,3,1,0,0,0,0,2707
231584,16911,2025,201063,85,3,Santa Clara,3,1,0,0,0,0,2708
231585,16912,1363,200337,85,3,Santa Clara,3,1,0,0,0,0,2708
231586,16913,1363,200337,85,3,Santa Clara,3,1,0,0,0,0,2708
231593,16914,1193,200159,85,3,Santa Clara,3,1,0,0,0,0,2710
231596,16915,1292,200264,85,3,Santa Clara,3,1,0,0,0,0,2707
231597,16916,1690,200687,85,3,Santa Clara,3,1,0,0,0,0,2707
231598,16917,1690,200687,85,3,Santa Clara,3,1,0,0,0,0,2707
231604,16918,1634,200626,85,3,Santa Clara,3,1,0,0,0,0,2703
231627,16919,1053,200011,85,3,Santa Clara,3,1,0,0,0,0,2703
231659,16920,1432,200410,85,3,Santa Clara,3,1,0,0,0,0,2701
231660,16921,1364,200338,85,3,Santa Clara,3,1,0,0,0,0,2705
231662,16922,1771,200780,85,3,Santa Clara,3,1,0,0,0,0,2702
231683,16923,1632,200624,85,3,Santa Clara,3,1,0,0,0,0,2702
231697,16924,1648,200642,85,3,Santa Clara,3,1,0,0,0,0,2713
231703,16925,1283,200255,85,3,Santa Clara,3,1,0,0,0,0,2707
231711,16926,1124,200088,85,3,Santa Clara,3,1,0,0,0,0,2711
231712,16927,1124,200088,85,3,Santa Clara,3,1,0,0,0,0,2711
231714,16928,1311,200283,85,3,Santa Clara,3,1,0,0,0,0,2710
231739,16930,1449,200430,85,3,Santa Clara,3,1,0,0,0,0,2703
231748,16931,1403,200381,85,3,Santa Clara,3,1,0,0,0,0,2703
231750,16932,1343,200317,85,3,Santa Clara,3,1,0,0,0,0,2701
231752,16933,1169,200135,85,3,Santa Clara,3,1,0,0,0,0,2701
231758,16934,1438,200419,85,3,Santa Clara,3,1,0,0,0,0,2706
231759,16935,1119,200082,85,3,Santa Clara,3,1,0,0,0,0,2706
231760,16936,1153,200118,85,3,Santa Clara,3,1,0,0,0,0,2706
231763,16937,1118,200081,85,3,Santa Clara,3,1,0,0,0,0,2706
231764,16938,1438,200419,85,3,Santa Clara,3,1,0,0,0,0,2706
231766,16939,1673,200669,85,3,Santa Clara,3,1,0,0,0,0,2706
231772,16940,1804,200816,85,3,Santa Clara,3,1,0,0,0,0,2709
231773,16941,1804,200816,85,3,Santa Clara,3,1,0,0,0,0,2709
231774,16942,1805,200817,85,3,Santa Clara,3,1,0,0,0,0,2709
231775,16943,1805,200817,85,3,Santa Clara,3,1,0,0,0,0,2709
231792,16944,1940,200970,85,3,Santa Clara,3,1,0,0,0,0,2707
231797,16945,1051,200009,85,3,Santa Clara,3,1,0,0,0,0,2701
231800,16946,1609,200601,85,3,Santa Clara,3,1,0,0,0,0,2703
231802,16947,1922,200947,85,3,Santa Clara,3,1,0,0,0,0,2703
231803,16948,1962,200993,85,3,Santa Clara,3,1,0,0,0,0,2703
231804,16949,1923,200948,85,3,Santa Clara,3,1,0,0,0,0,2708
231805,16950,1923,200948,85,3,Santa Clara,3,1,0,0,0,0,2708
231808,16951,1959,200990,85,3,Santa Clara,3,1,0,0,0,0,2708
231812,16952,1961,200992,85,3,Santa Clara,3,1,0,0,0,0,2703
231815,16953,1266,200236,85,3,Santa Clara,3,1,0,0,0,0,2703
231816,16954,2037,201076,85,3,Santa Clara,3,1,0,0,0,0,2703
231817,16955,2037,201076,85,3,Santa Clara,3,1,0,0,0,0,2703
231818,16956,2037,201076,85,3,Santa Clara,3,1,0,0,0,0,2703
231828,16957,1223,200192,85,3,Santa Clara,3,1,0,0,0,0,2709
231829,16958,1514,200497,85,3,Santa Clara,3,1,0,0,0,0,2713
231831,16959,1699,200697,85,3,Santa Clara,3,1,0,0,0,0,2713
231834,16960,1367,200341,85,3,Santa Clara,3,1,0,0,0,0,2714
231835,16961,1172,200138,85,3,Santa Clara,3,1,0,0,0,0,2714
231837,16962,1137,200102,85,3,Santa Clara,3,1,0,0,0,0,2710
231851,16963,1463,200444,85,3,Santa Clara,3,1,0,0,0,0,2705
231856,16964,1649,200643,85,3,Santa Clara,3,1,0,0,0,0,2705
231862,16965,1807,200819,85,3,Santa Clara,3,1,0,0,0,0,2704
231866,16966,1778,200788,85,3,Santa Clara,3,1,0,0,0,0,2707
231868,16967,1720,200722,85,3,Santa Clara,3,1,0,0,0,0,2707
231869,16968,1779,200790,85,3,Santa Clara,3,1,0,0,0,0,2707
231871,16969,2016,201054,85,3,Santa Clara,3,1,0,0,0,0,2710
231872,16970,2016,201054,85,3,Santa Clara,3,1,0,0,0,0,2710
231873,16971,1311,200283,85,3,Santa Clara,3,1,0,0,0,0,2710
231874,16972,1313,200285,85,3,Santa Clara,3,1,0,0,0,0,2710
231876,16973,1314,200286,85,3,Santa Clara,3,1,0,0,0,0,2710
231878,16975,1314,200286,85,3,Santa Clara,3,1,0,0,0,0,2710
231879,16976,1314,200286,85,3,Santa Clara,3,1,0,0,0,0,2710
231883,16977,1376,200351,85,3,Santa Clara,3,1,0,0,0,0,2701
231886,16978,1681,200678,85,3,Santa Clara,3,1,0,0,0,0,2702
231887,16979,1979,201014,85,3,Santa Clara,3,1,0,0,0,0,2702
231888,16980,1059,200017,85,3,Santa Clara,3,1,0,0,0,0,2702
231891,16981,1826,200841,85,3,Santa Clara,3,1,0,0,0,0,2702
231892,16982,1826,200841,85,3,Santa Clara,3,1,0,0,0,0,2702
231893,16983,1980,201015,85,3,Santa Clara,3,1,0,0,0,0,2702
231897,16984,1588,200577,85,3,Santa Clara,3,1,0,0,0,0,2702
231912,16985,1459,200440,85,3,Santa Clara,3,1,0,0,0,0,2707
231913,16986,1962,200993,85,3,Santa Clara,3,1,0,0,0,0,2703
231914,16987,1920,200945,85,3,Santa Clara,3,1,0,0,0,0,2703
231918,16988,1332,200306,85,3,Santa Clara,3,1,0,0,0,0,2713
231921,16989,1451,200432,85,3,Santa Clara,3,1,0,0,0,0,2703
231922,16990,1649,200643,85,3,Santa Clara,3,1,0,0,0,0,2705
231924,16991,1608,200600,85,3,Santa Clara,3,1,0,0,0,0,2703
231927,16992,1611,200603,85,3,Santa Clara,3,1,0,0,0,0,2708
231929,16993,1874,200894,85,3,Santa Clara,3,1,0,0,0,0,2703
231938,16994,1661,200657,85,3,Santa Clara,3,1,0,0,0,0,2706
231944,16995,1543,200529,85,3,Santa Clara,3,1,0,0,0,0,2706
231945,16996,1113,200076,85,3,Santa Clara,3,1,0,0,0,0,2706
231946,16997,1112,200075,85,3,Santa Clara,3,1,0,0,0,0,2706
231947,16998,1134,200099,85,3,Santa Clara,3,1,0,0,0,0,2706
231948,16999,1674,200670,85,3,Santa Clara,3,1,0,0,0,0,2706
231966,17000,2030,201069,85,3,Santa Clara,3,1,0,0,0,0,2701
231967,17001,1864,200881,85,3,Santa Clara,3,1,0,0,0,0,2703
231968,17002,1085,200044,85,3,Santa Clara,3,1,0,0,0,0,2701
231969,17003,1306,200278,85,3,Santa Clara,3,1,0,0,0,0,2705
231983,17004,1588,200577,85,3,Santa Clara,3,1,0,0,0,0,2702
231990,17005,1586,200575,85,3,Santa Clara,3,1,0,0,0,0,2702
231992,17006,1628,200620,85,3,Santa Clara,3,1,0,0,0,0,2702
231997,17007,1589,200578,85,3,Santa Clara,3,1,0,0,0,0,2702
232002,17008,1305,200277,85,3,Santa Clara,3,1,0,0,0,0,2705
232006,17009,1499,200480,85,3,Santa Clara,3,1,0,0,0,0,2703
232007,17010,1887,200907,85,3,Santa Clara,3,1,0,0,0,0,2709
232013,17011,1165,200131,85,3,Santa Clara,3,1,0,0,0,0,2703
232014,17012,2015,201053,85,3,Santa Clara,3,1,0,0,0,0,2710
232015,17013,1223,200192,85,3,Santa Clara,3,1,0,0,0,0,2709
232021,17014,1769,200778,85,3,Santa Clara,3,1,0,0,0,0,2702
232028,17015,1168,200134,85,3,Santa Clara,3,1,0,0,0,0,2701
232035,17016,1588,200577,85,3,Santa Clara,3,1,0,0,0,0,2702
232042,17018,1351,200325,85,3,Santa Clara,3,1,0,0,0,0,2703
232043,17019,1765,200774,85,3,Santa Clara,3,1,0,0,0,0,2702
232045,17020,1395,200371,85,3,Santa Clara,3,1,0,0,0,0,2701
232046,17021,1769,200778,85,3,Santa Clara,3,1,0,0,0,0,2702
232049,17022,2009,201047,85,3,Santa Clara,3,1,0,0,0,0,2703
232053,17023,2006,201043,85,3,Santa Clara,3,1,0,0,0,0,2703
232057,17024,1168,200134,85,3,Santa Clara,3,1,0,0,0,0,2701
232063,17025,1169,200135,85,3,Santa Clara,3,1,0,0,0,0,2701
232069,17026,1118,200081,85,3,Santa Clara,3,1,0,0,0,0,2706
232070,17027,1673,200669,85,3,Santa Clara,3,1,0,0,0,0,2706
232071,17028,1673,200669,85,3,Santa Clara,3,1,0,0,0,0,2706
232074,17029,1627,200619,85,3,Santa Clara,3,1,0,0,0,0,2706
232081,17031,1715,200715,85,3,Santa Clara,3,1,0,0,0,0,2706
232082,17032,1439,200420,85,3,Santa Clara,3,1,0,0,0,0,2706
232084,17033,1439,200420,85,3,Santa Clara,3,1,0,0,0,0,2706
232085,17034,1670,200666,85,3,Santa Clara,3,1,0,0,0,0,2706
232087,17035,1641,200634,85,3,Santa Clara,3,1,0,0,0,0,2708
232088,17036,1641,200634,85,3,Santa Clara,3,1,0,0,0,0,2708
232090,17037,1601,200590,85,3,Santa Clara,3,1,0,0,0,0,2708
232093,17038,1646,200639,85,3,Santa Clara,3,1,0,0,0,0,2708
232097,17039,1105,200067,85,3,Santa Clara,3,1,0,0,0,0,2708
232098,17040,1105,200067,85,3,Santa Clara,3,1,0,0,0,0,2708
232099,17041,1108,200070,85,3,Santa Clara,3,1,0,0,0,0,2708
232101,17042,1108,200070,85,3,Santa Clara,3,1,0,0,0,0,2708
232102,17043,1105,200067,85,3,Santa Clara,3,1,0,0,0,0,2708
232103,17044,1108,200070,85,3,Santa Clara,3,1,0,0,0,0,2708
232108,17045,1623,200615,85,3,Santa Clara,3,1,0,0,0,0,2710
232112,17046,1146,200111,85,3,Santa Clara,3,1,0,0,0,0,2710
232113,17047,1146,200111,85,3,Santa Clara,3,1,0,0,0,0,2710
232115,17048,1219,200188,85,3,Santa Clara,3,1,0,0,0,0,2710
232118,17049,1394,200369,85,3,Santa Clara,3,1,0,0,0,0,2710
232124,17050,1223,200192,85,3,Santa Clara,3,1,0,0,0,0,2709
232127,17051,1339,200313,85,3,Santa Clara,3,1,0,0,0,0,2701
232129,17052,1244,200213,85,3,Santa Clara,3,1,0,0,0,0,2711
232132,17053,1461,200442,85,3,Santa Clara,3,1,0,0,0,0,2711
232133,17054,1461,200442,85,3,Santa Clara,3,1,0,0,0,0,2711
232135,17055,1123,200087,85,3,Santa Clara,3,1,0,0,0,0,2711
232136,17056,1928,200955,85,3,Santa Clara,3,1,0,0,0,0,2711
232142,17057,1522,200508,85,3,Santa Clara,3,1,0,0,0,0,2701
232150,17058,1579,200568,85,3,Santa Clara,3,1,0,0,0,0,2705
232151,17059,1577,200566,85,3,Santa Clara,3,1,0,0,0,0,2705
232152,17060,1936,200966,85,3,Santa Clara,3,1,0,0,0,0,2705
232154,17061,1649,200643,85,3,Santa Clara,3,1,0,0,0,0,2705
232159,17062,2041,201080,85,3,Santa Clara,3,1,0,0,0,0,2704
232161,17063,1913,200938,85,3,Santa Clara,3,1,0,0,0,0,2712
232164,17066,1917,200942,85,3,Santa Clara,3,1,0,0,0,0,2711
232165,17067,1953,200983,85,3,Santa Clara,3,1,0,0,0,0,2711
232166,17068,1954,200984,85,3,Santa Clara,3,1,0,0,0,0,2711
232168,17070,1677,200673,85,3,Santa Clara,3,1,0,0,0,0,2702
232169,17071,1677,200673,85,3,Santa Clara,3,1,0,0,0,0,2702
232170,17072,1677,200673,85,3,Santa Clara,3,1,0,0,0,0,2702
232172,17073,1314,200286,85,3,Santa Clara,3,1,0,0,0,0,2710
232175,17074,1737,200741,85,3,Santa Clara,3,1,0,0,0,0,2707
232180,17075,1721,200723,85,3,Santa Clara,3,1,0,0,0,0,2707
232181,17076,1758,200766,85,3,Santa Clara,3,1,0,0,0,0,2707
232183,17077,1721,200723,85,3,Santa Clara,3,1,0,0,0,0,2707
232187,17078,1768,200777,85,3,Santa Clara,3,1,0,0,0,0,2702
232202,17079,1538,200524,85,3,Santa Clara,3,1,0,0,0,0,2702
232204,17080,2024,201062,85,3,Santa Clara,3,1,0,0,0,0,2707
232205,17081,1413,200391,85,3,Santa Clara,3,1,0,0,0,0,2708
232206,17082,1498,200479,85,3,Santa Clara,3,1,0,0,0,0,2707
232208,17083,1962,200993,85,3,Santa Clara,3,1,0,0,0,0,2703
232209,17084,1679,200676,85,3,Santa Clara,3,1,0,0,0,0,2702
232216,17085,1813,200827,85,3,Santa Clara,3,1,0,0,0,0,2707
232219,17086,1600,200589,85,3,Santa Clara,3,1,0,0,0,0,2708
232220,17087,1994,201031,85,3,Santa Clara,3,1,0,0,0,0,2707
232222,17088,1108,200070,85,3,Santa Clara,3,1,0,0,0,0,2708
232230,17089,1831,200846,85,3,Santa Clara,3,1,0,0,0,0,2703
232232,17090,1192,200158,85,3,Santa Clara,3,1,0,0,0,0,2709
232233,17091,1058,200016,85,3,Santa Clara,3,1,0,0,0,0,2707
232246,17092,1543,200529,85,3,Santa Clara,3,1,0,0,0,0,2706
232250,17093,1545,200531,85,3,Santa Clara,3,1,0,0,0,0,2706
232252,17095,1113,200076,85,3,Santa Clara,3,1,0,0,0,0,2706
