County,Total_Households,inc_lt_20k,inc_lt_20k_Pct,inc_20k_45k,inc_20k_45k_Pct,inc_45k_60k,inc_45k_60k_Pct,inc_60k_75k,inc_60k_75k_Pct,inc_75k_100k,inc_75k_100k_Pct,inc_100k_150k,inc_100k_150k_Pct,inc_150k_200k,inc_150k_200k_Pct,inc_200k_plus,inc_200k_plus_Pct
Alameda,593117,51315,8.651749991991462,60799,10.250759968100729,35569,5.996961813605073,36798,6.204172195367861,56400,9.509085054044986,97769,16.483931500867453,72235,12.178878703527298,182232,30.72446077249514
Contra Costa,411662,29364,7.133036325917865,40337,9.79857261539807,26195,6.363230028518542,26314,6.392137238802707,42422,10.30505608970466,73713,17.906194888039217,55825,13.560882471542188,117492,28.540890342076754
Marin,103201,7181,6.958265908276083,9522,9.226654780476935,6482,6.280946890049514,5905,5.721843780583521,9753,9.450489820835068,14566,14.114204319725584,11354,11.00183137760293,38438,37.24576312245036
Napa,49663,3723,7.4965265892112845,5876,11.831745967823128,4272,8.601977327185228,3310,6.664921571391176,5738,11.553873104725852,9179,18.48257253891227,6461,13.00968527877897,11104,22.358697621972095
San Francisco,362650,39732,10.95601819936578,34997,9.650351578657107,18121,4.996828898386874,17790,4.905556321522129,30331,8.363711567627188,48658,13.417344547083964,41955,11.569005928581277,131066,36.14118295877568
San Mateo,264424,14200,5.370163071430732,22507,8.511708468217712,13623,5.15195292409161,14893,5.6322421565364715,22110,8.361570810516444,40725,15.401400780564547,33140,12.532901703324963,103226,39.038060085317525
Santa Clara,654467,38895,5.943004001729651,51483,7.866401208922682,31474,4.8091042023509205,33423,5.106903785828774,54705,8.358710217627474,100080,15.29183289608185,82575,12.61713730409631,261832,40.00690638336234
Solano,155800,13219,8.484595635430038,18067,11.596277278562258,13263,8.512836970474968,12128,7.784338896020539,21228,13.625160462130935,32580,20.911424903722722,19719,12.656611039794608,25596,16.42875481386393
Sonoma,190498,14845,7.792732732102174,22693,11.912461023212842,15192,7.974886875452761,15542,8.158615838486494,24267,12.738716416970258,36754,19.293640878119454,25052,13.1507942340602,36153,18.978152001595817
