MAZ,num_hh,hh_size_1,hh_size_2,hh_size_3,hh_size_4_plus,gq_num_hh,gq_type_univ,gq_type_mil,gq_type_othnon
225136,0,0,0,0,0,0,0,0,0
225137,0,0,0,0,0,0,0,0,0
225138,0,0,0,0,0,0,0,0,0
225139,89,28,32,13,16,10,0,0,10
225141,59,33,19,4,3,0,0,0,0
225143,96,15,36,17,28,0,0,0,0
225145,189,49,59,31,50,0,0,0,0
225147,45,4,10,13,18,0,0,0,0
225150,45,9,17,9,10,0,0,0,0
225151,45,9,15,6,15,0,0,0,0
225152,33,10,10,5,8,0,0,0,0
225155,23,2,7,9,5,0,0,0,0
225158,85,13,27,15,30,0,0,0,0
225159,79,8,15,9,47,0,0,0,0
225160,58,1,5,3,49,0,0,0,0
225162,34,2,4,11,17,0,0,0,0
225163,95,14,27,19,35,26,0,0,26
225164,32,11,8,0,13,0,0,0,0
225167,78,12,26,16,24,0,0,0,0
225178,24,5,10,2,7,0,0,0,0
225179,33,7,8,6,12,0,0,0,0
225180,62,17,29,6,10,0,0,0,0
225184,27,1,11,9,6,0,0,0,0
225189,183,46,66,28,43,0,0,0,0
225190,42,5,12,5,20,0,0,0,0
225194,54,13,13,12,16,0,0,0,0
225195,27,2,7,3,15,0,0,0,0
225197,158,56,34,30,38,0,0,0,0
225198,99,12,37,23,27,0,0,0,0
225200,53,14,24,10,5,0,0,0,0
225201,69,9,15,9,36,5,0,0,5
225202,35,9,10,2,14,0,0,0,0
225203,49,2,13,9,25,0,0,0,0
225204,84,6,17,17,44,0,0,0,0
225213,14,0,5,2,7,0,0,0,0
225214,36,10,12,4,10,0,0,0,0
225216,44,7,11,9,17,0,0,0,0
225229,0,0,0,0,0,0,0,0,0
225230,23,5,6,6,6,0,0,0,0
225231,26,8,5,9,4,0,0,0,0
225232,12,4,6,2,0,0,0,0,0
225233,29,5,9,5,10,0,0,0,0
225234,37,7,7,10,13,8,0,0,8
225237,47,8,11,7,21,6,0,0,6
225238,52,4,18,13,17,0,0,0,0
225239,21,0,2,9,10,0,0,0,0
225240,26,7,6,7,6,0,0,0,0
225243,9,0,0,0,9,0,0,0,0
225244,102,14,29,22,37,0,0,0,0
225246,80,22,13,15,30,0,0,0,0
225257,33,11,14,4,4,0,0,0,0
225259,125,24,39,22,40,0,0,0,0
225261,26,2,15,2,7,0,0,0,0
225266,26,2,5,7,12,0,0,0,0
225267,44,2,5,7,30,0,0,0,0
225268,31,1,3,8,19,0,0,0,0
225269,24,1,3,5,15,0,0,0,0
225271,23,1,7,5,10,0,0,0,0
225272,26,1,1,4,20,0,0,0,0
225275,0,0,0,0,0,0,0,0,0
225278,60,0,0,0,60,0,0,0,0
225280,82,8,16,15,43,0,0,0,0
225288,41,3,2,6,30,0,0,0,0
225289,56,9,12,11,24,0,0,0,0
225290,44,4,9,5,26,0,0,0,0
225294,0,0,0,0,0,0,0,0,0
225301,111,7,17,13,74,0,0,0,0
225305,149,96,32,13,8,0,0,0,0
225307,89,10,31,18,30,0,0,0,0
225309,0,0,0,0,0,0,0,0,0
225310,140,50,44,18,28,0,0,0,0
225311,38,8,15,5,10,6,0,0,6
225316,39,4,16,5,14,0,0,0,0
225317,61,9,15,17,20,0,0,0,0
225319,58,4,18,9,27,0,0,0,0
225320,49,7,14,14,14,0,0,0,0
225321,39,5,4,5,25,7,0,0,7
225322,41,8,15,5,13,0,0,0,0
225323,40,7,15,5,13,0,0,0,0
225324,30,3,8,8,11,0,0,0,0
225325,23,2,5,4,12,0,0,0,0
225337,53,11,14,7,21,6,0,0,6
225341,46,4,13,13,16,0,0,0,0
225342,19,1,0,7,11,0,0,0,0
225343,29,2,12,5,10,0,0,0,0
225344,44,3,3,5,33,0,0,0,0
225347,103,8,39,13,43,0,0,0,0
225348,70,9,14,10,37,0,0,0,0
225349,44,4,11,10,19,0,0,0,0
225355,40,6,14,7,13,0,0,0,0
225356,52,3,20,9,20,0,0,0,0
225359,55,5,19,9,22,0,0,0,0
225360,39,3,14,10,12,0,0,0,0
225363,39,1,18,6,14,0,0,0,0
225377,32,5,3,2,22,7,0,0,7
225381,59,41,6,5,7,0,0,0,0
225382,27,9,13,1,4,0,0,0,0
225384,36,6,14,4,12,0,0,0,0
225385,30,2,3,6,19,0,0,0,0
225390,41,1,13,9,18,0,0,0,0
225392,64,0,5,13,46,0,0,0,0
225393,99,16,25,23,35,0,0,0,0
225396,197,84,109,2,2,0,0,0,0
225399,50,9,9,7,25,0,0,0,0
225402,66,8,11,24,23,0,0,0,0
225403,34,2,6,10,16,0,0,0,0
225404,51,12,17,9,13,0,0,0,0
225411,111,30,54,12,15,0,0,0,0
225413,64,8,15,14,27,0,0,0,0
225415,70,7,34,14,15,0,0,0,0
225416,39,6,21,5,7,0,0,0,0
225417,74,13,28,10,23,0,0,0,0
225425,44,4,7,6,27,0,0,0,0
225427,0,0,0,0,0,0,0,0,0
225428,8,2,0,0,6,0,0,0,0
225430,33,3,2,9,19,0,0,0,0
225431,60,2,10,18,30,0,0,0,0
225432,28,1,8,7,12,0,0,0,0
225433,58,4,12,8,34,0,0,0,0
225437,57,4,14,15,24,0,0,0,0
225440,44,2,12,10,20,0,0,0,0
225441,43,3,11,10,19,0,0,0,0
225442,27,1,5,8,13,0,0,0,0
225446,38,2,10,3,23,0,0,0,0
225448,52,13,11,8,20,0,0,0,0
225453,30,1,4,9,16,5,0,0,5
225455,136,15,28,23,70,0,0,0,0
225456,74,4,15,16,39,10,0,0,10
225463,45,3,11,6,25,0,0,0,0
225465,3,1,1,0,1,0,0,0,0
225466,0,0,0,0,0,0,0,0,0
225474,0,0,0,0,0,92,0,0,92
225475,25,0,4,3,18,0,0,0,0
225476,44,1,8,6,29,0,0,0,0
225477,39,3,1,8,27,0,0,0,0
225478,30,3,2,7,18,0,0,0,0
225479,32,1,5,2,24,0,0,0,0
225480,35,3,3,8,21,0,0,0,0
225483,5,0,0,0,5,0,0,0,0
225485,0,0,0,0,0,0,0,0,0
225487,113,66,35,7,5,0,0,0,0
225488,0,0,0,0,0,0,0,0,0
225491,0,0,0,0,0,0,0,0,0
225493,54,3,10,3,38,0,0,0,0
225494,28,4,9,4,11,0,0,0,0
225495,0,0,0,0,0,0,0,0,0
225496,159,14,21,38,86,0,0,0,0
225497,45,0,11,2,32,0,0,0,0
225498,76,2,9,16,49,0,0,0,0
225499,16,7,6,1,2,0,0,0,0
225500,7,0,0,0,7,0,0,0,0
225503,135,6,17,33,79,0,0,0,0
225504,400,207,138,42,13,0,0,0,0
225506,176,22,68,46,40,0,0,0,0
225507,69,22,23,15,9,0,0,0,0
225508,203,42,60,45,56,0,0,0,0
225511,0,0,0,0,0,0,0,0,0
225512,82,9,27,18,28,0,0,0,0
225513,551,291,139,51,70,0,0,0,0
225515,48,16,13,10,9,0,0,0,0
225516,31,5,8,6,12,0,0,0,0
225518,38,5,16,8,9,0,0,0,0
225529,28,4,11,7,6,0,0,0,0
225530,112,13,37,18,44,0,0,0,0
225532,49,7,15,7,20,0,0,0,0
225534,198,104,38,31,25,0,0,0,0
225535,40,4,11,6,19,0,0,0,0
225536,29,1,8,9,11,0,0,0,0
225537,38,2,6,7,23,0,0,0,0
225538,23,2,7,6,8,0,0,0,0
225539,41,4,14,8,15,0,0,0,0
225540,44,6,10,10,18,0,0,0,0
225541,21,2,6,8,5,0,0,0,0
225543,47,6,24,3,14,0,0,0,0
225549,0,0,0,0,0,0,0,0,0
225552,0,0,0,0,0,0,0,0,0
225554,110,16,38,12,44,0,0,0,0
225559,162,19,36,28,79,0,0,0,0
225561,46,10,14,10,12,0,0,0,0
225562,13,1,3,7,2,0,0,0,0
225564,16,13,2,1,0,0,0,0,0
225566,391,0,0,0,391,0,0,0,0
225568,8,1,5,1,1,0,0,0,0
225571,188,10,33,25,120,10,0,0,10
225572,171,12,31,28,100,6,0,0,6
225573,46,6,9,7,24,0,0,0,0
225577,91,13,28,10,40,0,0,0,0
225579,49,5,22,6,16,0,0,0,0
225581,77,9,31,10,27,0,0,0,0
225584,35,2,10,10,13,0,0,0,0
225586,4,1,1,1,1,0,0,0,0
225587,56,3,21,9,23,0,0,0,0
225589,37,2,13,8,14,0,0,0,0
225601,83,33,23,13,14,0,0,0,0
225606,1091,389,357,151,194,0,0,0,0
225609,57,3,17,10,27,0,0,0,0
225610,41,10,11,4,16,0,0,0,0
225613,41,2,2,8,29,0,0,0,0
225614,27,1,8,1,17,0,0,0,0
225625,21,2,8,2,9,2,0,0,2
225626,203,15,45,54,89,0,0,0,0
225631,71,4,42,9,16,0,0,0,0
225633,105,8,47,18,32,0,0,0,0
225634,28,1,16,5,6,0,0,0,0
225643,37,3,8,5,21,0,0,0,0
225644,29,2,4,5,18,0,0,0,0
225645,21,8,5,5,3,0,0,0,0
225646,26,1,1,7,17,0,0,0,0
225647,47,5,12,12,18,0,0,0,0
225652,143,19,32,40,52,0,0,0,0
225653,29,5,8,4,12,0,0,0,0
225655,24,1,3,4,16,0,0,0,0
225657,31,2,6,11,12,0,0,0,0
225659,36,6,6,9,15,0,0,0,0
225660,45,8,12,13,12,0,0,0,0
225661,55,13,16,9,17,0,0,0,0
225662,49,9,15,10,15,0,0,0,0
225667,0,0,0,0,0,0,0,0,0
225672,36,4,9,8,15,0,0,0,0
225675,86,4,19,26,37,0,0,0,0
225676,23,1,7,4,11,0,0,0,0
225678,34,2,5,2,25,0,0,0,0
225679,47,5,3,8,31,0,0,0,0
225680,48,5,4,7,32,8,0,0,8
225683,56,3,7,6,40,0,0,0,0
225685,62,6,18,13,25,0,0,0,0
225686,334,38,72,79,145,0,0,0,0
225693,181,31,77,34,39,0,0,0,0
225696,25,4,9,4,8,0,0,0,0
225698,21,2,4,7,8,0,0,0,0
225700,21,1,3,7,10,0,0,0,0
225704,35,8,11,7,9,0,0,0,0
225706,278,27,95,45,111,0,0,0,0
225715,92,9,33,23,27,0,0,0,0
225716,50,13,11,12,14,0,0,0,0
225719,24,5,6,3,10,0,0,0,0
225725,30,1,9,9,11,0,0,0,0
225727,41,4,16,8,13,0,0,0,0
225728,327,90,111,47,79,0,0,0,0
225732,24,4,12,2,6,0,0,0,0
225733,10,4,3,1,2,0,0,0,0
225740,19,6,2,4,7,0,0,0,0
225745,44,26,8,3,7,0,0,0,0
225746,28,5,11,5,7,0,0,0,0
225747,0,0,0,0,0,0,0,0,0
225748,94,53,26,6,9,0,0,0,0
225749,49,17,9,8,15,0,0,0,0
225751,182,79,67,17,19,0,0,0,0
225752,76,23,10,19,24,0,0,0,0
225753,35,7,17,7,4,0,0,0,0
225754,117,35,35,21,26,0,0,0,0
225758,54,14,21,8,11,0,0,0,0
225759,65,14,25,9,17,0,0,0,0
225763,20,5,1,3,11,0,0,0,0
225764,36,14,10,6,6,0,0,0,0
225765,338,67,70,65,136,0,0,0,0
225770,4,1,2,1,0,0,0,0,0
225780,0,0,0,0,0,0,0,0,0
225784,58,8,12,16,22,0,0,0,0
225785,47,3,15,7,22,0,0,0,0
225786,45,5,6,12,22,0,0,0,0
225789,86,9,22,16,39,0,0,0,0
225790,22,1,4,5,12,0,0,0,0
225792,22,2,4,6,10,0,0,0,0
225793,43,4,9,6,24,0,0,0,0
225795,32,1,12,4,15,0,0,0,0
225796,27,6,4,5,12,0,0,0,0
225803,32,2,8,9,13,0,0,0,0
225804,35,5,16,5,9,0,0,0,0
225805,56,6,16,17,17,0,0,0,0
225806,24,4,11,3,6,0,0,0,0
225808,35,8,12,8,7,0,0,0,0
225810,72,9,25,15,23,0,0,0,0
225812,28,4,11,4,9,0,0,0,0
225818,30,1,9,6,14,0,0,0,0
225819,148,18,41,35,54,0,0,0,0
225820,30,5,7,5,13,0,0,0,0
225824,409,213,138,38,20,0,0,0,0
225826,85,47,24,10,4,0,0,0,0
225827,0,0,0,0,0,0,0,0,0
225828,0,0,0,0,0,0,0,0,0
225830,0,0,0,0,0,0,0,0,0
225831,0,0,0,0,0,0,0,0,0
225832,38,5,14,7,12,0,0,0,0
225835,200,44,62,42,52,0,0,0,0
225837,61,4,7,6,44,0,0,0,0
225839,60,6,8,6,40,0,0,0,0
225840,164,14,25,25,100,0,0,0,0
225841,41,2,11,3,25,0,0,0,0
225842,46,10,5,7,24,0,0,0,0
225843,134,8,6,12,108,0,0,0,0
225845,26,0,3,5,18,0,0,0,0
225846,55,5,5,4,41,0,0,0,0
225847,29,2,4,2,21,5,0,0,5
225848,24,0,1,1,22,0,0,0,0
225849,85,5,10,8,62,0,0,0,0
225851,24,12,7,1,4,0,0,0,0
225857,5,2,1,1,1,0,0,0,0
225859,39,2,3,9,25,8,0,0,8
225860,15,5,4,1,5,0,0,0,0
225861,4,0,1,0,3,0,0,0,0
225865,27,3,8,7,9,0,0,0,0
225866,15,1,4,3,7,0,0,0,0
225876,229,67,85,31,46,0,0,0,0
225881,32,6,10,6,10,0,0,0,0
225882,44,13,10,8,13,0,0,0,0
225883,29,5,9,6,9,0,0,0,0
225885,403,212,119,33,39,0,0,0,0
225886,55,15,26,6,8,0,0,0,0
225888,417,88,105,77,147,10,0,0,10
225893,12,6,5,0,1,11,0,0,11
225895,14,2,2,7,3,0,0,0,0
225897,10,1,1,5,3,0,0,0,0
225904,28,1,3,4,20,0,0,0,0
225905,57,0,6,6,45,0,0,0,0
225908,0,0,0,0,0,0,0,0,0
225909,1,0,0,0,1,3,0,0,3
225911,0,0,0,0,0,0,0,0,0
225912,12,0,0,0,12,1,0,0,1
225914,0,0,0,0,0,0,0,0,0
225917,102,27,26,16,33,0,0,0,0
225918,92,23,12,20,37,0,0,0,0
225920,65,30,20,7,8,0,0,0,0
225928,67,17,20,14,16,0,0,0,0
225930,121,54,37,20,10,0,0,0,0
225932,0,0,0,0,0,0,0,0,0
225933,40,7,13,10,10,0,0,0,0
225938,3,1,1,1,0,0,0,0,0
225941,308,88,97,56,67,0,0,0,0
225942,72,14,15,19,24,0,0,0,0
225948,11,4,3,3,1,0,0,0,0
225949,24,5,8,4,7,0,0,0,0
225951,59,13,21,9,16,0,0,0,0
225952,36,4,14,10,8,0,0,0,0
225953,71,14,16,12,29,0,0,0,0
225955,38,4,12,6,16,0,0,0,0
225956,28,2,9,7,10,0,0,0,0
225957,29,3,10,5,11,0,0,0,0
225958,52,10,20,5,17,0,0,0,0
225959,71,5,21,13,32,0,0,0,0
225960,35,4,8,9,14,0,0,0,0
225961,22,8,6,5,3,0,0,0,0
225962,63,3,26,11,23,0,0,0,0
225963,51,22,4,9,16,0,0,0,0
225966,56,13,16,14,13,0,0,0,0
225967,56,5,23,12,16,0,0,0,0
225968,77,6,23,19,29,0,0,0,0
225973,34,4,9,6,15,0,0,0,0
225975,62,11,21,11,19,0,0,0,0
225976,314,140,107,45,22,0,0,0,0
225979,437,243,134,42,18,0,0,0,0
225986,0,0,0,0,0,0,0,0,0
225987,55,11,22,12,10,0,0,0,0
225988,46,10,25,6,5,0,0,0,0
225989,44,6,15,4,19,0,0,0,0
225990,30,5,17,5,3,0,0,0,0
225992,47,21,14,4,8,0,0,0,0
225994,29,7,9,4,9,0,0,0,0
225995,0,0,0,0,0,0,0,0,0
225996,0,0,0,0,0,0,0,0,0
225999,40,8,11,6,15,0,0,0,0
226010,101,14,33,20,34,0,0,0,0
226018,48,7,16,13,12,0,0,0,0
226019,166,38,60,32,36,0,0,0,0
226030,34,10,15,3,6,0,0,0,0
226031,28,7,10,4,7,0,0,0,0
226032,26,3,10,5,8,0,0,0,0
226033,26,7,9,6,4,8,0,0,8
226034,27,8,11,6,2,0,0,0,0
226036,35,5,17,10,3,0,0,0,0
226040,33,2,10,5,16,0,0,0,0
226041,25,1,10,7,7,0,0,0,0
226044,106,12,41,19,34,0,0,0,0
226053,78,16,23,15,24,0,0,0,0
226054,64,12,27,12,13,0,0,0,0
226058,56,6,22,9,19,0,0,0,0
226059,51,16,11,8,16,0,0,0,0
226060,105,12,33,23,37,0,0,0,0
226061,46,4,8,19,15,0,0,0,0
226063,68,15,19,9,25,0,0,0,0
226064,54,7,19,6,22,0,0,0,0
226065,84,24,32,9,19,0,0,0,0
226066,51,11,13,8,19,0,0,0,0
226068,64,20,21,12,11,0,0,0,0
226074,20,5,7,5,3,0,0,0,0
226077,267,68,90,45,64,0,0,0,0
226078,114,22,42,29,21,0,0,0,0
226086,397,339,58,0,0,4,0,0,4
226088,0,0,0,0,0,0,0,0,0
226092,0,0,0,0,0,0,0,0,0
226094,22,4,9,4,5,0,0,0,0
226095,48,11,14,5,18,0,0,0,0
226096,72,10,17,19,26,0,0,0,0
226098,0,0,0,0,0,0,0,0,0
226106,0,0,0,0,0,0,0,0,0
226109,44,15,16,1,12,0,0,0,0
226110,0,0,0,0,0,0,0,0,0
226111,65,17,24,10,14,0,0,0,0
226112,0,0,0,0,0,0,0,0,0
226113,325,107,91,60,67,21,0,0,21
226117,175,46,63,26,40,0,0,0,0
226118,66,20,13,19,14,0,0,0,0
226119,36,6,13,5,12,0,0,0,0
226120,7,3,3,0,1,0,0,0,0
226121,103,20,25,30,28,0,0,0,0
226122,229,51,70,51,57,0,0,0,0
226133,75,18,4,11,42,16,0,0,16
226135,0,0,0,0,0,0,0,0,0
226139,67,6,20,13,28,0,0,0,0
226141,32,7,12,6,7,0,0,0,0
226143,12,4,4,3,1,0,0,0,0
226147,45,13,15,4,13,0,0,0,0
226150,55,26,23,4,2,0,0,0,0
226151,0,0,0,0,0,0,0,0,0
226152,0,0,0,0,0,2,0,0,2
226153,0,0,0,0,0,0,0,0,0
226154,0,0,0,0,0,0,0,0,0
226155,104,29,61,13,1,0,0,0,0
226156,54,17,20,9,8,0,0,0,0
226158,11,0,8,1,2,0,0,0,0
226159,39,21,13,4,1,0,0,0,0
226160,38,5,14,10,9,0,0,0,0
226161,24,4,10,3,7,0,0,0,0
226162,210,67,72,29,42,0,0,0,0
226164,233,30,110,28,65,0,0,0,0
226166,154,26,59,25,44,0,0,0,0
226168,209,66,54,25,64,0,0,0,0
226169,74,17,13,16,28,0,0,0,0
226170,0,0,0,0,0,0,0,0,0
226172,128,28,44,28,28,3,0,0,3
226175,26,3,9,4,10,0,0,0,0
226176,43,4,17,12,10,0,0,0,0
226177,61,15,25,6,15,0,0,0,0
226178,39,7,10,9,13,0,0,0,0
226183,31,6,12,7,6,0,0,0,0
226188,141,36,43,29,33,0,0,0,0
226190,248,19,47,50,132,0,0,0,0
226196,73,21,21,21,10,0,0,0,0
226198,17,4,4,4,5,0,0,0,0
226199,22,2,2,2,16,0,0,0,0
226200,29,4,9,4,12,0,0,0,0
226201,92,19,31,13,29,0,0,0,0
226202,75,18,25,7,25,45,45,0,0
226204,45,0,5,10,30,0,0,0,0
226205,97,2,7,8,80,0,0,0,0
226207,86,11,15,18,42,0,0,0,0
226209,150,12,35,43,60,0,0,0,0
226213,28,4,3,6,15,0,0,0,0
226220,77,15,24,14,24,0,0,0,0
226222,119,21,44,28,26,0,0,0,0
226228,60,21,12,12,15,23,0,0,23
226231,36,12,9,4,11,0,0,0,0
226233,125,30,36,21,38,0,0,0,0
226235,26,8,8,6,4,0,0,0,0
226239,0,0,0,0,0,0,0,0,0
226241,176,14,49,41,72,0,0,0,0
226243,1,0,0,1,0,0,0,0,0
226247,47,3,26,9,9,0,0,0,0
226248,35,15,13,1,6,0,0,0,0
226251,44,5,22,6,11,0,0,0,0
226254,0,0,0,0,0,0,0,0,0
226260,70,16,23,13,18,0,0,0,0
226261,173,55,52,30,36,0,0,0,0
226262,33,7,14,1,11,0,0,0,0
226271,92,38,34,9,11,0,0,0,0
226274,210,76,70,33,31,0,0,0,0
226275,116,13,23,27,53,0,0,0,0
226276,207,29,73,35,70,0,0,0,0
226277,18,2,8,1,7,0,0,0,0
226278,74,21,20,15,18,0,0,0,0
226279,81,14,29,16,22,0,0,0,0
226285,31,0,16,4,11,0,0,0,0
226287,29,5,9,5,10,0,0,0,0
226288,31,4,12,6,9,0,0,0,0
226289,123,62,26,14,21,0,0,0,0
226292,0,0,0,0,0,0,0,0,0
226293,263,67,84,38,74,0,0,0,0
226294,30,7,12,7,4,0,0,0,0
226296,75,16,25,13,21,0,0,0,0
226298,37,0,5,5,27,0,0,0,0
226300,189,41,44,37,67,12,0,0,12
226302,0,0,0,0,0,0,0,0,0
226305,65,26,14,8,17,0,0,0,0
226308,98,12,41,18,27,0,0,0,0
226310,0,0,0,0,0,0,0,0,0
226311,0,0,0,0,0,0,0,0,0
226312,13,4,3,1,5,0,0,0,0
226316,15,1,5,5,4,0,0,0,0
226320,46,5,15,11,15,0,0,0,0
226322,91,34,17,12,28,0,0,0,0
226323,42,3,18,10,11,6,0,0,6
226325,193,22,84,29,58,0,0,0,0
226326,23,3,10,2,8,0,0,0,0
226327,27,4,12,4,7,0,0,0,0
226329,69,3,24,17,25,0,0,0,0
226330,48,3,12,10,23,0,0,0,0
226331,54,9,5,14,26,0,0,0,0
226332,22,1,8,5,8,0,0,0,0
226333,62,5,20,7,30,0,0,0,0
226334,68,5,25,10,28,0,0,0,0
226336,0,0,0,0,0,0,0,0,0
226339,29,3,12,4,10,0,0,0,0
226342,37,18,8,3,8,0,0,0,0
226343,33,6,11,8,8,0,0,0,0
226344,59,12,22,13,12,0,0,0,0
226345,56,9,25,13,9,0,0,0,0
226346,33,7,13,3,10,0,0,0,0
226349,33,13,9,4,7,0,0,0,0
226350,18,9,6,1,2,0,0,0,0
226351,43,14,20,6,3,0,0,0,0
226354,34,9,11,7,7,0,0,0,0
226356,0,0,0,0,0,0,0,0,0
226360,52,15,17,13,7,0,0,0,0
226361,78,13,32,15,18,5,0,0,5
226364,0,0,0,0,0,14,0,0,14
226365,24,2,12,3,7,0,0,0,0
226366,6,1,1,1,3,0,0,0,0
226367,33,10,11,4,8,0,0,0,0
226371,164,63,46,27,28,0,0,0,0
226372,47,11,10,10,16,0,0,0,0
226374,35,6,11,8,10,0,0,0,0
226376,0,0,0,0,0,0,0,0,0
226377,0,0,0,0,0,0,0,0,0
226379,18,5,2,4,7,0,0,0,0
226383,0,0,0,0,0,0,0,0,0
226385,36,6,8,9,13,0,0,0,0
226386,34,6,7,9,12,0,0,0,0
226388,15,2,4,1,8,0,0,0,0
226389,58,2,2,15,39,0,0,0,0
226390,41,0,6,3,32,0,0,0,0
226391,152,12,39,43,58,0,0,0,0
226392,111,5,23,29,54,0,0,0,0
226395,57,2,6,11,38,5,0,0,5
226396,40,11,11,5,13,0,0,0,0
226397,20,3,5,4,8,0,0,0,0
226399,31,6,7,6,12,0,0,0,0
226400,59,19,12,12,16,0,0,0,0
226401,22,2,2,6,12,0,0,0,0
226406,0,0,0,0,0,0,0,0,0
226411,265,61,74,32,98,0,0,0,0
226412,35,0,14,4,17,0,0,0,0
226413,42,5,13,5,19,0,0,0,0
226414,212,42,79,35,56,0,0,0,0
226415,43,4,14,4,21,0,0,0,0
226416,27,4,9,4,10,0,0,0,0
226417,44,7,17,9,11,0,0,0,0
226418,45,5,14,13,13,0,0,0,0
226419,24,1,6,6,11,0,0,0,0
226421,31,5,13,6,7,0,0,0,0
226425,28,6,8,6,8,0,0,0,0
226428,46,5,9,11,21,0,0,0,0
226432,49,4,18,17,10,0,0,0,0
226433,37,5,11,10,11,0,0,0,0
226435,34,3,7,9,15,0,0,0,0
226436,40,1,8,11,20,0,0,0,0
226437,29,2,6,11,10,0,0,0,0
226438,41,2,14,14,11,0,0,0,0
226439,31,4,7,8,12,0,0,0,0
226440,75,6,21,17,31,0,0,0,0
226445,35,6,15,8,6,2,0,0,2
226456,554,231,151,76,96,0,0,0,0
226466,87,16,31,25,15,0,0,0,0
226478,154,25,36,24,69,2,0,0,2
226479,0,0,0,0,0,0,0,0,0
226481,41,5,17,7,12,0,0,0,0
226482,17,3,4,1,9,0,0,0,0
226485,8,2,2,2,2,0,0,0,0
226486,71,11,24,14,22,7,0,0,7
226490,34,11,13,6,4,0,0,0,0
226506,22,3,9,5,5,0,0,0,0
226507,28,4,8,7,9,0,0,0,0
226509,44,7,13,15,9,0,0,0,0
226510,27,6,11,1,9,0,0,0,0
226512,53,7,16,3,27,0,0,0,0
226513,18,3,3,3,9,0,0,0,0
226515,33,8,7,9,9,0,0,0,0
226517,35,6,12,4,13,0,0,0,0
226518,68,8,23,13,24,0,0,0,0
226522,59,16,20,6,17,0,0,0,0
226525,34,7,7,7,13,0,0,0,0
226529,0,0,0,0,0,0,0,0,0
226535,46,7,10,12,17,0,0,0,0
226536,0,0,0,0,0,0,0,0,0
226537,32,3,5,6,18,0,0,0,0
226538,79,4,14,16,45,0,0,0,0
226539,79,15,9,8,47,0,0,0,0
226541,48,12,16,7,13,0,0,0,0
226542,51,11,11,5,24,0,0,0,0
226544,35,5,5,13,12,0,0,0,0
226547,139,28,44,12,55,0,0,0,0
226548,82,12,19,10,41,0,0,0,0
226549,19,3,4,3,9,0,0,0,0
226550,3,0,2,0,1,0,0,0,0
226551,84,30,23,5,26,0,0,0,0
226553,87,22,22,21,22,75,75,0,0
226555,33,14,11,3,5,8,0,0,8
226557,47,3,16,17,11,0,0,0,0
226558,48,12,23,7,6,0,0,0,0
226559,38,8,11,9,10,0,0,0,0
226568,132,35,36,30,31,0,0,0,0
226581,48,10,14,6,18,0,0,0,0
226582,49,6,15,4,24,0,0,0,0
226583,114,29,41,18,26,0,0,0,0
226587,0,0,0,0,0,0,0,0,0
226588,0,0,0,0,0,0,0,0,0
226589,0,0,0,0,0,2,0,0,2
226590,0,0,0,0,0,0,0,0,0
226592,295,197,98,0,0,0,0,0,0
226594,0,0,0,0,0,0,0,0,0
226595,21,5,10,2,4,0,0,0,0
226596,44,7,15,7,15,0,0,0,0
226615,107,18,24,21,44,0,0,0,0
226616,34,0,5,4,25,3,0,0,3
226618,46,15,12,7,12,0,0,0,0
226619,5,3,2,0,0,0,0,0,0
226620,76,32,26,9,9,0,0,0,0
226624,23,1,5,5,12,0,0,0,0
226626,169,59,54,32,24,0,0,0,0
226628,480,136,154,118,72,0,0,0,0
226629,69,16,17,19,17,94,0,0,94
226632,72,7,35,13,17,0,0,0,0
226635,24,8,4,4,8,0,0,0,0
226637,8,1,4,2,1,0,0,0,0
226638,68,23,25,8,12,0,0,0,0
226640,37,4,0,4,29,0,0,0,0
226641,154,9,20,22,103,0,0,0,0
226642,61,12,28,12,9,0,0,0,0
226645,130,27,29,18,56,0,0,0,0
226647,41,8,12,10,11,0,0,0,0
226648,56,10,18,3,25,0,0,0,0
226650,12,1,4,0,7,0,0,0,0
226651,3,1,1,1,0,0,0,0,0
226652,91,17,18,18,38,0,0,0,0
226653,75,13,28,9,25,7,0,0,7
226654,45,6,13,3,23,0,0,0,0
226656,46,4,17,10,15,0,0,0,0
226658,49,7,11,12,19,0,0,0,0
226659,70,11,16,15,28,0,0,0,0
226660,40,6,5,10,19,0,0,0,0
226662,40,0,11,13,16,0,0,0,0
226663,24,1,11,4,8,0,0,0,0
226667,46,9,13,12,12,0,0,0,0
226668,44,6,17,8,13,0,0,0,0
226669,166,19,67,33,47,0,0,0,0
226674,0,0,0,0,0,0,0,0,0
226678,93,24,30,21,18,0,0,0,0
226683,37,5,15,4,13,0,0,0,0
226684,51,4,26,8,13,6,0,0,6
226685,34,9,13,5,7,0,0,0,0
226687,32,6,12,7,7,0,0,0,0
226688,17,3,7,1,6,0,0,0,0
226689,47,9,17,9,12,0,0,0,0
226690,78,10,42,9,17,0,0,0,0
226694,44,7,13,11,13,0,0,0,0
226695,34,3,10,8,13,0,0,0,0
226697,58,4,23,11,20,5,0,0,5
226700,87,24,28,18,17,0,0,0,0
226702,0,0,0,0,0,0,0,0,0
226703,33,1,9,5,18,0,0,0,0
226704,79,8,19,9,43,0,0,0,0
226709,87,9,27,16,35,0,0,0,0
226710,83,7,30,18,28,0,0,0,0
226711,66,7,21,12,26,0,0,0,0
