MAZ,TAZ,ACRES,HH,POP,ag,art_rec,constr,eat,ed_high,ed_k12,ed_oth,fire,gov,health,hotel,info,lease,logis,man_bio,man_hvy,man_lgt,man_tech,natres,prof,ret_loc,ret_reg,serv_bus,serv_pers,serv_soc,transp,unclass,util,emp_total,publicEnrollGradeKto8,publicEnrollGrade9to12,privateEnrollGradeKto8,privateEnrollGrade9to12,comm_coll_enroll
316077,300990,5.423217013,22,39,0,109,0,35,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,17,0,1,0,0,3,0,169,0,0,0,0,0
316083,300217,1224.067302,23,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,5,0,0,0,0,0
316085,300329,7.203362607,37,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316086,301012,27.0701235,52,157,0,0,2,0,0,55,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,4,0,0,0,0,68,618,0,0,0,0
316090,300809,14.80234058,34,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316092,300898,4.786179902,33,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316093,300543,5.545781174,33,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
316094,300499,22.01064529,76,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0
316097,300787,7.191254454,17,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,13,0,0,0,0,0
316099,300400,7.701279511,27,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316100,300788,5.567032218,28,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316102,300036,8.042284636,13,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,13,0,0,0,17,0,0,0,0,0
316103,300036,6.354062162,44,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316104,300036,6.590788908,32,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316111,300430,23.82093771,0,0,0,0,109,0,0,0,0,2,0,0,0,3,0,17,0,0,0,0,0,24,0,0,0,0,0,0,0,0,155,0,0,0,0,0
316115,300685,41.80994648,286,721,0,0,15,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,24,0,0,0,0,0
316120,300731,70.47809907,120,403,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,2,2,0,0,0,4,0,12,0,0,0,0,0
316126,300302,4.316185882,37,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316129,300401,12.66759908,30,71,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,5,0,4,0,5,0,0,0,0,25,0,0,0,0,0
316131,300807,10.3808879,34,116,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
316134,300677,31.74337635,51,193,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,11,0,17,0,0,0,0,0
316138,300649,312.2346708,0,0,1,124,0,0,0,144,0,0,10,0,0,0,0,0,0,7,0,0,0,0,0,35,0,4,0,0,0,0,325,1899,0,0,0,0
316144,300860,5.658461128,48,153,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
316146,300860,6.468471852,52,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316148,300128,5.983404417,71,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316152,300147,1.677596952,19,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316153,300147,3.287239984,36,144,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
316163,300163,2.289429335,25,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
316165,300660,5.039215589,48,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316169,300123,2.508117405,26,56,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
316170,300009,30.34105455,89,237,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
316171,300758,3.555596191,36,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316175,300805,4.587754457,31,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316177,300794,76.53835319,125,288,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,5,0,0,0,0,0
316178,301090,4.011011006,52,119,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,15,0,0,0,0,0
316179,301089,3.980369966,46,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0
316181,300802,15.45988742,104,252,0,0,0,0,0,59,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,68,0,0,0,0,0
316185,300345,9.470058267,45,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316187,300255,3.884740268,27,90,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0,61,0,0,0,0,0
316188,300013,6.364687684,27,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,4,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0
316190,300073,4.657191007,34,139,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,11,0,0,0,2,0,0,9,0,3,0,0,30,0,0,0,0,0
316192,300072,5.690831904,25,97,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,16,0,0,0,0,0
316200,300113,10.29736635,102,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,9,0,0,0,0,0
316202,301054,21.69311516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316203,300125,17.78317016,77,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316206,300445,5.954740218,29,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,4,0,0,0,0,0
316208,300125,36.31037397,124,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0
316211,300120,3.244985001,35,79,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0
316212,300173,2.776967822,28,57,0,0,0,20,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,16,0,0,0,0,48,0,0,0,0,0
316213,300175,3.999149958,33,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0
316214,300175,4.595414717,63,114,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,0,0,0,0,0
316217,300088,5.463000944,82,164,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,1,0,4,0,18,0,0,0,0,33,0,0,0,0,0
316222,300743,5.287556278,319,518,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,0,15,0,0,0,0,0
316223,300742,3.875844482,141,260,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0
316226,300095,6.356780319,9,15,0,0,0,11,0,0,0,9,0,10,0,0,0,0,0,0,8,0,0,16,2,0,0,16,0,0,0,0,72,0,0,0,0,0
316227,300617,4.755538862,153,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,6,0,0,0,0,9,0,0,0,0,0
316230,300237,2.921524342,77,179,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0
316231,300066,4.081188872,52,119,0,0,0,7,0,0,0,9,0,172,0,2,0,0,0,0,3,0,0,9,11,2,0,10,7,9,0,0,241,0,0,0,0,0
316232,300237,3.72881691,2,11,0,0,0,2,0,0,0,12,0,0,0,10,0,0,0,0,12,0,0,0,16,2,0,9,0,0,0,0,63,0,0,0,0,0
316234,300049,6.126725412,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,34,5,0,49,0,0,0,0,0
316235,300282,4.060184934,48,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316237,300092,75.69893695,28,104,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,7,0,0,16,8,0,7,5,5,0,3,0,67,0,0,0,0,0
316240,300506,2.361831148,80,136,0,0,0,0,0,0,3,0,0,0,0,9,0,7,0,0,0,0,0,86,4,22,0,0,0,0,0,0,131,0,0,0,0,0
316252,300088,3.889188161,42,92,0,0,0,0,0,0,0,2,0,0,2,0,0,3,0,0,3,0,0,5,2,0,56,26,0,13,1,0,113,0,0,0,0,0
316253,300149,17.33739245,0,0,0,18,36,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,11,0,0,0,10,0,7,0,0,98,0,0,0,0,0
316255,301016,8.574796262,71,271,0,0,0,28,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,30,3,0,14,0,0,3,0,89,0,0,0,0,0
316265,300444,46.36335332,52,123,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,16,0,0,0,0,0
316266,300918,10.68606277,57,135,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
316273,300170,12.94682791,43,66,0,0,0,10,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,81,0,0,0,0,0
316280,300624,5.906801817,44,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316283,300071,9.500699308,82,323,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,8,0,0,0,0,20,0,0,0,0,0
316284,301016,20.15587394,39,102,0,0,2,58,0,22,0,28,0,346,0,20,0,0,0,0,0,0,0,0,22,4,12,75,54,0,3,0,646,0,216,0,0,0
316286,300231,3.496785162,45,135,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
316287,300228,4.025343106,34,106,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,26,0,0,0,0,0
316293,300118,22.08477684,33,92,0,16,0,47,0,65,0,1,0,0,0,0,0,0,0,0,0,0,0,26,13,0,0,221,2,0,0,0,391,153,0,0,0,0
316298,300715,8.261466915,56,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
316307,300066,6.967624282,89,313,0,0,0,0,0,0,0,0,0,452,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,462,0,0,0,0,0
316308,300099,3.179996343,53,159,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,13,0,0,0,0,0
316312,300152,35.50579956,20,40,0,8,133,42,0,27,65,23,10,7,0,33,0,12,0,0,29,0,0,63,119,106,63,24,20,5,10,12,811,0,0,0,0,0
316315,301092,4.825963834,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,15,0,0,0,0,0
316317,300899,5.155849226,0,0,0,0,0,17,5,0,0,35,0,27,0,0,0,42,0,0,0,0,0,13,4,3,0,4,7,0,0,0,157,0,0,0,0,0
316318,300235,5.167463169,31,85,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,17,0,0,0,0,43,0,0,135,60,0
316321,301050,98.80203417,140,223,0,110,0,0,544,27,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,4,0,0,0,0,693,0,159,0,0,0
316332,300469,4.068092299,30,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316334,300483,38.01144591,189,367,0,0,0,0,0,71,0,10,0,0,0,0,0,0,0,0,0,0,0,164,0,1,0,0,0,0,3,0,249,0,0,0,0,0
316338,301046,5.479804095,87,202,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
316339,300446,5.692808746,33,82,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,11,0,0,0,0,0
316340,300632,6.447962124,42,145,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0
316342,300567,6.484533688,23,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
316343,300042,14.43192994,0,0,0,7,32,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,21,0,0,33,0,5,0,0,0,113,0,0,0,0,0
316345,300297,18.55290274,112,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
316346,301124,8.6101323,42,144,0,0,13,0,0,0,0,23,0,0,0,5,0,3,0,0,0,0,0,18,5,0,4,21,0,0,0,0,92,0,0,6,0,0
316353,300398,5.074057417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316354,300987,57.05435819,402,1455,0,0,2,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,36,0,35,0,0,79,0,0,0,0,0
316355,300185,19.15312119,31,104,0,10,0,0,0,42,0,3,0,30,0,0,0,0,0,0,0,0,0,15,5,0,3,28,0,0,0,0,136,0,0,283,0,0
316357,300606,59.96698675,65,204,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31,0,0,0,123,11,179,0,0,0
316359,300384,7.628630593,46,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
316363,300248,8.376617921,33,111,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
316364,300777,11.90132597,54,182,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
316367,300634,546.07597,9,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316368,300634,2.540488181,7,25,0,2,0,0,16,0,0,110,0,7,0,0,0,0,0,0,0,0,0,14,0,0,0,8,0,0,0,0,157,0,0,0,0,0
316372,300180,45.28202112,25,134,0,0,54,0,0,0,0,14,24,0,0,0,0,89,0,92,198,103,0,48,17,43,30,56,0,11,0,43,822,0,0,0,0,0
316373,300872,17.43178662,94,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316374,300080,10.17282535,59,191,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
316375,300080,5.183030794,27,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0
316376,300080,9.954878597,51,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0
316377,300080,3.177278186,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316378,300447,4.829176201,28,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316379,300832,5.145717915,34,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316380,300200,4.77555438,27,99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
316381,300447,3.785156887,22,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316382,300832,9.967233855,62,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316383,300832,4.832882778,26,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316385,300577,7.533248,43,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316393,300916,13.9275883,64,165,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,28,0,0,0,0,0
316395,300370,64.99162314,147,326,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0
316396,300510,100.0484326,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,103,0,163,550,2,0,18,13,20,159,0,0,0,0,61,1094,0,0,0,0,0
316398,300389,3.69100982,28,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316401,300828,23.44632629,81,265,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,73,710,0,0,0,0
316402,300828,11.34113856,68,257,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0
316407,300659,6.030601503,36,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
316413,300780,16.86542159,62,178,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,15,0,0,0
316415,300950,11.98237646,63,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316416,300907,10.51728995,69,255,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0
316427,300626,16.21701764,57,146,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0
316432,300040,14.01753458,45,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0,0,0,0
316433,300516,19.64782572,68,250,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0
316434,300900,3.144413199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316436,300036,9.866167844,51,190,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0
316437,300036,3.248691578,16,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316440,300402,6.082246482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,0,0,0,0,0
316442,301041,21.60736966,4,4,0,0,7,4,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,0,14,0,0,0,0,85,0,0,0,0,0
316443,301014,5.840824738,30,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316451,300430,15.70723969,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,5,1,30,0,10,0,0,0,0,110,0,0,0,0,0
316464,300945,9.402104348,52,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0
316467,300204,46.21805548,54,163,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
316470,301011,5.634739032,29,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316471,300619,5.299417326,14,22,0,2,9,29,0,0,3,28,0,0,0,3,0,0,0,0,0,0,0,13,8,2,3,12,0,442,4,0,558,317,0,0,0,0
316473,300256,5.256915238,61,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
316474,300619,6.2458301,197,306,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,15,0,0,0,0,0
316475,300852,5.098026618,33,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
316477,300375,5.31300811,41,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,5,2,0,0,0,0,20,0,0,0,0,0
316483,300163,4.643847329,44,110,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,1,4,0,0,0,10,0,0,0,0,0
316484,300710,4.544758158,37,89,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,24,0,0,0,0,0
316486,301038,13.29302224,85,212,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,18,0,0,0,0,0
316487,301037,3.875597377,47,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
316488,301035,3.890423687,35,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316490,301035,3.757481109,51,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,4,0,0,0,0,0
316493,300118,5.188220003,59,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316494,300568,6.599931799,62,143,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,5,0,13,0,0,0,0,0
316495,300568,5.485240409,50,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316496,300706,13.08372417,56,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316497,300009,10.24868664,40,117,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0
316499,300800,4.540310265,33,82,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,13,0,0,0,0,0
316500,300800,4.461483718,34,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316502,300693,2.89458988,25,48,0,0,9,1,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0,0,8,158,0,0,0,188,0,0,0,0,0
316503,300011,3.874856061,27,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,6,0,0,0,0,9,0,0,0,0,0
316507,300444,4.67695942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316509,300387,16.42755124,79,171,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,16,0,0,0,0,0,30,0,0,0,0,0
316512,300100,2.878775149,36,103,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,2,0,0,0,0,0,0,17,0,0,0,0,0
316520,301004,5.380467819,62,209,0,1,14,0,0,0,0,7,0,97,0,0,0,16,0,0,1,0,0,4,3,1,3,9,4,135,10,0,305,0,0,0,0,0
316525,300719,9.824901281,119,289,0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,15,0,0,0,3,0,8,1,0,42,0,0,0,0,0
316526,300340,9.925473083,43,134,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,100,424,0,0,0,0
316527,301064,4.985593769,20,40,0,0,4,0,0,0,0,10,0,0,0,0,0,25,0,0,16,0,0,45,0,0,0,0,0,0,0,0,100,0,0,0,0,0
