MAZ,TAZ,ACRES,HH,POP,ag,art_rec,constr,eat,ed_high,ed_k12,ed_oth,fire,gov,health,hotel,info,lease,logis,man_bio,man_hvy,man_lgt,man_tech,natres,prof,ret_loc,ret_reg,serv_bus,serv_pers,serv_soc,transp,unclass,util,emp_total,publicEnrollGradeKto8,publicEnrollGrade9to12,privateEnrollGradeKto8,privateEnrollGrade9to12,comm_coll_enroll
211104,200158,14.17592899,42,110,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,2,0,2,3,33,7,0,0,63,0,0,0,0,0
211105,200158,7.22313102,3,12,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,49,27,0,0,0,88,0,0,0,0,0
211106,200353,5.91124971,29,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
211107,200353,5.20625868,23,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0
211108,200199,49.82035455,255,569,0,0,3,68,0,0,1,3,0,0,63,0,0,26,0,0,0,0,0,9,0,0,0,48,10,0,0,0,231,0,0,0,0,0
211111,200947,6.901647203,33,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0
211113,200993,3.838037392,24,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211115,200602,16.83898133,84,202,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,0,0,0,17,0,0,0,0,0
211116,200602,9.374428569,43,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211117,200948,6.422016082,26,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211118,200948,6.283390085,30,75,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0
211119,200948,6.337753221,29,98,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0
211121,200990,4.727121768,30,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211122,200990,3.314421552,11,23,0,0,0,20,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,2,10,0,0,2,0,0,0,0,55,0,0,0,0,0
211128,200092,56.39804688,496,1734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,8,0,0,12,0,0,0,0,0
211129,200092,19.66438177,124,295,0,0,1,0,0,0,0,15,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,33,0,0,0,0,0
211130,200416,23.70455118,113,336,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,14,0,0,0,0,0
211132,200721,22.66769792,55,180,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
211133,200288,8.012879121,27,97,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0
211134,200288,20.08619028,5,12,0,0,0,0,0,54,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,92,723,0,0,0,0
211137,200316,106.4420316,161,546,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,5,12,4,0,0,0,0,3,0,35,0,0,0,0,0
211140,200272,22.24020599,52,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
211141,200331,5.994029939,21,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
211142,200735,40.49213464,179,634,0,0,3,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,7,1,0,0,0,0,0,20,0,0,0,0,0
211143,200333,9.178968385,25,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211144,200007,3.118961368,0,0,0,1,0,139,0,0,0,9,0,0,0,9,0,0,0,0,3,0,0,20,253,51,7,0,2,0,0,9,503,0,0,0,0,0
211149,200007,4.285791947,25,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
211150,200007,12.32832369,30,61,0,0,0,0,0,0,0,90,0,0,11,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,3,0,115,0,0,0,0,0
211151,200007,72.41441513,74,127,0,9,2,34,0,157,8,28,0,21,0,2,0,0,0,0,17,0,0,30,66,8,3,62,8,0,0,0,455,0,1676,0,0,0
211154,200833,28.27327854,304,801,0,0,26,67,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,2,3,0,0,0,9,0,3,0,119,0,0,0,0,0
211155,200833,16.8231666,91,276,0,0,0,52,0,0,0,2,0,0,71,0,0,4,0,0,0,0,0,0,9,4,0,116,0,5,0,0,263,0,0,0,0,0
211156,200833,24.9450191,0,0,0,4,36,0,0,0,0,12,0,0,51,5,0,48,0,0,21,34,0,42,74,5,2,13,119,0,17,0,483,0,0,0,0,0
211159,200010,131.9395778,0,0,0,18,438,34,0,0,5,72,1,94,0,43,0,153,0,47,772,191,0,373,46,526,167,99,43,46,14,13,3195,0,0,0,0,0
211161,200654,48.20898178,0,0,0,0,11,0,0,0,0,0,0,0,67,1,0,43,0,0,22,0,0,65,0,43,0,0,0,0,3,0,255,0,0,0,0,0
211162,200654,30.73938807,86,167,0,0,9,0,0,0,0,93,0,0,33,0,0,0,0,11,0,0,0,0,0,0,0,4,0,2,0,0,152,0,0,0,0,0
211167,201088,35.06298711,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
211168,200758,2.473522682,4,4,0,0,2,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,44,5,0,0,0,0,83,0,0,0,0,0
211169,200758,10.64331358,172,433,0,0,11,7,0,0,0,33,0,0,0,0,0,0,0,0,4,0,0,20,16,0,330,3,0,0,0,0,424,0,0,0,0,0
211172,200173,9.311663858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211173,200162,8.049450685,12,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,0,0
211174,200162,6.838882492,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,88,584,0,0,0,0
211175,200763,10.07077092,65,147,0,3,3,0,0,0,5,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,35,0,0,0,0,0
211176,200763,9.976623852,63,192,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,11,0,0,0,0,0
211178,200038,8.336092674,40,128,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0
211179,200036,12.09876299,338,1153,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,11,0,0,0,0,60,0,0,0,0,0
211180,200036,14.83545267,368,856,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,8,0,1,0,0,0,0,14,0,0,0,0,0
211181,200279,11.62975739,48,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
211182,200233,12.24381372,67,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
211183,200278,54.029791,128,442,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,16,0,0,0,0,0
211184,200967,6.887315104,23,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211185,200278,7.538437208,22,79,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0
211188,200964,13.12029574,32,119,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
211191,200231,21.95059874,82,304,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,0,0,0,18,0,0,0,0,0
211192,200066,17.54150131,90,272,0,0,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,7,13,0,0,0,91,0,0,0,0,0
211194,200066,9.70900896,48,171,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
211197,200995,11.43750958,42,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,5,0,0,0,0,0
211198,200995,27.07210034,56,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
211204,201031,34.91101743,45,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211206,200570,18.0816732,90,348,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,0,0,0,0,0
211207,200597,21.28044953,99,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,7,0,0,0,0,0
211208,200597,15.31458958,63,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211209,200133,37.41864063,179,689,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,2,0,3,1,0,0,0,0,11,0,0,0,0,0
211210,200226,8.347953722,41,172,0,0,1,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,74,650,0,0,0,0
211211,200733,16.19255423,125,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,3,0,0,0,0,0
211212,200094,4.094038341,28,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211214,200079,8.908635337,42,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211215,200784,9.677626604,38,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,5,0,0,0,0,0
211216,200834,20.70098793,0,0,2,3,0,7,0,0,2,82,20,14,0,0,0,0,0,0,0,0,0,0,5,0,0,14,46,0,0,0,195,0,0,0,0,0
211217,200628,23.93238214,103,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
211220,200697,9.30696886,51,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211225,200723,105.134104,247,745,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,2,0,0,0,0,0,20,0,0,0,0,0
211226,200394,55.14893028,73,256,0,9,0,0,0,141,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,5,0,0,164,1307,0,0,0,0
211227,200766,37.75593917,137,340,0,218,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,0,0,228,0,0,0,0,0
211228,200861,6.213459324,27,76,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
211229,200861,14.22386739,64,227,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0
211230,200348,7.163084465,52,154,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,15,0,0,0,0,0
211231,200287,22.59134242,111,364,0,0,3,21,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,3,0,41,0,0,0,0,0
211232,200287,9.605719002,45,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211233,200287,8.600248094,51,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211234,200287,10.32973713,58,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211235,200287,16.71839401,81,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
211236,200287,13.66071473,83,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
211238,201056,22.73664026,110,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211239,201056,23.73445091,107,313,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0
211240,201058,15.39168639,72,246,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0
211241,201058,10.47330523,47,139,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
211245,201059,21.69163253,262,593,0,0,1,17,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,5,27,0,0,2,0,0,0,0,64,0,0,0,0,0
211246,201061,8.435676055,42,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211247,200678,7.119346852,26,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211248,200678,6.344919271,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211250,201014,17.28080537,63,183,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
211251,200775,8.74702856,32,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,5,0,0,0,0,0
211252,200775,43.24019116,123,397,0,0,17,7,8,24,2,20,0,118,0,5,0,4,0,0,8,7,0,39,0,0,2,11,0,0,3,0,275,0,0,0,0,0
211254,201019,6.524564724,24,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,8,0,0,0,0,0
211255,201019,2.738666522,2,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
211259,201088,30.8797438,0,0,0,0,15,0,0,0,0,435,0,0,0,49,0,0,0,0,0,282,0,341,0,0,0,0,0,0,0,0,1122,0,0,0,0,0
211260,200930,47.74640091,1132,2973,0,0,3,43,0,0,0,11,0,9,22,11,0,24,0,16,0,0,0,108,0,36,0,0,0,12,0,0,295,0,0,0,0,0
211264,200930,46.37422594,452,1338,0,0,11,16,0,0,0,13,3,9,0,9,0,72,0,163,33,21,0,66,20,11,0,14,0,0,169,0,630,0,0,0,0,0
211265,200093,50.2152286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211273,200473,38.82269216,550,1426,0,0,0,27,1,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,2,8,2,0,0,0,0,47,0,0,0,0,0
211274,200423,42.88411262,276,837,0,0,9,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,5,0,2,0,0,25,0,0,0,0,0
211277,200971,4.073775717,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,42,0,0,0,0,0
211278,200971,7.039037674,4,9,0,3,22,48,0,0,2,14,0,0,0,3,0,0,0,0,0,0,0,11,63,22,11,18,0,0,0,2,219,0,0,0,0,0
211283,200992,9.276574925,44,122,0,0,4,3,4,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,9,0,0,2,0,0,0,0,25,0,0,0,0,0
211285,200748,19.88035168,398,1696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0
211287,200595,4.518070801,20,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211288,200806,13.79390441,41,110,0,0,0,32,0,0,2,16,13,0,0,0,0,0,0,0,0,0,0,0,5,2,0,14,0,0,0,0,84,0,0,0,0,0
211289,200305,10.37273343,73,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,7,0,0,0,0,0
211290,200626,29.69413323,64,224,0,0,0,2,0,73,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,15,0,0,0,105,0,0,0,0,0
211292,200305,29.58837222,105,466,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0
211294,201028,8.063041469,270,830,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
211295,200840,144.9192707,0,0,0,0,0,572,0,0,0,177,0,33,0,127,0,10,0,0,14,0,0,13,885,692,21,121,0,4,3,0,2672,0,0,0,0,0
211296,200080,4.505468437,31,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211298,200159,5.79016818,110,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0
211299,200006,338.1083111,14,45,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
211300,200432,9.050473701,314,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0
211304,200759,22.9491507,64,201,0,0,2,16,0,0,0,3,0,0,22,0,0,8,0,0,0,0,0,31,28,0,0,16,0,0,0,0,126,0,0,0,0,0
211306,200156,10.48121259,284,448,0,0,0,202,0,0,0,103,0,58,0,0,0,13,0,0,0,0,0,0,207,125,12,17,0,0,0,0,737,0,0,0,0,0
211308,200626,84.77980459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211313,200222,33.02906451,222,604,0,17,76,14,0,0,2,5,0,2,0,0,0,15,0,0,3,0,0,41,18,28,8,4,0,1,13,0,247,0,0,0,0,0
211314,201033,43.22437643,857,2258,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,14,0,0,3,0,30,0,0,0,0,0
211317,200306,9.077902374,66,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,8,0,0,0,0,0
211318,200421,173.8664051,650,1793,2,54,8,0,0,0,0,8,109,0,0,41,0,31,13,0,217,0,0,14,7,259,27,28,0,0,3,0,821,0,0,0,0,0
211319,200703,16.7942553,95,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211320,200154,267.0482794,229,909,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,3,4,0,0,1,26,3,0,61,0,0,0,0,0
211322,200146,91.16623753,3,6,0,27,72,119,0,0,46,59,174,4,0,0,0,30,0,20,112,37,0,125,52,81,3,173,25,0,0,0,1159,0,0,0,0,0
211327,200374,39.23016858,154,245,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,22,0,0,0,0,0
211332,200134,4146.918104,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211338,200134,92.53421171,133,419,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50,0,0,242,37,0
211339,200210,117.6415789,66,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
211340,200134,3.323564443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211346,200825,971.4415621,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
211352,200825,2.861230683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211355,200825,285.7106497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211356,200825,876.1162976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211357,200618,28.55300159,16,56,0,0,5,0,0,0,0,26,0,0,0,0,0,50,0,0,7,0,0,22,8,3,0,1,0,0,0,0,122,0,0,0,0,0
211359,200253,12.44693417,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0
211360,200658,0.730195757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211362,200082,314.2305392,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211363,200118,60.50962969,203,785,0,5,3,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,15,86,0,3,0,2,0,0,137,0,0,0,0,0
211364,200118,13.06420286,56,189,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
211374,200116,48.59397162,83,318,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,21,0,0,0,0,0
211382,200074,18.7901237,8,29,0,1,8,27,0,0,0,11,0,27,0,3,0,3,0,0,0,0,0,8,30,1,5,29,35,0,0,0,188,0,0,0,0,0
211392,200658,233.2697449,14,48,0,0,0,0,0,0,0,0,19,13,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,45,0,0,0,0,0
211396,200081,117.6640655,14,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211409,200764,14.36916523,62,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,1,0,0,0,0,11,0,0,0,0,0
211410,200103,4.986087979,30,75,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,46,0,0,0,0,0
211412,200810,5.393564393,25,49,0,0,0,0,0,0,0,0,0,116,0,0,0,10,0,0,0,0,0,0,2,5,0,7,7,0,0,0,147,0,0,0,0,0
211414,200294,56.50652605,327,1017,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,13,0,0,0,0,0
211415,200294,16.54937408,0,0,0,0,3,0,0,54,0,0,0,14,0,5,0,0,0,0,0,0,0,59,22,17,25,0,0,0,28,0,227,0,0,0,0,0
211417,200003,9.321548064,118,447,0,0,1,0,0,0,0,2,0,11,0,0,0,0,0,0,2,0,0,0,9,0,2,1,0,0,0,0,28,0,0,0,0,0
211418,200503,17.24596354,100,299,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,17,0,0,0,0,0
211419,200503,20.69728135,55,160,0,0,0,0,0,44,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,315,0,0
211420,200503,35.47837089,163,480,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
211421,200503,7.896492589,46,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0
211422,200503,18.78839396,169,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
211424,200503,25.00333592,286,641,0,0,3,16,0,0,2,47,0,8,0,39,0,0,0,0,0,0,0,7,60,0,0,27,0,0,0,0,209,0,0,0,0,0
211425,200505,11.09255077,46,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
211427,200991,7.126018691,46,119,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0
211428,200992,1.544407269,7,30,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0
211432,200992,7.63283138,84,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211434,200992,21.64369412,153,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
211435,200615,17.51629659,118,361,0,0,2,36,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,2,0,0,0,0,64,0,0,0,0,0
211436,200051,6.027883347,165,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0
