control_name,control_value,COUNTY_preliminary_balanced_weight,COUNTY_balanced_weight,COUNTY_integer_weight,TAZ_balanced_weight,TAZ_integer_weight,MAZ_balanced_weight,MAZ_integer_weight
numhh_gq,446032,446031.7914648792,446031.82334925554,446032.0,446031.8233492555,446313,446031.8233492556,446383
gq_pop,27892,13840.399697140254,13840.443353845012,13841.0,13840.443353845016,13563,13840.443353845016,13021
gq_military,68,39.10164865282539,39.10165335246992,39.0,39.10165335246991,36,39.10165335246991,4
gq_university,6486,657.9738558762402,657.97186484134,658.0,657.97186484134,635,657.9718648413401,617
gq_other,21338,13182.425841264014,13182.471489003676,13183.0,13182.471489003676,12928,13182.471489003676,12404
hh_size_1,170764,184781.07260094662,184927.30908474268,184930.0,184927.30908474274,184478,184927.30908474274,184612
hh_size_2,150446,143167.27899094875,143085.3216904866,143085.0,143085.3216904866,143115,143085.3216904866,143260
hh_size_3,58164,54423.06174070899,54364.26870730839,54362.0,54364.26870730839,54579,54364.26870730839,54401
hh_size_4_plus,71836,63660.37813227481,63654.923866717836,63655.0,63654.923866717836,64141,63654.92386671784,64110
hh_wrks_0,97985,99994.82394453966,105830.82526285424,105832.0,105830.82526285425,105578,105830.82526285425,105924
hh_wrks_1,177356,169075.15306545194,169189.63656256555,169189.0,169189.63656256557,169028,169189.63656256557,169156
hh_wrks_2,139596,125992.67054149907,118425.58637537474,118425.0,118425.58637537474,118506,118425.58637537474,118643
hh_wrks_3_plus,36257,36208.48263173156,36170.12505648856,36167.0,36170.12505648856,36449,36170.12505648856,36398
pers_age_00_19,126832,126645.858305578,126646.76189950702,126650.0,126646.76189950702,127505,126646.76189950702,126955
pers_age_20_34,218033,236963.72079601974,236827.285586599,236821.0,236827.28558659903,237442,236827.28558659903,237358
pers_age_35_64,347863,372186.11733164376,372016.2318487638,372020.0,372016.231848764,373184,372016.231848764,373424
pers_age_65_plus,143608,153422.74598107644,153502.09046091602,153500.0,153502.09046091605,153749,153502.09046091605,153934
hh_kids_yes,83913,83595.5907914569,83588.61632454171,83591.0,83588.61632454173,83889,83588.61632454173,83569
hh_kids_no,367299,362436.2006734223,362443.20702471386,362441.0,362443.20702471386,362424,362443.20702471386,362814
pers_occ_management,81760,156142.81290907203,88811.8186727985,88807.0,88811.81867279852,89599,88811.81867279852,89918
pers_occ_professional,196363,202377.90051343598,213833.17801341132,213837.0,213833.17801341132,213671,213833.17801341132,213692
pers_occ_services,95212,62447.934485242455,101073.45825592265,101071.0,101073.45825592265,101196,101073.45825592267,101051
pers_occ_retail,59516,79719.26823282239,64279.95136709673,64280.0,64279.951367096735,64616,64279.951367096735,64691
pers_occ_manual_military,52596,38912.41819340163,54991.24109449419,54989.0,54991.241094494195,55109,54991.241094494195,55055
inc_lt_20k,49420,48200.60130251567,47315.292821053656,47317.0,47315.292821053656,47212,47315.292821053656,47269
inc_20k_45k,43194,42119.780204886585,41384.910311342304,41382.0,41384.91031134231,41213,41384.91031134231,41278
inc_45k_60k,22983,22070.57615704646,21759.0700140037,21758.0,21759.0700140037,21866,21759.0700140037,21999
inc_60k_75k,20914,20535.99618314418,20275.585186624012,20276.0,20275.585186624012,20199,20275.585186624012,20205
inc_75k_100k,35654,35288.40767666982,34876.60938412073,34875.0,34876.60938412073,34839,34876.60938412073,34888
inc_100k_150k,59448,57113.936266710494,56599.35907030064,56597.0,56599.35907030064,56619,56599.359070300634,56714
inc_150k_200k,51644,48991.717260889476,48613.457970510375,48613.0,48613.45797051037,48521,48613.45797051037,48531
inc_200k_plus,167954,155704.8658934843,154757.88849929947,154761.0,154757.88849929947,154963,154757.88849929947,155137
