MAZ,households,HHSize1,HHSize2,HHSize3,HHSize4p,maz_seq1,taz_seq1,TAZ,PUMA,COUNTYFP,mtc_county_id,county_name
114521,4,0,4,0,0,6327,649,100016,2301,81,2,San Mateo
117636,19,4,9,3,3,7825,649,100016,2301,81,2,San Mateo
119084,0,0,0,0,0,8534,647,100014,2301,81,2,San Mateo
111354,94,19,35,17,23,4822,647,100014,2301,81,2,San Mateo
118349,0,0,0,0,0,8173,833,100223,2304,81,2,San Mateo
110610,12,3,5,2,2,4450,833,100223,2304,81,2,San Mateo
115781,41,6,17,7,11,6943,960,100365,2304,81,2,San Mateo
112839,1,1,0,0,0,5503,833,100223,2304,81,2,San Mateo
112840,34,8,13,6,7,5504,833,100223,2304,81,2,San Mateo
119003,14,3,6,2,3,8493,833,100223,2304,81,2,San Mateo
119001,82,13,33,16,20,8491,960,100365,2304,81,2,San Mateo
111608,69,17,25,13,14,4939,833,100223,2304,81,2,San Mateo
112381,35,6,13,7,9,5291,960,100365,2304,81,2,San Mateo
119005,28,7,9,6,6,8494,833,100223,2304,81,2,San Mateo
118096,30,7,11,6,6,8055,833,100223,2304,81,2,San Mateo
111609,49,12,18,9,10,4940,833,100223,2304,81,2,San Mateo
112159,12,2,6,2,2,5188,960,100365,2304,81,2,San Mateo
112843,27,5,10,5,7,5505,960,100365,2304,81,2,San Mateo
117947,198,49,70,38,41,7982,833,100223,2304,81,2,San Mateo
118100,27,5,12,4,6,8056,833,100223,2304,81,2,San Mateo
117175,63,12,26,11,14,7608,833,100223,2304,81,2,San Mateo
117173,47,8,18,9,12,7607,960,100365,2304,81,2,San Mateo
118732,8,2,2,2,2,8351,833,100223,2304,81,2,San Mateo
111746,71,17,26,13,15,5007,833,100223,2304,81,2,San Mateo
118728,4,0,2,1,1,8350,833,100223,2304,81,2,San Mateo
116026,14,3,4,3,4,7063,833,100223,2304,81,2,San Mateo
111740,21,4,8,3,6,5005,833,100223,2304,81,2,San Mateo
116825,37,7,15,6,9,7439,833,100223,2304,81,2,San Mateo
115306,113,22,44,19,28,6723,833,100223,2304,81,2,San Mateo
114571,49,10,19,8,12,6359,833,100223,2304,81,2,San Mateo
115164,9,2,4,1,2,6659,833,100223,2304,81,2,San Mateo
115786,85,17,34,15,19,6944,833,100223,2304,81,2,San Mateo
118184,40,8,16,7,9,8096,833,100223,2304,81,2,San Mateo
117948,88,17,36,15,20,7983,833,100223,2304,81,2,San Mateo
114570,54,9,21,10,14,6358,960,100365,2304,81,2,San Mateo
110831,407,67,164,77,99,4570,960,100365,2304,81,2,San Mateo
111741,51,11,19,9,12,5006,962,100369,2304,81,2,San Mateo
110983,1,1,0,0,0,4647,960,100365,2304,81,2,San Mateo
117809,104,20,41,18,25,7917,833,100223,2304,81,2,San Mateo
113037,38,7,15,6,10,5599,833,100223,2304,81,2,San Mateo
113308,17,4,6,3,4,5738,833,100223,2304,81,2,San Mateo
112643,181,30,62,29,60,5413,952,100353,2304,81,2,San Mateo
116516,295,59,117,51,68,7299,833,100223,2304,81,2,San Mateo
117618,6,1,2,1,2,7818,952,100353,2304,81,2,San Mateo
118274,1,1,0,0,0,8137,650,100017,2301,81,2,San Mateo
110550,109,21,36,22,30,4413,650,100017,2301,81,2,San Mateo
113556,23,4,9,4,6,5867,650,100017,2301,81,2,San Mateo
118169,41,8,14,8,11,8087,650,100017,2301,81,2,San Mateo
118441,29,6,9,6,8,8217,650,100017,2301,81,2,San Mateo
113555,143,23,48,33,39,5866,1004,100422,2301,81,2,San Mateo
118437,212,34,73,48,57,8215,1004,100422,2301,81,2,San Mateo
114507,49,10,16,10,13,6320,650,100017,2301,81,2,San Mateo
114366,116,19,40,26,31,6253,1004,100422,2301,81,2,San Mateo
118168,0,0,0,0,0,8086,650,100017,2301,81,2,San Mateo
112977,287,88,90,38,71,5571,889,100285,2301,81,2,San Mateo
113864,0,0,0,0,0,6007,952,100353,2304,81,2,San Mateo
110549,52,9,18,11,14,4412,1004,100422,2301,81,2,San Mateo
111134,34,5,12,8,9,4708,1004,100422,2301,81,2,San Mateo
117492,24,4,9,5,6,7760,1004,100422,2301,81,2,San Mateo
111148,87,14,30,20,23,4714,1004,100422,2301,81,2,San Mateo
114098,227,43,79,47,58,6132,891,100287,2301,81,2,San Mateo
111288,324,87,106,53,78,4791,1003,100421,2301,81,2,San Mateo
118943,18,3,7,4,4,8457,891,100287,2301,81,2,San Mateo
116922,49,9,18,10,12,7481,891,100287,2301,81,2,San Mateo
118944,179,50,53,29,47,8458,890,100286,2301,81,2,San Mateo
118936,65,18,19,11,17,8454,890,100286,2301,81,2,San Mateo
118170,97,27,28,16,26,8088,890,100286,2301,81,2,San Mateo
115056,328,61,116,68,83,6604,891,100287,2301,81,2,San Mateo
112457,433,62,169,79,123,5325,651,100018,2301,81,2,San Mateo
111299,448,86,146,84,132,4795,999,100417,2301,81,2,San Mateo
115054,28,5,10,5,8,6602,999,100417,2301,81,2,San Mateo
118572,34,7,10,6,11,8284,999,100417,2301,81,2,San Mateo
115433,207,40,68,38,61,6780,999,100417,2301,81,2,San Mateo
114679,7,2,2,1,2,6419,999,100417,2301,81,2,San Mateo
118571,93,19,34,17,23,8283,647,100014,2301,81,2,San Mateo
110943,61,17,18,10,16,4625,890,100286,2301,81,2,San Mateo
116832,75,21,21,13,20,7442,890,100286,2301,81,2,San Mateo
117822,23,8,7,3,5,7923,889,100285,2301,81,2,San Mateo
116834,103,14,41,19,29,7443,651,100018,2301,81,2,San Mateo
116831,62,8,24,12,18,7441,651,100018,2301,81,2,San Mateo
117633,37,5,14,7,11,7823,651,100018,2301,81,2,San Mateo
111574,37,13,11,4,9,4925,889,100285,2301,81,2,San Mateo
116268,46,6,19,8,13,7180,651,100018,2301,81,2,San Mateo
110839,0,0,0,0,0,4571,952,100353,2304,81,2,San Mateo
111304,0,0,0,0,0,4796,651,100018,2301,81,2,San Mateo
111144,0,0,0,0,0,4713,871,100266,2302,81,2,San Mateo
111829,18,3,7,3,5,5048,952,100353,2304,81,2,San Mateo
113872,34,8,12,6,8,6010,871,100266,2302,81,2,San Mateo
113396,161,36,57,27,41,5782,871,100266,2302,81,2,San Mateo
111994,23,5,8,4,6,5134,871,100266,2302,81,2,San Mateo
112387,98,23,33,17,25,5294,871,100266,2302,81,2,San Mateo
114516,55,12,20,9,14,6325,871,100266,2302,81,2,San Mateo
111992,105,24,37,18,26,5133,871,100266,2302,81,2,San Mateo
112136,43,9,17,7,10,5178,871,100266,2302,81,2,San Mateo
118202,29,6,11,5,7,8100,871,100266,2302,81,2,San Mateo
118418,119,22,39,22,36,8204,676,100045,2303,81,2,San Mateo
118157,293,66,103,50,74,8080,871,100266,2302,81,2,San Mateo
115555,86,19,30,15,22,6833,871,100266,2302,81,2,San Mateo
118032,259,48,91,43,77,8025,654,100021,2302,81,2,San Mateo
110916,17,9,6,1,1,4610,654,100021,2302,81,2,San Mateo
118200,37,7,15,7,8,8098,1038,100462,2302,81,2,San Mateo
114909,47,10,17,8,12,6516,647,100014,2301,81,2,San Mateo
110554,33,7,11,6,9,4417,647,100014,2301,81,2,San Mateo
117696,0,0,0,0,0,7856,646,100013,2301,81,2,San Mateo
110692,119,44,51,11,13,4500,998,100416,2301,81,2,San Mateo
119173,55,23,20,6,6,8566,646,100013,2301,81,2,San Mateo
112470,47,18,17,6,6,5335,646,100013,2301,81,2,San Mateo
110551,48,18,20,5,5,4414,998,100416,2301,81,2,San Mateo
117348,110,41,45,11,13,7684,998,100416,2301,81,2,San Mateo
113971,70,26,26,9,9,6067,646,100013,2301,81,2,San Mateo
114529,50,18,21,5,6,6334,998,100416,2301,81,2,San Mateo
117471,470,127,159,79,105,7753,975,100384,2301,81,2,San Mateo
110552,28,10,12,3,3,4415,998,100416,2301,81,2,San Mateo
112995,25,7,8,5,5,5581,975,100384,2301,81,2,San Mateo
113538,10,3,3,2,2,5856,975,100384,2301,81,2,San Mateo
117063,68,27,25,8,8,7555,646,100013,2301,81,2,San Mateo
114380,56,22,20,8,6,6261,646,100013,2301,81,2,San Mateo
116903,41,16,15,5,5,7471,646,100013,2301,81,2,San Mateo
117340,28,12,10,3,3,7679,646,100013,2301,81,2,San Mateo
116354,10,3,3,2,2,7219,646,100013,2301,81,2,San Mateo
116904,15,6,5,2,2,7472,646,100013,2301,81,2,San Mateo
118816,58,23,21,7,7,8393,646,100013,2301,81,2,San Mateo
119100,23,9,8,3,3,8540,646,100013,2301,81,2,San Mateo
112469,17,7,6,2,2,5334,646,100013,2301,81,2,San Mateo
114378,129,52,47,15,15,6260,646,100013,2301,81,2,San Mateo
117470,17,7,6,2,2,7752,646,100013,2301,81,2,San Mateo
112983,92,32,31,14,15,5575,975,100384,2301,81,2,San Mateo
112984,25,7,9,4,5,5576,975,100384,2301,81,2,San Mateo
112048,40,14,13,6,7,5152,645,100012,2301,81,2,San Mateo
118809,91,31,31,14,15,8389,645,100012,2301,81,2,San Mateo
116353,33,7,13,6,7,7218,974,100383,2301,81,2,San Mateo
116351,12,2,6,2,2,7217,974,100383,2301,81,2,San Mateo
112464,23,4,10,4,5,5330,974,100383,2301,81,2,San Mateo
112465,18,4,6,4,4,5331,974,100383,2301,81,2,San Mateo
117061,25,5,9,5,6,7554,974,100383,2301,81,2,San Mateo
113967,19,3,9,3,4,6064,974,100383,2301,81,2,San Mateo
117060,21,4,8,4,5,7553,974,100383,2301,81,2,San Mateo
117058,12,4,4,2,2,7551,645,100012,2301,81,2,San Mateo
116349,121,42,41,18,20,7215,645,100012,2301,81,2,San Mateo
118116,147,51,50,22,24,8066,645,100012,2301,81,2,San Mateo
117059,26,5,10,5,6,7552,974,100383,2301,81,2,San Mateo
113887,45,16,15,7,7,6022,645,100012,2301,81,2,San Mateo
119168,86,29,29,14,14,8562,645,100012,2301,81,2,San Mateo
118655,41,15,14,6,6,8313,645,100012,2301,81,2,San Mateo
112461,49,18,16,7,8,5327,645,100012,2301,81,2,San Mateo
113831,27,3,8,5,11,5991,866,100261,2301,81,2,San Mateo
110691,32,11,11,5,5,4499,645,100012,2301,81,2,San Mateo
117275,52,8,15,9,20,7656,866,100261,2301,81,2,San Mateo
113965,56,11,18,11,16,6063,867,100262,2301,81,2,San Mateo
119167,57,20,20,8,9,8561,645,100012,2301,81,2,San Mateo
116336,54,9,12,10,23,7208,834,100224,2301,81,2,San Mateo
116485,58,9,13,10,26,7285,834,100224,2301,81,2,San Mateo
117336,220,53,65,44,58,7678,866,100261,2301,81,2,San Mateo
118284,57,14,16,12,15,8144,866,100261,2301,81,2,San Mateo
116489,31,7,10,6,8,7288,866,100261,2301,81,2,San Mateo
118119,29,6,9,6,8,8067,866,100261,2301,81,2,San Mateo
113823,228,35,52,42,99,5986,834,100224,2301,81,2,San Mateo
115385,56,8,12,10,26,6761,834,100224,2301,81,2,San Mateo
118265,58,9,13,11,25,8135,834,100224,2301,81,2,San Mateo
117329,57,9,13,10,25,7676,834,100224,2301,81,2,San Mateo
115942,95,14,22,18,41,7022,834,100224,2301,81,2,San Mateo
112399,107,16,24,19,48,5302,834,100224,2301,81,2,San Mateo
116482,80,9,21,19,31,7282,834,100224,2301,81,2,San Mateo
118882,186,28,42,34,82,8421,834,100224,2301,81,2,San Mateo
118743,26,4,6,5,11,8356,834,100224,2301,81,2,San Mateo
116203,25,2,7,5,11,7146,834,100224,2301,81,2,San Mateo
111925,33,4,9,8,12,5093,834,100224,2301,81,2,San Mateo
113404,28,3,8,7,10,5786,834,100224,2301,81,2,San Mateo
111924,31,4,8,8,11,5092,834,100224,2301,81,2,San Mateo
114978,43,5,11,10,17,6558,834,100224,2301,81,2,San Mateo
118111,40,4,11,9,16,8061,834,100224,2301,81,2,San Mateo
116205,54,7,13,9,25,7148,733,100109,2301,81,2,San Mateo
116204,40,5,10,7,18,7147,733,100109,2301,81,2,San Mateo
118113,34,4,8,6,16,8063,733,100109,2301,81,2,San Mateo
118112,39,5,10,7,17,8062,733,100109,2301,81,2,San Mateo
111926,32,3,8,5,16,5094,733,100109,2301,81,2,San Mateo
115328,61,7,16,14,24,6740,834,100224,2301,81,2,San Mateo
116483,38,5,9,6,18,7283,733,100109,2301,81,2,San Mateo
115807,28,4,7,5,12,6959,733,100109,2301,81,2,San Mateo
118282,34,4,8,6,16,8142,733,100109,2301,81,2,San Mateo
117503,187,23,47,32,85,7767,733,100109,2301,81,2,San Mateo
117398,222,34,50,40,98,7705,834,100224,2301,81,2,San Mateo
110484,40,5,11,9,15,4385,834,100224,2301,81,2,San Mateo
113213,39,4,10,10,15,5682,834,100224,2301,81,2,San Mateo
114975,37,6,9,7,15,6555,834,100224,2301,81,2,San Mateo
114976,40,7,9,7,17,6556,834,100224,2301,81,2,San Mateo
110486,46,4,13,8,21,4387,834,100224,2301,81,2,San Mateo
113212,23,2,7,3,11,5681,834,100224,2301,81,2,San Mateo
114970,26,2,7,4,13,6550,834,100224,2301,81,2,San Mateo
115326,38,3,11,6,18,6738,834,100224,2301,81,2,San Mateo
113064,58,5,17,10,26,5613,834,100224,2301,81,2,San Mateo
118881,56,8,13,10,25,8420,834,100224,2301,81,2,San Mateo
118747,78,12,18,14,34,8360,834,100224,2301,81,2,San Mateo
114973,88,13,18,18,39,6553,835,100226,2301,81,2,San Mateo
117963,66,10,13,14,29,7987,835,100226,2301,81,2,San Mateo
114977,44,5,12,10,17,6557,834,100224,2301,81,2,San Mateo
113215,64,10,13,13,28,5684,835,100226,2301,81,2,San Mateo
115327,28,4,7,7,10,6739,699,100073,2301,81,2,San Mateo
117964,59,9,12,12,26,7988,835,100226,2301,81,2,San Mateo
113216,25,5,7,4,9,5685,838,100230,2301,81,2,San Mateo
114974,23,5,7,3,8,6554,838,100230,2301,81,2,San Mateo
118567,28,5,8,5,10,8281,699,100073,2301,81,2,San Mateo
110485,39,6,12,8,13,4386,837,100228,2301,81,2,San Mateo
112658,56,9,16,12,19,5419,837,100228,2301,81,2,San Mateo
114803,61,11,17,14,19,6475,837,100228,2301,81,2,San Mateo
117417,23,4,6,5,8,7721,837,100228,2301,81,2,San Mateo
115325,30,5,9,7,9,6737,837,100228,2301,81,2,San Mateo
118880,51,8,15,11,17,8419,837,100228,2301,81,2,San Mateo
118358,51,8,15,11,17,8176,837,100228,2301,81,2,San Mateo
113888,47,9,16,9,13,6023,969,100376,2301,81,2,San Mateo
113047,83,17,27,17,22,5602,969,100376,2301,81,2,San Mateo
114441,50,8,14,11,17,6287,837,100228,2301,81,2,San Mateo
114802,27,4,8,6,9,6474,837,100228,2301,81,2,San Mateo
117400,20,4,5,5,6,7707,837,100228,2301,81,2,San Mateo
114801,45,8,13,10,14,6473,837,100228,2301,81,2,San Mateo
113048,27,5,10,4,8,5603,836,100227,2301,81,2,San Mateo
113062,25,5,7,5,8,5612,699,100073,2301,81,2,San Mateo
113477,35,7,10,7,11,5822,699,100073,2301,81,2,San Mateo
114972,33,6,10,6,11,6552,699,100073,2301,81,2,San Mateo
114971,29,5,9,5,10,6551,699,100073,2301,81,2,San Mateo
118746,35,7,11,7,10,8359,699,100073,2301,81,2,San Mateo
114443,26,5,8,5,8,6289,699,100073,2301,81,2,San Mateo
118357,62,11,18,12,21,8175,699,100073,2301,81,2,San Mateo
112918,27,5,9,5,8,5548,836,100227,2301,81,2,San Mateo
112917,36,6,14,6,10,5547,836,100227,2301,81,2,San Mateo
117403,30,5,12,5,8,7710,836,100227,2301,81,2,San Mateo
114442,58,11,21,10,16,6288,836,100227,2301,81,2,San Mateo
117402,51,9,19,9,14,7709,836,100227,2301,81,2,San Mateo
113049,119,22,44,20,33,5604,836,100227,2301,81,2,San Mateo
118356,41,8,14,8,11,8174,969,100376,2301,81,2,San Mateo
118744,44,9,14,9,12,8357,969,100376,2301,81,2,San Mateo
114440,40,8,13,8,11,6286,969,100376,2301,81,2,San Mateo
117399,35,7,11,7,10,7706,969,100376,2301,81,2,San Mateo
118745,38,8,12,8,10,8358,969,100376,2301,81,2,San Mateo
112916,35,7,12,7,9,5546,969,100376,2301,81,2,San Mateo
115430,18,6,4,4,4,6777,969,100376,2301,81,2,San Mateo
112659,34,7,11,7,9,5420,969,100376,2301,81,2,San Mateo
112661,32,7,9,7,9,5421,969,100376,2301,81,2,San Mateo
117401,23,4,9,4,6,7708,969,100376,2301,81,2,San Mateo
112662,19,3,8,3,5,5422,969,100376,2301,81,2,San Mateo
