COUNTY,pers_occ_management,pers_occ_professional,pers_occ_services,pers_occ_retail,pers_occ_manual,pers_occ_military,gq_tot_pop
4,120127.0,298740.0,247114.0,145741.0,202055,934.0,28991
5,85164.0,176946.0,160172.0,103684.0,137736,0.0,5855
9,31283.0,58681.0,42073.0,33461.0,30513,0.0,3243
7,11957.0,18182.0,21433.0,15317.0,28080,0.0,2442
1,101512.0,247772.0,178017.0,137663.0,99067,0.0,22326
2,58097.0,122279.0,104023.0,68554.0,87652,0.0,6257
3,244966.0,640307.0,382176.0,263102.0,352681,0.0,24824
6,12705.0,28218.0,38179.0,20947.0,34816,680.0,2985
8,19423.0,36866.0,44509.0,32478.0,44645,303.0,7281
