COUNTY,pers_occ_management,pers_occ_professional,pers_occ_services,pers_occ_retail,pers_occ_manual,pers_occ_military,gq_tot_pop
4,109553.0,272444,222318.0,136069,184270,851.0,24532
5,78952.0,164039,146464.0,98219,127689,0.0,4968
9,29719.0,55747,39357.0,32421,28987,0.0,2745
7,11063.0,16823,19543.0,14470,25981,0.0,2063
1,85961.0,209814,148615.0,118773,83891,0.0,18902
2,53618.0,112852,94669.0,64656,80895,0.0,5297
3,209597.0,547858,321711.0,230611,301760,0.0,21008
6,12013.0,26682,35679.0,20244,32921,644.0,2526
8,18329.0,34789,41448.0,31220,42129,286.0,6161
