MAZ,households,HHSize1,HHSize2,HHSize3,HHSize4p,maz_seq1,taz_seq1,TAZ,PUMA,COUNTYFP,mtc_county_id,county_name
111449,49,9,5,5,30,4874,979,100388,2306,81,2,San Mateo
110316,159,29,19,17,94,4298,769,100147,2306,81,2,San Mateo
111324,60,19,12,8,21,4806,767,100145,2306,81,2,San Mateo
116282,60,5,11,9,35,7186,766,100144,2306,81,2,San Mateo
116722,63,6,11,10,36,7390,766,100144,2306,81,2,San Mateo
113910,48,3,6,8,31,6031,744,100121,2306,81,2,San Mateo
114059,41,4,7,6,24,6111,766,100144,2306,81,2,San Mateo
116862,307,90,64,42,111,7456,980,100389,2306,81,2,San Mateo
112410,233,71,47,31,84,5310,767,100145,2306,81,2,San Mateo
114299,23,7,5,3,8,6222,767,100145,2306,81,2,San Mateo
114881,106,32,21,11,42,6508,767,100145,2306,81,2,San Mateo
114841,97,31,20,10,36,6490,767,100145,2306,81,2,San Mateo
117299,39,5,8,5,21,7662,743,100120,2306,81,2,San Mateo
114474,158,17,32,24,85,6302,990,100401,2306,81,2,San Mateo
112412,25,3,5,3,14,5312,743,100120,2306,81,2,San Mateo
114473,39,5,8,4,22,6301,743,100120,2306,81,2,San Mateo
110326,22,3,4,3,12,4302,743,100120,2306,81,2,San Mateo
117297,48,6,9,6,27,7660,743,100120,2306,81,2,San Mateo
116864,27,3,5,3,16,7458,743,100120,2306,81,2,San Mateo
118519,69,7,12,12,38,8260,766,100144,2306,81,2,San Mateo
114470,25,8,5,3,9,6300,767,100145,2306,81,2,San Mateo
113634,27,3,5,4,15,5905,766,100144,2306,81,2,San Mateo
113723,50,5,9,8,28,5946,766,100144,2306,81,2,San Mateo
117721,104,7,14,17,66,7870,744,100121,2306,81,2,San Mateo
115028,28,2,4,5,17,6587,768,100146,2306,81,2,San Mateo
117723,34,3,5,5,21,7871,768,100146,2306,81,2,San Mateo
112013,32,3,5,5,19,5141,768,100146,2306,81,2,San Mateo
115879,83,15,10,10,48,6993,769,100147,2306,81,2,San Mateo
111321,25,4,3,3,15,4805,769,100147,2306,81,2,San Mateo
113908,34,2,5,5,22,6029,742,100119,2306,81,2,San Mateo
111320,34,3,6,5,20,4804,742,100119,2306,81,2,San Mateo
117706,31,2,5,5,19,7862,742,100119,2306,81,2,San Mateo
113721,56,4,8,8,36,5944,742,100119,2306,81,2,San Mateo
113907,0,0,0,0,0,6028,741,100118,2306,81,2,San Mateo
113909,121,9,19,18,75,6030,742,100119,2306,81,2,San Mateo
117707,235,15,29,37,154,7863,744,100121,2306,81,2,San Mateo
113722,57,5,10,8,34,5945,742,100119,2306,81,2,San Mateo
110324,38,2,6,6,24,4301,742,100119,2306,81,2,San Mateo
116230,62,5,7,7,43,7159,741,100118,2306,81,2,San Mateo
112369,15,1,1,1,12,5285,741,100118,2306,81,2,San Mateo
110051,38,2,6,6,24,4171,742,100119,2306,81,2,San Mateo
112370,22,2,3,3,14,5286,741,100118,2306,81,2,San Mateo
117593,57,5,8,6,38,7809,741,100118,2306,81,2,San Mateo
115828,34,3,4,4,23,6970,741,100118,2306,81,2,San Mateo
115827,34,3,4,4,23,6969,741,100118,2306,81,2,San Mateo
110398,51,4,6,6,35,4336,741,100118,2306,81,2,San Mateo
117296,11,1,1,1,8,7659,744,100121,2306,81,2,San Mateo
110014,159,13,19,19,108,4152,741,100118,2306,81,2,San Mateo
116068,0,0,0,0,0,7087,741,100118,2306,81,2,San Mateo
118334,31,3,4,4,20,8169,741,100118,2306,81,2,San Mateo
211246,46,17,12,6,11,9268,2023,201061,2701,85,3,Santa Clara
223386,176,49,61,28,38,14187,2020,201058,2701,85,3,Santa Clara
211239,108,21,39,19,29,9264,2018,201056,2701,85,3,Santa Clara
210734,62,12,22,11,17,8981,2018,201056,2701,85,3,Santa Clara
214828,46,16,12,7,11,10938,2023,201061,2701,85,3,Santa Clara
223566,134,48,35,20,31,14252,2023,201061,2701,85,3,Santa Clara
216126,74,26,20,11,17,11518,2023,201061,2701,85,3,Santa Clara
223326,91,17,34,15,25,14156,2018,201056,2701,85,3,Santa Clara
214304,113,15,41,20,37,10692,1320,200294,2701,85,3,Santa Clara
214132,134,39,49,23,23,10598,1890,200910,2701,85,3,Santa Clara
215294,267,78,96,46,47,11157,1890,200910,2701,85,3,Santa Clara
210731,145,30,49,26,40,8978,2022,201060,2701,85,3,Santa Clara
223076,78,23,29,13,13,14068,1890,200910,2701,85,3,Santa Clara
212618,148,43,53,26,26,9901,1890,200910,2701,85,3,Santa Clara
210418,67,11,21,13,22,8837,1976,201011,2701,85,3,Santa Clara
219125,0,0,0,0,0,12706,2023,201061,2701,85,3,Santa Clara
210741,52,18,14,7,13,8987,2023,201061,2701,85,3,Santa Clara
210629,86,12,32,17,25,8924,1318,200292,2701,85,3,Santa Clara
225147,30,4,11,6,9,14775,1318,200292,2701,85,3,Santa Clara
226285,22,3,8,5,6,15239,1318,200292,2701,85,3,Santa Clara
210627,43,12,15,7,9,8922,1377,200352,2701,85,3,Santa Clara
218162,23,3,9,4,7,12349,1318,200292,2701,85,3,Santa Clara
210630,127,18,47,25,37,8925,1318,200292,2701,85,3,Santa Clara
213229,136,19,49,24,44,10191,1320,200294,2701,85,3,Santa Clara
218872,151,25,46,28,52,12616,1976,201011,2701,85,3,Santa Clara
218238,91,15,28,17,31,12383,1976,201011,2701,85,3,Santa Clara
211414,214,28,79,38,69,9328,1320,200294,2701,85,3,Santa Clara
218035,28,0,14,0,14,12312,1976,201011,2701,85,3,Santa Clara
227339,157,34,47,34,42,15628,2019,201057,2701,85,3,Santa Clara
227501,360,79,105,80,96,15698,2019,201057,2701,85,3,Santa Clara
229994,113,21,35,21,36,16467,2017,201055,2701,85,3,Santa Clara
210732,88,19,25,20,24,8979,2019,201057,2701,85,3,Santa Clara
210419,152,28,47,27,50,8838,2017,201055,2701,85,3,Santa Clara
211084,167,33,59,29,46,9167,1973,201008,2701,85,3,Santa Clara
228799,0,0,0,0,0,16126,2048,201087,2701,85,3,Santa Clara
218873,64,11,20,12,21,12617,1976,201011,2701,85,3,Santa Clara
220648,0,0,0,0,0,13235,2048,201087,2701,85,3,Santa Clara
210628,48,14,17,8,9,8923,1377,200352,2701,85,3,Santa Clara
210743,121,18,43,24,36,8989,1318,200292,2701,85,3,Santa Clara
213228,123,18,44,25,36,10190,1318,200292,2701,85,3,Santa Clara
213524,136,39,49,22,26,10326,1377,200352,2701,85,3,Santa Clara
210631,78,13,26,17,22,8926,1318,200292,2701,85,3,Santa Clara
211415,0,0,0,0,0,9329,1320,200294,2701,85,3,Santa Clara
210250,0,0,0,0,0,8722,1760,200768,2701,85,3,Santa Clara
210292,0,0,0,0,0,8757,1252,200222,2701,85,3,Santa Clara
210636,0,0,0,0,0,8930,1252,200222,2701,85,3,Santa Clara
218268,0,0,0,0,0,12392,1760,200768,2701,85,3,Santa Clara
226106,0,0,0,0,0,15162,1760,200768,2701,85,3,Santa Clara
222401,0,0,0,0,0,13808,1760,200768,2701,85,3,Santa Clara
217729,0,0,0,0,0,12177,1760,200768,2701,85,3,Santa Clara
223107,0,0,0,0,0,14074,1760,200768,2701,85,3,Santa Clara
213706,2,2,0,0,0,10424,2048,201087,2701,85,3,Santa Clara
116863,27,3,5,4,15,7457,990,100401,2306,81,2,San Mateo
117298,37,4,8,6,19,7661,990,100401,2306,81,2,San Mateo
110044,43,6,8,6,23,4167,743,100120,2306,81,2,San Mateo
116276,276,22,42,43,169,7183,768,100146,2306,81,2,San Mateo
210252,0,0,0,0,0,8723,2048,201087,2701,85,3,Santa Clara
222467,114,22,43,15,34,13851,2031,201070,2701,85,3,Santa Clara
229040,41,8,16,5,12,16182,2031,201070,2701,85,3,Santa Clara
222719,73,11,26,14,22,13935,1431,200409,2701,85,3,Santa Clara
229041,71,14,27,10,20,16183,2031,201070,2701,85,3,Santa Clara
227213,32,5,11,6,10,15590,1431,200409,2701,85,3,Santa Clara
212755,29,6,10,4,9,9978,2031,201070,2701,85,3,Santa Clara
222922,25,3,11,5,6,14006,2030,201069,2701,85,3,Santa Clara
212754,62,10,21,13,18,9977,1431,200409,2701,85,3,Santa Clara
210066,52,8,18,10,16,8639,1431,200409,2701,85,3,Santa Clara
213318,246,53,103,36,54,10228,1435,200413,2701,85,3,Santa Clara
211706,25,3,10,5,7,9473,2030,201069,2701,85,3,Santa Clara
214573,128,14,49,24,41,10814,1537,200523,2701,85,3,Santa Clara
223647,52,6,20,11,15,14285,2030,201069,2701,85,3,Santa Clara
220658,143,16,55,26,46,13242,1537,200523,2701,85,3,Santa Clara
212262,115,24,48,17,26,9723,1435,200413,2701,85,3,Santa Clara
212562,144,32,60,20,32,9869,1435,200413,2701,85,3,Santa Clara
213504,24,6,8,4,6,10316,1435,200413,2701,85,3,Santa Clara
214415,99,21,38,16,24,10746,1478,200459,2701,85,3,Santa Clara
213859,172,32,66,32,42,10483,1069,200027,2701,85,3,Santa Clara
212259,106,23,42,16,25,9722,1478,200459,2701,85,3,Santa Clara
210289,189,29,74,35,51,8755,1069,200027,2701,85,3,Santa Clara
217029,0,0,0,0,0,11913,1481,200462,2701,85,3,Santa Clara
215725,48,9,19,9,11,11334,1481,200462,2701,85,3,Santa Clara
213858,57,11,21,11,14,10482,1479,200460,2701,85,3,Santa Clara
213058,20,4,8,4,4,10117,1481,200462,2701,85,3,Santa Clara
212798,100,12,37,20,31,9998,1988,201024,2701,85,3,Santa Clara
213860,84,37,25,11,11,10484,1479,200460,2701,85,3,Santa Clara
213861,91,40,27,12,12,10485,1482,200463,2701,85,3,Santa Clara
226734,46,8,19,8,11,15435,1479,200460,2701,85,3,Santa Clara
212372,84,16,31,16,21,9790,1479,200460,2701,85,3,Santa Clara
212887,61,12,22,12,15,10047,1479,200460,2701,85,3,Santa Clara
211615,113,50,33,15,15,9439,1482,200463,2701,85,3,Santa Clara
224958,105,21,42,20,22,14714,1481,200462,2701,85,3,Santa Clara
223903,25,5,9,5,6,14367,1481,200462,2701,85,3,Santa Clara
213061,40,8,15,8,9,10118,1481,200462,2701,85,3,Santa Clara
212263,204,41,80,40,43,9724,1481,200462,2701,85,3,Santa Clara
215693,28,11,9,3,5,11325,1433,200411,2701,85,3,Santa Clara
223904,40,8,16,8,8,14368,1481,200462,2701,85,3,Santa Clara
213322,153,54,55,19,25,10229,1477,200458,2701,85,3,Santa Clara
214217,173,61,62,21,29,10638,1477,200458,2701,85,3,Santa Clara
220417,63,22,23,8,10,13174,1477,200458,2701,85,3,Santa Clara
210353,357,181,121,29,26,8794,1523,200509,2701,85,3,Santa Clara
212641,56,28,19,5,4,9915,1523,200509,2701,85,3,Santa Clara
212565,107,37,39,14,17,9870,1477,200458,2701,85,3,Santa Clara
214218,52,18,18,7,9,10639,1477,200458,2701,85,3,Santa Clara
213062,60,21,21,8,10,10119,1477,200458,2701,85,3,Santa Clara
212640,68,34,23,6,5,9914,1523,200509,2701,85,3,Santa Clara
217426,141,47,54,20,20,12075,1521,200507,2701,85,3,Santa Clara
215913,31,10,10,4,7,11428,1067,200025,2701,85,3,Santa Clara
224435,21,7,8,3,3,14507,1521,200507,2701,85,3,Santa Clara
228884,77,8,25,16,28,16143,1343,200317,2701,85,3,Santa Clara
229849,65,7,22,13,23,16434,1343,200317,2701,85,3,Santa Clara
221469,234,27,78,47,82,13518,1343,200317,2701,85,3,Santa Clara
212756,195,26,71,33,65,9979,1344,200318,2701,85,3,Santa Clara
211712,94,14,30,19,31,9476,1432,200410,2701,85,3,Santa Clara
231659,41,6,14,8,13,16920,1432,200410,2701,85,3,Santa Clara
213316,33,4,11,7,11,10227,1432,200410,2701,85,3,Santa Clara
217423,109,17,36,21,35,12073,1432,200410,2701,85,3,Santa Clara
214412,67,10,22,13,22,10744,1432,200410,2701,85,3,Santa Clara
223651,63,9,22,12,20,14287,1432,200410,2701,85,3,Santa Clara
211713,27,4,9,5,9,9477,1432,200410,2701,85,3,Santa Clara
214408,59,7,22,11,19,10743,1345,200319,2701,85,3,Santa Clara
228886,17,2,7,3,5,16144,1345,200319,2701,85,3,Santa Clara
211710,279,37,103,46,93,9475,1344,200318,2701,85,3,Santa Clara
231412,156,29,58,33,36,16862,1676,200672,2702,85,3,Santa Clara
212256,74,30,24,8,12,9720,1433,200411,2701,85,3,Santa Clara
211709,81,33,26,9,13,9474,1433,200411,2701,85,3,Santa Clara
213642,122,44,53,15,10,10390,1761,200769,2701,85,3,Santa Clara
214059,216,78,95,25,18,10563,1761,200769,2701,85,3,Santa Clara
211714,178,72,59,19,28,9478,1433,200411,2701,85,3,Santa Clara
214413,691,281,226,75,109,10745,1433,200411,2701,85,3,Santa Clara
224437,0,0,0,0,0,14508,1068,200026,2701,85,3,Santa Clara
219350,4,3,1,0,0,12792,1068,200026,2701,85,3,Santa Clara
224682,95,41,34,10,10,14612,1068,200026,2701,85,3,Santa Clara
214222,17,7,6,2,2,10642,1068,200026,2701,85,3,Santa Clara
214223,98,42,36,10,10,10643,1068,200026,2701,85,3,Santa Clara
227289,77,26,29,11,11,15614,1521,200507,2701,85,3,Santa Clara
216771,53,18,21,7,7,11807,1521,200507,2701,85,3,Santa Clara
227705,0,0,0,0,0,15771,1068,200026,2701,85,3,Santa Clara
224683,73,31,26,8,8,14613,1068,200026,2701,85,3,Santa Clara
222581,0,0,0,0,0,13896,1068,200026,2701,85,3,Santa Clara
214622,123,33,47,23,20,10845,1068,200026,2701,85,3,Santa Clara
214623,93,24,37,17,15,10846,1068,200026,2701,85,3,Santa Clara
213503,106,37,35,13,21,10315,1520,200506,2701,85,3,Santa Clara
214224,42,15,14,5,8,10644,1520,200506,2701,85,3,Santa Clara
211938,682,225,295,95,67,9577,1618,200610,2701,85,3,Santa Clara
216402,0,0,0,0,0,11661,1761,200769,2701,85,3,Santa Clara
229043,178,64,78,21,15,16185,1761,200769,2701,85,3,Santa Clara
212408,520,190,177,78,75,9802,1396,200374,2701,85,3,Santa Clara
222957,132,48,44,20,20,14019,1396,200374,2701,85,3,Santa Clara
214625,0,0,0,0,0,10847,1447,200428,2701,85,3,Santa Clara
213974,8,3,3,1,1,10524,1396,200374,2701,85,3,Santa Clara
214941,48,18,16,7,7,10981,1396,200374,2701,85,3,Santa Clara
211924,0,0,0,0,0,9569,1440,200421,2701,85,3,Santa Clara
222487,107,34,37,17,19,13858,1522,200508,2701,85,3,Santa Clara
216620,75,24,26,12,13,11750,1522,200508,2701,85,3,Santa Clara
221483,96,30,35,15,16,13526,1522,200508,2701,85,3,Santa Clara
225601,69,28,21,9,11,14961,1066,200024,2701,85,3,Santa Clara
222757,41,17,13,5,6,13950,1066,200024,2701,85,3,Santa Clara
212062,156,63,47,20,26,9637,1066,200024,2701,85,3,Santa Clara
210359,156,63,48,20,25,8800,1066,200024,2701,85,3,Santa Clara
227967,150,54,41,21,34,15854,1525,200511,2701,85,3,Santa Clara
219019,101,36,28,14,23,12671,1525,200511,2701,85,3,Santa Clara
210358,92,38,28,11,15,8799,1066,200024,2701,85,3,Santa Clara
228069,47,14,16,7,10,15895,1066,200024,2701,85,3,Santa Clara
216960,63,19,23,8,13,11885,1066,200024,2701,85,3,Santa Clara
215997,215,79,58,30,48,11464,1522,200508,2701,85,3,Santa Clara
212081,197,72,54,27,44,9642,1525,200511,2701,85,3,Santa Clara
211805,124,43,41,19,21,9513,1569,200558,2701,85,3,Santa Clara
225305,110,38,37,16,19,14835,1569,200558,2701,85,3,Santa Clara
213364,89,25,25,14,25,10247,1783,200794,2701,85,3,Santa Clara
226019,121,48,38,16,19,15131,1574,200563,2701,85,3,Santa Clara
216270,116,39,38,16,23,11597,1067,200025,2701,85,3,Santa Clara
225294,0,0,0,0,0,14833,1067,200025,2701,85,3,Santa Clara
216271,0,0,0,0,0,11598,1067,200025,2701,85,3,Santa Clara
216274,47,14,17,6,10,11600,1066,200024,2701,85,3,Santa Clara
210355,98,40,36,12,10,8796,1067,200025,2701,85,3,Santa Clara
216272,89,30,29,12,18,11599,1067,200025,2701,85,3,Santa Clara
221937,61,27,22,6,6,13667,1067,200025,2701,85,3,Santa Clara
228060,35,14,13,4,4,15893,1067,200025,2701,85,3,Santa Clara
210354,68,28,24,9,7,8795,1067,200025,2701,85,3,Santa Clara
210357,53,20,21,6,6,8798,1067,200025,2701,85,3,Santa Clara
216278,4,1,1,1,1,11601,1067,200025,2701,85,3,Santa Clara
217657,381,139,104,53,85,12159,1525,200511,2701,85,3,Santa Clara
210814,263,103,83,34,43,9041,1574,200563,2701,85,3,Santa Clara
217655,15,3,6,3,3,12158,1572,200561,2701,85,3,Santa Clara
210442,484,188,153,64,79,8853,1574,200563,2701,85,3,Santa Clara
210528,81,31,30,12,8,8888,1621,200613,2701,85,3,Santa Clara
224695,87,35,32,12,8,14616,1573,200562,2701,85,3,Santa Clara
210296,227,45,82,49,51,8760,1572,200561,2701,85,3,Santa Clara
214731,289,161,72,25,31,10891,1528,200514,2701,85,3,Santa Clara
217650,89,30,30,14,15,12156,1569,200558,2701,85,3,Santa Clara
217934,433,174,168,55,36,12269,1570,200559,2701,85,3,Santa Clara
219363,137,44,53,17,23,12797,1064,200022,2701,85,3,Santa Clara
212821,88,24,25,14,25,10010,1783,200794,2701,85,3,Santa Clara
228088,17,5,6,3,3,15903,1569,200558,2701,85,3,Santa Clara
217936,106,29,31,16,30,12270,1783,200794,2701,85,3,Santa Clara
220213,61,22,20,9,10,13101,1569,200558,2701,85,3,Santa Clara
217566,112,36,43,13,20,12127,1064,200022,2701,85,3,Santa Clara
225930,98,31,38,12,17,15092,1064,200022,2701,85,3,Santa Clara
211313,275,89,106,33,47,9299,1252,200222,2701,85,3,Santa Clara
225932,0,0,0,0,0,15093,1252,200222,2701,85,3,Santa Clara
210294,40,12,17,5,6,8758,1252,200222,2701,85,3,Santa Clara
225928,55,18,21,7,9,15091,1064,200022,2701,85,3,Santa Clara
232338,5,2,1,1,1,17113,1760,200768,2701,85,3,Santa Clara
217954,98,20,34,22,22,12280,1572,200561,2701,85,3,Santa Clara
210638,272,95,94,42,41,8931,1571,200560,2701,85,3,Santa Clara
224105,181,63,63,28,27,14435,1571,200560,2701,85,3,Santa Clara
210427,2,0,1,0,1,8842,1760,200768,2701,85,3,Santa Clara
212707,2,0,1,0,1,9944,1760,200768,2701,85,3,Santa Clara
219349,131,44,49,19,19,12791,1521,200507,2701,85,3,Santa Clara
216618,137,57,50,16,14,11749,1067,200025,2701,85,3,Santa Clara
210356,59,25,21,7,6,8797,1067,200025,2701,85,3,Santa Clara
228064,0,0,0,0,0,15894,1067,200025,2701,85,3,Santa Clara
224716,0,0,0,0,0,14624,1067,200025,2701,85,3,Santa Clara
219020,350,110,119,50,71,12672,1621,200613,2701,85,3,Santa Clara
214627,326,117,107,38,64,10848,1520,200506,2701,85,3,Santa Clara
210440,277,109,103,38,27,8851,1573,200562,2701,85,3,Santa Clara
218905,247,97,92,34,24,12627,1573,200562,2701,85,3,Santa Clara
213365,527,334,153,27,13,10248,1575,200564,2701,85,3,Santa Clara
217573,174,111,50,9,4,12128,1616,200608,2701,85,3,Santa Clara
210824,132,51,50,19,12,9048,1616,200608,2701,85,3,Santa Clara
210673,0,0,0,0,0,8951,1447,200428,2701,85,3,Santa Clara
210675,114,45,39,17,13,8953,1447,200428,2701,85,3,Santa Clara
213497,611,246,209,89,67,10312,1447,200428,2701,85,3,Santa Clara
210677,41,18,13,5,5,8955,1617,200609,2701,85,3,Santa Clara
210676,303,134,95,37,37,8954,1617,200609,2701,85,3,Santa Clara
211932,420,151,124,61,84,9572,1615,200607,2701,85,3,Santa Clara
210674,313,128,106,46,33,8952,1447,200428,2701,85,3,Santa Clara
230514,109,49,34,13,13,16625,1617,200609,2701,85,3,Santa Clara
210438,313,109,128,39,37,8849,1065,200023,2701,85,3,Santa Clara
210813,238,55,97,33,53,9040,1065,200023,2701,85,3,Santa Clara
212579,45,17,17,6,5,9879,1616,200608,2701,85,3,Santa Clara
218427,41,6,12,8,15,12446,1616,200608,2701,85,3,Santa Clara
210640,147,21,43,28,55,8932,1616,200608,2701,85,3,Santa Clara
210424,190,58,53,26,53,8841,1760,200768,2701,85,3,Santa Clara
210246,345,108,96,45,96,8721,1760,200768,2701,85,3,Santa Clara
218398,0,0,0,0,0,12437,1615,200607,2701,85,3,Santa Clara
216699,76,26,22,12,16,11781,1615,200607,2701,85,3,Santa Clara
221225,0,0,0,0,0,13434,1909,200933,2701,85,3,Santa Clara
217915,0,0,0,0,0,12257,1909,200933,2701,85,3,Santa Clara
229261,101,20,38,16,27,16254,1677,200673,2702,85,3,Santa Clara
215251,21,6,7,4,4,11129,1677,200673,2702,85,3,Santa Clara
226844,49,14,17,9,9,15476,1677,200673,2702,85,3,Santa Clara
215252,39,11,14,7,7,11130,1677,200673,2702,85,3,Santa Clara
214062,141,26,52,30,33,10564,1676,200672,2702,85,3,Santa Clara
232170,25,7,10,4,4,17072,1677,200673,2702,85,3,Santa Clara
218450,173,47,63,32,31,12456,1677,200673,2702,85,3,Santa Clara
218451,164,35,52,32,45,12457,1977,201012,2702,85,3,Santa Clara
214064,120,22,45,25,28,10565,1676,200672,2702,85,3,Santa Clara
225195,26,5,10,5,6,14794,1676,200672,2702,85,3,Santa Clara
214065,25,4,10,5,6,10566,1676,200672,2702,85,3,Santa Clara
215183,245,83,84,40,38,11099,1727,200731,2702,85,3,Santa Clara
226396,41,9,13,8,11,15301,1977,201012,2702,85,3,Santa Clara
218454,35,8,11,7,9,12458,1977,201012,2702,85,3,Santa Clara
225660,39,8,12,8,11,14982,1977,201012,2702,85,3,Santa Clara
226397,21,3,9,4,5,15302,1978,201013,2702,85,3,Santa Clara
225662,47,7,19,9,12,14984,1978,201013,2702,85,3,Santa Clara
215184,95,32,32,16,15,11100,1727,200731,2702,85,3,Santa Clara
225194,55,18,19,9,9,14793,1727,200731,2702,85,3,Santa Clara
220061,30,5,11,6,8,13048,1978,201013,2702,85,3,Santa Clara
217199,176,49,62,33,32,11976,1677,200673,2702,85,3,Santa Clara
222858,15,3,5,3,4,13985,1977,201012,2702,85,3,Santa Clara
217159,25,5,8,5,7,11955,1977,201012,2702,85,3,Santa Clara
231992,72,10,28,15,19,17006,1628,200620,2702,85,3,Santa Clara
218280,86,11,38,16,21,12394,1725,200727,2702,85,3,Santa Clara
215182,51,6,23,10,12,11098,1725,200727,2702,85,3,Santa Clara
228454,51,6,23,9,13,16009,1725,200727,2702,85,3,Santa Clara
228455,51,7,23,9,12,16010,1725,200727,2702,85,3,Santa Clara
225966,62,8,29,11,14,15112,1725,200727,2702,85,3,Santa Clara
225962,38,6,14,8,10,15110,1628,200620,2702,85,3,Santa Clara
217746,85,12,33,18,22,12183,1628,200620,2702,85,3,Santa Clara
214599,32,4,13,7,8,10832,1628,200620,2702,85,3,Santa Clara
214600,25,3,10,5,7,10833,1628,200620,2702,85,3,Santa Clara
217151,23,3,9,5,6,11951,1628,200620,2702,85,3,Santa Clara
226054,62,13,20,12,17,15142,1977,201012,2702,85,3,Santa Clara
220060,62,10,25,12,15,13047,1978,201013,2702,85,3,Santa Clara
217153,26,6,9,5,6,11953,1632,200624,2702,85,3,Santa Clara
218455,30,5,11,6,8,12459,1978,201013,2702,85,3,Santa Clara
225661,52,8,20,11,13,14983,1978,201013,2702,85,3,Santa Clara
220062,21,3,9,4,5,13049,1978,201013,2702,85,3,Santa Clara
227792,42,6,16,9,11,15793,1628,200620,2702,85,3,Santa Clara
214602,26,3,11,5,7,10834,1628,200620,2702,85,3,Santa Clara
227793,57,13,22,10,12,15794,1632,200624,2702,85,3,Santa Clara
214850,196,47,72,36,41,10953,1632,200624,2702,85,3,Santa Clara
215178,40,9,14,8,9,11094,1632,200624,2702,85,3,Santa Clara
225963,33,8,12,6,7,15111,1632,200624,2702,85,3,Santa Clara
217267,75,27,33,9,6,12007,1761,200769,2701,85,3,Santa Clara
231410,218,74,75,36,33,16861,1727,200731,2702,85,3,Santa Clara
211933,213,65,81,36,31,9573,1346,200320,2702,85,3,Santa Clara
215681,217,68,81,36,32,11320,1346,200320,2702,85,3,Santa Clara
210680,386,158,153,44,31,8957,1396,200374,2701,85,3,Santa Clara
222127,403,125,152,67,59,13729,1346,200320,2702,85,3,Santa Clara
219734,45,14,16,8,7,12933,1346,200320,2702,85,3,Santa Clara
215690,13,4,5,2,2,11323,1727,200731,2702,85,3,Santa Clara
229014,97,37,33,15,12,16176,1441,200422,2702,85,3,Santa Clara
211936,218,85,75,32,26,9575,1441,200422,2702,85,3,Santa Clara
222126,100,31,37,17,15,13728,1346,200320,2702,85,3,Santa Clara
213969,332,102,126,55,49,10520,1346,200320,2702,85,3,Santa Clara
211937,80,18,29,18,15,9576,1620,200612,2702,85,3,Santa Clara
211327,265,109,105,30,21,9306,1396,200374,2701,85,3,Santa Clara
211925,0,0,0,0,0,9570,1440,200421,2701,85,3,Santa Clara
211934,782,245,255,126,156,9574,1346,200320,2702,85,3,Santa Clara
210523,151,62,60,16,13,8887,1396,200374,2701,85,3,Santa Clara
210682,0,0,0,0,0,8958,1440,200421,2701,85,3,Santa Clara
219739,296,115,101,44,36,12934,1441,200422,2702,85,3,Santa Clara
210754,97,22,34,22,19,8997,1620,200612,2702,85,3,Santa Clara
213971,47,10,19,10,8,10521,1620,200612,2702,85,3,Santa Clara
215696,30,6,12,5,7,11327,1540,200526,2702,85,3,Santa Clara
217269,97,36,34,15,12,12009,1441,200422,2702,85,3,Santa Clara
226010,100,21,37,18,24,15129,1540,200526,2702,85,3,Santa Clara
222444,38,8,14,7,9,13834,1540,200526,2702,85,3,Santa Clara
217430,83,19,30,18,16,12076,1620,200612,2702,85,3,Santa Clara
224897,91,21,34,19,17,14690,1620,200612,2702,85,3,Santa Clara
216219,68,14,26,12,16,11569,1540,200526,2702,85,3,Santa Clara
222295,34,7,12,6,9,13781,1446,200427,2702,85,3,Santa Clara
213972,87,18,32,15,22,10522,1446,200427,2702,85,3,Santa Clara
229015,80,17,29,14,20,16177,1446,200427,2702,85,3,Santa Clara
216006,0,0,0,0,0,11468,1440,200421,2701,85,3,Santa Clara
220302,68,14,26,11,17,13122,1446,200427,2702,85,3,Santa Clara
213973,314,65,114,55,80,10523,1446,200427,2702,85,3,Santa Clara
214281,76,30,30,10,6,10680,1399,200377,2702,85,3,Santa Clara
210683,240,93,94,34,19,8959,1399,200377,2702,85,3,Santa Clara
228970,157,61,62,22,12,16168,1399,200377,2702,85,3,Santa Clara
228453,79,12,32,17,18,16008,1635,200627,2702,85,3,Santa Clara
215181,68,11,27,14,16,11097,1635,200627,2702,85,3,Santa Clara
215176,29,4,12,6,7,11092,1628,200620,2702,85,3,Santa Clara
225190,28,4,12,5,7,14792,1628,200620,2702,85,3,Santa Clara
217155,63,15,21,11,16,11954,1633,200625,2702,85,3,Santa Clara
210966,57,13,20,10,14,9124,1633,200625,2702,85,3,Santa Clara
212327,28,7,9,5,7,9763,1633,200625,2702,85,3,Santa Clara
217152,38,9,14,7,8,11952,1632,200624,2702,85,3,Santa Clara
215177,28,7,10,5,6,11093,1632,200624,2702,85,3,Santa Clara
227794,49,12,16,8,13,15795,1633,200625,2702,85,3,Santa Clara
231683,96,23,35,18,20,16923,1632,200624,2702,85,3,Santa Clara
217733,0,0,0,0,0,12178,1632,200624,2702,85,3,Santa Clara
215179,38,9,13,6,10,11095,1633,200625,2702,85,3,Santa Clara
215180,380,91,128,66,95,11096,1633,200625,2702,85,3,Santa Clara
215175,0,0,0,0,0,11091,1542,200528,2702,85,3,Santa Clara
210783,46,7,18,10,11,9018,1635,200627,2702,85,3,Santa Clara
219970,36,6,13,8,9,13011,1635,200627,2702,85,3,Santa Clara
210964,43,11,14,7,11,9123,1633,200625,2702,85,3,Santa Clara
