COUNTY,pers_occ_management,pers_occ_professional,pers_occ_services,pers_occ_retail,pers_occ_manual,pers_occ_military,gq_tot_pop
4,119634.0,297513.0,247222.0,144011.0,201225.0,930,30784
5,86904.0,180563.0,164192.0,105051.0,140552.0,0,6277
9,29672.0,55658.0,40110.0,31531.0,28941.0,0,3451
7,12002.0,18250.0,21619.0,15267.0,28185.0,0,2585
1,104551.0,255188.0,184218.0,140902.0,102033.0,0,23713
2,59540.0,125317.0,107108.0,69751.0,89830.0,0,6670
3,262760.0,686820.0,412180.0,279953.0,378300.0,0,26347
6,12792.0,28411.0,38592.0,20937.0,35054.0,685,3172
8,19679.0,37352.0,45296.0,32705.0,45233.0,307,7737
