MAZ,num_hh,hh_size_1,hh_size_2,hh_size_3,hh_size_4_plus
416775,0,0,0,0,0
416779,44,14,7,10,13
416780,39,6,15,5,13
416781,57,14,21,12,10
416782,51,10,23,12,6
416783,51,25,14,3,9
416784,40,4,13,6,17
416786,3,0,1,1,1
416787,35,4,7,7,17
416789,44,10,6,3,25
416795,40,13,18,4,5
416797,0,0,0,0,0
416799,139,21,39,29,50
416802,92,21,34,15,22
416804,0,0,0,0,0
416806,196,36,57,42,61
416807,56,21,9,14,12
416808,1,0,0,1,0
416809,55,7,21,11,16
416813,0,0,0,0,0
416815,67,4,11,13,39
416818,205,99,36,32,38
416819,90,11,23,25,31
416820,91,15,27,17,32
416821,398,155,117,60,66
416823,0,0,0,0,0
416824,42,31,9,2,0
416827,0,0,0,0,0
416828,39,8,12,10,9
416829,0,0,0,0,0
416830,86,15,40,11,20
416831,122,18,41,27,36
416833,113,12,38,27,36
416835,93,16,24,21,32
416840,68,2,13,16,37
416841,772,293,301,102,76
416843,29,3,9,7,10
416844,104,23,21,22,38
416851,58,8,21,8,21
416852,158,147,9,2,0
416854,0,0,0,0,0
416855,0,0,0,0,0
416858,106,14,32,23,37
416859,27,2,1,7,17
416860,61,15,19,8,19
416873,502,78,100,85,239
416874,85,17,22,15,31
416877,14,4,4,4,2
416881,26,1,6,8,11
416886,0,0,0,0,0
416887,47,6,8,10,23
416892,350,48,91,68,143
416893,48,7,6,7,28
416896,116,10,21,31,54
416907,182,37,60,35,50
416908,310,136,97,32,45
416923,10,10,0,0,0
416928,80,21,32,15,12
416930,95,20,20,19,36
416933,33,14,16,2,1
416935,166,49,38,34,45
416936,143,13,39,31,60
416937,41,7,14,3,17
416939,86,10,28,22,26
416941,31,6,4,13,8
416942,65,5,18,12,30
416943,27,2,3,8,14
416945,227,52,66,38,71
416947,65,12,24,13,16
416954,17,2,2,7,6
416955,6,1,0,0,5
416956,43,3,6,7,27
416958,111,27,30,32,22
416959,0,0,0,0,0
416960,0,0,0,0,0
416962,95,11,27,25,32
416966,170,28,50,42,50
416967,35,3,15,6,11
416971,74,22,22,15,15
416972,66,10,21,13,22
416973,142,41,49,28,24
416975,31,5,11,4,11
416977,660,65,238,128,229
416980,36,12,20,2,2
416982,68,19,28,7,14
416983,234,95,73,41,25
416985,58,12,21,7,18
416986,54,5,23,13,13
416988,31,4,15,5,7
416989,46,9,15,6,16
416992,34,12,10,8,4
416993,32,16,13,2,1
416995,0,0,0,0,0
416999,91,23,34,19,15
417000,118,32,34,24,28
417006,29,8,16,2,3
417014,0,0,0,0,0
417019,232,23,49,49,111
417030,31,4,11,4,12
417050,0,0,0,0,0
417053,60,2,9,17,32
417058,326,34,134,71,87
417062,0,0,0,0,0
417063,50,41,9,0,0
417065,269,110,102,33,24
417066,62,4,14,18,26
417070,85,28,19,15,23
417071,26,5,10,6,5
417072,48,11,21,5,11
417073,38,12,13,4,9
417074,46,13,13,14,6
417081,0,0,0,0,0
417083,284,38,55,49,142
417089,24,2,6,5,11
417092,831,282,276,161,112
417094,17,2,6,3,6
417099,0,0,0,0,0
417101,77,7,37,19,14
417111,29,6,13,6,4
417116,156,8,49,27,72
417123,38,7,16,9,6
417127,31,3,11,4,13
417128,29,3,13,7,6
417134,43,4,13,9,17
417135,45,7,15,8,15
417137,0,0,0,0,0
417147,10,3,3,2,2
417154,25,4,6,2,13
417155,54,14,10,17,13
417159,30,3,6,7,14
417160,35,5,9,7,14
417166,23,4,12,3,4
417170,47,19,13,9,6
417171,0,0,0,0,0
417172,17,5,9,3,0
417173,48,12,24,5,7
417176,15,8,6,0,1
417177,48,8,11,12,17
417179,54,16,16,5,17
417180,33,11,5,7,10
417181,33,5,7,10,11
417183,54,8,14,8,24
417188,141,56,46,24,15
417192,41,9,12,7,13
417193,16,1,9,4,2
417195,3,0,1,2,0
417198,9,4,3,1,1
417199,109,33,46,19,11
417200,60,8,19,13,20
417201,76,9,24,9,34
417202,72,2,25,12,33
417203,58,11,24,9,14
417210,40,4,15,13,8
417218,52,13,22,5,12
417219,0,0,0,0,0
417221,29,7,12,2,8
417222,116,14,45,20,37
417224,0,0,0,0,0
417225,1,0,1,0,0
417228,43,8,15,6,14
417234,458,287,135,25,11
417244,0,0,0,0,0
417245,0,0,0,0,0
417248,3,0,2,1,0
417255,136,24,34,15,63
417256,155,20,18,32,85
417257,19,3,3,6,7
417263,28,1,5,5,17
417265,50,3,12,8,27
417266,116,13,32,24,47
417268,48,3,14,11,20
417269,395,28,69,69,229
417271,51,8,10,15,18
417272,43,3,9,7,24
417278,78,3,17,12,46
417279,3,0,1,0,2
417281,3,0,1,2,0
417287,80,18,27,13,22
417289,248,100,69,35,44
417299,37,9,7,5,16
417301,87,11,25,16,35
417302,28,5,6,5,12
417303,0,0,0,0,0
417304,154,35,52,40,27
417307,83,10,13,22,38
417308,32,7,2,5,18
417310,32,7,5,7,13
417311,12,3,2,3,4
417312,61,18,20,7,16
417313,5,1,2,2,0
417315,175,31,53,30,61
417316,3,1,2,0,0
417322,101,28,34,11,28
417324,3,0,0,0,3
417327,51,12,12,14,13
417328,33,3,4,5,21
417332,100,29,27,21,23
417333,91,13,18,10,50
417335,40,4,9,4,23
417336,178,21,53,26,78
417338,191,47,51,43,50
417342,40,2,7,12,19
417343,73,26,20,12,15
417347,43,17,12,7,7
417350,63,9,24,16,14
417352,42,8,8,12,14
417353,258,15,61,62,120
417357,102,11,45,15,31
417359,0,0,0,0,0
417363,0,0,0,0,0
417366,29,6,10,3,10
417370,51,7,21,11,12
417371,0,0,0,0,0
417374,0,0,0,0,0
417375,0,0,0,0,0
417376,0,0,0,0,0
417378,0,0,0,0,0
417379,0,0,0,0,0
417380,0,0,0,0,0
417390,45,10,22,6,7
417401,197,16,57,24,100
417404,67,11,10,13,33
417409,87,5,18,22,42
417411,147,27,33,35,52
417413,261,28,56,43,134
417431,63,18,19,10,16
417433,47,10,15,9,13
417437,99,42,33,16,8
417441,49,2,9,5,33
417442,111,42,43,16,10
417443,27,9,4,6,8
417444,51,13,20,9,9
417445,45,16,22,6,1
417446,22,2,13,4,3
417450,54,14,22,10,8
417457,28,2,9,5,12
417458,52,11,12,11,18
417461,27,4,6,8,9
417463,41,1,21,8,11
417466,25,7,3,5,10
417468,23,8,6,3,6
417471,45,5,10,10,20
417473,33,9,14,2,8
417474,27,9,2,6,10
417477,2,0,0,1,1
417481,154,17,38,37,62
417487,191,42,69,37,43
417490,34,4,10,6,14
417494,19,3,7,3,6
417500,334,185,74,51,24
417501,13,2,5,2,4
417503,32,12,13,2,5
417505,187,21,71,33,62
417507,156,16,65,35,40
417508,39,4,5,13,17
417511,10,2,5,2,1
417514,36,3,12,6,15
417516,74,8,25,12,29
417524,32,29,3,0,0
417525,30,11,12,5,2
417528,38,15,6,8,9
417532,0,0,0,0,0
417533,0,0,0,0,0
417535,0,0,0,0,0
417537,81,11,32,21,17
417540,0,0,0,0,0
417543,34,4,12,4,14
417545,108,10,20,23,55
417549,97,18,25,17,37
417554,175,23,39,31,82
417556,98,2,22,15,59
417558,31,10,20,0,1
417561,29,0,6,7,16
417565,49,6,14,7,22
417573,45,12,17,8,8
417578,96,27,35,17,17
417580,90,20,35,20,15
417581,62,9,23,10,20
417582,0,0,0,0,0
417587,34,7,15,6,6
417602,27,4,11,6,6
417604,41,6,13,13,9
417605,10,4,2,1,3
417612,78,15,23,18,22
417620,54,3,27,10,14
417628,114,47,38,24,5
417629,198,31,76,36,55
417632,113,7,48,19,39
417635,134,30,32,30,42
417636,178,19,33,43,83
417637,2,0,1,0,1
417640,1,1,0,0,0
417643,95,27,66,1,1
417646,77,8,17,18,34
417649,77,8,21,15,33
417652,59,1,14,11,33
417653,27,3,4,4,16
417654,16,0,2,6,8
417656,1,0,1,0,0
417664,0,0,0,0,0
417665,0,0,0,0,0
417675,17,4,3,7,3
417677,50,16,25,5,4
417680,38,12,19,3,4
417681,53,14,19,11,9
417682,36,6,14,6,10
417683,27,6,9,7,5
417685,39,8,17,6,8
417694,1,0,0,0,1
417697,30,7,11,2,10
417698,69,6,25,18,20
417699,87,13,21,16,37
417701,76,14,23,18,21
417707,0,0,0,0,0
417724,288,47,83,69,89
417727,39,6,16,8,9
417728,42,5,15,7,15
417729,35,5,12,6,12
417730,12,2,4,1,5
417731,57,9,23,9,16
417734,0,0,0,0,0
417740,32,1,10,6,15
417741,0,0,0,0,0
417742,27,4,10,12,1
417745,82,16,28,18,20
417746,26,1,13,8,4
417749,38,13,11,7,7
417752,26,6,8,4,8
417753,59,9,21,8,21
417754,130,16,56,18,40
417755,0,0,0,0,0
417757,27,6,10,5,6
417758,44,11,11,7,15
417761,56,12,21,10,13
417764,0,0,0,0,0
417765,0,0,0,0,0
417769,0,0,0,0,0
417770,36,7,10,6,13
417773,72,27,22,9,14
417774,1,0,1,0,0
417775,0,0,0,0,0
417776,259,27,87,58,87
417778,12,5,4,1,2
417783,60,5,14,14,27
417786,279,39,58,54,128
417787,39,0,8,7,24
417790,67,8,13,16,30
417794,141,8,24,29,80
417804,75,12,15,12,36
417808,40,13,20,5,2
417809,37,7,18,8,4
417812,77,25,11,15,26
417813,29,7,6,7,9
417815,43,9,11,8,15
417818,7,1,3,0,3
417819,62,18,25,6,13
417820,43,6,7,9,21
417824,47,10,18,9,10
417825,35,7,14,4,10
417829,28,9,8,1,10
417832,51,5,6,15,25
417834,64,11,20,9,24
417835,33,4,10,4,15
417836,56,5,22,12,17
417837,36,6,12,5,13
417838,80,8,28,17,27
417843,9,3,5,1,0
417844,32,7,10,3,12
417854,13,6,5,0,2
417859,245,41,53,46,105
417862,228,152,53,5,18
417863,42,10,21,7,4
417866,5,1,0,0,4
417867,118,10,38,24,46
417874,0,0,0,0,0
417875,27,8,9,2,8
417876,0,0,0,0,0
417877,0,0,0,0,0
417881,0,0,0,0,0
417884,52,8,19,10,15
417886,91,16,28,13,34
417887,32,6,10,6,10
417889,35,3,15,5,12
417891,69,11,28,10,20
417893,32,10,10,9,3
417894,22,2,7,6,7
417896,41,4,13,12,12
417898,0,0,0,0,0
417899,95,14,39,14,28
417905,31,2,10,4,15
417913,0,0,0,0,0
417926,88,6,20,20,42
417931,0,0,0,0,0
417941,103,14,18,19,52
417944,5,2,1,2,0
417950,199,27,75,46,51
417951,2,0,1,0,1
417954,126,20,47,26,33
417956,135,18,22,13,82
417970,27,5,7,8,7
417971,29,1,9,6,13
417973,58,9,11,10,28
417977,66,18,21,16,11
417979,37,2,22,6,7
417984,53,7,22,3,21
417986,46,13,14,3,16
417987,3,1,2,0,0
417989,42,12,18,7,5
417994,2,0,0,1,1
417998,11,3,4,4,0
418001,64,21,22,13,8
418003,44,9,14,5,16
418004,0,0,0,0,0
418008,0,0,0,0,0
418014,179,23,42,36,78
418020,81,21,29,18,13
418021,17,1,4,4,8
418026,42,6,13,9,14
418027,45,15,17,9,4
418030,17,8,4,3,2
418031,101,31,34,23,13
418032,31,8,8,10,5
418033,103,24,32,22,25
418034,31,10,12,3,6
418038,190,33,75,36,46
418040,3,0,0,1,2
418044,52,14,21,9,8
418045,281,179,99,3,0
418046,83,13,28,20,22
418047,40,5,12,11,12
418050,43,25,13,3,2
418052,55,9,14,11,21
418054,86,12,42,14,18
418055,85,17,24,20,24
418059,101,17,22,12,50
418060,18,2,3,5,8
418062,90,40,48,0,2
418064,37,1,8,9,19
418075,53,4,12,9,28
418079,8,1,2,1,4
418084,0,0,0,0,0
418086,0,0,0,0,0
418096,103,18,40,19,26
418104,0,0,0,0,0
418114,29,2,10,5,12
418115,223,110,67,19,27
418116,54,11,16,16,11
418118,49,18,15,7,9
418119,38,10,16,5,7
418120,0,0,0,0,0
418122,60,23,19,9,9
418125,64,8,23,11,22
418127,865,578,277,8,2
418130,66,19,16,10,21
418133,104,22,26,19,37
418135,22,2,6,9,5
418137,45,7,17,10,11
418138,44,6,16,8,14
418139,78,7,26,24,21
418140,4,1,3,0,0
418144,0,0,0,0,0
418152,0,0,0,0,0
418154,59,7,13,19,20
418156,81,9,13,20,39
418157,63,12,23,12,16
418164,156,27,32,38,59
418168,318,5,48,63,202
418169,102,35,29,20,18
418175,48,8,15,7,18
418176,43,4,6,14,19
418181,56,7,10,8,31
418182,67,29,18,7,13
418183,85,6,19,22,38
418185,86,10,12,14,50
418186,28,5,3,5,15
418188,43,13,12,6,12
418190,31,12,12,3,4
418193,48,15,21,5,7
418205,0,0,0,0,0
418213,0,0,0,0,0
418216,26,1,6,6,13
418217,37,0,15,9,13
418220,133,39,32,25,37
418221,1,0,0,1,0
418223,50,18,7,11,14
418226,29,3,5,7,14
418230,5,3,0,2,0
418239,549,311,151,45,42
418243,646,273,207,83,83
418244,449,264,138,31,16
418248,0,0,0,0,0
418249,0,0,0,0,0
418251,59,8,18,5,28
418252,433,112,93,58,170
418253,41,8,9,10,14
418254,23,5,6,4,8
418255,29,3,9,4,13
418256,495,175,103,69,148
418257,189,54,62,39,34
418260,101,15,38,26,22
418263,60,6,15,10,29
418265,42,3,21,7,11
418268,36,5,15,4,12
418271,128,9,52,32,35
418276,4,1,2,0,1
418286,160,32,34,30,64
418287,65,11,18,5,31
418289,12,1,4,5,2
418291,19,6,4,1,8
418292,57,6,20,12,19
418298,66,11,20,16,19
418311,127,28,44,30,25
418312,59,4,15,11,29
418313,29,2,9,8,10
418315,127,55,45,15,12
418318,180,58,57,37,28
418324,41,18,12,4,7
418325,45,10,13,13,9
418326,83,16,37,12,18
418329,55,11,16,14,14
418331,0,0,0,0,0
418332,276,92,83,44,57
418333,60,15,24,10,11
418340,39,2,8,8,21
418349,29,5,8,6,10
418350,30,5,10,3,12
418353,17,3,1,5,8
418354,0,0,0,0,0
418358,0,0,0,0,0
418360,15,4,5,4,2
418363,95,3,21,24,47
418367,52,9,11,8,24
418370,88,12,46,8,22
418371,5,1,2,1,1
418372,193,23,83,21,66
418373,27,2,6,4,15
418376,66,8,23,16,19
418378,64,26,21,11,6
418379,33,4,12,8,9
418380,46,12,16,11,7
418381,95,14,20,14,47
418382,45,8,7,9,21
418383,298,52,59,53,134
418388,32,9,10,3,10
418393,61,9,18,15,19
418395,76,12,36,12,16
418396,23,6,7,3,7
418397,104,15,35,18,36
418402,2,0,0,0,2
418408,55,7,18,10,20
418411,36,9,16,4,7
418418,227,44,97,42,44
418419,11,2,2,2,5
418424,5,3,1,0,1
418440,177,12,32,30,103
418443,132,8,39,23,62
418445,189,15,37,28,109
418450,120,11,25,18,66
418453,21,3,4,1,13
418454,47,6,8,8,25
418457,61,17,22,9,13
418458,30,7,12,7,4
418459,62,14,23,11,14
418460,40,13,18,5,4
418461,40,8,17,6,9
418463,25,7,7,6,5
418464,46,13,20,10,3
418465,37,18,12,7,0
418468,31,12,9,7,3
418469,57,15,18,10,14
418470,33,8,11,9,5
418479,57,11,15,9,22
418482,50,5,19,15,11
418484,128,14,34,22,58
418487,25,10,3,2,10
418488,73,9,15,14,35
418489,36,4,5,4,23
418490,121,12,22,16,71
418491,51,4,12,7,28
418495,0,0,0,0,0
418502,0,0,0,0,0
418503,1,1,0,0,0
418505,114,10,42,23,39
418506,46,4,18,9,15
418509,32,5,11,7,9
418511,34,5,9,7,13
418512,37,2,19,6,10
418516,97,22,45,17,13
418519,95,17,32,10,36
418520,66,32,17,8,9
418523,0,0,0,0,0
418525,23,1,7,6,9
418526,0,0,0,0,0
418527,213,94,78,23,18
418529,0,0,0,0,0
418530,0,0,0,0,0
418535,110,17,22,20,51
418537,88,35,32,9,12
418544,0,0,0,0,0
418552,35,6,18,5,6
418553,29,4,6,5,14
418555,45,5,17,13,10
418561,68,8,22,17,21
418564,57,7,10,14,26
418566,163,8,35,25,95
418568,22,1,1,7,13
418576,103,9,23,26,45
418583,56,6,14,13,23
418585,2,0,1,0,1
418588,31,5,11,5,10
418589,70,11,9,10,40
418593,15,4,3,5,3
418594,46,17,13,5,11
418595,58,11,7,11,29
418596,154,61,51,22,20
418599,59,18,22,9,10
418600,37,3,10,9,15
418601,28,1,7,7,13
418608,26,8,4,6,8
418610,48,11,14,9,14
418611,18,3,4,2,9
418622,27,14,5,4,4
418624,0,0,0,0,0
418625,0,0,0,0,0
418628,128,26,45,30,27
418631,0,0,0,0,0
418639,0,0,0,0,0
418641,43,2,15,12,14
418642,63,10,24,17,12
418646,14,3,8,2,1
418652,6,1,1,2,2
418654,7,1,1,0,5
418656,136,36,52,24,24
418659,39,5,16,7,11
418663,79,11,31,13,24
418664,61,17,15,9,20
418665,33,7,15,6,5
418668,0,0,0,0,0
418670,67,8,27,12,20
418676,124,60,39,17,8
418679,50,8,18,10,14
418681,66,9,45,7,5
418683,56,9,26,9,12
418686,0,0,0,0,0
418689,0,0,0,0,0
418691,268,65,94,30,79
418692,63,14,13,12,24
418703,98,39,45,8,6
418711,0,0,0,0,0
418721,1,1,0,0,0
418723,32,5,10,5,12
418725,49,7,14,12,16
418726,5,2,1,0,2
418729,2,0,0,0,2
418730,0,0,0,0,0
418731,0,0,0,0,0
418744,0,0,0,0,0
418749,0,0,0,0,0
418753,101,14,8,19,60
418754,0,0,0,0,0
418755,42,8,18,7,9
418756,83,17,23,11,32
418758,32,6,7,7,12
418761,43,11,20,5,7
418763,41,10,5,8,18
418767,53,3,12,11,27
418775,0,0,0,0,0
418780,107,23,40,13,31
418781,94,8,29,21,36
418783,34,13,11,5,5
418785,45,0,13,10,22
418791,1,0,0,0,1
418796,3,0,0,1,2
418801,133,8,30,23,72
418802,17,6,4,3,4
418804,139,6,27,31,75
418812,26,2,3,4,17
418814,0,0,0,0,0
418817,0,0,0,0,0
418818,131,30,47,25,29
418819,64,16,19,16,13
418821,28,5,15,4,4
418823,40,13,10,6,11
418830,31,5,7,7,12
418833,68,15,22,22,9
418843,0,0,0,0,0
418844,0,0,0,0,0
418845,7,1,3,1,2
418847,5,1,2,0,2
418860,29,3,13,7,6
418862,161,23,49,33,56
418865,43,12,18,3,10
418866,32,10,10,5,7
418867,0,0,0,0,0
418871,14,2,2,4,6
418872,8,0,3,2,3
418873,69,21,25,12,11
418874,49,1,17,10,21
418876,6,0,2,1,3
418877,24,3,10,1,10
418878,26,5,12,4,5
418881,194,46,51,40,57
418884,19,3,7,2,7
418885,76,12,20,16,28
418886,49,10,16,8,15
418888,21,8,9,3,1
418889,26,13,7,4,2
418894,3,0,1,1,1
418896,46,9,20,9,8
418897,50,8,21,6,15
418902,21,2,6,4,9
418907,46,10,14,7,15
418913,89,13,31,17,28
418914,1,0,0,0,1
418915,2,0,2,0,0
418917,152,23,64,23,42
418918,51,6,19,8,18
418921,51,11,35,3,2
418935,1,0,0,0,1
418948,10,5,2,2,1
418950,47,7,16,7,17
418951,21,9,6,1,5
418952,26,5,4,3,14
418953,23,2,7,2,12
418954,24,2,5,5,12
418957,18,5,2,2,9
418958,55,10,9,8,28
418959,36,7,6,6,17
418960,12,1,4,1,6
418961,68,15,21,14,18
418962,77,16,9,14,38
418964,75,7,27,19,22
418965,41,7,11,4,19
418974,3,1,2,0,0
418976,93,2,22,14,55
418980,20,6,4,4,6
418986,84,5,23,17,39
418992,0,0,0,0,0
418994,0,0,0,0,0
419000,35,4,9,3,19
419001,0,0,0,0,0
419007,36,9,16,5,6
419009,460,121,174,83,82
419020,52,14,18,8,12
419024,17,2,4,1,10
419027,46,10,17,8,11
419028,28,5,10,4,9
419032,35,4,9,10,12
419035,25,4,12,4,5
419036,136,19,51,34,32
419039,173,16,54,37,66
419040,62,10,21,13,18
419043,37,2,11,11,13
419046,59,10,33,8,8
419047,104,17,34,17,36
419048,175,55,59,39,22
419049,43,8,12,8,15
419052,55,4,20,8,23
419055,24,7,5,5,7
419056,0,0,0,0,0
419061,180,139,31,5,5
419063,43,6,15,9,13
419064,87,17,22,14,34
419068,17,6,8,1,2
419069,103,44,33,16,10
419071,86,16,27,15,28
419073,33,8,13,5,7
419076,48,21,8,5,14
419079,52,12,22,3,15
419080,101,27,27,21,26
419086,33,6,17,6,4
419087,3,0,0,2,1
419089,36,5,13,3,15
419091,0,0,0,0,0
419092,71,8,26,12,25
419094,27,4,12,5,6
419095,76,13,24,17,22
419096,49,11,17,8,13
419097,108,19,33,23,33
419098,29,7,10,5,7
419099,173,149,24,0,0
419100,106,27,24,24,31
419102,0,0,0,0,0
419110,0,0,0,0,0
419113,0,0,0,0,0
419114,0,0,0,0,0
419117,44,9,10,9,16
419118,38,9,12,9,8
419124,14,0,6,1,7
419129,86,35,39,3,9
419130,48,11,19,9,9
419135,0,0,0,0,0
419140,0,0,0,0,0
419144,0,0,0,0,0
419147,0,0,0,0,0
419149,0,0,0,0,0
419156,96,5,22,22,47
419158,0,0,0,0,0
419165,76,19,26,13,18
419171,0,0,0,0,0
419177,303,169,107,21,6
419179,69,14,17,14,24
419186,47,10,21,5,11
419188,256,25,98,53,80
419201,0,0,0,0,0
419205,0,0,0,0,0
419208,0,0,0,0,0
419216,588,458,123,6,1
419217,216,27,75,44,70
419220,74,9,28,12,25
419222,17,4,6,4,3
419223,218,59,76,46,37
419225,15,1,9,2,3
419229,64,13,25,9,17
419231,111,26,45,24,16
419238,146,8,32,32,74
419241,59,1,15,8,35
419245,47,27,11,6,3
419247,48,7,16,12,13
419249,167,19,25,37,86
419250,6,2,0,2,2
419251,85,49,23,10,3
419259,71,14,26,12,19
419264,60,3,14,10,33
419271,41,3,17,8,13
419279,0,0,0,0,0
419282,204,15,41,57,91
419287,0,0,0,0,0
419292,31,5,10,3,13
419293,76,12,11,12,41
419294,164,43,63,29,29
419299,52,17,17,10,8
419300,44,8,3,5,28
419305,34,3,4,5,22
419306,1,0,0,0,1
419309,94,58,19,10,7
419319,102,29,32,21,20
419322,0,0,0,0,0
419331,144,18,40,28,58
419335,0,0,0,0,0
419338,34,4,10,9,11
419343,97,14,32,22,29
419345,8,4,4,0,0
419346,79,3,25,10,41
419349,58,7,4,9,38
419350,45,3,7,7,28
419353,35,1,7,10,17
419355,128,50,44,18,16
419359,190,37,74,33,46
419361,69,13,26,10,20
419362,57,3,21,17,16
419363,89,9,38,21,21
419364,104,20,35,19,30
419367,32,1,17,4,10
419368,66,24,20,15,7
419370,55,3,22,12,18
419371,48,25,15,4,4
419372,49,11,18,10,10
419373,36,5,15,8,8
419375,76,42,12,7,15
419380,98,83,14,0,1
419383,2,0,1,1,0
419384,78,22,16,15,25
419386,93,9,35,15,34
419388,33,7,10,9,7
419389,32,6,9,6,11
419392,108,18,31,31,28
419395,41,3,10,8,20
419397,27,7,11,3,6
419400,3,0,0,0,3
419406,144,9,69,24,42
419408,81,7,29,18,27
419418,42,12,16,5,9
419421,0,0,0,0,0
419424,81,14,27,19,21
419427,0,0,0,0,0
419432,21,4,2,7,8
419433,0,0,0,0,0
419450,48,1,3,15,29
419457,38,2,12,4,20
419458,43,1,18,10,14
419462,5,1,2,1,1
419463,21,3,3,4,11
419464,44,9,6,5,24
419465,35,6,5,5,19
419466,47,17,8,11,11
419467,49,14,9,5,21
419468,34,10,4,4,16
419470,22,4,4,2,12
419471,35,8,12,3,12
419472,72,20,18,12,22
419475,0,0,0,0,0
419477,31,3,13,3,12
419486,0,0,0,0,0
419487,0,0,0,0,0
419491,0,0,0,0,0
419493,81,5,29,9,38
419496,117,15,36,20,46
419501,0,0,0,0,0
419502,107,8,31,32,36
419505,29,6,10,7,6
419506,55,5,23,7,20
419509,114,35,39,19,21
419511,116,22,37,21,36
419512,10,2,5,1,2
419516,57,7,33,12,5
419518,0,0,0,0,0
419519,0,0,0,0,0
419521,0,0,0,0,0
419523,36,8,12,7,9
419524,26,8,7,1,10
419525,229,81,71,30,47
419526,30,5,11,5,9
419528,9,5,2,1,1
419529,35,18,13,0,4
419530,704,215,164,118,207
419531,39,7,14,9,9
419532,30,5,7,8,10
419534,218,18,90,31,79
419539,4,1,3,0,0
419540,44,6,7,13,18
419541,284,253,31,0,0
419543,2,0,0,1,1
419544,0,0,0,0,0
419550,36,4,13,9,10
419551,15,1,6,2,6
419556,93,18,36,15,24
419557,91,3,32,18,38
419560,69,20,29,11,9
419561,64,11,22,19,12
419562,47,12,15,13,7
419563,67,11,22,14,20
419564,58,11,21,9,17
419569,23,15,4,1,3
419572,31,5,19,2,5
419575,105,12,49,17,27
419578,2,1,0,1,0
419579,0,0,0,0,0
419581,63,4,13,14,32
419583,25,2,4,6,13
419588,0,0,0,0,0
419600,0,0,0,0,0
419601,7,2,3,1,1
419612,40,7,19,6,8
419621,136,19,50,18,49
419622,26,6,13,6,1
419625,83,15,26,13,29
419633,0,0,0,0,0
419651,71,5,20,14,32
419652,50,7,20,4,19
419655,28,3,16,2,7
419672,93,8,20,22,43
419673,42,2,8,6,26
419677,0,0,0,0,0
419697,0,0,0,0,0
419698,24,1,2,5,16
419700,66,5,17,11,33
419703,0,0,0,0,0
419704,0,0,0,0,0
419709,50,5,7,7,31
419715,3,1,2,0,0
419720,34,7,8,5,14
419721,0,0,0,0,0
419723,76,21,22,17,16
419725,44,13,16,7,8
419726,39,14,15,5,5
419728,49,7,11,7,24
419730,64,9,17,11,27
419732,95,27,35,17,16
419733,65,26,20,9,10
419734,68,20,22,13,13
419736,43,14,20,6,3
419737,28,8,7,5,8
419738,250,56,102,43,49
419739,56,24,19,5,8
419743,37,8,15,8,6
419745,216,76,44,42,54
419748,124,30,32,24,38
419750,53,5,9,10,29
419753,120,7,33,26,54
419755,35,9,12,5,9
419762,0,0,0,0,0
419769,0,0,0,0,0
419770,0,0,0,0,0
419774,82,18,26,15,23
419776,0,0,0,0,0
419778,375,174,108,51,42
419783,24,1,15,3,5
419791,296,157,136,2,1
419799,537,368,163,5,1
419803,44,8,18,9,9
419806,50,5,19,6,20
419807,0,0,0,0,0
419808,34,4,15,3,12
419810,0,0,0,0,0
419815,79,16,19,18,26
419816,27,5,3,9,10
419817,86,20,15,16,35
419825,49,21,16,6,6
419828,91,12,40,12,27
419829,0,0,0,0,0
419831,34,7,9,7,11
419832,67,25,25,7,10
419833,0,0,0,0,0
419840,52,7,20,8,17
419844,31,3,12,4,12
419850,0,0,0,0,0
419851,72,6,33,17,16
419852,103,23,33,17,30
419853,46,5,6,10,25
419855,42,4,18,12,8
419856,59,22,21,9,7
419860,11,3,4,2,2
419868,68,33,24,6,5
419871,29,17,8,3,1
419889,32,5,12,5,10
419891,93,8,50,14,21
419892,33,20,7,5,1
419894,111,56,35,13,7
419895,29,5,7,8,9
419896,96,16,26,14,40
419897,74,18,21,16,19
419899,5,0,3,0,2
419907,83,15,17,19,32
419920,0,0,0,0,0
419923,26,2,4,4,16
419926,0,0,0,0,0
419928,13,1,3,3,6
419932,47,7,11,7,22
419933,37,7,8,7,15
419940,42,18,9,8,7
419943,50,8,12,6,24
419945,53,17,13,9,14
419946,23,4,5,5,9
419947,47,16,6,9,16
419948,16,2,2,5,7
419950,27,7,9,8,3
419962,16,5,4,2,5
419968,50,8,11,11,20
419969,189,20,57,41,71
419970,160,30,43,28,59
419976,17,0,9,4,4
419977,0,0,0,0,0
419979,95,21,27,14,33
419980,162,54,66,23,19
419983,43,5,17,8,13
419985,38,8,15,8,7
419986,31,2,17,4,8
419992,29,8,11,4,6
419996,72,15,22,14,21
420001,52,4,18,11,19
420002,52,14,18,8,12
420008,0,0,0,0,0
420009,106,51,45,7,3
420013,0,0,0,0,0
420014,89,36,27,15,11
420017,3,2,1,0,0
420019,0,0,0,0,0
420023,23,5,9,4,5
420025,0,0,0,0,0
420028,31,4,2,7,18
420032,34,5,6,6,17
420033,97,1,44,15,37
420035,10,0,4,2,4
420039,34,7,14,7,6
420042,281,82,100,51,48
420045,130,16,54,17,43
420050,0,0,0,0,0
420051,32,3,12,6,11
420056,0,0,0,0,0
420059,67,7,24,9,27
420061,0,0,0,0,0
420062,2,1,1,0,0
