MAZ,num_hh,hh_size_1,hh_size_2,hh_size_3,hh_size_4_plus
15933,57,10,12,8,27
15934,74,8,15,22,29
15936,145,17,32,28,68
15937,38,9,8,5,16
15939,11,6,2,3,0
15940,47,18,20,6,3
15953,20,2,10,4,4
15954,48,15,12,7,14
15955,54,12,29,3,10
15956,0,0,0,0,0
15957,55,21,24,8,2
15958,118,66,30,14,8
15959,209,126,66,14,3
15961,147,68,71,6,2
15962,205,120,73,6,6
15963,126,53,52,18,3
15964,275,197,67,8,3
15965,156,89,54,10,3
15967,200,134,47,10,9
15968,75,23,35,9,8
15969,88,54,26,5,3
15970,122,65,47,7,3
15971,318,213,82,20,3
15972,130,58,50,18,4
15973,54,19,23,5,7
15974,65,22,26,10,7
15975,86,25,35,14,12
15976,96,32,25,18,21
15979,62,12,22,10,18
15980,81,20,26,14,21
15981,57,13,21,7,16
15983,66,21,22,12,11
15985,0,0,0,0,0
15988,235,156,66,10,3
15989,509,241,214,40,14
15990,0,0,0,0,0
15992,65,18,20,12,15
15993,62,8,19,8,27
15995,58,27,19,3,9
15997,45,11,11,13,10
16000,132,24,40,30,38
16002,0,0,0,0,0
16015,57,16,27,6,8
16016,151,110,38,1,2
16020,90,54,22,9,5
16021,152,106,32,6,8
16022,143,42,52,26,23
16026,67,11,15,16,25
16027,31,10,9,6,6
16030,84,30,29,14,11
16031,52,6,17,14,15
16033,0,0,0,0,0
16035,391,247,120,16,8
16036,0,0,0,0,0
16038,521,190,272,46,13
16047,66,32,21,10,3
16050,29,7,11,3,8
16051,82,22,27,16,17
16052,102,44,34,16,8
16053,71,21,23,13,14
16055,82,21,15,18,28
16056,143,74,45,13,11
16057,0,0,0,0,0
16060,168,97,48,16,7
16061,146,79,43,14,10
16069,203,120,63,15,5
16077,179,83,63,23,10
16079,4,2,1,0,1
16080,56,9,16,11,20
16081,96,34,28,24,10
16082,60,13,13,7,27
16083,0,0,0,0,0
16084,0,0,0,0,0
16085,73,25,24,9,15
16086,79,16,25,12,26
16088,94,30,26,17,21
16089,147,40,66,20,21
16091,114,33,37,20,24
16092,168,65,68,18,17
16093,143,47,56,24,16
16094,56,13,26,7,10
16095,54,15,16,11,12
16096,106,30,43,12,21
16097,80,31,39,6,4
16101,55,8,12,16,19
16102,58,7,17,15,19
16103,57,11,10,6,30
16104,32,5,7,8,12
16106,74,20,24,12,18
16108,27,8,13,3,3
16110,69,15,23,17,14
16111,47,20,12,7,8
16112,31,8,11,5,7
16113,61,9,19,11,22
16119,72,16,26,10,20
16123,648,354,235,45,14
16124,92,25,39,18,10
16129,73,30,20,9,14
16131,70,17,22,9,22
16133,74,14,28,14,18
16134,66,21,15,15,15
16139,70,13,22,16,19
16145,43,5,10,13,15
16147,48,6,10,11,21
16149,57,10,11,13,23
16150,64,14,6,10,34
16151,80,12,17,16,35
16153,0,0,0,0,0
16155,112,52,42,13,5
16156,173,66,77,17,13
16157,63,10,14,6,33
16158,88,27,25,13,23
16159,28,3,6,8,11
16160,76,17,27,14,18
16161,61,15,24,13,9
16162,64,16,20,10,18
16164,90,24,25,20,21
16165,165,37,65,35,28
16166,114,30,29,25,30
16168,38,7,19,3,9
16171,40,7,14,11,8
16175,66,18,29,9,10
16177,94,27,30,15,22
16181,89,35,29,12,13
16183,155,56,63,19,17
16190,100,20,33,21,26
16193,1,0,0,0,1
16194,166,67,61,22,16
16198,59,12,11,23,13
16199,105,50,32,12,11
16200,50,18,24,5,3
16201,82,24,31,11,16
16203,42,10,15,8,9
16205,151,58,60,17,16
16206,130,48,38,20,24
16207,54,10,10,13,21
16208,52,9,11,14,18
16209,84,15,32,16,21
16210,177,15,33,27,102
16212,0,0,0,0,0
16213,0,0,0,0,0
16214,0,0,0,0,0
16215,278,157,103,16,2
16217,275,105,136,26,8
16221,65,17,22,9,17
16222,76,20,18,14,24
16224,75,15,22,19,19
16225,67,18,22,12,15
16226,60,12,16,10,22
16228,54,5,14,16,19
16229,53,3,14,8,28
16231,0,0,0,0,0
16235,28,5,10,6,7
16236,24,4,7,7,6
16238,108,58,37,6,7
16241,113,63,34,9,7
16242,124,67,40,8,9
16243,133,77,29,13,14
16244,144,94,42,6,2
16246,58,27,23,4,4
16247,0,0,0,0,0
16249,140,39,54,25,22
16250,155,40,65,30,20
16256,123,38,35,22,28
16257,120,40,34,26,20
16258,165,65,57,26,17
16259,114,49,43,13,9
16260,48,13,19,10,6
16261,0,0,0,0,0
16262,0,0,0,0,0
16263,83,15,35,14,19
16265,134,57,45,26,6
16267,170,62,60,27,21
16268,87,27,19,23,18
16269,39,5,12,2,20
16270,43,7,23,7,6
16272,52,13,15,8,16
16273,67,22,16,13,16
16274,108,27,40,18,23
16275,123,43,47,14,19
16277,57,10,13,17,17
16278,71,21,25,9,16
16279,50,9,12,11,18
16280,38,8,13,8,9
16281,43,9,11,10,13
16282,54,14,19,9,12
16283,37,7,10,5,15
16285,8,7,0,0,1
16286,21,5,5,4,7
16288,65,19,28,9,9
16296,92,21,37,21,13
16297,166,83,63,12,8
16300,90,25,41,17,7
16301,0,0,0,0,0
16303,15,5,4,2,4
16304,58,14,27,8,9
16305,107,40,39,15,13
16306,111,32,49,16,14
16307,72,19,24,18,11
16311,143,37,89,14,3
16312,54,14,17,7,16
16313,68,21,22,15,10
16315,86,38,23,17,8
16316,72,28,23,8,13
16317,78,22,23,16,17
16318,91,35,29,14,13
16319,70,21,20,12,17
16320,74,22,20,13,19
16321,71,24,18,10,19
16323,46,8,16,5,17
16324,99,34,25,20,20
16325,88,25,26,15,22
16326,175,87,62,19,7
16327,122,46,40,23,13
16328,81,18,28,18,17
16329,75,26,25,9,15
16331,78,22,18,11,27
16332,80,23,27,13,17
16334,65,13,18,12,22
16337,69,16,23,14,16
16338,54,13,14,11,16
16340,170,74,61,14,21
16341,100,31,28,28,13
16346,58,19,25,8,6
16348,119,38,55,9,17
16349,123,38,55,21,9
16350,168,64,71,17,16
16351,72,12,25,19,16
16352,49,15,19,10,5
16354,15,5,5,3,2
16355,32,11,10,8,3
16361,34,6,10,11,7
16363,53,26,15,5,7
16364,91,30,33,18,10
16365,272,126,91,30,25
16367,102,45,35,13,9
16369,64,16,27,8,13
16370,93,34,30,17,12
16371,39,12,14,7,6
16374,39,8,8,8,15
16375,36,6,4,8,18
16376,29,5,4,1,19
16377,28,6,7,10,5
16378,35,7,12,2,14
16379,56,13,12,9,22
16380,84,22,16,14,32
16381,0,0,0,0,0
16382,148,54,51,24,19
16383,66,17,26,12,11
16384,18,6,5,2,5
16385,80,22,33,11,14
16386,28,9,7,9,3
16387,173,65,77,22,9
16388,19,5,4,5,5
16391,78,13,25,18,22
16392,56,8,15,11,22
16393,130,49,39,15,27
16395,146,65,41,22,18
16397,55,16,15,15,9
16401,42,7,9,11,15
16402,30,3,10,6,11
16408,43,18,14,4,7
16409,49,14,16,8,11
16410,102,40,41,12,9
16411,97,39,37,9,12
16412,98,35,30,17,16
16413,81,25,31,14,11
16414,213,91,88,23,11
16417,191,75,76,23,17
16418,93,38,35,14,6
16421,132,48,55,19,10
16422,55,20,17,10,8
16423,78,16,36,13,13
16424,185,80,61,27,17
16426,54,17,25,6,6
16428,146,60,54,14,18
16432,54,12,16,10,16
16433,39,9,19,2,9
16434,40,6,15,6,13
16438,114,17,27,19,51
16440,35,3,7,10,15
16441,43,1,9,10,23
16442,64,8,18,12,26
16443,53,2,10,11,30
16445,100,13,25,13,49
16448,45,5,11,14,15
16449,31,1,4,6,20
16450,29,4,10,9,6
16453,30,3,6,9,12
16454,154,88,51,15,0
16455,129,73,39,8,9
16456,148,96,38,9,5
16457,72,45,20,3,4
16458,35,13,12,4,6
16459,118,58,42,6,12
16460,114,66,28,11,9
16463,99,57,32,9,1
16464,149,72,64,6,7
16465,103,33,23,19,28
16466,170,114,33,9,14
16467,150,48,39,23,40
16469,88,46,25,4,13
16470,18,9,5,3,1
16471,140,67,56,11,6
16472,60,25,26,7,2
16473,58,19,15,13,11
16475,44,19,16,7,2
16476,65,20,27,9,9
16479,56,10,9,13,24
16485,294,192,86,16,0
16489,60,10,9,7,34
16490,67,10,14,14,29
16495,0,0,0,0,0
16497,75,27,30,8,10
16507,41,7,24,4,6
16509,163,88,61,11,3
16510,0,0,0,0,0
16511,59,11,18,8,22
16513,0,0,0,0,0
16514,0,0,0,0,0
16516,0,0,0,0,0
16518,50,7,5,7,31
16531,78,40,25,3,10
16534,60,24,19,8,9
16535,68,22,27,8,11
16536,31,6,8,10,7
16538,24,1,8,8,7
16540,41,8,13,8,12
16545,83,54,18,2,9
16546,0,0,0,0,0
16547,440,264,97,38,41
16548,0,0,0,0,0
16549,0,0,0,0,0
16551,53,21,24,3,5
16552,259,164,43,20,32
16553,58,10,13,7,28
16554,25,7,5,5,8
16555,0,0,0,0,0
16556,56,9,19,11,17
16557,102,35,33,19,15
16558,82,33,25,11,13
16559,80,29,32,10,9
16560,98,25,43,12,18
16561,107,36,30,18,23
16562,81,26,28,14,13
16563,90,33,27,13,17
16564,52,8,12,15,17
16569,19,1,11,2,5
16571,52,26,13,6,7
16572,76,31,27,8,10
16576,80,40,31,8,1
16577,112,81,29,1,1
16579,46,32,13,0,1
16586,125,80,41,3,1
16587,0,0,0,0,0
16589,46,13,15,11,7
16590,75,24,26,18,7
16591,0,0,0,0,0
16596,48,7,13,11,17
16597,43,4,10,10,19
16598,46,15,11,13,7
16599,55,11,19,10,15
16600,49,8,11,12,18
16601,53,6,20,8,19
16602,57,12,16,9,20
16603,56,16,13,9,18
16604,61,9,16,10,26
16605,55,9,15,12,19
16606,86,23,35,14,14
16607,118,41,46,22,9
16608,111,25,47,21,18
16609,99,31,33,14,21
16610,35,7,9,8,11
16613,106,43,27,22,14
16614,154,61,56,16,21
16615,90,31,28,23,8
16616,146,78,46,15,7
16617,52,17,14,11,10
16620,53,5,14,10,24
16621,71,10,16,14,31
16622,67,15,16,10,26
16623,36,5,12,10,9
16625,72,18,20,10,24
16626,104,50,32,10,12
16627,59,13,24,11,11
16628,70,23,16,13,18
16629,28,5,12,7,4
16631,123,69,36,11,7
16632,183,74,66,23,20
16633,108,62,36,8,2
16635,16,12,4,0,0
16637,44,23,15,3,3
16640,136,104,24,5,3
16643,144,84,43,10,7
16648,53,18,8,13,14
16649,101,28,39,19,15
16651,66,22,31,5,8
16654,0,0,0,0,0
16656,0,0,0,0,0
16657,53,23,27,1,2
16658,0,0,0,0,0
16660,71,12,19,10,30
16661,60,9,20,9,22
16662,71,10,9,17,35
16663,63,5,11,12,35
16665,37,4,7,7,19
16666,36,4,10,8,14
16667,44,4,9,7,24
16668,118,17,20,20,61
16669,38,3,9,9,17
16670,29,5,6,7,11
16671,55,12,7,3,33
16672,41,8,12,4,17
16674,48,11,14,6,17
16675,44,7,11,3,23
16676,31,4,5,4,18
16678,15,4,3,3,5
16679,272,148,97,16,11
16681,73,20,21,15,17
16683,61,11,17,6,27
16685,61,12,16,13,20
16686,58,9,22,10,17
16687,59,17,10,12,20
16688,59,8,12,17,22
16689,49,5,20,8,16
16690,53,13,17,8,15
16691,52,11,12,14,15
16692,65,11,24,15,15
16693,45,6,15,10,14
16695,48,7,9,12,20
16696,53,11,17,16,9
16697,150,43,56,28,23
16698,77,28,25,14,10
16699,50,15,16,8,11
16700,24,10,11,1,2
16704,101,40,40,15,6
16707,139,41,40,17,41
16708,125,50,43,13,19
16709,191,83,74,23,11
16710,194,87,74,20,13
16712,75,24,27,9,15
16714,131,40,39,17,35
16715,0,0,0,0,0
16716,0,0,0,0,0
16721,169,150,17,0,2
16723,0,0,0,0,0
16724,1,1,0,0,0
16726,0,0,0,0,0
16727,1,0,0,1,0
16732,131,50,58,12,11
16733,3,2,0,0,1
16736,55,7,20,9,19
16738,144,77,36,18,13
16739,66,32,21,9,4
16740,100,36,42,16,6
16741,94,46,37,9,2
16742,96,43,29,14,10
16743,101,35,37,14,15
16744,130,38,56,26,10
16745,212,98,93,15,6
16746,115,58,31,18,8
16747,367,100,97,67,103
16748,85,22,32,13,18
16749,90,30,34,13,13
16750,60,17,23,8,12
16753,80,37,30,8,5
16755,104,37,45,15,7
16756,92,51,36,4,1
16757,92,39,35,12,6
16758,91,28,46,12,5
16760,62,24,25,4,9
16761,136,44,62,24,6
16763,135,34,38,30,33
16765,93,36,25,11,21
16766,108,28,25,23,32
16767,83,16,31,15,21
16768,275,63,81,52,79
16769,54,12,12,9,21
16771,44,9,9,7,19
16772,75,13,18,11,33
16773,0,0,0,0,0
16774,34,9,6,5,14
16775,0,0,0,0,0
16776,32,2,8,3,19
16778,42,3,9,4,26
16779,37,10,10,6,11
16780,36,6,7,4,19
16782,70,15,27,9,19
16783,59,13,13,16,17
16784,0,0,0,0,0
16786,78,47,26,4,1
16787,0,0,0,0,0
16790,0,0,0,0,0
16792,297,163,101,23,10
16793,171,86,66,16,3
16794,31,10,13,5,3
16795,0,0,0,0,0
16796,86,26,23,13,24
16798,21,5,3,3,10
16799,62,9,13,8,32
16800,133,38,52,27,16
16801,107,44,42,17,4
16802,91,21,42,13,15
16803,77,44,18,8,7
16804,110,41,40,19,10
16805,47,12,18,7,10
16806,41,14,16,4,7
16808,16,10,2,0,4
16810,704,616,76,6,6
16811,9,4,4,1,0
16812,219,166,20,7,26
16817,73,13,20,13,27
16818,0,0,0,0,0
16821,50,12,13,11,14
16827,78,7,16,13,42
16828,31,10,10,8,3
16830,42,4,9,4,25
16840,96,18,25,29,24
16842,63,19,18,16,10
16846,44,7,15,10,12
16854,3,1,2,0,0
16866,120,41,48,13,18
16867,128,32,53,22,21
16870,0,0,0,0,0
16871,123,62,32,15,14
16872,181,92,61,14,14
16873,72,39,21,2,10
16874,128,34,57,24,13
16876,307,193,93,13,8
16877,58,19,29,5,5
16878,65,23,22,12,8
16879,76,27,28,14,7
16881,18,4,13,1,0
16882,42,14,17,5,6
16883,0,0,0,0,0
16884,90,15,22,15,38
16886,122,23,26,35,38
16891,37,2,14,6,15
16892,45,5,8,14,18
16894,37,8,14,5,10
16895,48,3,15,8,22
16903,0,0,0,0,0
16905,9,4,2,1,2
16907,72,21,25,15,11
16908,59,16,18,9,16
16911,55,10,17,11,17
16913,49,6,14,11,18
16914,55,9,20,9,17
16915,55,14,12,11,18
16916,51,15,15,6,15
16917,63,11,17,13,22
16918,55,10,13,11,21
16919,58,10,17,11,20
16920,55,10,17,6,22
16921,71,18,18,18,17
16922,56,9,22,11,14
16924,88,23,32,17,16
16925,92,31,33,13,15
16930,1,1,0,0,0
16934,24,0,3,4,17
16936,0,0,0,0,0
16944,23,6,10,2,5
16945,42,21,16,4,1
16946,80,38,17,13,12
16947,100,63,27,6,4
16948,53,26,16,7,4
16949,51,24,15,5,7
16950,96,51,29,10,6
16951,62,29,17,7,9
16952,101,27,44,13,17
16953,117,64,42,6,5
16954,131,59,53,15,4
16955,104,56,28,14,6
16956,57,33,17,6,1
16958,125,61,46,8,10
16959,108,46,46,9,7
16960,121,59,40,11,11
16961,86,39,41,3,3
16965,105,36,35,18,16
16969,109,33,45,14,17
16973,131,50,53,24,4
16975,0,0,0,0,0
16976,72,25,33,8,6
16986,0,0,0,0,0
16987,100,60,28,7,5
16988,72,50,17,3,2
16989,79,25,38,6,10
16992,43,25,9,4,5
16993,131,91,29,7,4
16994,161,88,50,15,8
16995,0,0,0,0,0
16996,310,240,46,15,9
16998,140,68,57,9,6
17000,89,34,35,15,5
17001,234,131,72,19,12
17002,129,73,41,11,4
17004,0,0,0,0,0
17006,71,46,17,2,6
17007,140,61,45,13,21
17008,134,51,55,19,9
17009,66,16,12,17,21
17010,96,35,27,16,18
17011,101,36,45,13,7
17015,80,25,30,17,8
17016,105,25,33,23,24
17019,34,8,12,5,9
17020,60,7,20,9,24
17025,0,0,0,0,0
17027,0,0,0,0,0
17045,66,18,32,12,4
17046,101,22,49,18,12
17051,86,15,31,18,22
17052,120,39,55,18,8
17058,406,111,134,75,86
17059,77,30,26,10,11
17060,44,10,20,4,10
17061,51,29,16,5,1
17062,30,22,6,2,0
17063,201,143,46,9,3
17064,54,18,24,7,5
17066,34,14,11,8,1
17067,238,201,31,5,1
17068,127,67,50,9,1
17069,15,6,8,1,0
17070,96,55,30,8,3
17071,54,29,17,6,2
17072,83,8,16,21,38
17073,1,0,0,1,0
17074,35,4,12,6,13
17075,52,9,11,12,20
17076,59,5,10,10,34
17077,57,14,13,13,17
17078,44,3,6,6,29
17079,0,0,0,0,0
17081,95,73,17,4,1
17083,26,4,11,8,3
17084,13,3,10,0,0
17085,58,21,21,8,8
17086,95,16,20,19,40
17087,68,15,26,10,17
17088,53,9,15,15,14
17089,33,10,6,4,13
17090,142,43,39,18,42
17091,80,14,35,16,15
17092,158,85,31,17,25
17094,67,22,16,12,17
17095,72,14,24,12,22
17096,62,16,25,6,15
17097,67,22,23,9,13
17098,117,32,40,21,24
17099,74,20,15,14,25
17103,0,0,0,0,0
17106,30,3,10,3,14
17109,0,0,0,0,0
17116,0,0,0,0,0
17117,46,16,14,8,8
17118,94,51,32,8,3
17119,19,6,7,3,3
17121,54,20,17,7,10
17122,35,8,10,5,12
17123,127,75,29,12,11
17124,76,23,36,9,8
17125,79,30,26,13,10
17126,93,35,37,14,7
17127,72,28,20,9,15
17128,125,72,38,7,8
17129,120,62,35,13,10
17131,65,18,15,15,17
17132,56,12,14,12,18
17133,93,18,33,21,21
17134,63,11,21,14,17
17135,54,10,11,12,21
17136,54,10,13,12,19
17137,46,12,9,9,16
17138,55,9,16,10,20
17139,62,12,21,9,20
17140,66,13,18,13,22
17142,45,7,13,10,15
17143,134,36,52,24,22
17144,89,22,32,17,18
17145,115,38,23,20,34
17146,140,49,47,20,24
17147,157,74,47,18,18
17148,113,42,46,12,13
17150,139,55,46,24,14
17151,114,36,44,13,21
17152,55,24,18,5,8
17153,120,57,40,15,8
17154,85,27,33,10,15
17155,2,1,0,0,1
17157,72,26,33,5,8
17161,61,12,11,12,26
17162,55,7,15,13,20
17163,68,5,11,20,32
17164,40,4,11,10,15
17165,109,24,43,19,23
17166,33,3,13,9,8
17167,26,4,8,7,7
17168,13,1,6,3,3
17170,7,3,2,2,0
17171,109,26,45,17,21
17175,0,0,0,0,0
17180,0,0,0,0,0
17183,0,0,0,0,0
17190,142,75,38,21,8
17191,95,31,29,15,20
17194,59,26,21,6,6
17195,630,187,206,115,122
17199,81,16,22,12,31
17200,322,63,91,61,107
17201,60,14,13,7,26
17204,9,4,4,1,0
17209,56,13,10,11,22
17210,33,8,2,5,18
17211,61,6,9,8,38
17212,21,1,1,1,18
17213,44,4,15,9,16
17215,61,17,10,7,27
17223,100,33,54,10,3
17228,114,40,44,20,10
17230,54,52,1,0,1
17231,405,312,82,8,3
17233,145,24,28,37,56
17234,93,83,5,3,2
17235,25,7,11,3,4
17236,45,25,17,2,1
17238,422,286,86,14,36
17239,165,61,48,25,31
17240,195,65,55,34,41
17241,129,35,49,23,22
17242,106,54,28,15,9
17248,71,11,11,10,39
17253,42,10,13,10,9
17254,175,93,46,13,23
17255,241,176,59,6,0
17256,192,120,56,5,11
17259,109,37,21,23,28
17260,0,0,0,0,0
17261,97,16,19,17,45
17262,49,8,8,13,20
17264,63,7,17,15,24
17266,25,3,9,4,9
17273,0,0,0,0,0
17274,133,72,54,5,2
17275,111,43,47,16,5
17279,38,4,5,11,18
17281,0,0,0,0,0
17285,87,30,19,13,25
17286,108,41,39,20,8
17287,55,10,22,7,16
17288,51,16,12,9,14
17289,0,0,0,0,0
17290,53,13,13,13,14
17291,62,7,19,16,20
17292,56,6,18,8,24
17293,60,4,25,6,25
17298,61,12,27,17,5
17299,398,88,92,80,138
17304,106,30,43,13,20
17305,99,37,46,6,10
17306,222,90,84,38,10
17307,295,212,75,7,1
17308,108,63,40,4,1
17309,88,71,13,2,2
17310,194,121,63,8,2
17311,44,8,16,7,13
17313,76,47,20,5,4
17315,92,53,31,5,3
17316,93,47,39,7,0
17317,132,72,40,15,5
17319,0,0,0,0,0
17322,332,179,88,36,29
17323,80,26,44,9,1
17324,78,9,22,14,33
17333,218,25,33,35,125
17334,46,6,12,11,17
17337,83,21,16,19,27
17342,46,7,18,11,10
17344,0,0,0,0,0
17357,168,90,47,12,19
17358,39,20,18,1,0
17359,197,74,87,23,13
17361,267,198,58,8,3
17362,119,48,51,14,6
17363,180,96,64,12,8
17364,119,43,47,20,9
17365,372,163,126,48,35
17366,153,63,61,26,3
17367,186,127,50,5,4
17368,37,12,16,4,5
17369,53,19,18,8,8
17371,120,48,34,16,22
17375,66,19,24,8,15
17376,125,46,48,17,14
17377,89,29,27,22,11
17378,72,15,30,20,7
17379,86,34,32,11,9
17380,96,36,27,17,16
17381,51,13,16,13,9
17384,58,6,12,9,31
17385,63,4,11,9,39
17386,56,13,18,8,17
110002,29,4,11,8,6
110003,120,20,38,28,34
110004,40,8,18,4,10
110014,135,9,25,17,84
110015,53,24,19,5,5
110016,0,0,0,0,0
110020,9,2,3,0,4
110021,10,3,2,2,3
110027,0,0,0,0,0
110030,0,0,0,0,0
110031,40,9,14,6,11
110033,66,8,20,11,27
110034,59,14,20,8,17
110037,94,11,36,19,28
110038,82,12,27,15,28
110039,58,9,30,12,7
110040,45,5,23,6,11
110042,83,24,26,16,17
110044,52,7,4,7,34
110045,44,10,15,11,8
110048,68,13,20,9,26
110050,203,31,40,44,88
110051,31,1,2,3,25
110052,179,27,76,27,49
110053,19,6,8,2,3
110055,45,9,22,6,8
110057,18,6,5,4,3
110062,0,0,0,0,0
110065,89,18,32,10,29
110066,30,6,7,5,12
110068,0,0,0,0,0
110069,39,5,14,6,14
110073,61,12,27,6,16
110078,118,51,45,15,7
110079,16,1,9,4,2
110080,22,5,10,3,4
110081,88,6,24,30,28
110082,102,6,27,33,36
110084,29,5,9,8,7
110090,106,8,38,16,44
110093,283,91,109,41,42
110094,18,2,4,4,8
110095,32,3,13,9,7
110096,37,27,7,1,2
110099,40,5,20,3,12
110102,52,21,17,7,7
110103,20,5,5,3,7
110105,30,2,14,6,8
110106,37,23,11,2,1
110111,33,7,9,5,12
110114,50,9,18,9,14
110116,11,1,4,2,4
110119,53,8,17,8,20
110120,124,39,54,15,16
110121,38,10,10,10,8
110122,21,5,7,2,7
110124,264,90,92,43,39
110126,70,8,24,9,29
110128,62,25,15,10,12
110130,22,4,8,4,6
110131,27,5,8,7,7
110133,39,11,11,3,14
110134,39,6,15,5,13
110137,35,5,10,6,14
110140,30,3,9,5,13
110151,57,17,25,4,11
110152,33,6,11,8,8
110153,22,3,4,4,11
110161,99,12,28,16,43
110162,34,6,12,6,10
110164,57,7,23,12,15
110165,61,4,27,7,23
110166,33,4,14,2,13
110167,0,0,0,0,0
110169,0,0,0,0,0
110171,35,5,18,6,6
110172,33,8,12,2,11
110173,27,4,6,7,10
110175,73,16,14,18,25
110177,24,3,5,2,14
110180,3,1,1,1,0
110186,6,0,2,0,4
110187,38,9,12,4,13
110188,35,8,8,8,11
110193,45,12,20,11,2
110194,44,20,14,7,3
110197,73,6,33,15,19
110204,0,0,0,0,0
110205,0,0,0,0,0
110208,46,31,6,6,3
110216,97,9,12,13,63
110217,60,9,7,8,36
110218,28,11,3,4,10
110220,3,2,0,1,0
110221,8,2,2,1,3
110222,33,4,7,2,20
110223,28,1,3,8,16
110224,27,3,2,2,20
110226,18,4,5,4,5
110230,40,5,12,10,13
110232,85,28,25,17,15
110235,82,35,19,12,16
110237,3,1,1,1,0
110238,42,17,13,5,7
110239,42,8,16,5,13
110240,94,62,22,7,3
110242,6,3,1,0,2
110243,25,7,7,4,7
110246,50,4,27,10,9
110247,21,2,6,2,11
110248,29,3,13,2,11
110250,30,4,7,5,14
110251,39,2,3,6,28
110252,13,0,2,5,6
110255,26,4,5,5,12
110257,46,5,13,7,21
110258,31,5,10,5,11
110259,65,12,13,15,25
110260,33,4,9,7,13
110261,65,8,20,14,23
110262,173,42,52,33,46
110264,38,7,14,13,4
110265,56,13,12,11,20
110266,30,6,8,7,9
110268,49,11,17,9,12
110271,2,1,0,0,1
110272,55,32,12,3,8
110275,30,1,15,6,8
110278,30,8,10,4,8
110279,57,9,25,9,14
110280,0,0,0,0,0
110282,69,9,19,15,26
110284,277,61,81,51,84
110285,52,6,13,13,20
110286,31,3,12,8,8
110287,220,49,76,31,64
110289,38,14,9,8,7
110294,46,5,17,7,17
110298,36,8,16,4,8
110299,15,5,2,4,4
110301,325,73,96,62,94
110304,34,7,6,5,16
110305,54,10,11,12,21
110306,23,4,3,3,13
110308,69,15,20,12,22
110310,41,12,14,8,7
110311,23,4,9,4,6
110312,56,9,6,5,36
110314,91,10,12,11,58
110316,144,76,27,10,31
110317,0,0,0,0,0
110321,103,22,8,15,58
110324,32,1,6,3,22
110326,26,3,9,1,13
110330,69,12,28,13,16
110333,52,11,10,21,10
110334,29,7,9,5,8
110335,24,17,3,2,2
110337,25,6,13,4,2
110340,57,12,19,11,15
110341,7,4,3,0,0
110343,46,6,12,9,19
110344,47,6,23,7,11
110345,127,77,28,11,11
110346,27,5,11,5,6
110349,38,8,13,9,8
110359,68,14,23,18,13
110360,61,12,22,10,17
110363,65,18,14,13,20
110365,49,5,15,10,19
110366,64,11,17,16,20
110367,32,2,13,2,15
110369,0,0,0,0,0
110370,0,0,0,0,0
110371,32,8,13,6,5
110372,62,15,19,15,13
110373,44,11,11,10,12
110374,93,30,26,17,20
110377,0,0,0,0,0
110379,37,5,5,10,17
110385,24,9,6,2,7
110386,88,15,33,18,22
110390,99,5,6,17,71
110392,19,2,2,1,14
110393,24,3,11,4,6
110394,44,5,7,8,24
110397,32,2,4,4,22
110398,43,0,6,5,32
110402,40,8,12,4,16
110403,14,3,7,3,1
110406,80,25,29,11,15
110409,64,5,26,14,19
110410,4,0,2,1,1
110411,64,5,29,7,23
110413,57,11,14,13,19
110414,41,7,12,7,15
110418,132,20,58,18,36
110419,183,41,56,37,49
110424,22,7,6,5,4
110426,34,10,6,6,12
110427,58,11,28,7,12
110429,26,7,8,4,7
110430,56,10,19,11,16
110431,67,18,13,16,20
110432,47,7,11,9,20
110434,51,17,19,8,7
110437,59,13,14,9,23
110439,142,27,61,22,32
110440,28,5,4,9,10
110441,75,22,39,6,8
110442,117,37,37,22,21
110443,0,0,0,0,0
110444,32,11,14,5,2
110446,46,7,19,10,10
110448,33,1,17,5,10
110449,172,96,29,16,31
110451,127,33,25,20,49
110452,475,174,124,78,99
110453,49,3,6,6,34
110454,1,1,0,0,0
110457,81,20,24,13,24
110460,126,60,48,10,8
110462,104,17,38,16,33
110463,9,6,3,0,0
110464,5,2,0,2,1
110465,139,51,15,18,55
110467,143,11,15,16,101
110471,0,0,0,0,0
110472,39,8,4,5,22
110474,0,0,0,0,0
110477,72,12,17,17,26
110478,25,11,3,4,7
110480,68,6,9,17,36
110481,18,2,6,2,8
110482,39,4,11,10,14
110483,39,3,11,6,19
110484,44,5,10,15,14
110485,37,5,9,10,13
110486,49,3,14,10,22
110488,448,73,129,79,167
110489,48,5,7,13,23
110491,264,46,104,42,72
110493,38,7,22,4,5
110496,0,0,0,0,0
110497,36,8,10,3,15
110498,0,0,0,0,0
110501,72,14,28,16,14
110503,126,29,33,23,41
110504,29,5,13,9,2
110506,19,6,9,2,2
110507,0,0,0,0,0
110509,76,13,25,22,16
110510,30,4,8,8,10
110515,106,14,35,26,31
110519,29,2,10,6,11
110528,421,153,165,68,35
110534,111,7,29,28,47
110536,93,21,33,12,27
110537,67,8,24,12,23
110538,28,7,6,2,13
110541,252,89,88,35,40
110543,136,19,27,23,67
110544,20,1,3,4,12
110549,55,7,25,8,15
110550,98,22,35,22,19
110551,46,19,21,6,0
110552,17,8,3,1,5
110553,52,16,16,12,8
110554,34,11,11,5,7
110555,21,3,9,2,7
110556,44,14,11,10,9
