COUNTY,pers_occ_management,pers_occ_professional,pers_occ_services,pers_occ_retail,pers_occ_manual,pers_occ_military,gq_tot_pop
4,115747,287847.0,235952.0,142647.0,194688,900.0,25856
5,83021,172492.0,154717.0,102543.0,134269,0.0,5200
9,31179,58486.0,41503.0,33791.0,30411,0.0,2887
7,11769,17896.0,20891.0,15287.0,27638,0.0,2176
1,92234,225125.0,160218.0,126649.0,90013,0.0,19931
2,56583,119094.0,100373.0,67743.0,85369,0.0,5562
3,219644,574120.0,338974.0,239724.0,316226,0.0,22149
6,12568,27915.0,37473.0,21024.0,34441,672.0,2653
8,19143,36335.0,43483.0,32406.0,44001,299.0,6495
