TAZ,hh_inc_30,hh_inc_30_60,hh_inc_60_100,hh_inc_100_plus,hh_wrks_0,hh_wrks_1,hh_wrks_2,hh_wrks_3_plus,pers_age_00_19,pers_age_20_34,pers_age_35_64,pers_age_65_plus,hh_kids_no,hh_kids_yes
500071,86.65714,70.28857,145.39143,34.66286,109.83925,149.94405,70.33304,6.88366,272.00000,169.00000,421.00000,89.00000,225.24274,111.75726
500073,39.06469,225.81294,168.64510,111.47727,146.14230,179.38045,183.07357,36.40368,338.06621,233.59423,663.23430,236.10526,364.29708,180.70292
500074,151.01617,138.23788,141.72286,72.02309,89.83416,225.65485,134.39476,53.11623,533.41026,324.53846,613.38462,178.66667,279.75258,223.24742
500075,29.29555,60.76113,146.47773,299.46559,100.92488,172.56585,242.11512,20.39415,488.00000,283.00000,711.00000,115.00000,261.84216,274.15784
500076,24.00588,115.66471,177.86176,53.46765,41.97990,141.92188,150.87191,36.22631,346.00000,211.00000,479.00000,26.00000,210.97359,160.02641
500077,9.73256,110.30233,126.52326,218.44186,52.61631,177.88053,189.09822,45.40494,371.00000,226.00000,542.00000,203.00000,264.42782,200.57218
500078,0.00000,32.90598,141.96581,265.12821,11.17592,130.38570,243.38664,55.05174,507.00000,227.00000,679.00000,77.00000,205.38899,234.61101
500079,31.52130,43.22921,112.57606,256.67343,50.24009,169.84721,180.55830,43.35439,382.00000,256.00000,572.00000,84.00000,252.48592,191.51408
500080,303.75144,304.51765,135.19244,56.53848,100.62668,405.37153,200.89526,93.10654,1070.00000,796.00000,811.00000,117.00000,417.66506,382.33494
500081,59.23929,119.51786,112.24286,0.00000,75.48830,142.83571,47.80926,24.86673,165.00000,193.00000,299.00000,101.00000,198.60273,92.39727
500082,37.73841,85.88742,208.21192,61.16225,54.70560,127.96080,168.83280,41.50080,415.00000,306.00000,455.00000,48.00000,199.78047,193.21953
500083,116.71846,136.97538,159.16154,214.14462,111.98016,281.28349,167.52587,66.21049,564.50000,437.12500,761.62500,168.75000,348.71744,278.28256
500084,199.62471,127.22197,71.36842,53.78490,128.13294,223.12805,73.78690,26.95210,464.37176,294.78624,506.82071,165.02129,281.66172,170.33828
500085,49.65269,48.61826,151.02695,441.70210,153.30132,234.52815,219.65563,83.51490,575.00000,232.00000,1023.00000,188.00000,471.13636,219.86364
500086,211.95785,265.84543,193.99532,95.20141,204.78155,258.39709,224.14272,79.67864,791.78873,560.12676,885.59155,171.49296,450.04011,316.95989
500087,230.17949,243.43590,172.33333,106.05128,252.45289,298.89470,148.25653,52.39588,406.00000,377.00000,765.00000,148.00000,511.18486,240.81514
500088,10.65625,168.36875,70.33125,91.64375,45.93782,149.47461,104.59689,40.99067,339.72131,260.36066,507.06557,123.85246,187.93354,153.06646
500089,64.02703,38.97297,105.78378,100.21622,41.62694,135.44767,94.78135,37.14404,301.85734,235.27921,455.37704,161.48641,170.29755,138.70245
500090,60.81111,183.60278,108.75833,67.82778,103.83274,166.19206,98.76045,52.21474,462.00000,345.00000,527.00000,193.00000,230.95033,190.04967
500091,108.10694,365.54485,242.83448,379.51373,137.89044,472.18570,394.84494,91.07892,1158.58686,591.74364,1419.76907,232.90042,546.95120,549.04880
500093,46.45022,80.88745,128.93939,113.72294,86.05751,103.55272,136.65176,43.73802,248.00000,149.00000,432.00000,181.00000,201.47583,168.52417
500094,142.00791,188.81554,193.24164,60.93491,120.79144,260.78313,143.39427,60.03116,500.00000,375.00000,632.00000,217.00000,318.83149,266.16851
500096,9.64151,11.01887,28.92453,315.41509,63.98406,131.45817,107.31873,62.23904,278.00000,130.00000,484.00000,163.00000,252.92282,112.07718
500098,0.00000,0.00000,91.67355,169.32645,37.28571,99.42857,98.69748,25.58824,237.00000,132.00000,348.00000,45.00000,137.31218,123.68782
500100,80.94240,100.90080,218.43360,292.72320,161.18339,193.95144,255.94505,81.92013,787.00000,448.00000,991.00000,109.00000,377.35878,315.64122
500101,0.00000,28.72629,140.18428,255.08943,51.94995,138.60688,192.10428,41.33889,431.00000,178.00000,655.00000,94.00000,243.35291,180.64709
500102,55.41436,157.79006,103.31492,193.48066,146.48662,185.10348,161.93337,16.47653,236.08163,149.59184,598.65306,206.67347,407.40088,102.59912
500103,75.50562,48.37079,51.91011,244.21348,120.63604,152.43816,133.35689,13.56890,194.00000,136.00000,414.00000,165.00000,335.50661,84.49339
500104,109.54120,74.60134,87.82183,152.03563,121.78496,153.88995,134.62696,13.69813,138.00000,173.00000,384.00000,117.00000,338.70191,85.29809
500105,208.96710,136.02575,221.78112,122.22604,197.90056,250.07118,218.76880,22.25946,174.00000,124.00000,507.00000,435.00000,550.39060,138.60940
500106,77.17073,117.96098,379.23902,329.62927,215.45773,432.89213,207.55102,48.09913,590.00000,387.00000,988.00000,236.00000,598.58589,305.41411
500107,55.53708,193.73402,255.72890,0.00000,98.61697,203.06476,149.57329,53.74498,187.00000,362.00000,341.00000,40.00000,349.14564,155.85436
500108,56.07713,43.05923,216.29752,411.56612,84.19946,297.81662,267.41126,77.57265,569.00000,300.00000,1041.00000,201.00000,366.62106,360.37894
500109,6.22777,125.33385,172.04212,195.39626,118.93076,238.95262,114.56633,26.55029,331.00000,153.00000,652.00000,255.00000,330.41411,168.58589
500110,69.81223,168.31441,83.20087,116.67249,98.59482,205.55525,113.83220,20.01774,395.00000,254.00000,515.00000,92.00000,274.00264,163.99736
500111,0.00000,7.00000,0.00000,0.00000,0.00000,4.92308,2.07692,0.00000,9.00000,2.00000,11.00000,0.00000,2.38095,4.61905
500112,79.06250,158.12500,107.81250,0.00000,16.20805,211.86242,103.03691,13.89262,507.00000,427.00000,229.00000,0.00000,64.33921,280.66079
500113,0.00000,64.57143,142.97959,18.44898,10.61745,138.78523,67.49664,9.10067,431.00000,276.00000,157.00000,2.00000,42.14684,183.85316
500114,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
500115,33.91772,64.88608,81.10759,286.08861,92.13832,172.14321,117.92189,83.79658,482.00000,266.00000,715.00000,109.00000,280.20259,185.79741
500116,3.78626,106.96183,182.68702,202.56489,98.06998,183.22539,125.51343,89.19121,425.00000,272.00000,741.00000,179.00000,298.24138,197.75862
500117,146.03175,208.61678,24.48980,20.86168,61.47456,196.88474,106.74974,34.89097,453.00000,298.00000,372.00000,39.00000,205.70377,194.29623
500119,66.89811,220.55472,515.32453,582.22264,120.58990,528.74034,619.36115,116.30860,1685.00000,1097.50000,1823.00000,191.50000,638.37675,746.62325
500120,39.39946,33.13137,122.67560,138.79357,138.14880,74.54981,95.60908,25.69231,256.91186,185.59856,435.01122,186.47837,238.15652,95.84348
500121,27.57484,65.98265,87.64859,272.79393,104.48146,219.65156,113.56680,16.30018,296.00000,129.00000,583.00000,232.00000,298.16980,155.83020
500122,249.81908,210.69079,271.89145,182.59868,268.54582,357.85857,238.77490,49.82072,596.21127,380.05634,965.50704,247.22535,582.27273,332.72727
500123,114.87772,134.38526,225.42044,172.31658,189.88977,253.04316,168.83865,35.22842,444.00000,269.00000,766.00000,191.00000,411.72727,235.27273
500124,55.56027,76.77419,244.46520,218.20034,182.92627,213.47926,156.29032,42.30415,358.00000,340.00000,683.00000,245.00000,403.68042,191.31958
500125,121.83784,118.05405,59.78378,8.32432,88.36834,140.63927,76.64840,2.34399,233.10938,162.40625,352.09375,145.39062,189.94059,118.05941
500126,120.26104,147.93173,159.63855,102.16867,152.06240,242.00913,131.89498,4.03349,417.00000,283.00000,582.00000,214.00000,326.84583,203.15417
500127,66.23377,95.37662,149.68831,96.70130,108.77558,150.16158,138.07540,10.98743,293.50000,207.00000,447.37500,136.12500,256.46763,151.53237
500128,163.25693,150.85767,153.95749,90.92791,158.46530,275.94819,91.25415,33.33236,406.00000,300.00000,626.00000,182.00000,348.33828,210.66172
500129,588.47803,114.30868,33.86924,53.34405,449.60503,266.64273,60.98743,12.76481,391.00000,352.00000,509.00000,322.00000,571.80952,218.19048
500130,295.18931,117.23831,18.84187,38.73051,267.48654,158.63555,36.28366,7.59425,270.23780,220.54526,351.51907,159.69787,340.19048,129.80952
500131,68.53741,130.74830,90.68027,20.03401,104.44990,107.79961,85.56974,12.18075,170.00000,155.00000,302.00000,75.00000,218.67100,91.32900
500132,75.44928,118.13768,100.26812,117.14493,134.15532,166.92608,90.46096,19.45764,196.00000,162.00000,465.00000,169.00000,291.48690,119.51310
500133,55.42695,48.62013,189.61851,305.33442,121.37510,310.84996,151.02398,15.75097,406.74015,278.80581,733.77743,276.67660,430.24946,168.75054
500134,7.92363,39.61816,167.27666,396.18156,53.19887,233.25657,273.23442,51.31015,522.00000,308.00000,871.00000,202.00000,281.62325,329.37675
500135,42.67232,163.03013,102.85122,272.44633,73.08013,294.40107,145.90018,67.61862,463.72297,271.77703,772.60135,167.89865,303.32925,277.67075
500136,0.00000,28.82353,39.11765,72.05882,0.00000,98.46154,41.53846,0.00000,163.00000,227.00000,39.00000,0.00000,47.61905,92.38095
500138,0.00000,50.12245,139.08980,424.78776,15.59548,181.94732,339.63500,76.82220,662.00000,379.00000,880.00000,95.00000,286.61101,327.38899
500140,162.90000,148.50000,153.00000,48.60000,167.25071,184.36702,102.69781,58.68446,415.00000,261.00000,616.00000,218.00000,316.95538,196.04462
500141,136.54428,44.25918,128.06911,127.12743,146.90373,151.61493,120.34971,17.13163,226.00000,230.00000,446.00000,51.00000,307.55019,128.44981
500142,216.79612,69.41748,23.49515,20.29126,111.18861,114.75442,91.09037,12.96660,209.00000,221.00000,328.00000,57.00000,232.77881,97.22119
500143,113.16254,60.35336,111.00707,20.47703,81.43204,102.75243,89.13107,31.68447,244.00000,165.00000,369.00000,72.00000,178.95989,126.04011
500144,122.75776,135.26087,73.88199,34.09938,109.33851,165.78274,81.29389,9.58487,288.83065,195.95161,380.70161,114.51613,235.09242,130.90758
500145,58.86643,84.50181,52.22022,67.41155,78.56838,119.12803,58.41610,6.88749,231.28766,165.76766,311.59660,69.34809,168.93253,94.06747
500146,130.94531,164.56641,109.71094,47.77734,135.32881,205.19011,100.61785,11.86324,372.00000,291.00000,520.00000,105.00000,290.97505,162.02495
500147,97.93548,99.00000,124.54839,140.51613,150.80233,187.63953,101.68605,21.87209,256.00000,185.00000,527.00000,172.00000,327.65680,134.34320
500148,121.65698,17.12209,53.16860,118.05233,101.18771,125.90532,68.23090,14.67608,187.00000,122.00000,352.00000,145.00000,219.85630,90.14370
500149,137.56208,72.53273,217.59819,126.30700,171.02844,251.84128,99.11009,32.02018,357.00000,277.00000,619.00000,203.00000,382.26000,171.74000
500150,257.65530,228.91288,166.29545,160.13636,250.98578,369.57936,145.44495,46.98991,538.26829,450.82927,857.36585,259.53659,560.97000,252.03000
500151,161.20699,245.35349,147.03495,105.40457,151.65921,318.83343,164.84697,23.66039,340.00000,334.00000,566.00000,107.00000,432.80594,226.19406
500152,67.21509,98.06792,51.78868,74.92830,106.39763,118.91500,45.75314,20.93422,244.00000,203.00000,328.00000,61.00000,181.38720,110.61280
500153,148.66817,165.74492,88.39729,42.18962,162.14708,181.22321,69.72653,31.90318,377.92857,264.35714,487.92857,97.78571,276.42912,168.57088
500154,57.16374,150.47515,208.47953,158.88158,72.34215,247.72516,207.14949,47.78319,561.00000,401.00000,652.00000,90.00000,286.94976,288.05024
500155,36.49206,99.87302,120.03968,106.59524,67.13126,130.49662,132.29770,33.07442,264.77925,180.36971,498.38437,143.46668,214.91124,148.08876
500156,17.75216,43.74640,27.26225,21.23919,5.16779,67.55034,32.85235,4.42953,214.00000,89.00000,119.00000,4.00000,20.51395,89.48605
500157,30.03264,161.55490,224.72700,281.68546,138.05651,248.67322,240.52703,70.74324,591.00000,427.00000,815.00000,202.00000,434.75672,263.24328
500158,218.98969,213.67010,188.84536,66.49485,149.24212,271.85599,204.97570,61.92619,375.00000,379.00000,693.00000,131.00000,468.33735,219.66265
500159,106.38605,89.65116,237.87442,80.08837,144.43908,185.06257,138.23271,46.26564,585.00000,407.00000,586.00000,69.00000,302.94258,211.05742
500160,105.47945,101.26027,62.23288,39.02740,66.81188,121.70297,91.76238,27.72277,243.45652,169.10375,313.22233,48.21739,209.66265,98.33735
500161,105.07391,263.62293,191.38462,61.91855,208.81077,247.22407,122.62708,43.33808,457.85131,395.46603,656.98866,119.69401,422.81514,199.18486
500162,97.71675,40.29557,146.07143,124.91626,114.93304,147.25796,109.99451,36.81449,204.00000,211.00000,427.00000,89.00000,241.05742,167.94258
500163,46.86224,115.87755,109.91327,61.34694,82.37562,131.84833,78.35152,41.42452,368.16106,227.05487,488.36798,179.41608,183.22425,150.77575
500164,98.39572,88.55615,98.39572,82.65241,90.76116,145.27002,86.32743,45.64139,414.21223,301.24093,544.06752,150.47932,201.87582,166.12418
500165,231.21037,188.24207,181.08069,109.46686,231.92792,256.29863,155.97254,65.80092,591.97495,483.27975,839.26305,221.48225,465.62791,244.37209
500166,274.27469,93.03591,223.52783,82.16158,219.84153,242.94222,147.84439,62.37185,489.76451,375.70925,747.38841,237.13783,441.36279,231.63721
500167,65.02660,92.77128,93.63830,74.56383,63.57099,117.40768,99.32968,45.69165,291.82108,205.07784,400.78540,148.31568,172.07848,153.92152
500168,107.92516,176.03326,159.26819,60.77339,98.28154,181.51371,153.56490,70.63985,592.00000,379.00000,643.00000,210.00000,266.03544,237.96456
500169,127.53082,107.74155,190.19682,127.53082,112.15462,195.43775,190.25569,55.15194,546.61667,355.57222,753.10345,249.70766,300.62174,252.37826
500170,205.28640,141.00480,174.18240,127.52640,131.42169,229.01205,222.93976,64.62651,721.98361,389.96721,907.83607,205.21311,352.26562,295.73438
500171,23.60738,77.56711,140.52013,93.30537,67.94177,118.39357,115.25435,33.41031,336.00000,186.00000,527.00000,111.00000,182.11263,152.88737
500172,102.14381,85.74115,121.52876,27.58628,110.08410,121.65160,74.03204,31.23227,115.47635,106.90665,299.44143,190.17557,221.00930,115.99070
500173,10.14208,58.31694,91.27869,72.26230,45.24071,83.55393,70.68860,32.51676,317.53637,224.55834,350.74408,79.16120,122.46076,109.53924
500174,40.28889,143.88889,140.05185,193.77037,101.01158,186.55576,157.83059,72.60207,568.79598,411.94618,764.86763,208.39021,273.42532,244.57468
500175,18.87097,255.25467,100.31409,210.56027,129.78477,198.55132,185.96026,70.70364,243.00000,233.00000,579.00000,183.00000,398.86364,186.13636
500176,255.80228,129.74144,72.69202,25.76426,147.66645,205.00331,123.00199,8.32826,237.42857,215.00000,426.42857,204.14286,336.89869,147.10131
500177,33.06180,32.05993,35.06554,434.81273,61.96247,219.16354,196.78820,57.08579,706.00000,219.00000,918.00000,100.00000,269.79679,265.20321
500178,263.65008,171.71946,98.86878,40.76169,209.51589,234.16482,90.09608,41.22321,448.00000,344.00000,588.00000,108.00000,357.18369,217.81631
500179,24.15966,32.85714,138.19328,149.78992,33.01703,151.93431,126.19221,33.85645,366.00000,222.00000,459.00000,101.00000,205.65759,139.34241
500180,138.75358,241.21777,168.63897,196.38968,153.82842,332.10843,182.61321,76.44994,894.00000,591.00000,809.00000,156.00000,406.03326,338.96674
500181,62.13488,149.73488,71.30233,154.82791,90.43872,195.25301,107.36186,44.94641,368.00000,242.00000,518.00000,145.00000,238.71486,199.28514
500182,119.65957,164.79433,291.80142,607.74468,283.99725,348.69003,500.45361,50.85911,1009.00000,660.00000,1517.00000,243.00000,709.53663,474.46337
500183,0.00000,33.02419,46.23387,193.74194,65.48247,80.39897,115.39175,11.72680,126.00000,77.00000,346.00000,158.00000,163.60093,109.39907
500184,17.22172,210.10503,313.43537,738.23788,306.78419,376.66770,540.60825,54.93986,1238.14286,536.60902,1818.96992,403.27820,766.46735,512.53265
500185,168.27763,81.31536,111.80863,57.59838,52.71541,180.51625,150.94893,34.81941,515.00000,299.00000,550.00000,139.00000,209.09904,209.90096
500186,9.24309,77.90608,101.67403,50.17680,37.06559,81.83658,75.59255,44.50528,204.00000,148.00000,353.00000,53.00000,131.31143,107.68857
500187,156.27612,140.83022,98.12687,91.76679,100.55629,217.09639,119.37266,49.97466,424.00000,342.00000,575.00000,152.00000,265.42040,221.57960
500188,35.94867,158.70021,105.21561,127.13552,131.27650,153.20276,112.16129,30.35945,308.27479,204.53341,585.41500,216.77680,289.70007,137.29993
500189,228.22115,118.48077,47.58654,110.71154,155.25675,181.18828,132.64977,35.90520,375.00000,282.00000,508.00000,176.00000,342.61952,162.38048
500190,80.64693,74.30391,181.22905,474.82011,79.72672,358.96096,271.98636,100.32596,534.33333,490.21739,1141.14493,335.30435,490.27613,320.72387
500191,73.02936,175.50604,277.98273,155.48187,67.04516,301.86359,228.72342,84.36783,486.12865,518.14620,582.56725,141.15789,412.29140,269.70860
500192,43.10571,70.62000,129.31714,77.95714,57.32955,144.00638,85.76683,33.89724,358.70714,219.86429,423.00714,89.42143,178.52998,142.47002
500193,70.00830,44.21577,90.88797,90.88797,49.87717,122.36220,108.84409,14.91654,222.00000,241.00000,244.00000,62.00000,184.65204,111.34796
500194,96.38953,53.91279,102.10756,28.59012,47.34961,116.16142,103.32835,14.16063,231.00000,199.00000,281.00000,61.00000,175.29467,105.70533
500195,13.50962,30.62179,80.15705,156.71154,67.40137,82.75498,118.77320,12.07045,72.00000,47.00000,272.00000,233.00000,168.39509,112.60491
500196,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,8.00000,3.00000,3.00000,2.00000,1.00000,2.00000
500197,6.63380,51.96479,45.33099,367.07042,26.86312,183.64604,205.95057,54.54027,301.00000,176.00000,702.00000,143.00000,239.07053,231.92947
500198,606.08850,397.20442,163.42743,56.27965,528.48358,488.33185,180.14020,26.04437,521.89571,483.87153,914.86864,579.36413,946.00000,277.00000
500199,67.88746,253.00610,233.77747,383.32897,185.52580,334.17690,323.22973,95.06757,689.47458,416.15254,1178.62712,386.74576,584.24328,353.75672
500200,141.19780,276.73660,469.66983,364.39577,268.14007,355.82085,507.73290,120.30619,794.00000,499.00000,1437.00000,573.00000,856.00000,396.00000
500201,107.64912,58.38596,201.61404,48.35088,63.93354,204.76012,111.01973,36.28660,437.30556,292.08333,413.97222,117.63889,213.93192,202.06808
500202,47.59346,65.27103,111.50467,66.63084,53.81597,104.61299,106.05683,26.51421,388.46696,173.05286,304.67841,95.80176,172.28422,118.71578
500203,35.90074,69.48529,85.69853,123.91544,58.25440,113.24087,114.80379,28.70095,257.00000,223.00000,369.00000,50.00000,186.49322,128.50678
500204,149.57516,197.99255,221.33665,127.09565,209.96149,232.74454,178.69063,74.60334,678.00000,479.00000,929.00000,177.00000,372.54772,323.45228
500205,41.96209,292.63033,219.74882,144.65877,117.78425,288.95669,257.03386,35.22520,466.00000,561.00000,636.00000,92.00000,436.05329,262.94671
500206,51.44514,198.71945,246.12968,312.70574,157.98243,325.30572,239.61345,86.09839,532.22151,437.23932,1093.35080,402.18838,559.32440,249.67560
500207,92.84211,226.40443,124.60388,144.14958,114.82530,236.43976,174.15663,62.57831,441.00000,419.00000,708.00000,195.00000,406.52997,181.47003
500208,98.24155,40.40580,86.35749,102.99517,44.18653,143.77617,100.60933,39.42798,293.94251,278.79210,496.17480,156.09059,180.76892,147.23108
500209,50.07857,47.44286,98.40000,50.07857,60.67186,97.10985,57.70801,30.51028,199.00000,130.00000,284.00000,122.00000,134.94960,111.05040
500210,46.72688,118.48602,104.30108,118.48602,60.17343,132.85603,122.71929,72.25125,385.42424,316.30303,522.72727,92.54545,213.17504,174.82496
500211,159.57422,171.04688,112.64062,90.73828,115.52885,214.04928,155.96394,48.45793,413.00000,332.00000,450.00000,192.00000,310.35351,223.64649
500212,40.70611,32.56489,93.17176,70.55725,51.27404,94.99940,69.21995,21.50661,233.00000,208.00000,323.00000,59.00000,137.74116,99.25884
500213,85.50964,126.92837,148.30579,124.25620,67.51200,157.91600,208.35600,51.21600,438.00000,356.00000,635.00000,101.00000,246.54841,238.45159
500214,105.80226,107.53672,48.56497,45.09605,56.77492,110.36491,111.88814,27.97203,274.46633,208.94015,388.90524,76.68828,181.75689,125.24311
500215,207.15436,60.59060,178.49664,41.75839,90.24808,175.43347,177.85476,44.46369,258.00000,332.00000,449.00000,81.00000,288.91648,199.08352
500216,28.45570,72.15552,274.39421,186.99458,88.41591,259.15009,144.31103,70.12297,496.00000,289.00000,817.00000,100.00000,318.83194,243.16806
500217,154.42915,160.64777,101.57085,95.35223,124.69185,207.65010,121.63817,58.01988,556.00000,365.00000,553.00000,132.00000,290.85863,221.14137
500218,29.15743,203.06069,481.09763,470.68426,145.51370,400.94783,481.55615,155.98232,1201.00000,826.00000,1589.00000,228.00000,602.00000,582.00000
500219,16.36957,45.01630,85.94022,103.67391,76.56768,79.61010,73.52525,21.29697,159.00000,86.00000,318.00000,140.00000,158.25864,92.74136
500220,139.67286,236.47584,272.43123,95.42007,226.95758,235.97576,217.93939,63.12727,836.00000,574.00000,820.00000,175.00000,469.10131,274.89869
500222,64.60699,254.90393,146.83406,71.65502,129.54908,177.82055,169.98160,60.64877,436.02187,374.43734,623.56254,201.97824,344.42775,193.57225
500223,127.71148,91.50980,100.56022,39.21849,90.88608,135.76108,92.02215,40.33070,318.00000,228.00000,392.00000,138.00000,201.31332,157.68668
500225,89.55882,214.08824,61.41176,40.94118,128.65936,109.00822,127.54703,40.78539,453.30645,322.98387,442.87097,151.83871,194.88000,211.12000
500226,143.70883,114.78043,94.25060,38.26014,85.40542,187.12900,74.59729,43.86829,497.14209,382.95174,468.16086,101.74531,212.10411,178.89589
500227,78.34576,107.72542,94.66780,40.26102,78.17594,130.18688,76.26143,36.37575,285.32485,230.16720,349.91781,101.59014,182.35473,138.64527
500228,168.68012,98.99068,109.28571,133.04348,111.39837,244.08130,97.30081,57.21951,470.58491,320.15094,574.01887,179.24528,276.65753,233.34247
500229,119.57233,167.15723,197.66038,97.61006,93.01121,195.81308,182.21495,110.96075,459.34746,397.60169,739.53390,126.51695,344.40645,237.59355
500230,11.96486,134.17732,207.67572,181.18211,85.50000,180.00000,167.50000,102.00000,519.00000,329.00000,651.00000,199.00000,316.59355,218.40645
500231,116.37791,97.50581,197.10853,130.00775,147.84749,176.64176,174.98055,41.53019,479.48148,323.44444,658.25926,210.81481,342.08568,198.91432
500232,56.80046,80.39450,137.19495,106.61009,104.12180,124.40020,123.23030,29.24770,274.00000,178.00000,470.00000,133.00000,240.91432,140.08568
500233,446.65546,101.51261,37.22129,18.61064,182.20796,201.97946,155.07060,64.74198,648.61490,450.74187,550.68206,77.96118,323.30290,280.69710
500234,28.67967,0.00000,100.37883,266.94150,39.75694,173.15192,156.67371,26.41744,301.00000,204.00000,548.00000,126.00000,271.33333,124.66667
500235,9.82840,155.46746,71.47929,216.22485,72.98668,148.38615,163.46605,68.16112,280.13636,273.25000,636.84091,149.77273,301.16517,151.83483
500237,89.61654,100.94737,64.89474,18.54135,62.02027,141.16554,68.03716,2.77703,212.72697,200.70699,278.32075,67.24528,168.79930,105.20070
500238,279.76875,203.86250,121.45000,88.91875,251.35256,260.25000,131.23718,51.16026,542.72169,387.09255,735.74938,220.43637,421.79778,272.20222
500239,79.74194,36.17921,76.78853,13.29032,74.60897,77.25000,38.95513,15.18590,219.96774,135.96774,245.96774,65.09677,125.20222,80.79778
500240,125.38710,99.08211,66.63930,7.89150,67.67905,154.04561,74.24493,3.03041,235.00000,221.00000,281.00000,40.00000,184.20070,114.79930
500241,51.39066,138.86412,146.51805,178.22718,81.02170,237.47740,132.24231,64.25859,460.00000,340.00000,615.00000,118.00000,292.16806,222.83194
500243,37.17842,95.60166,106.22407,80.99585,77.93241,129.78131,76.02386,36.26243,256.92857,227.66071,343.76786,91.64286,181.78664,138.21336
500244,288.75000,373.74057,202.66981,58.83962,201.82764,442.21789,176.28618,103.66829,755.00000,727.00000,801.00000,160.00000,501.23836,422.76164
500245,104.47645,100.74515,156.71468,87.06371,131.43406,227.28800,63.99113,26.28681,465.00000,405.00000,433.00000,70.00000,243.47947,205.52053
500246,335.71628,127.15140,213.13868,42.99364,210.47014,363.96452,102.47132,42.09403,565.71585,370.78415,672.69458,358.80542,389.89251,329.10749
500247,361.65269,136.69611,141.00150,79.64970,227.84749,193.04658,225.87763,72.22831,953.10256,648.89744,710.33333,121.66667,345.12000,373.88000
500248,198.33648,150.36673,83.02457,56.27221,142.85038,247.03016,69.54938,28.57008,680.52846,386.43902,570.33333,136.69919,264.62802,223.37198
500249,32.26211,27.16809,65.37322,173.19658,48.01332,97.61385,107.53395,44.83888,231.33766,176.72294,437.84848,101.09091,198.11748,99.88252
500250,30.14689,41.94350,179.57062,444.33898,112.13848,227.98402,251.15313,104.72437,434.00000,394.00000,904.00000,184.00000,462.71735,233.28265
500251,89.13785,104.54439,128.75467,148.56308,194.81463,105.12863,134.82598,36.23077,224.99364,216.76398,448.00060,284.24177,335.84348,135.15652
500252,52.49077,44.25692,122.47846,449.77385,65.76717,296.10960,224.36359,82.75964,678.00000,475.00000,1094.00000,190.00000,404.43247,264.56753
500253,50.71930,122.14035,318.80702,275.33333,43.74525,299.05842,335.38023,88.81611,750.00000,496.00000,1086.00000,117.00000,389.31444,377.68556
500255,52.12849,67.88827,281.25140,249.73184,37.12928,253.82924,284.65779,75.38368,700.00000,312.00000,950.00000,138.00000,330.43507,320.56493
500256,30.87846,40.37953,58.19403,427.54797,48.41648,169.66818,268.18519,70.73016,434.00000,303.00000,812.00000,150.00000,336.63942,220.36058
500257,41.73040,49.14914,44.51243,349.60803,56.17158,198.68097,178.39678,51.75067,457.00000,164.00000,775.00000,86.00000,244.58214,240.41786
500258,126.16488,203.95075,96.75803,16.12634,118.10682,163.04309,149.92011,11.92998,365.49351,240.55844,505.29870,191.64935,278.46853,164.53147
500259,71.97273,49.03636,84.62727,55.36364,69.58438,96.05925,88.32765,7.02873,196.44268,161.93312,285.48089,104.14331,164.06385,96.93615
500260,415.88370,440.70726,254.60292,84.80612,298.01645,523.25000,304.90132,69.83224,1363.14765,860.99329,1223.90604,352.95302,608.00000,588.00000
500263,220.86623,203.12597,221.75325,37.25455,208.34949,216.62828,200.07071,57.95152,328.00000,292.00000,648.00000,377.00000,430.64005,252.35995
500264,131.39523,79.04244,86.22812,90.33422,116.74583,129.41399,99.35815,41.48203,397.00000,274.00000,449.00000,121.00000,207.14938,179.85062
500265,11.20982,79.71429,58.54018,129.53571,60.36058,111.83474,81.48678,25.31791,322.00000,263.00000,382.00000,77.00000,162.15099,116.84901
500266,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
500267,525.31492,617.81602,501.33315,422.53591,1064.56075,693.42461,282.46699,26.54765,238.00000,195.00000,1457.00000,1916.00000,1668.13402,398.86598
500268,86.36287,69.29114,128.54008,191.80591,245.15284,159.68559,65.04803,6.11354,387.10638,191.68085,574.78723,157.42553,384.14697,91.85303
500269,31.76987,112.73179,60.46523,414.03311,110.64862,192.52860,234.57508,81.24770,550.73239,342.87324,890.74648,109.64789,354.26639,264.73361
500270,202.94344,118.91774,160.21851,71.92031,285.32494,185.85256,75.70717,7.11534,319.00000,204.00000,555.00000,201.00000,447.09543,106.90457
500271,209.28600,141.65089,156.96450,139.09862,333.22245,217.05163,88.41613,8.30979,556.00000,273.00000,767.00000,203.00000,522.14935,124.85065
500272,23.68750,82.90625,10.76705,261.63920,87.72933,142.03797,113.95530,35.27740,258.56250,115.68750,480.50000,175.25000,265.03497,113.96503
500273,61.59677,63.75806,109.14516,301.50000,124.07103,200.87691,161.16105,49.89100,382.00000,157.00000,761.00000,248.00000,374.82517,161.17483
500274,59.31694,49.27869,18.25137,207.15301,77.31292,125.17330,100.42498,31.08879,225.78049,121.20732,468.74390,142.26829,233.56643,100.43357
