row_names,maz_original,households,HHSize1,HHSize2,HHSize3,HHSize4p,maz,taz,taz_original,COUNTYFP,mtc_county_id,county_name,PUMA,region,univ,mil,othnon,popgq
20710,710468,37,6,12,7,12,35646,4461,700359,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20711,716781,111,18,39,19,35,37469,4461,700359,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20712,715078,64,18,21,10,15,37000,4436,700331,97,8,Sonoma,8,1.0,0.0,0.0,4.0,4.0
20713,711088,193,31,67,34,61,35866,4461,700359,97,8,Sonoma,8,1.0,0.0,0.0,19.0,19.0
20714,720205,43,7,15,8,13,38323,4461,700359,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20715,711174,123,17,39,23,44,35896,4198,700068,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20716,716785,131,17,42,25,47,37470,4198,700068,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20717,711587,39,5,13,7,14,36044,4198,700068,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20718,711180,68,9,21,13,25,35898,4198,700068,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20719,715846,212,34,76,36,66,37188,4461,700359,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20720,717540,13,3,5,2,3,37660,4437,700332,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20721,714096,63,10,24,12,17,36745,4168,700035,97,8,Sonoma,8,1.0,0.0,0.0,6.0,6.0
20722,717538,21,7,9,2,3,37659,4467,700367,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20723,715732,0,0,0,0,0,37162,4467,700367,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20724,713142,51,8,18,9,16,36496,4461,700359,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20725,711499,12,3,5,2,2,36019,4402,700294,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20726,716031,37,9,16,5,7,37249,4402,700294,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20727,710782,3,2,1,0,0,35758,4467,700367,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20728,711363,15,3,7,2,3,35967,4402,700294,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20729,718284,1,1,0,0,0,37837,4402,700294,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20730,717910,202,40,86,38,38,37748,4426,700318,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20731,713880,16,3,5,3,5,36701,4461,700359,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20732,714607,63,11,32,9,11,36886,4372,700262,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20733,712066,18,3,7,3,5,36170,4461,700359,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20734,712654,32,5,11,6,10,36349,4461,700359,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20735,715719,16,3,3,3,7,37161,4461,700359,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20736,714090,46,11,19,7,9,36744,4402,700294,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20737,710697,0,0,0,0,0,35729,4402,700294,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20738,714089,0,0,0,0,0,36743,4402,700294,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20739,716032,1,0,1,0,0,37250,4402,700294,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20740,711065,6,1,2,1,2,35863,4461,700359,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20741,714843,2,0,2,0,0,36944,4402,700294,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20742,710780,11,2,5,2,2,35756,4404,700296,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20743,712880,0,0,0,0,0,36429,4404,700296,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20744,713224,0,0,0,0,0,36518,4404,700296,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20745,711249,16,4,7,2,3,35926,4402,700294,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20746,718260,1,1,0,0,0,37833,4404,700296,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20747,713538,0,0,0,0,0,36601,4402,700294,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20748,710778,2,2,0,0,0,35754,4404,700296,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20749,718995,0,0,0,0,0,37994,4404,700296,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20750,712635,2,1,1,0,0,36344,4404,700296,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20751,713537,0,0,0,0,0,36600,4402,700294,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20752,716777,7,0,7,0,0,37468,4402,700294,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20753,716774,1,1,0,0,0,37467,4404,700296,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20754,719462,0,0,0,0,0,38117,4404,700296,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20755,719239,0,0,0,0,0,38054,4170,700038,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20756,713219,0,0,0,0,0,36517,4170,700038,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20757,716504,50,12,18,9,11,37402,4170,700038,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20758,716442,43,9,17,7,10,37386,4172,700040,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20759,714469,75,16,30,11,18,36840,4172,700040,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20760,711170,99,22,39,14,24,35894,4172,700040,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20761,710598,215,47,87,30,51,35691,4172,700040,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20762,711773,28,6,10,4,8,36104,4407,700299,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20763,710694,91,19,31,13,28,35728,4407,700299,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20764,711059,87,20,34,15,18,35861,4170,700038,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20765,716494,46,11,17,8,10,37401,4170,700038,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20766,711674,32,7,10,5,10,36073,4407,700299,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20767,710235,28,5,11,4,8,35559,4407,700299,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20768,716110,51,11,17,7,16,37275,4407,700299,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20769,713748,161,40,51,27,43,36661,4406,700298,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20770,715477,47,13,11,6,17,37105,4173,700041,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20771,710596,79,22,18,10,29,35690,4173,700041,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20772,710312,18,4,5,3,6,35582,4407,700299,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20773,715059,16,3,7,2,4,36998,4172,700040,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20774,718744,46,10,20,6,10,37941,4172,700040,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20775,711359,4,1,1,1,1,35965,4406,700298,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20776,710699,69,15,26,9,19,35731,4171,700039,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20777,719238,0,0,0,0,0,38053,4171,700039,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20778,711772,9,2,3,1,3,36103,4406,700298,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20779,712486,45,11,14,8,12,36306,4406,700298,97,8,Sonoma,8,1.0,0.0,0.0,5.0,5.0
20780,710313,83,21,26,14,22,35583,4406,700298,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20781,711571,118,36,38,21,23,36038,4169,700037,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20782,712061,92,21,37,15,19,36169,4170,700038,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20783,710465,4,1,2,0,1,35644,4169,700037,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20784,715838,102,32,33,17,20,37186,4169,700037,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20785,711058,340,340,0,0,0,35860,4171,700039,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20786,718264,1,1,0,0,0,37834,4169,700037,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20787,711576,32,7,12,4,9,36039,4171,700039,97,8,Sonoma,8,1.0,0.0,0.0,9.0,9.0
20788,715357,83,27,26,14,16,37072,4169,700037,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20789,718621,0,0,0,0,0,37910,4169,700037,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20790,714404,41,8,20,5,8,36822,4404,700296,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20791,712637,4,1,2,0,1,36345,4404,700296,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20792,712795,4,4,0,0,0,36395,4404,700296,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20793,717107,85,15,43,12,15,37537,4404,700296,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20794,718986,0,0,0,0,0,37993,4404,700296,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20795,717109,0,0,0,0,0,37538,4404,700296,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20796,710099,3,3,0,0,0,35504,4404,700296,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20797,711364,1,0,1,0,0,35968,4404,700296,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20798,711036,1,1,0,0,0,35855,4404,700296,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20799,712882,0,0,0,0,0,36430,4404,700296,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20800,710318,0,0,0,0,0,35584,4404,700296,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20801,717105,3,1,1,0,1,37535,4404,700296,97,8,Sonoma,8,1.0,0.0,0.0,0.0,0.0
20802,810349,0,0,0,0,0,38490,4619,800138,41,9,Marin,9,1.0,0.0,0.0,13.0,13.0
20803,810155,169,48,73,22,26,38424,4619,800138,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20804,813000,0,0,0,0,0,39331,4618,800137,41,9,Marin,9,1.0,0.0,0.0,60.0,60.0
20805,812690,7,2,3,1,1,39246,4619,800138,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20806,814127,0,0,0,0,0,39672,4618,800137,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20807,812887,309,134,121,30,24,39301,4516,800031,41,9,Marin,9,1.0,0.0,0.0,3.0,3.0
20808,810157,0,0,0,0,0,38425,4515,800030,41,9,Marin,9,1.0,0.0,0.0,4.0,4.0
20809,810159,0,0,0,0,0,38427,4515,800030,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20810,814131,0,0,0,0,0,39675,4516,800031,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20811,814132,113,50,44,10,9,39676,4516,800031,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20812,810351,20,8,8,2,2,38491,4516,800031,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20813,812359,0,0,0,0,0,39139,4516,800031,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20814,811322,1,1,0,0,0,38807,4518,800034,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20815,811323,0,0,0,0,0,38808,4518,800034,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20816,813450,0,0,0,0,0,39462,4518,800034,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20817,810091,0,0,0,0,0,38402,4518,800034,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20818,813206,43,10,21,6,6,39387,4566,800082,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20819,810916,0,0,0,0,0,38671,4518,800034,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20820,810895,23,5,11,4,3,38661,4566,800082,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20821,813454,0,0,0,0,0,39465,4518,800034,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20822,811549,0,0,0,0,0,38875,4518,800034,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20823,813411,52,11,26,8,7,39449,4566,800082,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20824,812765,59,17,24,8,10,39268,4566,800082,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20825,810209,151,43,61,21,26,38442,4566,800082,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20826,810992,93,26,38,13,16,38695,4566,800082,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20827,810466,51,15,20,7,9,38530,4566,800082,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20828,813741,0,0,0,0,0,39558,4518,800034,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20829,810586,37,12,10,7,8,38560,4518,800034,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20830,810587,0,0,0,0,0,38561,4518,800034,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20831,810994,48,11,23,7,7,38696,4566,800082,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20832,811296,0,0,0,0,0,38793,4619,800138,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20833,810644,0,0,0,0,0,38576,4619,800138,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20834,811290,0,0,0,0,0,38792,4619,800138,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20835,814045,0,0,0,0,0,39647,4619,800138,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20836,812029,0,0,0,0,0,39011,4518,800034,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20837,814046,0,0,0,0,0,39648,4619,800138,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20838,811960,0,0,0,0,0,38985,4518,800034,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20839,810973,0,0,0,0,0,38691,4619,800138,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20840,812842,0,0,0,0,0,39287,4619,800138,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20841,811374,108,31,49,13,15,38823,4619,800138,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20842,812515,75,28,25,11,11,39193,4509,800023,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20843,813234,299,112,99,45,43,39397,4509,800023,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20844,812311,4,1,1,1,1,39114,4498,800012,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20845,812823,382,100,135,57,90,39282,4498,800012,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20846,813236,27,6,11,4,6,39398,4507,800021,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20847,813301,34,8,13,5,8,39417,4507,800021,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20848,813920,45,14,16,7,8,39614,4508,800022,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20849,810855,50,16,18,8,8,38646,4508,800022,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20850,813173,0,0,0,0,0,39375,4619,800138,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20851,810354,3,1,1,0,1,38492,4619,800138,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20852,810913,22,8,6,4,4,38670,4518,800034,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20853,810539,326,74,130,45,77,38547,4507,800021,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20854,810856,150,47,52,25,26,38647,4508,800022,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20855,811614,26,8,8,5,5,38891,4508,800022,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20856,813800,0,0,0,0,0,39576,4494,800008,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20857,812310,103,21,42,16,24,39113,4494,800008,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20858,813332,0,0,0,0,0,39430,4612,800131,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20859,814402,0,0,0,0,0,39754,4619,800138,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20860,810577,10,2,4,2,2,38558,4612,800131,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20861,813095,80,15,30,14,21,39348,4612,800131,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20862,810375,0,0,0,0,0,38501,4612,800131,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20863,810380,258,45,102,44,67,38504,4612,800131,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20864,813858,0,0,0,0,0,39592,4518,800034,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20865,812030,111,35,30,21,25,39012,4518,800034,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20866,813453,0,0,0,0,0,39464,4567,800084,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20867,810381,358,101,140,56,61,38505,4568,800085,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20868,811120,0,0,0,0,0,38735,4518,800034,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20869,811057,0,0,0,0,0,38712,4518,800034,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20870,811480,0,0,0,0,0,38854,4518,800034,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20871,810838,0,0,0,0,0,38638,4567,800084,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20872,811896,52,16,19,10,7,38970,4567,800084,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20873,811961,7,7,0,0,0,38986,4567,800084,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20874,812947,44,13,16,9,6,39315,4567,800084,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20875,810840,702,197,276,111,118,38639,4568,800085,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20876,810234,41,13,14,7,7,38452,4556,800072,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20877,812040,51,17,17,9,8,39016,4556,800072,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20878,810086,63,21,21,11,10,38400,4556,800072,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20879,811265,62,19,23,12,8,38786,4567,800084,41,9,Marin,9,1.0,0.0,0.0,6.0,6.0
20880,812130,38,12,15,6,5,39050,4568,800085,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20881,813744,33,10,12,6,5,39559,4568,800085,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20882,811956,39,12,14,7,6,38983,4568,800085,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20883,811955,26,8,10,4,4,38982,4568,800085,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20884,814071,94,29,34,17,14,39654,4568,800085,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20885,814283,13,4,5,2,2,39719,4568,800085,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20886,813271,34,11,12,7,4,39406,4567,800084,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20887,811330,34,11,11,7,5,38810,4567,800084,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20888,813449,146,46,52,26,22,39461,4568,800085,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20889,812183,34,11,12,7,4,39068,4567,800084,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20890,812979,199,62,70,40,27,39324,4567,800084,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20891,811825,74,23,27,14,10,38951,4567,800084,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20892,813270,64,20,22,13,9,39405,4567,800084,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20893,812033,223,69,81,44,29,39014,4567,800084,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20894,811327,5,1,2,1,1,38809,4568,800085,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20895,814351,16,5,6,3,2,39745,4568,800085,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20896,811055,61,19,22,12,8,38710,4567,800084,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20897,812140,53,16,19,9,9,39054,4569,800086,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20898,812948,175,58,58,31,28,39316,4556,800072,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20899,813491,188,62,62,33,31,39475,4556,800072,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20900,812958,203,63,73,34,33,39318,4569,800086,41,9,Marin,9,1.0,0.0,0.0,5.0,5.0
20901,812177,171,53,62,28,28,39066,4569,800086,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20902,812046,0,0,0,0,0,39018,4622,800142,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20903,810245,0,0,0,0,0,38456,4567,800084,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20904,811764,95,24,33,15,23,38937,4627,800147,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20905,813456,165,51,52,28,34,39466,4625,800145,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20906,811064,53,8,16,8,21,38714,4622,800142,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20907,813866,1,1,0,0,0,39596,4622,800142,41,9,Marin,9,1.0,0.0,0.0,50.0,50.0
20908,813460,71,19,23,11,18,39467,4627,800147,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20909,811483,40,11,13,6,10,38856,4627,800147,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20910,811703,374,96,129,58,91,38919,4627,800147,41,9,Marin,9,1.0,0.0,0.0,13.0,13.0
20911,811332,90,23,36,12,19,38812,4543,800059,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20912,814179,55,9,23,9,14,39696,4612,800131,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20913,813277,39,11,15,5,8,39410,4543,800059,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20914,810520,46,12,18,6,10,38544,4543,800059,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20915,813651,27,4,8,4,11,39525,4622,800142,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20916,811973,4,1,1,1,1,38993,4543,800059,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20917,812751,175,46,67,24,38,39262,4543,800059,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20918,810731,79,12,24,12,31,38605,4622,800142,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20919,814178,54,8,16,9,21,39695,4622,800142,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20920,813096,48,13,17,7,11,39349,4543,800059,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20921,810377,69,18,27,9,15,38503,4543,800059,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20922,814177,15,2,5,2,6,39694,4622,800142,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20923,812750,23,4,7,4,8,39261,4622,800142,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20924,812434,29,8,9,5,7,39162,4627,800147,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20925,810023,50,13,17,8,12,38368,4627,800147,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20926,810370,45,7,14,7,17,38498,4622,800142,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20927,810026,0,0,0,0,0,38370,4627,800147,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20928,810027,117,18,36,19,44,38371,4622,800142,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20929,812748,26,4,8,4,10,39259,4622,800142,41,9,Marin,9,1.0,0.0,0.0,2.0,2.0
20930,811751,35,18,9,4,4,38933,4601,800120,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20931,813644,43,11,14,7,11,39522,4627,800147,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20932,810024,32,8,11,5,8,38369,4627,800147,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20933,812619,52,13,19,8,12,39229,4627,800147,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20934,811128,35,20,9,3,3,38737,4601,800120,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20935,812741,70,37,18,8,7,39257,4601,800120,41,9,Marin,9,1.0,0.0,0.0,7.0,7.0
20936,813466,54,28,14,6,6,39469,4601,800120,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20937,813322,46,12,17,7,10,39424,4628,800148,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20938,811750,5,4,1,0,0,38932,4601,800120,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20939,813869,54,29,14,6,5,39598,4601,800120,41,9,Marin,9,1.0,0.0,0.0,10.0,10.0
20940,812744,32,15,9,4,4,39258,4601,800120,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20941,813868,28,15,7,3,3,39597,4601,800120,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20942,811418,94,50,24,10,10,38835,4601,800120,41,9,Marin,9,1.0,0.0,0.0,4.0,4.0
20943,811747,25,7,9,4,5,38930,4628,800148,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20944,812636,70,38,18,7,7,39231,4601,800120,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20945,811417,68,36,18,7,7,38834,4601,800120,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20946,811495,0,0,0,0,0,38858,4601,800120,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20947,813648,2,2,0,0,0,39524,4601,800120,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20948,810382,10,2,5,1,2,38506,4628,800148,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20949,812617,1,1,0,0,0,39227,4628,800148,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20950,810022,0,0,0,0,0,38367,4628,800148,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20951,813647,10,2,5,1,2,39523,4628,800148,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20952,812749,63,10,19,10,24,39260,4622,800142,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20953,814173,6,1,2,1,2,39693,4623,800143,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20954,813050,106,16,34,20,36,39337,4623,800143,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20955,811563,175,43,65,28,39,38878,4628,800148,41,9,Marin,9,1.0,0.0,0.0,4.0,4.0
20956,811748,60,9,20,11,20,38931,4623,800143,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20957,810373,37,11,16,5,5,38500,4626,800146,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
20958,811419,72,18,26,12,16,38836,4628,800148,41,9,Marin,9,1.0,0.0,0.0,0.0,0.0
